Time (s),V_LOAD_RF
0.0,-0.00781250048
5e-10,-0.01562500096
1e-09,-0.018750001151999998
1.5000000000000002e-09,-0.018750001151999998
2e-09,-0.014062500863999999
2.5e-09,-0.012500000768
3.0000000000000004e-09,-0.010937500672
3.5000000000000003e-09,-0.009375000575999999
4e-09,-0.009375000575999999
4.500000000000001e-09,-0.012500000768
5e-09,-0.010937500672
5.5000000000000004e-09,-0.00781250048
6.000000000000001e-09,-0.001562500096
6.5e-09,0.006250000384
7.000000000000001e-09,0.009375000575999999
7.500000000000001e-09,0.012500000768
8e-09,0.01562500096
8.5e-09,0.017187501056
9.000000000000001e-09,0.01562500096
9.5e-09,0.017187501056
1e-08,0.017187501056
1.0500000000000001e-08,0.012500000768
1.1000000000000001e-08,0.00781250048
1.15e-08,0.0046875002879999995
1.2000000000000002e-08,0.006250000384
1.2500000000000001e-08,0.010937500672
1.3e-08,0.01562500096
1.35e-08,0.021875001344
1.4000000000000001e-08,0.025000001536
1.45e-08,0.023437501439999998
1.5000000000000002e-08,0.023437501439999998
1.55e-08,0.025000001536
1.6e-08,0.03125000192
1.6500000000000002e-08,0.032812502016
1.7e-08,0.028125001727999997
1.75e-08,0.023437501439999998
1.8000000000000002e-08,0.01562500096
1.85e-08,0.012500000768
1.9e-08,0.014062500863999999
1.9500000000000003e-08,0.020312501248
2e-08,0.029687501823999998
2.05e-08,0.035937502207999995
2.1000000000000003e-08,0.040625002496
2.15e-08,0.040625002496
2.2000000000000002e-08,0.042187502592
2.2500000000000003e-08,0.045312502783999994
2.3e-08,0.043750002688
2.3500000000000002e-08,0.040625002496
2.4000000000000003e-08,0.035937502207999995
2.45e-08,0.034375002112
2.5000000000000002e-08,0.035937502207999995
2.55e-08,0.0390625024
2.6e-08,0.043750002688
2.6500000000000002e-08,0.048437502975999996
2.7e-08,0.050000003072
2.75e-08,0.050000003072
2.8000000000000003e-08,0.046875002879999995
2.85e-08,0.043750002688
2.9e-08,0.043750002688
2.9500000000000003e-08,0.043750002688
3.0000000000000004e-08,0.048437502975999996
3.05e-08,0.050000003072
3.1e-08,0.043750002688
3.1500000000000004e-08,0.035937502207999995
3.2e-08,0.034375002112
3.25e-08,0.037500002303999996
3.3000000000000004e-08,0.043750002688
3.35e-08,0.05468750336
3.4e-08,0.060937503744
3.4500000000000005e-08,0.06406250393599999
3.5e-08,0.06406250393599999
3.55e-08,0.060937503744
3.6000000000000005e-08,0.056250003455999995
3.65e-08,0.053125003264
3.7e-08,0.048437502975999996
3.7500000000000005e-08,0.045312502783999994
3.8e-08,0.045312502783999994
3.85e-08,0.050000003072
3.9000000000000005e-08,0.059375003647999997
3.95e-08,0.067187504128
4e-08,0.0781250048
4.0500000000000005e-08,0.079687504896
4.1e-08,0.07500000460799999
4.15e-08,0.067187504128
4.2000000000000006e-08,0.053125003264
4.2500000000000003e-08,0.035937502207999995
4.3e-08,0.023437501439999998
4.3500000000000006e-08,0.017187501056
