Time (s),V_MR
0.0,4.7182497024
5e-10,4.6869997056
1e-09,4.6244997119999995
1.5000000000000002e-09,4.5307497216
2e-09,4.4369997312
2.5e-09,4.4057497344
3.0000000000000004e-09,4.3432497408
3.5000000000000003e-09,4.2182497536
4e-09,4.15574976
4.500000000000001e-09,3.9994997760000004
5e-09,3.9369997824
5.5000000000000004e-09,3.843249792
6.000000000000001e-09,3.7494998016
6.5e-09,3.6557498111999998
7.000000000000001e-09,3.5619998207999997
7.500000000000001e-09,3.4057498368
8e-09,3.3119998464
8.5e-09,3.1869998592
9.000000000000001e-09,3.0619998720000003
9.5e-09,2.9994998784
1e-08,2.905749888
1.0500000000000001e-08,2.7807499008
1.1000000000000001e-08,2.6244999168
1.15e-08,2.4994999296
1.2000000000000002e-08,2.4057499392
1.2500000000000001e-08,2.280749952
1.3e-08,2.1869999616
1.35e-08,2.0619999744
1.4000000000000001e-08,1.9369999872
1.45e-08,1.8744999936
1.5000000000000002e-08,1.7495000064000001
1.55e-08,1.655750016
1.6e-08,1.499500032
1.6500000000000002e-08,1.4057500416000002
1.7e-08,1.2807500544000001
1.75e-08,1.2182500608
1.8000000000000002e-08,1.1245000704
1.85e-08,1.0620000768
1.9e-08,0.9057500928000001
1.9500000000000003e-08,0.7807501056000001
2e-08,0.718250112
2.05e-08,0.6870001152
2.1000000000000003e-08,0.6245001216000001
2.15e-08,0.5307501312
2.2000000000000002e-08,0.43700014080000016
2.2500000000000003e-08,0.3745001472
2.3e-08,0.3120001536000001
2.3500000000000002e-08,0.28075015680000015
2.4000000000000003e-08,0.18700016640000006
2.45e-08,0.1557501696000001
2.5000000000000002e-08,0.09325017600000018
2.55e-08,0.030750182400000048
2.6e-08,-0.0004998143999999094
2.6500000000000002e-08,-0.03174981119999987
2.7e-08,-0.06299980799999982
2.75e-08,-0.09424980479999978
2.8000000000000003e-08,-0.12549980159999996
2.85e-08,-0.09424980479999978
2.9e-08,-0.09424980479999978
2.9500000000000003e-08,-0.09424980479999978
3.0000000000000004e-08,-0.12549980159999996
3.05e-08,-0.15674979839999992
3.1e-08,-0.09424980479999978
3.1500000000000004e-08,-0.12549980159999996
3.2e-08,-0.09424980479999978
3.25e-08,-0.09424980479999978
3.3000000000000004e-08,-0.03174981119999987
3.35e-08,-0.03174981119999987
3.4e-08,0.030750182400000048
3.4500000000000005e-08,0.06200017920000023
3.5e-08,0.09325017600000018
3.55e-08,0.1557501696000001
3.6000000000000005e-08,0.2182501632
3.65e-08,0.3120001536000001
3.7e-08,0.34325015040000006
3.7500000000000005e-08,0.4057501440000002
3.8e-08,0.4682501376000001
3.85e-08,0.562000128
3.9000000000000005e-08,0.6245001216000001
3.95e-08,0.718250112
4e-08,0.8120001024000001
4.0500000000000005e-08,0.9370000896000001
4.1e-08,0.9995000832000001
4.15e-08,1.0620000768
4.2000000000000006e-08,1.1245000704
4.2500000000000003e-08,1.2182500608
4.3e-08,1.3745000448
4.3500000000000006e-08,1.5307500288
4.4000000000000004e-08,1.6245000192
4.45e-08,1.7182500096
4.5000000000000006e-08,1.7807500032
4.5500000000000004e-08,1.8744999936
4.6e-08,2.0307499776
4.6500000000000006e-08,2.1557499648
4.7000000000000004e-08,2.280749952
4.75e-08,2.3432499456
4.8000000000000006e-08,2.4057499392
4.8500000000000004e-08,2.5619999232
4.9e-08,2.7182499072
4.95e-08,2.8432498944
5.0000000000000004e-08,2.9369998848
5.05e-08,2.9369998848
