Time (s),V_MR
0.0,1.04687500864
5e-10,1.04687500864
1e-09,1.04687500864
1.5000000000000002e-09,1.0625000096
2e-09,1.0625000096
2.5e-09,1.09375001152
3.0000000000000004e-09,1.12500001344
3.5000000000000003e-09,1.15625001536
4e-09,1.18750001728
4.500000000000001e-09,1.2187500192
5e-09,1.25000002112
5.5000000000000004e-09,1.25000002112
6.000000000000001e-09,1.2812500230400001
6.5e-09,1.296875024
7.000000000000001e-09,1.296875024
7.500000000000001e-09,1.35937502784
8e-09,1.39062502976
8.5e-09,1.4062500307199999
9.000000000000001e-09,1.43750003264
9.5e-09,1.46875003456
1e-08,1.51562503744
1.0500000000000001e-08,1.51562503744
1.1000000000000001e-08,1.5312500384
1.15e-08,1.5312500384
1.2000000000000002e-08,1.5468750393600001
1.2500000000000001e-08,1.5781250412799999
1.3e-08,1.62500004416
1.35e-08,1.67187504704
1.4000000000000001e-08,1.7187500499200001
1.45e-08,1.7187500499200001
1.5000000000000002e-08,1.73437505088
1.55e-08,1.7500000518399998
1.6e-08,1.7500000518399998
1.6500000000000002e-08,1.7656250528
1.7e-08,1.79687505472
1.75e-08,1.81250005568
1.8000000000000002e-08,1.85937505856
1.85e-08,1.87500005952
1.9e-08,1.90625006144
1.9500000000000003e-08,1.93750006336
2e-08,1.93750006336
2.05e-08,1.93750006336
2.1000000000000003e-08,1.93750006336
2.15e-08,1.96875006528
2.2000000000000002e-08,2.01562506816
2.2500000000000003e-08,2.04687507008
2.3e-08,2.0625000710399997
2.3500000000000002e-08,2.09375007296
2.4000000000000003e-08,2.0781250719999997
2.45e-08,2.04687507008
2.5000000000000002e-08,2.04687507008
2.55e-08,2.09375007296
2.6e-08,2.14062507584
2.6500000000000002e-08,2.14062507584
2.7e-08,2.1562500768
2.75e-08,2.1562500768
2.8000000000000003e-08,2.14062507584
2.85e-08,2.17187507776
2.9e-08,2.1875000787200003
2.9500000000000003e-08,2.21875008064
3.0000000000000004e-08,2.20312507968
3.05e-08,2.1875000787200003
3.1e-08,2.1875000787200003
3.1500000000000004e-08,2.20312507968
3.2e-08,2.1875000787200003
3.25e-08,2.20312507968
3.3000000000000004e-08,2.1875000787200003
3.35e-08,2.21875008064
3.4e-08,2.21875008064
3.4500000000000005e-08,2.2500000825599997
3.5e-08,2.2343750815999996
3.55e-08,2.21875008064
3.6000000000000005e-08,2.1562500768
3.65e-08,2.10937507392
3.7e-08,2.04687507008
3.7500000000000005e-08,2.03125006912
3.8e-08,2.0625000710399997
3.85e-08,2.0625000710399997
3.9000000000000005e-08,2.0781250719999997
3.95e-08,2.0781250719999997
4e-08,2.04687507008
4.0500000000000005e-08,2.01562506816
4.1e-08,1.96875006528
4.15e-08,1.95312506432
4.2000000000000006e-08,1.9218750624
4.2500000000000003e-08,1.85937505856
4.3e-08,1.78125005376
4.3500000000000006e-08,1.73437505088
4.4000000000000004e-08,1.73437505088
4.45e-08,1.7656250528
4.5000000000000006e-08,1.79687505472
4.5500000000000004e-08,1.79687505472
4.6e-08,1.7187500499200001
4.6500000000000006e-08,1.65625004608
4.7000000000000004e-08,1.5781250412799999
4.75e-08,1.56250004032
4.8000000000000006e-08,1.5312500384
4.8500000000000004e-08,1.51562503744
4.9e-08,1.46875003456
4.95e-08,1.43750003264
5.0000000000000004e-08,1.42187503168
5.05e-08,1.4062500307199999
5.1e-08,1.4062500307199999
5.1500000000000005e-08,1.3750000288
5.2e-08,1.32812502592
5.25e-08,1.26562502208
5.3000000000000005e-08,1.23437502016
5.35e-08,1.20312501824
5.4e-08,1.18750001728
5.4500000000000005e-08,1.10937501248
5.5e-08,1.07812501056
5.55e-08,1.04687500864
5.6000000000000005e-08,1.03125000768
5.65e-08,1.03125000768
5.7e-08,1.0156250067200001
5.7500000000000005e-08,1.0156250067200001
5.8e-08,0.96875000384
5.85e-08,0.92187500096
5.9000000000000006e-08,0.89062499904
5.9500000000000003e-08,0.87499999808
6.000000000000001e-08,0.84374999616
6.05e-08,0.81249999424
6.1e-08,0.79687499328
6.15e-08,0.78124999232
6.2e-08,0.78124999232
6.250000000000001e-08,0.76562499136
6.300000000000001e-08,0.76562499136
6.35e-08,0.76562499136
6.4e-08,0.73437498944
6.45e-08,0.70312498752
6.5e-08,0.68749998656
6.55e-08,0.68749998656
6.600000000000001e-08,0.70312498752
6.65e-08,0.68749998656
6.7e-08,0.6562499846400001
6.75e-08,0.62499998272
6.8e-08,0.62499998272
6.85e-08,0.64062498368
6.900000000000001e-08,0.68749998656
6.950000000000001e-08,0.70312498752
7e-08,0.68749998656
7.05e-08,0.6562499846400001
7.1e-08,0.64062498368
7.15e-08,0.6562499846400001
7.200000000000001e-08,0.6718749856
7.250000000000001e-08,0.68749998656
7.3e-08,0.6718749856
7.35e-08,0.70312498752
7.4e-08,0.70312498752
7.45e-08,0.73437498944
7.500000000000001e-08,0.7499999904
7.550000000000001e-08,0.78124999232
7.6e-08,0.79687499328
7.65e-08,0.76562499136
7.7e-08,0.76562499136
7.75e-08,0.76562499136
7.800000000000001e-08,0.78124999232
7.850000000000001e-08,0.81249999424
7.9e-08,0.84374999616
7.95e-08,0.85937499712
8e-08,0.89062499904
8.05e-08,0.90625
8.100000000000001e-08,0.93750000192
8.150000000000001e-08,0.9843750048
8.2e-08,1.00000000576
8.25e-08,1.00000000576
8.3e-08,1.00000000576
8.35e-08,1.00000000576
8.400000000000001e-08,1.00000000576
8.450000000000001e-08,1.04687500864
8.500000000000001e-08,1.10937501248
8.55e-08,1.17187501632
8.6e-08,1.2187500192
8.65e-08,1.2187500192
8.700000000000001e-08,1.20312501824
8.750000000000001e-08,1.20312501824
8.800000000000001e-08,1.2187500192
8.85e-08,1.25000002112
8.9e-08,1.2812500230400001
8.95e-08,1.34375002688
9.000000000000001e-08,1.4062500307199999
9.050000000000001e-08,1.43750003264
9.100000000000001e-08,1.4531250336000001
9.15e-08,1.4843750355199998
9.2e-08,1.4843750355199998
9.25e-08,1.50000003648
9.300000000000001e-08,1.51562503744
9.350000000000001e-08,1.5312500384
9.400000000000001e-08,1.5468750393600001
9.45e-08,1.5781250412799999
9.5e-08,1.62500004416
9.55e-08,1.687500048
9.600000000000001e-08,1.7187500499200001
9.650000000000001e-08,1.73437505088
9.700000000000001e-08,1.73437505088
9.75e-08,1.73437505088
9.8e-08,1.7500000518399998
9.85e-08,1.78125005376
9.9e-08,1.82812505664
9.950000000000001e-08,1.85937505856
1.0000000000000001e-07,1.8906250604800001
1.005e-07,1.90625006144
1.01e-07,1.90625006144
1.015e-07,1.90625006144
1.02e-07,1.90625006144
1.0250000000000001e-07,1.93750006336
1.0300000000000001e-07,1.96875006528
1.0350000000000001e-07,2.03125006912
1.04e-07,2.04687507008
1.045e-07,2.0625000710399997
1.05e-07,2.04687507008
1.0550000000000001e-07,2.04687507008
1.0600000000000001e-07,2.04687507008
1.0650000000000001e-07,2.04687507008
1.07e-07,2.09375007296
1.075e-07,2.12500007488
1.08e-07,2.14062507584
1.0850000000000001e-07,2.12500007488
1.0900000000000001e-07,2.12500007488
1.0950000000000001e-07,2.09375007296
1.1e-07,2.10937507392
1.105e-07,2.10937507392
1.11e-07,2.14062507584
1.1150000000000001e-07,2.17187507776
1.1200000000000001e-07,2.20312507968
1.1250000000000001e-07,2.1875000787200003
1.13e-07,2.1562500768
1.135e-07,2.14062507584
1.14e-07,2.12500007488
1.1450000000000001e-07,2.12500007488
1.1500000000000001e-07,2.1562500768
1.1550000000000001e-07,2.1875000787200003
1.16e-07,2.20312507968
1.165e-07,2.1875000787200003
1.17e-07,2.14062507584
1.1750000000000001e-07,2.0781250719999997
1.1800000000000001e-07,2.0781250719999997
1.1850000000000001e-07,2.04687507008
1.1900000000000001e-07,2.01562506816
1.195e-07,2.03125006912
1.2000000000000002e-07,2.01562506816
1.205e-07,2.0000000672000002
1.21e-07,1.98437506624
1.215e-07,1.96875006528
1.22e-07,1.95312506432
1.2250000000000002e-07,1.93750006336
1.23e-07,1.9218750624
1.2350000000000001e-07,1.87500005952
1.24e-07,1.8437500575999999
1.245e-07,1.81250005568
1.2500000000000002e-07,1.78125005376
1.255e-07,1.73437505088
1.2600000000000002e-07,1.70312504896
1.265e-07,1.67187504704
1.27e-07,1.64062504512
1.275e-07,1.62500004416
1.28e-07,1.6093750432
1.2850000000000002e-07,1.62500004416
1.29e-07,1.5781250412799999
1.2950000000000001e-07,1.5468750393600001
1.3e-07,1.50000003648
1.305e-07,1.4531250336000001
1.31e-07,1.43750003264
1.315e-07,1.42187503168
1.3200000000000002e-07,1.39062502976
1.325e-07,1.35937502784
1.33e-07,1.31250002496
1.335e-07,1.26562502208
1.34e-07,1.25000002112
1.3450000000000002e-07,1.23437502016
1.35e-07,1.20312501824
1.3550000000000002e-07,1.20312501824
1.36e-07,1.18750001728
1.365e-07,1.17187501632
1.37e-07,1.15625001536
1.375e-07,1.10937501248
1.3800000000000002e-07,1.0625000096
1.385e-07,1.0156250067200001
1.3900000000000001e-07,0.9843750048
1.395e-07,0.96875000384
1.4e-07,0.95312500288
1.4050000000000002e-07,0.93750000192
1.41e-07,0.90625
1.4150000000000002e-07,0.92187500096
1.42e-07,0.90625
1.425e-07,0.90625
1.43e-07,0.85937499712
1.435e-07,0.85937499712
1.4400000000000002e-07,0.85937499712
1.445e-07,0.85937499712
1.4500000000000001e-07,0.8281249952
1.455e-07,0.84374999616
1.46e-07,0.81249999424
1.4650000000000002e-07,0.78124999232
1.47e-07,0.76562499136
1.4750000000000002e-07,0.76562499136
1.48e-07,0.78124999232
1.485e-07,0.78124999232
1.49e-07,0.79687499328
1.495e-07,0.76562499136
1.5000000000000002e-07,0.76562499136
1.505e-07,0.76562499136
1.5100000000000002e-07,0.76562499136
1.515e-07,0.78124999232
1.52e-07,0.79687499328
1.5250000000000002e-07,0.81249999424
1.53e-07,0.81249999424
1.5350000000000002e-07,0.81249999424
1.54e-07,0.8281249952
1.5450000000000001e-07,0.8281249952
1.55e-07,0.84374999616
1.555e-07,0.85937499712
1.5600000000000002e-07,0.85937499712
1.565e-07,0.85937499712
1.5700000000000002e-07,0.87499999808
1.575e-07,0.89062499904
1.58e-07,0.89062499904
1.5850000000000002e-07,0.92187500096
1.59e-07,0.93750000192
1.5950000000000002e-07,0.95312500288
1.6e-07,0.9843750048
1.6050000000000001e-07,1.0156250067200001
1.61e-07,1.03125000768
1.615e-07,1.03125000768
1.6200000000000002e-07,1.04687500864
1.625e-07,1.04687500864
1.6300000000000002e-07,1.0625000096
1.635e-07,1.07812501056
1.64e-07,1.10937501248
1.645e-07,1.12500001344
1.65e-07,1.17187501632
1.6550000000000002e-07,1.20312501824
1.66e-07,1.25000002112
1.6650000000000002e-07,1.25000002112
1.67e-07,1.26562502208
1.675e-07,1.2812500230400001
1.6800000000000002e-07,1.296875024
1.685e-07,1.32812502592
1.6900000000000002e-07,1.34375002688
1.695e-07,1.3750000288
1.7000000000000001e-07,1.42187503168
1.705e-07,1.4531250336000001
1.71e-07,1.4843750355199998
1.7150000000000002e-07,1.50000003648
1.72e-07,1.50000003648
1.7250000000000002e-07,1.5312500384
1.73e-07,1.51562503744
1.735e-07,1.56250004032
1.7400000000000002e-07,1.6093750432
1.745e-07,1.65625004608
1.7500000000000002e-07,1.687500048
1.755e-07,1.73437505088
1.7600000000000001e-07,1.7500000518399998
1.765e-07,1.73437505088
1.77e-07,1.7187500499200001
1.7750000000000002e-07,1.73437505088
1.78e-07,1.78125005376
1.7850000000000002e-07,1.79687505472
1.79e-07,1.82812505664
1.795e-07,1.85937505856
1.8000000000000002e-07,1.8906250604800001
1.805e-07,1.9218750624
1.8100000000000002e-07,1.93750006336
1.815e-07,1.93750006336
1.8200000000000002e-07,1.95312506432
1.825e-07,1.95312506432
1.83e-07,2.0000000672000002
1.8350000000000002e-07,2.04687507008
1.84e-07,2.0625000710399997
1.8450000000000002e-07,2.09375007296
1.85e-07,2.0625000710399997
1.8550000000000001e-07,2.0625000710399997
1.8600000000000002e-07,2.04687507008
1.865e-07,2.0781250719999997
1.8700000000000002e-07,2.10937507392
1.875e-07,2.14062507584
1.8800000000000002e-07,2.1562500768
1.885e-07,2.1562500768
1.89e-07,2.14062507584
1.8950000000000002e-07,2.1562500768
1.9e-07,2.1875000787200003
1.9050000000000002e-07,2.20312507968
1.91e-07,2.1875000787200003
1.9150000000000001e-07,2.20312507968
1.9200000000000003e-07,2.20312507968
1.925e-07,2.1875000787200003
1.9300000000000002e-07,2.17187507776
1.935e-07,2.20312507968
1.9400000000000002e-07,2.1875000787200003
1.945e-07,2.1875000787200003
1.95e-07,2.21875008064
1.9550000000000002e-07,2.2500000825599997
1.96e-07,2.2500000825599997
1.9650000000000002e-07,2.2343750815999996
1.97e-07,2.1875000787200003
1.9750000000000001e-07,2.14062507584
1.98e-07,2.0781250719999997
1.985e-07,2.03125006912
1.9900000000000002e-07,2.04687507008
1.995e-07,2.0625000710399997
2.0000000000000002e-07,2.0781250719999997
2.005e-07,2.0781250719999997
2.01e-07,2.0625000710399997
2.0150000000000002e-07,2.03125006912
2.02e-07,2.0000000672000002
2.0250000000000002e-07,1.98437506624
2.03e-07,1.95312506432
2.0350000000000002e-07,1.90625006144
2.04e-07,1.82812505664
2.045e-07,1.7656250528
2.0500000000000002e-07,1.73437505088
2.055e-07,1.7500000518399998
2.0600000000000002e-07,1.78125005376
2.065e-07,1.79687505472
2.0700000000000001e-07,1.7500000518399998
2.0750000000000003e-07,1.67187504704
2.08e-07,1.6093750432
2.0850000000000002e-07,1.5781250412799999
2.09e-07,1.5468750393600001
2.0950000000000002e-07,1.5312500384
2.1e-07,1.50000003648
2.105e-07,1.46875003456
2.1100000000000002e-07,1.42187503168
2.115e-07,1.4062500307199999
2.1200000000000002e-07,1.39062502976
2.125e-07,1.3750000288
2.1300000000000001e-07,1.3750000288
2.1350000000000003e-07,1.32812502592
2.14e-07,1.296875024
2.1450000000000002e-07,1.23437502016
2.15e-07,1.18750001728
