Time (s),VGS_A,VGS_B,VDS_A
0.0,0.062499814399999964,-0.1250001664,48.124999168
5e-10,-1.7920000017213056e-07,-0.1250001664,44.999999488
1e-09,0.12499980799999988,-0.1250001664,47.499999232
1.5000000000000002e-09,0.18749980160000002,-0.1250001664,48.749999104
2e-09,0.18749980160000002,-0.18750016000000014,50.624998912
2.5e-09,0.062499814399999964,-0.25000015360000005,48.124999168
3.0000000000000004e-09,-0.1250001664,-0.31250014719999997,45.624999424
3.5000000000000003e-09,-0.1250001664,-0.31250014719999997,44.999999488
4e-09,-0.06250017280000009,-0.4375001344,44.999999488
4.500000000000001e-09,-1.7920000017213056e-07,-0.4375001344,43.749999616
5e-09,-0.06250017280000009,-0.3750001408000001,43.749999616
5.5000000000000004e-09,-0.1250001664,-0.18750016000000014,41.874999808
6.000000000000001e-09,-0.25000015360000005,0.12499980799999988,41.249999872000004
6.5e-09,-0.25000015360000005,0.5624997632,40.624999936
7.000000000000001e-09,-0.1250001664,1.1249997056,40.0
7.500000000000001e-09,-0.06250017280000009,1.6874996479999997,37.500000256
8e-09,-0.1250001664,2.1249996032,36.250000384
8.5e-09,-0.06250017280000009,2.6249995520000002,34.375000576
9.000000000000001e-09,-0.1250001664,3.0624995072,35.000000512
9.5e-09,-0.1250001664,3.5624994559999994,33.125000704
1e-08,-0.1250001664,4.1249993984,32.500000768
1.0500000000000001e-08,-0.06250017280000009,4.4999993599999994,30.62500096
1.1000000000000001e-08,-0.1250001664,4.6874993408,29.375001087999998
1.15e-08,-0.06250017280000009,4.9374993152,28.750001152
1.2000000000000002e-08,-1.7920000017213056e-07,5.1874992896,27.50000128
1.2500000000000001e-08,-1.7920000017213056e-07,5.3749992704,27.50000128
1.3e-08,0.062499814399999964,5.562499251199999,26.250001408
1.35e-08,-1.7920000017213056e-07,5.6874992384,25.000001536
1.4000000000000001e-08,-0.1250001664,5.6249992448,23.750001664
1.45e-08,-0.06250017280000009,5.562499251199999,24.375001599999997
1.5000000000000002e-08,-0.06250017280000009,5.562499251199999,23.125001728
1.55e-08,-0.06250017280000009,5.562499251199999,20.625001984
1.6e-08,-0.06250017280000009,5.4374992639999995,20.000002048
1.6500000000000002e-08,-0.1250001664,5.4999992576,18.12500224
1.7e-08,-0.1250001664,5.4374992639999995,18.750002176
1.75e-08,-0.18750016000000014,5.3749992704,17.500002304
1.8000000000000002e-08,-0.1250001664,5.4374992639999995,17.500002304
1.85e-08,-0.06250017280000009,5.4374992639999995,16.250002432
1.9e-08,-0.1250001664,5.3124992768,16.250002432
1.9500000000000003e-08,-0.06250017280000009,5.3124992768,16.875002367999997
2e-08,-0.06250017280000009,5.0624993024,15.625002496
2.05e-08,-0.06250017280000009,4.9374993152,14.375002623999997
2.1000000000000003e-08,-1.7920000017213056e-07,4.7499993344,14.375002623999997
2.15e-08,-0.06250017280000009,4.7499993344,14.375002623999997
2.2000000000000002e-08,-1.7920000017213056e-07,4.6874993408,14.375002623999997
2.2500000000000003e-08,0.062499814399999964,4.6249993472,15.000002559999999
2.3e-08,0.062499814399999964,4.6874993408,14.375002623999997
2.3500000000000002e-08,-0.1250001664,4.6249993472,13.125002752
2.4000000000000003e-08,-0.1250001664,4.6249993472,13.125002752
2.45e-08,-0.1250001664,4.6874993408,13.750002687999999
2.5000000000000002e-08,-1.7920000017213056e-07,4.6249993472,15.625002496
2.55e-08,-1.7920000017213056e-07,4.6874993408,15.625002496
2.6e-08,-1.7920000017213056e-07,4.6249993472,15.625002496
2.6500000000000002e-08,-1.7920000017213056e-07,4.4999993599999994,14.375002623999997
2.7e-08,-0.1250001664,4.5624993536,15.000002559999999
2.75e-08,-0.06250017280000009,4.6249993472,15.000002559999999
2.8000000000000003e-08,-0.06250017280000009,4.6249993472,16.875002367999997
2.85e-08,0.062499814399999964,4.7499993344,18.12500224
2.9e-08,-1.7920000017213056e-07,4.8749993216,18.750002176
2.9500000000000003e-08,-1.7920000017213056e-07,4.8749993216,18.12500224
3.0000000000000004e-08,-0.1250001664,4.9374993152,18.12500224
3.05e-08,-1.7920000017213056e-07,4.8749993216,19.375002111999997
3.1e-08,-1.7920000017213056e-07,4.9374993152,21.25000192
3.1500000000000004e-08,-1.7920000017213056e-07,4.9374993152,21.875001855999997
3.2e-08,-0.06250017280000009,4.9374993152,22.500001792
3.25e-08,-0.06250017280000009,4.8749993216,23.125001728
3.3000000000000004e-08,-0.1250001664,4.8749993216,25.625001472
3.35e-08,-0.06250017280000009,4.9374993152,26.250001408
3.4e-08,-0.06250017280000009,4.9374993152,26.875001343999998
3.4500000000000005e-08,-1.7920000017213056e-07,4.9374993152,27.50000128
3.5e-08,-0.1250001664,4.9999993088,28.750001152
3.55e-08,-0.06250017280000009,5.0624993024,30.62500096
3.6000000000000005e-08,-0.1250001664,5.0624993024,31.875000831999998
3.65e-08,-0.06250017280000009,4.9999993088,33.125000704
3.7e-08,-0.06250017280000009,5.0624993024,35.625000448
3.7500000000000005e-08,-0.06250017280000009,4.9999993088,36.250000384
3.8e-08,-0.06250017280000009,4.9374993152,36.87500032
3.85e-08,-1.7920000017213056e-07,4.8124993279999995,39.375000064
3.9000000000000005e-08,-1.7920000017213056e-07,4.8749993216,40.624999936
3.95e-08,-1.7920000017213056e-07,4.8749993216,41.249999872000004
4e-08,-0.06250017280000009,4.8124993279999995,43.12499968
4.0500000000000005e-08,-0.06250017280000009,4.8124993279999995,44.374999552
4.1e-08,-0.06250017280000009,4.8124993279999995,46.249999360000004
4.15e-08,-0.06250017280000009,4.9374993152,46.874999296
4.2000000000000006e-08,-0.1250001664,4.9999993088,48.749999104
4.2500000000000003e-08,-1.7920000017213056e-07,4.9374993152,49.999998976
4.3e-08,-1.7920000017213056e-07,4.8749993216,51.874998784
4.3500000000000006e-08,-0.06250017280000009,4.8749993216,53.124998656
4.4000000000000004e-08,-0.1250001664,4.8124993279999995,54.374998528
4.45e-08,-0.1250001664,4.7499993344,54.374998528
4.5000000000000006e-08,-0.1250001664,4.7499993344,55.6249984
4.5500000000000004e-08,-1.7920000017213056e-07,4.4999993599999994,57.499998208
4.6e-08,0.062499814399999964,4.0624994048,59.374998016
4.6500000000000006e-08,-1.7920000017213056e-07,3.6249994495999998,59.999997952
4.7000000000000004e-08,-0.06250017280000009,3.4999994624,59.999997952
4.75e-08,-0.06250017280000009,3.1874994944,58.74999808
4.8000000000000006e-08,-0.06250017280000009,2.6249995520000002,59.999997952
4.8500000000000004e-08,-1.7920000017213056e-07,1.8749996288,61.87499776
4.9e-08,-1.7920000017213056e-07,0.8124997376,64.37499750399999
4.95e-08,-0.06250017280000009,-0.25000015360000005,63.124997632
5.0000000000000004e-08,-0.18750016000000014,-1.2500000512,61.87499776
5.05e-08,-0.1250001664,-1.8124999936,62.499997696
5.1e-08,-0.1250001664,-2.2499999488,63.749997568
5.1500000000000005e-08,-1.7920000017213056e-07,-2.374999936,64.99999744
5.2e-08,-1.7920000017213056e-07,-2.6249999103999997,63.749997568
5.25e-08,-0.06250017280000009,-2.8124998912,62.499997696
5.3000000000000005e-08,-0.1250001664,-2.7499998976,61.87499776
5.35e-08,-0.06250017280000009,-2.374999936,63.124997632
5.4e-08,-1.7920000017213056e-07,-1.6875000064,62.499997696
5.4500000000000005e-08,-1.7920000017213056e-07,-0.8750000896000001,63.124997632
5.5e-08,-0.1250001664,-0.1250001664,60.624997888
5.55e-08,-0.18750016000000014,0.24999979519999993,58.124998144
5.6000000000000005e-08,-0.18750016000000014,0.31249978879999984,58.124998144
5.65e-08,-0.1250001664,0.5624997632,58.124998144
5.7e-08,-1.7920000017213056e-07,0.9374997247999999,58.124998144
5.7500000000000005e-08,-0.06250017280000009,1.3124996863999998,56.249998336000004
5.8e-08,-0.1250001664,1.4999996672,53.749998592
5.85e-08,-0.06250017280000009,1.1874996992,51.249998848000004
5.9000000000000006e-08,-0.18750016000000014,0.8124997376,50.624998912
5.9500000000000003e-08,-0.06250017280000009,0.7499997440000001,49.999998976
6.000000000000001e-08,-0.06250017280000009,0.8749997312,48.749999104
6.05e-08,-0.06250017280000009,0.8124997376,45.624999424
6.1e-08,-0.06250017280000009,0.4374997760000001,43.749999616
6.15e-08,-0.1250001664,-0.25000015360000005,42.499999744
6.2e-08,-0.1250001664,-0.7500001024,40.624999936
6.250000000000001e-08,-0.06250017280000009,-0.6875001088000001,39.375000064
6.300000000000001e-08,-1.7920000017213056e-07,-0.25000015360000005,36.87500032
6.35e-08,-0.06250017280000009,-0.1250001664,34.375000576
6.4e-08,-0.1250001664,-0.5000001279999999,31.875000831999998
6.45e-08,-0.1250001664,-1.0000000768000001,29.375001087999998
6.5e-08,-0.1250001664,-1.125000064,28.125001216
6.55e-08,-1.7920000017213056e-07,-0.6875001088000001,26.875001343999998
6.600000000000001e-08,-0.06250017280000009,-0.1250001664,24.375001599999997
6.65e-08,-0.06250017280000009,-1.7920000017213056e-07,21.875001855999997
6.7e-08,-0.1250001664,-0.25000015360000005,19.375002111999997
6.75e-08,-0.06250017280000009,-0.31250014719999997,16.875002367999997
6.8e-08,-0.1250001664,-0.1250001664,15.625002496
6.85e-08,-0.1250001664,0.24999979519999993,13.750002687999999
6.900000000000001e-08,-0.25000015360000005,0.4374997760000001,12.500002815999999
6.950000000000001e-08,-0.31250014719999997,0.12499980799999988,10.625003008
7e-08,-0.3750001408000001,-0.1250001664,7.500003327999998
7.05e-08,-0.4375001344,-0.06250017280000009,6.250003456000002
7.1e-08,-0.3750001408000001,0.37499978239999976,5.000003583999998
7.15e-08,-0.18750016000000014,0.5624997632,3.125003776
7.200000000000001e-08,0.18749980160000002,0.24999979519999993,1.8750039039999962
7.250000000000001e-08,0.49999976960000003,-0.25000015360000005,0.6250040319999997
7.3e-08,0.9374997247999999,-0.4375001344,4.0959999978440464e-06
7.35e-08,1.4374996736,-0.25000015360000005,-3.124995584000004
7.4e-08,1.9374996223999998,0.12499980799999988,-3.124995584000004
