Time (s),V_LOAD_RF
0.0,-0.07187500441599999
5e-10,-0.07031250432
1e-09,-0.07031250432
1.5000000000000002e-09,-0.07187500441599999
2e-09,-0.076562504704
2.5e-09,-0.076562504704
3.0000000000000004e-09,-0.076562504704
3.5000000000000003e-09,-0.076562504704
4e-09,-0.07500000460799999
4.500000000000001e-09,-0.0781250048
5e-09,-0.08281250508799999
5.5000000000000004e-09,-0.08281250508799999
6.000000000000001e-09,-0.081250004992
6.5e-09,-0.079687504896
7.000000000000001e-09,-0.081250004992
7.500000000000001e-09,-0.08281250508799999
8e-09,-0.084375005184
8.5e-09,-0.084375005184
9.000000000000001e-09,-0.084375005184
9.5e-09,-0.084375005184
1e-08,-0.08593750527999999
1.0500000000000001e-08,-0.087500005376
1.1000000000000001e-08,-0.08593750527999999
1.15e-08,-0.084375005184
1.2000000000000002e-08,-0.079687504896
1.2500000000000001e-08,-0.084375005184
1.3e-08,-0.087500005376
1.35e-08,-0.089062505472
1.4000000000000001e-08,-0.08593750527999999
1.45e-08,-0.08281250508799999
1.5000000000000002e-08,-0.08593750527999999
1.55e-08,-0.087500005376
1.6e-08,-0.087500005376
1.6500000000000002e-08,-0.087500005376
1.7e-08,-0.087500005376
1.75e-08,-0.08593750527999999
1.8000000000000002e-08,-0.087500005376
1.85e-08,-0.087500005376
1.9e-08,-0.089062505472
1.9500000000000003e-08,-0.087500005376
2e-08,-0.087500005376
2.05e-08,-0.08593750527999999
2.1000000000000003e-08,-0.08593750527999999
2.15e-08,-0.084375005184
2.2000000000000002e-08,-0.08593750527999999
2.2500000000000003e-08,-0.081250004992
2.3e-08,-0.081250004992
2.3500000000000002e-08,-0.08281250508799999
2.4000000000000003e-08,-0.08281250508799999
2.45e-08,-0.084375005184
2.5000000000000002e-08,-0.08593750527999999
2.55e-08,-0.084375005184
2.6e-08,-0.08281250508799999
2.6500000000000002e-08,-0.08281250508799999
2.7e-08,-0.08281250508799999
2.75e-08,-0.079687504896
2.8000000000000003e-08,-0.0781250048
2.85e-08,-0.0781250048
2.9e-08,-0.0781250048
2.9500000000000003e-08,-0.0781250048
3.0000000000000004e-08,-0.076562504704
3.05e-08,-0.076562504704
3.1e-08,-0.0781250048
3.1500000000000004e-08,-0.0781250048
3.2e-08,-0.07500000460799999
3.25e-08,-0.073437504512
3.3000000000000004e-08,-0.07187500441599999
3.35e-08,-0.073437504512
3.4e-08,-0.07031250432
3.4500000000000005e-08,-0.065625004032
3.5e-08,-0.06406250393599999
3.55e-08,-0.065625004032
3.6000000000000005e-08,-0.065625004032
3.65e-08,-0.065625004032
3.7e-08,-0.06406250393599999
3.7500000000000005e-08,-0.06250000384
3.8e-08,-0.059375003647999997
3.85e-08,-0.056250003455999995
3.9000000000000005e-08,-0.057812503551999996
3.95e-08,-0.056250003455999995
4e-08,-0.053125003264
4.0500000000000005e-08,-0.051562503168
4.1e-08,-0.046875002879999995
4.15e-08,-0.050000003072
4.2000000000000006e-08,-0.051562503168
4.2500000000000003e-08,-0.048437502975999996
4.3e-08,-0.040625002496
4.3500000000000006e-08,-0.035937502207999995
4.4000000000000004e-08,-0.035937502207999995
4.45e-08,-0.042187502592
4.5000000000000006e-08,-0.042187502592
4.5500000000000004e-08,-0.0390625024
4.6e-08,-0.035937502207999995
4.6500000000000006e-08,-0.034375002112
4.7000000000000004e-08,-0.032812502016
4.75e-08,-0.032812502016
4.8000000000000006e-08,-0.029687501823999998
4.8500000000000004e-08,-0.028125001727999997
4.9e-08,-0.028125001727999997
4.95e-08,-0.025000001536
5.0000000000000004e-08,-0.020312501248
5.05e-08,-0.020312501248
5.1e-08,-0.01562500096
5.1500000000000005e-08,-0.014062500863999999
5.2e-08,-0.012500000768
5.25e-08,-0.012500000768
5.3000000000000005e-08,-0.010937500672
5.35e-08,-0.009375000575999999
5.4e-08,-0.006250000384
5.4500000000000005e-08,-0.003125000192
5.5e-08,-0.003125000192
5.55e-08,-0.003125000192
5.6000000000000005e-08,-0.003125000192
5.65e-08,0.0
5.7e-08,0.003125000192
5.7500000000000005e-08,0.006250000384
5.8e-08,0.010937500672
5.85e-08,0.010937500672
5.9000000000000006e-08,0.012500000768
5.9500000000000003e-08,0.014062500863999999
6.000000000000001e-08,0.017187501056
6.05e-08,0.018750001151999998
6.1e-08,0.018750001151999998
6.15e-08,0.021875001344
6.2e-08,0.023437501439999998
6.250000000000001e-08,0.023437501439999998
6.300000000000001e-08,0.021875001344
6.35e-08,0.023437501439999998
6.4e-08,0.023437501439999998
6.45e-08,0.025000001536
6.5e-08,0.03125000192
6.55e-08,0.035937502207999995
6.600000000000001e-08,0.034375002112
6.65e-08,0.03125000192
6.7e-08,0.032812502016
6.75e-08,0.035937502207999995
6.8e-08,0.037500002303999996
6.85e-08,0.040625002496
6.900000000000001e-08,0.045312502783999994
6.950000000000001e-08,0.045312502783999994
7e-08,0.046875002879999995
7.05e-08,0.048437502975999996
7.1e-08,0.048437502975999996
7.15e-08,0.050000003072
7.200000000000001e-08,0.051562503168
7.250000000000001e-08,0.053125003264
7.3e-08,0.051562503168
7.35e-08,0.050000003072
7.4e-08,0.053125003264
7.45e-08,0.05468750336
7.500000000000001e-08,0.056250003455999995
7.550000000000001e-08,0.057812503551999996
7.6e-08,0.057812503551999996
7.65e-08,0.057812503551999996
7.7e-08,0.059375003647999997
7.75e-08,0.06250000384
7.800000000000001e-08,0.06406250393599999
7.850000000000001e-08,0.06250000384
7.9e-08,0.06250000384
7.95e-08,0.06250000384
8e-08,0.06250000384
8.05e-08,0.06250000384
8.100000000000001e-08,0.06406250393599999
8.150000000000001e-08,0.06250000384
8.2e-08,0.065625004032
8.25e-08,0.07031250432
8.3e-08,0.07031250432
8.35e-08,0.068750004224
8.400000000000001e-08,0.067187504128
8.450000000000001e-08,0.067187504128
