FET,LOAD,V_IN,I_IN,V_OUT,I_OUT,P_OUT,V_IN_PP,V_IN_AVG,I_PRI_AVG,I_PRI_PP,I_PRI_RMS,V_OUT_PP,V_OUT_AVG,I_SEC_PP,I_SEC_AVG,I_SEC_RMS,V_PRI_PP,V_SEC_PP,V_TANK_IN_PP,V_TANK_OUT_PP
IGB110S101,50Ω Load,25.006937,1.32859613,0.003511244,0.001463502,6.864663e-07,0.331,25.1996,-0.075,2.44,0.826,0.013,-0.0062,2.63,-0.034,0.861,463.0,444.0,116.0,131.0
IGB110S101,50Ω Load,25.005292,1.33141385,0.003477596,0.001495683,4.268049e-07,0.35,25.2001,-0.075,2.44,0.824,0.013,-0.006,2.63,-0.03,0.857,456.0,450.0,119.0,131.0
IGB110S101,50Ω Load,25.004961,1.33342817,0.003469588,0.001503216,6.624921e-07,0.338,25.2035,-0.073,2.44,0.822,0.013,-0.0063,2.56,-0.028,0.862,456.0,450.0,119.0,131.0
IGB110S101,50Ω Load,25.007504,1.33905877,0.003483165,0.001561132,7.648046e-07,0.338,25.2009,-0.079,2.44,0.828,0.013,-0.0063,2.56,-0.036,0.864,463.0,456.0,116.0,131.0
IGB110S101,50Ω Load,25.006717,1.34180848,0.00341375,0.001479085,3.177394e-07,0.338,25.2054,-0.075,2.5,0.832,0.013,-0.0058,2.63,-0.035,0.866,456.0,450.0,116.0,131.0
IGB110S101,50Ω Load,25.00597,1.34076135,0.003691915,0.001455625,4.413237e-07,0.3,25.1995,-0.07,2.44,0.834,0.013,-0.006,2.56,-0.028,0.863,456.0,450.0,116.0,131.0
IGB110S101,50Ω Load,25.006281,1.33718691,0.003436269,0.001473222,2.522331e-07,0.313,25.2007,-0.071,2.44,0.825,0.013,-0.0059,2.56,-0.032,0.8667,456.0,444.0,119.0,131.0
IGB110S101,50Ω Load,25.006651,1.33330718,0.003672918,0.00147872,6.128554e-07,0.294,25.204,-0.071,2.5,0.831,0.013,-0.0058,2.56,-0.033,0.859,456.0,444.0,116.0,131.0
IGB110S101,50Ω Load,25.005876,1.33039171,0.003562008,0.001503936,6.955826e-07,0.3,25.2066,-0.072,2.44,0.829,0.013,-0.0061,2.56,-0.03,0.8623,456.0,444.0,116.0,131.0
IGB110S101,50Ω Load,25.00575,1.33100876,0.003393816,0.001536238,3.457656e-07,0.313,25.1958,-0.071,2.44,0.828,0.013,-0.006,2.56,-0.035,0.8607,463.0,450.0,119.0,131.0
IGB110S101,50Ω Load,25.004376,1.33622073,0.003507522,0.00155866,4.31869e-07,0.331,25.2003,-0.074,2.5,0.828,0.013,-0.0059,2.56,-0.028,0.8616,456.0,450.0,119.0,131.0
