Time (s),VIN,IIN,VOUT
0.0,24.02599997696,1.70496250816,48.34625000768
5e-10,24.04162497792,1.708087508352,48.25250000192
1e-09,24.11974998272,1.709650008448,48.25250000192
1.5000000000000002e-09,24.26037499136,1.706525008256,48.2993750048
2e-09,24.27599999232,1.701837507968,48.3775000096
2.5e-09,24.27599999232,1.700275007872,48.34625000768
3.0000000000000004e-09,24.30724999424,1.703400008064,48.36187500864
3.5000000000000003e-09,24.401,1.700275007872,48.40875001152
4e-09,24.52600000768,1.701837507968,48.44000001344
4.500000000000001e-09,24.52600000768,1.701837507968,48.50250001728
5e-09,24.44787500288,1.703400008064,48.51812501824
5.5000000000000004e-09,24.33849999616,1.706525008256,48.47125001536
6.000000000000001e-09,24.29162499328,1.709650008448,48.40875001152
6.5e-09,24.2447499904,1.709650008448,48.34625000768
7.000000000000001e-09,24.18224998656,1.708087508352,48.31500000576
7.500000000000001e-09,24.088499980799998,1.703400008064,48.33062500672
8e-09,24.02599997696,1.701837507968,48.28375000384
8.5e-09,24.04162497792,1.703400008064,48.22125
9.000000000000001e-09,24.1666249856,1.703400008064,48.18999999808
9.5e-09,24.3228749952,1.700275007872,48.20562499904
1e-08,24.36974999808,1.700275007872,48.2993750048
1.0500000000000001e-08,24.401,1.698712507776,48.33062500672
1.1000000000000001e-08,24.43225000192,1.698712507776,48.3775000096
1.15e-08,24.51037500672,1.698712507776,48.36187500864
1.2000000000000002e-08,24.58850001152,1.698712507776,48.3775000096
1.2500000000000001e-08,24.52600000768,1.701837507968,48.44000001344
1.3e-08,24.38537499904,1.703400008064,48.48687501632
1.35e-08,24.21349998848,1.701837507968,48.4556250144
1.4000000000000001e-08,24.11974998272,1.70496250816,48.40875001152
1.45e-08,24.13537498368,1.70496250816,48.31500000576
1.5000000000000002e-08,24.19787498752,1.703400008064,48.23687500096
1.55e-08,24.21349998848,1.701837507968,48.22125
1.6e-08,24.21349998848,1.701837507968,48.25250000192
1.6500000000000002e-08,24.30724999424,1.700275007872,48.20562499904
1.7e-08,24.401,1.700275007872,48.17437499712
1.75e-08,24.44787500288,1.700275007872,48.1431249952
1.8000000000000002e-08,24.43225000192,1.700275007872,48.23687500096
1.85e-08,24.38537499904,1.698712507776,48.31500000576
1.9e-08,24.35412499712,1.698712507776,48.40875001152
1.9500000000000003e-08,24.33849999616,1.700275007872,48.40875001152
2e-08,24.36974999808,1.701837507968,48.39312501056
2.05e-08,24.30724999424,1.700275007872,48.3775000096
2.1000000000000003e-08,24.29162499328,1.69715000768,48.33062500672
2.15e-08,24.27599999232,1.695587507584,48.2993750048
2.2000000000000002e-08,24.2447499904,1.698712507776,48.26812500288
2.2500000000000003e-08,24.2447499904,1.698712507776,48.17437499712
2.3e-08,24.2447499904,1.698712507776,48.11187499328
2.3500000000000002e-08,24.22912498944,1.698712507776,48.1431249952
2.4000000000000003e-08,24.2447499904,1.698712507776,48.22125
2.45e-08,24.3228749952,1.698712507776,48.26812500288
2.5000000000000002e-08,24.401,1.695587507584,48.28375000384
2.55e-08,24.52600000768,1.694025007488,48.28375000384
2.6e-08,24.52600000768,1.694025007488,48.34625000768
2.6500000000000002e-08,24.41662500096,1.695587507584,48.3775000096
2.7e-08,24.30724999424,1.700275007872,48.44000001344
2.75e-08,24.30724999424,1.701837507968,48.44000001344
2.8000000000000003e-08,24.36974999808,1.700275007872,48.36187500864
2.85e-08,24.30724999424,1.70496250816,48.2993750048
2.9e-08,24.21349998848,1.70496250816,48.26812500288
2.9500000000000003e-08,24.11974998272,1.703400008064,48.23687500096
3.0000000000000004e-08,24.15099998464,1.701837507968,48.22125
3.05e-08,24.26037499136,1.698712507776,48.1431249952
3.1e-08,24.38537499904,1.69715000768,48.09624999232
3.1500000000000004e-08,24.51037500672,1.694025007488,48.12749999424
3.2e-08,24.51037500672,1.694025007488,48.20562499904
3.25e-08,24.46350000384,1.6924625073919999,48.26812500288
3.3000000000000004e-08,24.36974999808,1.69715000768,48.34625000768
3.35e-08,24.29162499328,1.698712507776,48.3775000096
3.4e-08,24.19787498752,1.69715000768,48.40875001152
3.4500000000000005e-08,24.1666249856,1.69715000768,48.3775000096
3.5e-08,24.18224998656,1.698712507776,48.39312501056
3.55e-08,24.22912498944,1.701837507968,48.34625000768
3.6000000000000005e-08,24.33849999616,1.70496250816,48.28375000384
3.65e-08,24.33849999616,1.706525008256,48.18999999808
3.7e-08,24.3228749952,1.706525008256,48.09624999232
3.7500000000000005e-08,24.3228749952,1.701837507968,48.08062499136
