Time (s),V_LOAD_RF
0.0,-0.053125003264
5e-10,-0.056250003455999995
1e-09,-0.059375003647999997
1.5000000000000002e-09,-0.06250000384
2e-09,-0.06406250393599999
2.5e-09,-0.060937503744
3.0000000000000004e-09,-0.06406250393599999
3.5000000000000003e-09,-0.065625004032
4e-09,-0.067187504128
4.500000000000001e-09,-0.07031250432
5e-09,-0.068750004224
5.5000000000000004e-09,-0.067187504128
6.000000000000001e-09,-0.067187504128
6.5e-09,-0.068750004224
7.000000000000001e-09,-0.073437504512
7.500000000000001e-09,-0.07187500441599999
8e-09,-0.07031250432
8.5e-09,-0.073437504512
9.000000000000001e-09,-0.076562504704
9.5e-09,-0.08281250508799999
1e-08,-0.08281250508799999
1.0500000000000001e-08,-0.079687504896
1.1000000000000001e-08,-0.0781250048
1.15e-08,-0.079687504896
1.2000000000000002e-08,-0.079687504896
1.2500000000000001e-08,-0.081250004992
1.3e-08,-0.08281250508799999
1.35e-08,-0.084375005184
1.4000000000000001e-08,-0.08593750527999999
1.45e-08,-0.08593750527999999
1.5000000000000002e-08,-0.087500005376
1.55e-08,-0.089062505472
1.6e-08,-0.08593750527999999
1.6500000000000002e-08,-0.08593750527999999
1.7e-08,-0.089062505472
1.75e-08,-0.092187505664
1.8000000000000002e-08,-0.092187505664
1.85e-08,-0.089062505472
1.9e-08,-0.08593750527999999
1.9500000000000003e-08,-0.087500005376
2e-08,-0.087500005376
2.05e-08,-0.09062500556799999
2.1000000000000003e-08,-0.09062500556799999
2.15e-08,-0.089062505472
2.2000000000000002e-08,-0.087500005376
2.2500000000000003e-08,-0.089062505472
2.3e-08,-0.09375000575999999
2.3500000000000002e-08,-0.09375000575999999
2.4000000000000003e-08,-0.09062500556799999
2.45e-08,-0.087500005376
2.5000000000000002e-08,-0.089062505472
2.55e-08,-0.089062505472
2.6e-08,-0.08593750527999999
2.6500000000000002e-08,-0.08281250508799999
2.7e-08,-0.08281250508799999
2.75e-08,-0.084375005184
2.8000000000000003e-08,-0.087500005376
2.85e-08,-0.09062500556799999
2.9e-08,-0.089062505472
2.9500000000000003e-08,-0.087500005376
3.0000000000000004e-08,-0.084375005184
3.05e-08,-0.08593750527999999
3.1e-08,-0.087500005376
3.1500000000000004e-08,-0.089062505472
3.2e-08,-0.089062505472
