Time (s),V_TANK_IN,I_PRI,V_TANK_OUT,I_SEC
0.0,-43.75002624000001,0.7187498239999999,-23.437504512000004,0.2500002816000002
5e-10,-43.75002624000001,0.6874998271999999,-23.437504512000004,0.21875028480000003
1e-09,-40.62502655999998,0.6562498304,-23.437504512000004,0.21875028480000003
1.5000000000000002e-09,-43.75002624000001,0.6249998336,-21.875004415999996,0.1875002880000003
2e-09,-40.62502655999998,0.6249998336,-23.437504512000004,0.1875002880000003
2.5e-09,-40.62502655999998,0.5937498368,-23.437504512000004,0.1562502912000001
3.0000000000000004e-09,-43.75002624000001,0.5937498368,-20.312504320000002,0.1562502912000001
3.5000000000000003e-09,-40.62502655999998,0.5937498368,-20.312504320000002,0.12500029439999993
4e-09,-40.62502655999998,0.5312498431999999,-20.312504320000002,0.1562502912000001
4.500000000000001e-09,-43.75002624000001,0.5312498431999999,-20.312504320000002,0.0937502976000002
5e-09,-43.75002624000001,0.5624998399999999,-18.750004223999994,0.06250030080000002
5.5000000000000004e-09,-40.62502655999998,0.49999984639999995,-20.312504320000002,0.06250030080000002
6.000000000000001e-09,-43.75002624000001,0.4687498496,-18.750004223999994,0.031250304000000284
6.5e-09,-43.75002624000001,0.43749985280000003,-18.750004223999994,3.07200000104757e-07
7.000000000000001e-09,-46.875025919999985,0.43749985280000003,-14.062503935999999,3.07200000104757e-07
7.500000000000001e-09,-50.00002559999999,0.43749985280000003,-15.625004031999993,3.07200000104757e-07
8e-09,-53.12502527999999,0.40624985599999985,-14.062503935999999,-0.031249689600000075
8.5e-09,-53.12502527999999,0.40624985599999985,-14.062503935999999,-0.06249968639999981
9.000000000000001e-09,-50.00002559999999,0.3749998591999999,-10.937503743999997,-0.06249968639999981
9.5e-09,-53.12502527999999,0.34374986239999994,-9.375003647999996,-0.06249968639999981
1e-08,-53.12502527999999,0.34374986239999994,-7.8125035519999955,-0.09374968319999999
1.0500000000000001e-08,-53.12502527999999,0.3124998656,-7.8125035519999955,-0.12499967999999972
1.1000000000000001e-08,-56.25002495999999,0.2812498688,-4.687503360000001,-0.1562496767999999
1.15e-08,-56.25002495999999,0.24999987200000007,-1.5625031679999992,-0.1562496767999999
1.2000000000000002e-08,-56.25002495999999,0.2187498751999999,-3.125003264,-0.1562496767999999
1.2500000000000001e-08,-53.12502527999999,0.2187498751999999,-3.071999998383035e-06,-0.18749967360000008
1.3e-08,-53.12502527999999,0.24999987200000007,3.1249971200000033,-0.21874967039999982
1.35e-08,-50.00002559999999,0.18749987839999993,4.687497216000004,-0.21874967039999982
1.4000000000000001e-08,-50.00002559999999,0.18749987839999993,4.687497216000004,-0.21874967039999982
1.45e-08,-46.875025919999985,0.15624988159999997,6.249997312000005,-0.2499996672
1.5000000000000002e-08,-46.875025919999985,0.12499988480000002,10.9374976,-0.2499996672
1.55e-08,-43.75002624000001,0.12499988480000002,10.9374976,-0.28124966399999973
1.6e-08,-40.62502655999998,0.06249989119999988,12.499997696000001,-0.28124966399999973
1.6500000000000002e-08,-37.50002688000001,0.06249989119999988,14.062497792000002,-0.3124996607999999
1.7e-08,-34.37502719999998,0.06249989119999988,17.187497984000004,-0.3437496576000001
1.75e-08,-34.37502719999998,-1.02400000034919e-07,18.74999808,-0.3437496576000001
1.8000000000000002e-08,-28.125027839999973,-0.03125009919999999,17.187497984000004,-0.3437496576000001
1.85e-08,-28.125027839999973,-0.03125009919999999,17.187497984000004,-0.3749996543999998
1.9e-08,-25.00002816,-0.03125009919999999,20.312498176000002,-0.3749996543999998
1.9500000000000003e-08,-21.87502847999997,-0.09375009280000002,21.874998272,-0.4062496512
2e-08,-21.87502847999997,-0.09375009280000002,21.874998272,-0.3749996543999998
2.05e-08,-18.750028799999995,-0.09375009280000002,24.999998464,-0.4062496512
2.1000000000000003e-08,-18.750028799999995,-0.12500008960000009,26.56249856,-0.43749964799999974
2.15e-08,-12.500029439999992,-0.15625008640000004,24.999998464,-0.4687496447999999
2.2000000000000002e-08,-15.625029119999965,-0.15625008640000004,26.56249856,-0.49999964159999966
2.2500000000000003e-08,-9.375029759999961,-0.1875000832,26.56249856,-0.49999964159999966
2.3e-08,-12.500029439999992,-0.21875008000000007,28.124998656000002,-0.4687496447999999
2.3500000000000002e-08,-12.500029439999992,-0.1875000832,26.56249856,-0.5312496383999998
2.4000000000000003e-08,-12.500029439999992,-0.21875008000000007,26.56249856,-0.49999964159999966
2.45e-08,-12.500029439999992,-0.2500000768,26.56249856,-0.5312496383999998
2.5000000000000002e-08,-9.375029759999961,-0.2500000768,24.999998464,-0.5312496383999998
2.55e-08,-15.625029119999965,-0.2812500736,26.56249856,-0.49999964159999966
2.6e-08,-12.500029439999992,-0.31250007040000005,26.56249856,-0.5312496383999998
2.6500000000000002e-08,-18.750028799999995,-0.31250007040000005,24.999998464,-0.5624996352
2.7e-08,-21.87502847999997,-0.3437500672,26.56249856,-0.5624996352
2.75e-08,-25.00002816,-0.37500006399999997,26.56249856,-0.5624996352
2.8000000000000003e-08,-21.87502847999997,-0.37500006399999997,24.999998464,-0.5624996352
2.85e-08,-25.00002816,-0.40625006080000003,24.999998464,-0.5937496319999997
2.9e-08,-25.00002816,-0.37500006399999997,24.999998464,-0.5937496319999997
2.9500000000000003e-08,-31.250027520000003,-0.4375000576,23.437498368,-0.6249996287999999
3.0000000000000004e-08,-34.37502719999998,-0.4375000576,24.999998464,-0.6249996287999999
3.05e-08,-34.37502719999998,-0.4375000576,24.999998464,-0.6562496255999997
3.1e-08,-37.50002688000001,-0.46875005440000006,28.124998656000002,-0.6249996287999999
3.1500000000000004e-08,-40.62502655999998,-0.46875005440000006,26.56249856,-0.6249996287999999
3.2e-08,-40.62502655999998,-0.5000000512,26.56249856,-0.6249996287999999
3.25e-08,-40.62502655999998,-0.5000000512,26.56249856,-0.6249996287999999
3.3000000000000004e-08,-40.62502655999998,-0.5000000512,24.999998464,-0.6249996287999999
3.35e-08,-43.75002624000001,-0.531250048,26.56249856,-0.6562496255999997
3.4e-08,-43.75002624000001,-0.5625000448,26.56249856,-0.6562496255999997
3.4500000000000005e-08,-43.75002624000001,-0.531250048,26.56249856,-0.6562496255999997
3.5e-08,-43.75002624000001,-0.5625000448,28.124998656000002,-0.6562496255999997
3.55e-08,-46.875025919999985,-0.5625000448,29.687498752,-0.6562496255999997
3.6000000000000005e-08,-46.875025919999985,-0.5937500416,28.124998656000002,-0.6249996287999999
3.65e-08,-43.75002624000001,-0.5937500416,28.124998656000002,-0.6249996287999999
3.7e-08,-46.875025919999985,-0.6250000384000001,29.687498752,-0.6562496255999997
3.7500000000000005e-08,-43.75002624000001,-0.6562500352,28.124998656000002,-0.6562496255999997
3.8e-08,-46.875025919999985,-0.5937500416,28.124998656000002,-0.6874996223999998
3.85e-08,-46.875025919999985,-0.6562500352,26.56249856,-0.6874996223999998
3.9000000000000005e-08,-46.875025919999985,-0.6562500352,28.124998656000002,-0.6874996223999998
3.95e-08,-46.875025919999985,-0.687500032,26.56249856,-0.6874996223999998
4e-08,-46.875025919999985,-0.6562500352,28.124998656000002,-0.6562496255999997
4.0500000000000005e-08,-43.75002624000001,-0.687500032,26.56249856,-0.6562496255999997
4.1e-08,-46.875025919999985,-0.687500032,26.56249856,-0.6562496255999997
4.15e-08,-50.00002559999999,-0.687500032,26.56249856,-0.6562496255999997
4.2000000000000006e-08,-50.00002559999999,-0.7187500287999999,24.999998464,-0.6562496255999997
4.2500000000000003e-08,-50.00002559999999,-0.687500032,24.999998464,-0.6562496255999997
4.3e-08,-50.00002559999999,-0.687500032,26.56249856,-0.6874996223999998
4.3500000000000006e-08,-53.12502527999999,-0.7187500287999999,23.437498368,-0.6562496255999997
4.4000000000000004e-08,-53.12502527999999,-0.7812500224000001,23.437498368,-0.6562496255999997
4.45e-08,-53.12502527999999,-0.7500000256,23.437498368,-0.6562496255999997
4.5000000000000006e-08,-53.12502527999999,-0.7500000256,24.999998464,-0.6874996223999998
4.5500000000000004e-08,-56.25002495999999,-0.7812500224000001,21.874998272,-0.6562496255999997
4.6e-08,-59.37502463999999,-0.7812500224000001,21.874998272,-0.6249996287999999
4.6500000000000006e-08,-62.500024319999994,-0.7812500224000001,20.312498176000002,-0.6562496255999997
4.7000000000000004e-08,-62.500024319999994,-0.7812500224000001,23.437498368,-0.6249996287999999
4.75e-08,-65.625024,-0.7812500224000001,23.437498368,-0.6249996287999999
4.8000000000000006e-08,-65.625024,-0.7812500224000001,23.437498368,-0.6249996287999999
4.8500000000000004e-08,-68.75002368,-0.7812500224000001,23.437498368,-0.6249996287999999
4.9e-08,-71.87502336,-0.8125000192,24.999998464,-0.5937496319999997
4.95e-08,-78.12502271999998,-0.8125000192,23.437498368,-0.6249996287999999
5.0000000000000004e-08,-75.00002303999997,-0.8125000192,23.437498368,-0.5937496319999997
5.05e-08,-75.00002303999997,-0.8125000192,21.874998272,-0.5937496319999997
5.1e-08,-75.00002303999997,-0.843750016,24.999998464,-0.5937496319999997
5.1500000000000005e-08,-71.87502336,-0.843750016,24.999998464,-0.5937496319999997
5.2e-08,-71.87502336,-0.8750000128,21.874998272,-0.5624996352
5.25e-08,-71.87502336,-0.843750016,24.999998464,-0.5624996352
5.3000000000000005e-08,-65.625024,-0.8750000128,24.999998464,-0.5937496319999997
5.35e-08,-62.500024319999994,-0.8750000128,23.437498368,-0.5937496319999997
5.4e-08,-59.37502463999999,-0.8750000128,24.999998464,-0.5937496319999997
5.4500000000000005e-08,-56.25002495999999,-0.8750000128,23.437498368,-0.5624996352
5.5e-08,-53.12502527999999,-0.843750016,24.999998464,-0.5312496383999998
5.55e-08,-46.875025919999985,-0.843750016,24.999998464,-0.5312496383999998
5.6000000000000005e-08,-40.62502655999998,-0.843750016,24.999998464,-0.49999964159999966
5.65e-08,-34.37502719999998,-0.8750000128,23.437498368,-0.49999964159999966
5.7e-08,-31.250027520000003,-0.843750016,24.999998464,-0.49999964159999966
5.7500000000000005e-08,-31.250027520000003,-0.843750016,23.437498368,-0.5312496383999998
5.8e-08,-21.87502847999997,-0.843750016,23.437498368,-0.49999964159999966
5.85e-08,-18.750028799999995,-0.8750000128,21.874998272,-0.49999964159999966
5.9000000000000006e-08,-12.500029439999992,-0.843750016,24.999998464,-0.49999964159999966
