Frequency in Hz;Power in dBm
600000.0;-85.48
650253.8;-86.38
700507.6;-85.79
750761.4;-88.84
801015.2;-87.79
851269.0;-87.91
901522.8;-88.70
951776.6;-85.79
1002030.5;-91.53
1052284.3;-90.72
1102538.1;-90.24
1152791.9;-90.59
1203045.7;-91.32
1253299.5;-91.86
1303553.3;-92.07
1353807.1;-92.13
1404060.9;-92.22
1454314.7;-93.01
1504568.5;-93.13
1554822.3;-92.66
1605076.1;-92.71
1655329.9;-95.12
1705583.8;-94.35
1755837.6;-94.11
1806091.4;-95.31
1856345.2;-93.98
1906599.0;-95.70
1956852.8;-94.32
2007106.6;-95.92
2057360.4;-95.28
2107614.2;-95.39
2157868.0;-94.95
2208121.8;-93.99
2258375.6;-95.55
2308629.4;-95.46
2358883.2;-96.46
2409137.1;-95.62
2459390.9;-96.65
2509644.7;-96.53
2559898.5;-96.07
2610152.3;-97.08
2660406.1;-95.68
2710659.9;-97.59
2760913.7;-96.37
2811167.5;-96.25
2861421.3;-96.46
2911675.1;-96.36
2961928.9;-96.53
3012182.7;-96.01
3062436.5;-97.41
3112690.4;-96.88
3162944.2;-98.47
3213198.0;-96.74
3263451.8;-97.36
3313705.6;-97.15
3363959.4;-98.08
3414213.2;-98.22
3464467.0;-97.86
3514720.8;-98.07
3564974.6;-98.24
3615228.4;-98.30
3665482.2;-98.64
3715736.0;-98.91
3765989.8;-99.53
3816243.7;-98.90
3866497.5;-99.51
3916751.3;-99.80
3967005.1;-98.86
4017258.9;-98.51
4067512.7;-100.30
4117766.5;-98.44
4168020.3;-98.73
4218274.1;-100.53
4268527.9;-99.97
4318781.7;-99.83
4369035.5;-99.71
4419289.3;-99.53
4469543.1;-100.76
4519797.0;-99.47
4570050.8;-98.62
4620304.6;-99.43
4670558.4;-100.84
4720812.2;-100.19
4771066.0;-100.79
4821319.8;-101.00
4871573.6;-100.69
4921827.4;-99.03
4972081.2;-100.28
5022335.0;-100.88
5072588.8;-99.31
5122842.6;-99.62
5173096.4;-99.42
5223350.3;-100.58
5273604.1;-100.20
5323857.9;-100.34
5374111.7;-99.90
5424365.5;-99.53
5474619.3;-99.60
5524873.1;-99.26
5575126.9;-100.60
5625380.7;-99.23
5675634.5;-99.40
5725888.3;-99.96
5776142.1;-99.88
5826395.9;-100.91
5876649.7;-101.26
5926903.6;-100.04
5977157.4;-100.04
6027411.2;-100.68
6077665.0;-100.48
6127918.8;-99.32
6178172.6;-99.65
6228426.4;-101.47
6278680.2;-100.35
6328934.0;-100.85
6379187.8;-100.34
6429441.6;-99.36
6479695.4;-99.26
6529949.2;-100.91
6580203.0;-99.97
6630456.9;-99.36
6680710.7;-94.03
6730964.5;-61.32
6781218.3;-55.70
6831472.1;-98.35
6881725.9;-99.12
6931979.7;-100.66
6982233.5;-99.77
7032487.3;-99.96
7082741.1;-99.74
7132994.9;-101.36
7183248.7;-100.83
7233502.5;-100.58
7283756.3;-101.56
7334010.2;-101.18
7384264.0;-101.16
7434517.8;-101.49
7484771.6;-101.44
7535025.4;-101.84
7585279.2;-102.56
7635533.0;-101.40
7685786.8;-101.89
7736040.6;-101.14
7786294.4;-101.18
7836548.2;-101.91
7886802.0;-101.53
7937055.8;-101.56
7987309.6;-102.26
8037563.5;-101.85
8087817.3;-102.01
8138071.1;-102.84
8188324.9;-101.99
8238578.7;-101.70
8288832.5;-101.45
8339086.3;-102.41
8389340.1;-102.39
8439593.9;-102.25
8489847.7;-102.97
8540101.5;-101.96
8590355.3;-100.97
8640609.1;-102.73
8690862.9;-102.32
8741116.8;-103.38
8791370.6;-102.95
8841624.4;-103.77
8891878.2;-103.15
8942132.0;-101.94
8992385.8;-103.52
9042639.6;-104.20
9092893.4;-103.75
9143147.2;-102.84
9193401.0;-103.74
9243654.8;-103.42
9293908.6;-104.21
9344162.4;-105.01
9394416.2;-102.01
9444670.1;-102.48
9494923.9;-102.78
9545177.7;-102.86
9595431.5;-102.79
9645685.3;-103.80
9695939.1;-103.10
9746192.9;-103.43
9796446.7;-103.64
