Time (s),VDS_A,VDS_B,V_MR,V_RECT_IN,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
0.0,-1.5624985600000016,33.5937536,42.49999462400001,26.562501632,8960
5e-10,-0.7812485120000012,32.812503551999995,39.37499443200001,23.43750144,8960
1e-09,-1.5624985600000016,33.5937536,39.37499443200001,23.43750144,8960
1.5000000000000002e-09,-1.5624985600000016,34.375003647999996,36.24999424000001,23.43750144,8960
2e-09,-1.5624985600000016,33.5937536,34.687494144,21.875001343999998,8960
2.5e-09,1.5359999991915174e-06,34.375003647999996,31.562493951999997,20.312501248,8960
3.0000000000000004e-09,-0.7812485120000012,35.156253696,29.999993856000003,20.312501248,8704
3.5000000000000003e-09,1.5359999991915174e-06,35.156253696,28.43749376000001,17.187501056,8704
4e-09,-0.7812485120000012,35.156253696,26.874993664,17.187501056,8192
4.500000000000001e-09,-0.7812485120000012,35.156253696,25.312493568000008,15.62500096,8192
5e-09,-1.5624985600000016,35.937503744,25.312493568000008,14.062500864,8192
5.5000000000000004e-09,1.5359999991915174e-06,35.937503744,22.187493376000006,10.937500671999999,8192
6.000000000000001e-09,1.5359999991915174e-06,35.937503744,19.062493184000004,9.375000576,8192
6.5e-09,-0.7812485120000012,35.937503744,19.062493184000004,9.375000576,8192
7.000000000000001e-09,-1.5624985600000016,36.718753792,17.499993087999997,6.250000384,8192
7.500000000000001e-09,-1.5624985600000016,36.718753792,14.374992896000009,3.125000192,8192
8e-09,-1.5624985600000016,37.50000384,12.812492800000001,3.125000192,8192
8.5e-09,-0.7812485120000012,37.50000384,9.687492608,-1.562500096,8192
9.000000000000001e-09,-1.5624985600000016,38.281253887999995,11.249992704000007,-4.687500288,8192
9.5e-09,-1.5624985600000016,38.281253887999995,6.562492415999998,-6.250000384,8192
1e-08,-1.5624985600000016,37.50000384,4.999992320000004,-6.250000384,8192
1.0500000000000001e-08,-0.7812485120000012,36.718753792,3.4374922240000103,-7.81250048,8192
1.1000000000000001e-08,-2.343748608000002,38.281253887999995,3.4374922240000103,-10.937500671999999,8192
1.15e-08,-1.5624985600000016,38.281253887999995,1.8749921280000024,-14.062500864,8192
1.2000000000000002e-08,-1.5624985600000016,37.50000384,-1.250008063999985,-14.062500864,8192
1.2500000000000001e-08,-0.7812485120000012,39.062503936,-2.812508159999993,-17.187501056,8192
1.3e-08,-0.7812485120000012,39.062503936,-4.375008256000001,-18.750001152,8192
1.35e-08,-0.7812485120000012,38.281253887999995,-5.937508352000009,-20.312501248,8192
1.4000000000000001e-08,-0.7812485120000012,37.50000384,-7.5000084479999884,-23.43750144,8192
1.45e-08,-0.7812485120000012,37.50000384,-9.062508543999996,-23.43750144,8192
1.5000000000000002e-08,-1.5624985600000016,38.281253887999995,-7.5000084479999884,-26.562501632,8192
1.55e-08,-1.5624985600000016,38.281253887999995,-12.187508735999984,-29.687501823999998,8192
1.6e-08,-0.7812485120000012,37.50000384,-13.750008831999992,-28.125001728,8192
1.6500000000000002e-08,-1.5624985600000016,37.50000384,-13.750008831999992,-31.25000192,8192
1.7e-08,-1.5624985600000016,36.718753792,-13.750008831999992,-31.25000192,8192
1.75e-08,-1.5624985600000016,36.718753792,-18.437509119999987,-32.812502015999996,8192
1.8000000000000002e-08,-1.5624985600000016,35.937503744,-18.437509119999987,-34.375002112,8192
1.85e-08,-0.7812485120000012,36.718753792,-20.000009215999995,-34.375002112,8192
1.9e-08,-2.343748608000002,36.718753792,-20.000009215999995,-34.375002112,8192
1.9500000000000003e-08,-1.5624985600000016,35.156253696,-21.562509312000003,-32.812502015999996,8192
2e-08,-1.5624985600000016,34.375003647999996,-23.125009407999983,-34.375002112,8192
2.05e-08,-0.7812485120000012,33.5937536,-23.125009407999983,-35.937502208,8192
2.1000000000000003e-08,-1.5624985600000016,34.375003647999996,-23.125009407999983,-35.937502208,8192
2.15e-08,-1.5624985600000016,32.812503551999995,-24.68750950399999,-35.937502208,8192
2.2000000000000002e-08,-0.7812485120000012,32.812503551999995,-26.2500096,-35.937502208,8192
2.2500000000000003e-08,-1.5624985600000016,32.031253504,-24.68750950399999,-35.937502208,8192
2.3e-08,-0.7812485120000012,30.468753407999998,-24.68750950399999,-35.937502208,8192
2.3500000000000002e-08,1.5359999991915174e-06,29.68750336,-26.2500096,-35.937502208,8192
