Time (s),VDS_A,VDS_B,V_MR,V_RECT_IN,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
0.0,1.5359999991915174e-06,49.218754559999994,62.812495872,39.0625024,8960
5e-10,1.5359999991915174e-06,50.000004608,59.68749568,35.937502208,8960
1e-09,-0.7812485120000012,51.56250470399999,58.124995584000004,35.937502208,8960
1.5000000000000002e-09,-0.7812485120000012,53.906254848,54.999995392,32.812502015999996,8960
2e-09,-0.7812485120000012,53.1250048,51.8749952,31.25000192,8960
2.5e-09,-0.7812485120000012,53.906254848,48.749995008,29.687501823999998,8960
3.0000000000000004e-09,-0.7812485120000012,53.1250048,45.624994816,26.562501632,8704
3.5000000000000003e-09,-0.7812485120000012,53.906254848,45.624994816,23.43750144,8704
4e-09,-0.7812485120000012,55.468754944,40.937494528,21.875001343999998,8192
4.500000000000001e-09,-0.7812485120000012,56.250004992,39.37499443200001,18.750001152,8192
5e-09,-0.7812485120000012,55.468754944,34.687494144,15.62500096,8192
5.5000000000000004e-09,-1.5624985600000016,57.03125503999999,31.562493951999997,14.062500864,8192
6.000000000000001e-09,-0.7812485120000012,57.03125503999999,28.43749376000001,12.500000768,8192
6.5e-09,-0.7812485120000012,57.03125503999999,26.874993664,7.81250048,8192
7.000000000000001e-09,-0.7812485120000012,58.593755136,23.749993472,4.687500288,8192
7.500000000000001e-09,-1.5624985600000016,57.812505087999995,20.624993279999998,1.562500096,8192
8e-09,-1.5624985600000016,57.812505087999995,17.499993087999997,-1.562500096,8192
8.5e-09,-1.5624985600000016,58.593755136,12.812492800000001,-3.125000192,8192
9.000000000000001e-09,-1.5624985600000016,60.15625523199999,11.249992704000007,-3.125000192,8192
9.5e-09,-1.5624985600000016,60.15625523199999,11.249992704000007,-7.81250048,8192
1e-08,-0.7812485120000012,60.15625523199999,6.562492415999998,-10.937500671999999,8192
1.0500000000000001e-08,-0.7812485120000012,59.375005184,3.4374922240000103,-12.500000768,8192
1.1000000000000001e-08,-0.7812485120000012,60.15625523199999,0.3124920319999944,-17.187501056,8192
1.15e-08,-0.7812485120000012,59.375005184,0.3124920319999944,-17.187501056,8192
1.2000000000000002e-08,-1.5624985600000016,60.937505279999996,-5.937508352000009,-18.750001152,8192
1.2500000000000001e-08,-1.5624985600000016,60.937505279999996,-5.937508352000009,-21.875001343999998,8192
1.3e-08,-0.7812485120000012,60.15625523199999,-9.062508543999996,-23.43750144,8192
1.35e-08,-2.343748608000002,60.15625523199999,-12.187508735999984,-26.562501632,8192
1.4000000000000001e-08,-1.5624985600000016,60.15625523199999,-12.187508735999984,-28.125001728,8192
1.45e-08,-2.343748608000002,60.15625523199999,-15.312508928,-28.125001728,8192
1.5000000000000002e-08,-1.5624985600000016,60.15625523199999,-18.437509119999987,-31.25000192,8192
1.55e-08,-2.343748608000002,60.15625523199999,-18.437509119999987,-32.812502015999996,8192
1.6e-08,-1.5624985600000016,59.375005184,-21.562509312000003,-34.375002112,8192
1.6500000000000002e-08,-1.5624985600000016,58.593755136,-24.68750950399999,-37.500002304,8192
1.7e-08,-1.5624985600000016,59.375005184,-24.68750950399999,-35.937502208,8192
1.75e-08,-0.7812485120000012,58.593755136,-26.2500096,-40.625002496,8192
1.8000000000000002e-08,-1.5624985600000016,57.812505087999995,-27.812509696000006,-40.625002496,8192
1.85e-08,-1.5624985600000016,56.250004992,-30.937509887999994,-42.187502592,8192
1.9e-08,-2.343748608000002,55.468754944,-32.500009984,-43.750002687999995,8192
1.9500000000000003e-08,-2.343748608000002,54.68750489599999,-30.937509887999994,-43.750002687999995,8192
2e-08,-1.5624985600000016,55.468754944,-34.06251007999998,-43.750002687999995,8192
2.05e-08,-1.5624985600000016,53.906254848,-35.62501017599999,-45.312502783999996,8192
2.1000000000000003e-08,-0.7812485120000012,53.1250048,-35.62501017599999,-46.87500288,8192
2.15e-08,-1.5624985600000016,52.343754751999995,-37.187510272,-48.437502976,8192
2.2000000000000002e-08,-2.343748608000002,50.781254656,-37.187510272,-48.437502976,8192
2.2500000000000003e-08,-1.5624985600000016,50.000004608,-38.750010368000005,-50.000003072,8192
2.3e-08,-0.7812485120000012,49.218754559999994,-38.750010368000005,-51.562503168,8192
2.3500000000000002e-08,-0.7812485120000012,47.656254464,-37.187510272,-53.125003264,8192
2.4000000000000003e-08,0.7812515839999996,46.875004415999996,-38.750010368000005,-51.562503168,8192
2.45e-08,2.3437516800000004,44.531254272,-40.312510463999985,-53.125003264,8192
