Time (s),V_TANK_IN,I_PRI,V_TANK_OUT,I_SEC
0.0,-50.00002559999999,0.5624997376,-1.5625031679999992,-0.031249689600000075
5e-10,-53.12502527999999,0.4374997503999998,-1.5625031679999992,-0.06249968639999981
1e-09,-53.12502527999999,0.49999974400000013,-1.5625031679999992,-0.09374968319999999
1.5000000000000002e-09,-53.12502527999999,0.37499975679999986,1.5624970240000025,-0.06249968639999981
2e-09,-53.12502527999999,0.37499975679999986,4.687497216000004,-0.06249968639999981
2.5e-09,-56.25002495999999,0.37499975679999986,1.5624970240000025,-0.1562496767999999
3.0000000000000004e-09,-59.37502463999999,0.37499975679999986,1.5624970240000025,-0.1562496767999999
3.5000000000000003e-09,-56.25002495999999,0.37499975679999986,1.5624970240000025,-0.1562496767999999
4e-09,-59.37502463999999,0.24999976960000003,6.249997312000005,-0.21874967039999982
4.500000000000001e-09,-59.37502463999999,0.31249976319999995,3.1249971200000033,-0.18749967360000008
5e-09,-56.25002495999999,0.31249976319999995,6.249997312000005,-0.18749967360000008
5.5000000000000004e-09,-56.25002495999999,0.18749977600000012,6.249997312000005,-0.21874967039999982
6.000000000000001e-09,-56.25002495999999,0.24999976960000003,7.812497407999999,-0.2499996672
6.5e-09,-59.37502463999999,0.24999976960000003,7.812497407999999,-0.2499996672
7.000000000000001e-09,-53.12502527999999,0.18749977600000012,9.374997504,-0.28124966399999973
7.500000000000001e-09,-56.25002495999999,0.062499788799999845,10.9374976,-0.28124966399999973
8e-09,-53.12502527999999,0.12499978239999976,14.062497792000002,-0.3124996607999999
8.5e-09,-46.875025919999985,0.12499978239999976,14.062497792000002,-0.3437496576000001
9.000000000000001e-09,-46.875025919999985,0.062499788799999845,12.499997696000001,-0.3437496576000001
9.5e-09,-43.75002624000001,-2.04800000069838e-07,15.624997888000003,-0.3749996543999998
1e-08,-43.75002624000001,0.062499788799999845,17.187497984000004,-0.3749996543999998
1.0500000000000001e-08,-40.62502655999998,0.062499788799999845,17.187497984000004,-0.43749964799999974
1.1000000000000001e-08,-40.62502655999998,-2.04800000069838e-07,15.624997888000003,-0.43749964799999974
1.15e-08,-37.50002688000001,-0.06250019839999998,15.624997888000003,-0.4687496447999999
1.2000000000000002e-08,-34.37502719999998,-0.12500019200000012,20.312498176000002,-0.49999964159999966
1.2500000000000001e-08,-34.37502719999998,-0.06250019839999998,18.74999808,-0.4687496447999999
1.3e-08,-31.250027520000003,-0.12500019200000012,21.874998272,-0.4687496447999999
1.35e-08,-25.00002816,-0.18750018560000004,21.874998272,-0.49999964159999966
1.4000000000000001e-08,-21.87502847999997,-0.18750018560000004,21.874998272,-0.5312496383999998
1.45e-08,-21.87502847999997,-0.12500019200000012,23.437498368,-0.5312496383999998
1.5000000000000002e-08,-21.87502847999997,-0.18750018560000004,23.437498368,-0.5624996352
1.55e-08,-21.87502847999997,-0.25000017920000017,23.437498368,-0.5312496383999998
1.6e-08,-18.750028799999995,-0.3125001728000001,26.56249856,-0.5624996352
1.6500000000000002e-08,-18.750028799999995,-0.25000017920000017,24.999998464,-0.5937496319999997
