VIN,V_IN,I_IN,P_IN,V_OUT,I_OUT,P_OUT,V_GS_A_pp,V_GS_A_amp,V_GS_A_max,V_GS_A_top,V_GS_A_min,V_GS_A_bot,V_GS_B_pp,V_GS_B_amp,V_GS_B_max,V_GS_B_top,V_GS_B_min,V_GS_B_bot,V_DS_A_pp,V_DS_A_amp,V_DS_A_max,V_DS_A_top,V_DS_A_min,V_DS_A_bot,V_DS_B_pp
25.0,25.009555,0.0759472838,1.899407771296709,0.00334831,0.001500965,-5.571415e-08,7.38,4.94,5.5,4.88,-1.88,-0.06,8.44,5.0,5.69,4.88,-2.81,-0.13,59.4,51.9,53.8,50.0,-5.6,-1.9,55.6
