Time (s),VIN,IIN,VOUT,IOUT,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
0.0,24.878375022079997,1.5996875070079999,46.96449999424,0.7436374927999999,8960
5e-10,24.894000023039997,1.604375007296,46.9801249952,0.740512492608,8960
1e-09,24.894000023039997,1.605937507392,47.01137499712,0.737387492416,8960
1.5000000000000002e-09,24.909625023999997,1.607500007488,46.9801249952,0.737387492416,8960
2e-09,24.925250024959997,1.605937507392,46.93324999232,0.73582499232,8960
2.5e-09,24.940875025919997,1.601250007104,46.91762499136,0.738949992512,8960
3.0000000000000004e-09,24.894000023039997,1.5965625068159999,46.93324999232,0.742074992704,8960
3.5000000000000003e-09,24.86275002112,1.5996875070079999,46.9801249952,0.742074992704,8960
4e-09,24.878375022079997,1.604375007296,47.02699999808,0.740512492608,8960
4.500000000000001e-09,24.940875025919997,1.6028125072,46.96449999424,0.740512492608,8960
5e-09,25.019000030719997,1.601250007104,46.9019999904,0.738949992512,8960
5.5000000000000004e-09,25.050250032639997,1.601250007104,46.9019999904,0.738949992512,8960
6.000000000000001e-09,25.019000030719997,1.6028125072,46.94887499328,0.7436374927999999,8960
6.5e-09,24.909625023999997,1.601250007104,46.99574999616,0.7436374927999999,8960
7.000000000000001e-09,24.86275002112,1.6028125072,46.9801249952,0.740512492608,8960
7.500000000000001e-09,24.878375022079997,1.604375007296,46.93324999232,0.737387492416,8960
8e-09,24.987750028799997,1.605937507392,46.91762499136,0.740512492608,8960
8.5e-09,25.050250032639997,1.605937507392,46.91762499136,0.742074992704,8960
9.000000000000001e-09,25.034625031679997,1.605937507392,46.94887499328,0.738949992512,8960
9.5e-09,24.987750028799997,1.607500007488,46.94887499328,0.734262492224,8960
1e-08,24.956500026879997,1.609062507584,46.94887499328,0.732699992128,8960
1.0500000000000001e-08,24.972125027839997,1.609062507584,46.91762499136,0.73582499232,8960
1.1000000000000001e-08,25.003375029759997,1.609062507584,46.9019999904,0.738949992512,8960
1.15e-08,25.065875033599998,1.609062507584,46.94887499328,0.742074992704,8960
1.2000000000000002e-08,25.019000030719997,1.607500007488,46.99574999616,0.740512492608,8960
1.2500000000000001e-08,24.972125027839997,1.605937507392,47.01137499712,0.738949992512,8960
1.3e-08,24.925250024959997,1.604375007296,46.94887499328,0.738949992512,8960
1.35e-08,24.925250024959997,1.605937507392,46.9019999904,0.737387492416,8704
1.4000000000000001e-08,24.972125027839997,1.605937507392,46.87074998848,0.73582499232,8704
1.45e-08,24.972125027839997,1.607500007488,46.85512498752,0.73582499232,8704
1.5000000000000002e-08,25.019000030719997,1.609062507584,46.85512498752,0.73582499232,8192
1.55e-08,25.050250032639997,1.605937507392,46.8238749856,0.734262492224,8192
1.6e-08,25.112750036479998,1.609062507584,46.85512498752,0.734262492224,8192
1.6500000000000002e-08,25.175250040319998,1.609062507584,46.87074998848,0.73582499232,8192
1.7e-08,25.175250040319998,1.609062507584,46.96449999424,0.737387492416,8192
1.75e-08,25.159625039359998,1.609062507584,47.01137499712,0.737387492416,8192
1.8000000000000002e-08,25.128375037439998,1.61062500768,47.04262499904,0.73582499232,8192
1.85e-08,25.112750036479998,1.609062507584,47.01137499712,0.737387492416,8192
1.9e-08,25.097125035519998,1.607500007488,46.94887499328,0.737387492416,8192
1.9500000000000003e-08,25.081500034559998,1.607500007488,46.88637498944,0.737387492416,8192
2e-08,25.019000030719997,1.61062500768,46.9019999904,0.737387492416,8192
2.05e-08,24.972125027839997,1.61062500768,46.9019999904,0.737387492416,8192
2.1000000000000003e-08,25.003375029759997,1.61062500768,46.88637498944,0.740512492608,8192
2.15e-08,25.097125035519998,1.61062500768,46.87074998848,0.740512492608,8192
2.2000000000000002e-08,25.175250040319998,1.609062507584,46.83949998656,0.737387492416,8192
2.2500000000000003e-08,25.190875041279998,1.607500007488,46.83949998656,0.73582499232,8192
2.3e-08,25.159625039359998,1.605937507392,46.85512498752,0.737387492416,8192
2.3500000000000002e-08,25.175250040319998,1.605937507392,46.87074998848,0.732699992128,8192
2.4000000000000003e-08,25.25337504512,1.61062500768,46.91762499136,0.731137492032,8192
2.45e-08,25.300250048,1.615312507968,46.91762499136,0.731137492032,8192
2.5000000000000002e-08,25.33150004992,1.612187507776,46.96449999424,0.731137492032,8192
2.55e-08,25.300250048,1.61062500768,47.01137499712,0.734262492224,8192
2.6e-08,25.175250040319998,1.612187507776,47.04262499904,0.737387492416,8192
2.6500000000000002e-08,25.097125035519998,1.609062507584,47.05825,0.738949992512,8192
2.7e-08,25.050250032639997,1.607500007488,47.01137499712,0.740512492608,8192
2.75e-08,25.050250032639997,1.604375007296,46.94887499328,0.742074992704,8192
2.8000000000000003e-08,25.034625031679997,1.604375007296,46.9019999904,0.742074992704,8192
2.85e-08,25.065875033599998,1.605937507392,46.83949998656,0.740512492608,8192
2.9e-08,25.112750036479998,1.604375007296,46.79262498368,0.73582499232,9216
2.9500000000000003e-08,25.190875041279998,1.605937507392,46.76137498176,0.732699992128,9216
3.0000000000000004e-08,25.300250048,1.605937507392,46.79262498368,0.7280124918399999,9216
3.05e-08,25.34712505088,1.607500007488,46.83949998656,0.7264499917439999,11264
3.1e-08,25.33150004992,1.609062507584,46.93324999232,0.7264499917439999,11264
3.1500000000000004e-08,25.31587504896,1.607500007488,46.99574999616,0.7280124918399999,11264
3.2e-08,25.300250048,1.605937507392,47.02699999808,0.729574991936,11264
3.25e-08,25.26900004608,1.607500007488,47.01137499712,0.734262492224,11264
3.3000000000000004e-08,25.2221250432,1.605937507392,46.9801249952,0.740512492608,11264
3.35e-08,25.159625039359998,1.607500007488,46.94887499328,0.742074992704,11264
3.4e-08,25.050250032639997,1.609062507584,46.9019999904,0.7467624929919999,11264
3.4500000000000005e-08,25.019000030719997,1.61062500768,46.87074998848,0.7467624929919999,11264
3.5e-08,25.065875033599998,1.612187507776,46.8238749856,0.7451999928959999,3072
3.55e-08,25.175250040319998,1.613750007872,46.8238749856,0.742074992704,3072
3.6000000000000005e-08,25.25337504512,1.612187507776,46.88637498944,0.7436374927999999,3072
3.65e-08,25.31587504896,1.61062500768,46.88637498944,0.740512492608,3072
3.7e-08,25.31587504896,1.609062507584,46.9019999904,0.737387492416,3072
3.7500000000000005e-08,25.26900004608,1.609062507584,46.93324999232,0.732699992128,3072
3.8e-08,25.300250048,1.61062500768,46.91762499136,0.7264499917439999,3072
3.85e-08,25.300250048,1.61062500768,46.9019999904,0.7248874916479999,3072
3.9000000000000005e-08,25.31587504896,1.609062507584,46.88637498944,0.729574991936,3072
3.95e-08,25.26900004608,1.609062507584,46.87074998848,0.731137492032,3072
4e-08,25.159625039359998,1.61062500768,46.91762499136,0.737387492416,3072
4.0500000000000005e-08,25.112750036479998,1.613750007872,46.93324999232,0.740512492608,3072
4.1e-08,25.081500034559998,1.61062500768,46.9801249952,0.7436374927999999,3072
4.15e-08,25.112750036479998,1.609062507584,46.99574999616,0.7436374927999999,3072
4.2000000000000006e-08,25.159625039359998,1.605937507392,46.9801249952,0.7436374927999999,3072
4.2500000000000003e-08,25.20650004224,1.604375007296,46.91762499136,0.740512492608,3072
4.3e-08,25.2221250432,1.605937507392,46.83949998656,0.734262492224,3072
4.3500000000000006e-08,25.25337504512,1.609062507584,46.79262498368,0.7280124918399999,3072
4.4000000000000004e-08,25.28462504704,1.607500007488,46.83949998656,0.7280124918399999,3072
4.45e-08,25.300250048,1.604375007296,46.87074998848,0.7248874916479999,3072
4.5000000000000006e-08,25.39400005376,1.6028125072,46.88637498944,0.7280124918399999,3072
