Time (s),VIN,IIN,VOUT
0.0,24.207374985599998,1.4368250063360002,41.05912500672
5e-10,24.222999986559998,1.4368250063360002,41.04350000576
1e-09,24.269874989439998,1.4399500065280002,40.98100000192
1.5000000000000002e-09,24.31674999232,1.441512506624,40.96537500096
2e-09,24.238624987519998,1.4383875064320002,40.93412499904
2.5e-09,24.191749984639998,1.4352625062400002,40.94975
3.0000000000000004e-09,24.207374985599998,1.4368250063360002,40.96537500096
3.5000000000000003e-09,24.269874989439998,1.4399500065280002,40.93412499904
4e-09,24.33237499328,1.4383875064320002,40.85599999424
4.500000000000001e-09,24.34799999424,1.4352625062400002,40.8716249952
5e-09,24.33237499328,1.4321375060480002,40.93412499904
5.5000000000000004e-09,24.30112499136,1.4305750059520002,41.01225000384
6.000000000000001e-09,24.3636249952,1.4321375060480002,41.01225000384
6.5e-09,24.41049999808,1.4352625062400002,40.99662500288
7.000000000000001e-09,24.34799999424,1.4352625062400002,40.96537500096
7.500000000000001e-09,24.269874989439998,1.4337000061440002,40.99662500288
8e-09,24.160499982719998,1.4337000061440002,41.04350000576
8.5e-09,24.176124983679998,1.4337000061440002,41.0278750048
9.000000000000001e-09,24.254249988479998,1.4337000061440002,40.93412499904
9.5e-09,24.30112499136,1.4368250063360002,40.8716249952
1e-08,24.269874989439998,1.4368250063360002,40.85599999424
1.0500000000000001e-08,24.238624987519998,1.4337000061440002,40.85599999424
1.1000000000000001e-08,24.269874989439998,1.4290125058560001,40.8716249952
1.15e-08,24.33237499328,1.4305750059520002,40.85599999424
1.2000000000000002e-08,24.41049999808,1.4290125058560001,40.80912499136
1.2500000000000001e-08,24.39487499712,1.4290125058560001,40.82474999232
1.3e-08,24.34799999424,1.4258875056640001,40.90287499712
1.35e-08,24.269874989439998,1.4258875056640001,41.01225000384
1.4000000000000001e-08,24.31674999232,1.4290125058560001,41.01225000384
1.45e-08,24.3636249952,1.4337000061440002,40.99662500288
1.5000000000000002e-08,24.34799999424,1.4352625062400002,40.91849999808
1.55e-08,24.285499990399998,1.4337000061440002,40.91849999808
1.6e-08,24.207374985599998,1.4321375060480002,40.94975
1.6500000000000002e-08,24.222999986559998,1.4321375060480002,40.94975
1.7e-08,24.285499990399998,1.4321375060480002,40.90287499712
1.75e-08,24.33237499328,1.4321375060480002,40.8716249952
1.8000000000000002e-08,24.285499990399998,1.4274500057600001,40.82474999232
1.85e-08,24.222999986559998,1.4258875056640001,40.85599999424
1.9e-08,24.238624987519998,1.4258875056640001,40.91849999808
1.9500000000000003e-08,24.33237499328,1.4290125058560001,40.96537500096
2e-08,24.41049999808,1.4321375060480002,40.96537500096
2.05e-08,24.37924999616,1.4305750059520002,40.98100000192
2.1000000000000003e-08,24.31674999232,1.4274500057600001,41.01225000384
2.15e-08,24.285499990399998,1.4274500057600001,41.05912500672
2.2000000000000002e-08,24.31674999232,1.4274500057600001,41.0278750048
2.2500000000000003e-08,24.3636249952,1.4337000061440002,40.99662500288
2.3e-08,24.37924999616,1.4337000061440002,40.90287499712
2.3500000000000002e-08,24.34799999424,1.4305750059520002,40.82474999232
2.4000000000000003e-08,24.30112499136,1.4290125058560001,40.7934999904
2.45e-08,24.30112499136,1.4305750059520002,40.7934999904
2.5000000000000002e-08,24.39487499712,1.4290125058560001,40.77787498944
2.55e-08,24.48862500288,1.4258875056640001,40.82474999232
2.6e-08,24.45737500096,1.4258875056640001,40.85599999424
2.6500000000000002e-08,24.30112499136,1.4243250055680001,40.93412499904
2.7e-08,24.176124983679998,1.4258875056640001,41.05912500672
2.75e-08,24.238624987519998,1.4258875056640001,41.12162501056
2.8000000000000003e-08,24.3636249952,1.4274500057600001,41.15287501248
2.85e-08,24.37924999616,1.4290125058560001,41.16850001344
2.9e-08,24.285499990399998,1.4274500057600001,41.16850001344
2.9500000000000003e-08,24.176124983679998,1.4274500057600001,41.13725001152
3.0000000000000004e-08,24.144874981759997,1.4305750059520002,41.05912500672
3.05e-08,24.207374985599998,1.4337000061440002,40.99662500288
3.1e-08,24.3636249952,1.4305750059520002,40.88724999616
3.1500000000000004e-08,24.48862500288,1.4290125058560001,40.84037499328
3.2e-08,24.41049999808,1.4274500057600001,40.7934999904
3.25e-08,24.34799999424,1.4243250055680001,40.80912499136
3.3000000000000004e-08,24.30112499136,1.4227625054720001,40.8716249952
3.35e-08,24.31674999232,1.4243250055680001,40.96537500096
