Time (s),VDS_A,VDS_B,V_MR
0.0,-1.5624985600000016,38.281253887999995,42.49999462400001
5e-10,-1.5624985600000016,38.281253887999995,40.937494528
1e-09,-0.7812485120000012,39.062503936,39.37499443200001
1.5000000000000002e-09,-0.7812485120000012,39.843753984,40.937494528
2e-09,1.5359999991915174e-06,39.843753984,36.24999424000001
2.5e-09,1.5359999991915174e-06,39.843753984,33.124994048000005
3.0000000000000004e-09,-0.7812485120000012,40.62500403199999,33.124994048000005
3.5000000000000003e-09,1.5359999991915174e-06,39.843753984,29.999993856000003
4e-09,-0.7812485120000012,40.62500403199999,26.874993664
4.500000000000001e-09,-0.7812485120000012,40.62500403199999,25.312493568000008
5e-09,-0.7812485120000012,41.40625408,23.749993472
5.5000000000000004e-09,-1.5624985600000016,42.187504128,23.749993472
6.000000000000001e-09,-1.5624985600000016,41.40625408,19.062493184000004
6.5e-09,-0.7812485120000012,41.40625408,17.499993087999997
7.000000000000001e-09,1.5359999991915174e-06,42.187504128,12.812492800000001
7.500000000000001e-09,-2.343748608000002,41.40625408,11.249992704000007
8e-09,-1.5624985600000016,42.187504128,11.249992704000007
8.5e-09,-0.7812485120000012,42.187504128,8.124992512000006
9.000000000000001e-09,-0.7812485120000012,42.968754176000004,4.999992320000004
9.5e-09,-1.5624985600000016,43.750004223999994,6.562492415999998
1e-08,-1.5624985600000016,42.968754176000004,3.4374922240000103
1.0500000000000001e-08,-0.7812485120000012,42.187504128,0.3124920319999944
1.1000000000000001e-08,-1.5624985600000016,42.968754176000004,-1.250008063999985
1.15e-08,-0.7812485120000012,42.187504128,-2.812508159999993
1.2000000000000002e-08,-1.5624985600000016,42.187504128,-4.375008256000001
1.2500000000000001e-08,-0.7812485120000012,42.187504128,-7.5000084479999884
1.3e-08,-0.7812485120000012,42.187504128,-9.062508543999996
1.35e-08,-1.5624985600000016,41.40625408,-7.5000084479999884
1.4000000000000001e-08,-1.5624985600000016,41.40625408,-12.187508735999984
1.45e-08,-0.7812485120000012,41.40625408,-13.750008831999992
1.5000000000000002e-08,1.5359999991915174e-06,41.40625408,-13.750008831999992
1.55e-08,-0.7812485120000012,40.62500403199999,-15.312508928
1.6e-08,1.5359999991915174e-06,40.62500403199999,-16.875009024000008
1.6500000000000002e-08,1.562501632,39.062503936,-18.437509119999987
1.7e-08,3.125001728000001,39.843753984,-20.000009215999995
1.75e-08,3.9062517759999977,39.062503936,-18.437509119999987
1.8000000000000002e-08,5.468751871999999,39.062503936,-20.000009215999995
1.85e-08,9.375002111999997,38.281253887999995,-23.125009407999983
1.9e-08,10.937502207999998,37.50000384,-24.68750950399999
1.9500000000000003e-08,10.937502207999998,37.50000384,-23.125009407999983
2e-08,10.156252160000001,35.937503744,-24.68750950399999
2.05e-08,9.375002111999997,35.937503744,-26.2500096
2.1000000000000003e-08,10.937502207999998,34.375003647999996,-26.2500096
2.15e-08,14.0625024,34.375003647999996,-24.68750950399999
2.2000000000000002e-08,18.750002687999995,33.5937536,-29.375009791999986
2.2500000000000003e-08,21.875002879999997,32.812503551999995,-27.812509696000006
2.3e-08,22.656252928,32.031253504,-27.812509696000006
2.3500000000000002e-08,19.531252736,31.250003456,-29.375009791999986
2.4000000000000003e-08,16.406252543999997,29.68750336,-29.375009791999986
2.45e-08,18.750002687999995,28.906253311999997,-27.812509696000006
2.5000000000000002e-08,24.218753024,28.906253311999997,-29.375009791999986
2.55e-08,29.68750336,27.343753215999996,-27.812509696000006
2.6e-08,32.812503551999995,27.343753215999996,-27.812509696000006
2.6500000000000002e-08,31.250003456,25.000003072,-29.375009791999986
2.7e-08,26.562503168,25.000003072,-27.812509696000006
2.75e-08,25.000003072,23.437502975999998,-26.2500096
2.8000000000000003e-08,26.562503168,22.656252928,-26.2500096
2.85e-08,32.031253504,21.093752832,-26.2500096
2.9e-08,36.718753792,21.093752832,-26.2500096
2.9500000000000003e-08,36.718753792,19.531252736,-21.562509312000003
3.0000000000000004e-08,33.5937536,18.750002687999995,-24.68750950399999
3.05e-08,32.031253504,17.187502592,-21.562509312000003
3.1e-08,34.375003647999996,16.406252543999997,-21.562509312000003
3.1500000000000004e-08,35.937503744,15.625002496,-20.000009215999995
3.2e-08,39.062503936,14.843752447999996,-18.437509119999987
3.25e-08,37.50000384,13.281252351999996,-20.000009215999995
3.3000000000000004e-08,35.937503744,12.500002303999999,-18.437509119999987
3.35e-08,35.937503744,11.718752256000002,-15.312508928
3.4e-08,37.50000384,10.156252160000001,-13.750008831999992
3.4500000000000005e-08,41.40625408,9.375002111999997,-12.187508735999984
3.5e-08,41.40625408,7.812502015999996,-10.625008640000004
3.55e-08,39.843753984,7.812502015999996,-7.5000084479999884
