Time (s),VGS_A,VGS_B,VDS_A,VDS_B,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN""]"
1.6550000000000002e-07,4.890625407999999,-0.1093748992000001,-1.8749957120000005,52.49999872,0
1.66e-07,4.890625407999999,-0.1093748992000001,-1.8749957120000005,52.49999872,0
1.6650000000000002e-07,4.890625407999999,-0.1093748992000001,-1.2499957760000058,53.124998656,0
1.67e-07,4.9687504127999995,0.04687511039999981,-1.2499957760000058,53.124998656,0
1.675e-07,4.890625407999999,-0.1093748992000001,-1.2499957760000058,53.124998656,0
1.6800000000000002e-07,4.890625407999999,-0.1093748992000001,-1.8749957120000005,53.124998656,0
1.685e-07,4.734375398399999,-0.031249894400000144,-1.8749957120000005,52.49999872,0
1.6900000000000002e-07,4.8125004032,-0.1093748992000001,-1.2499957760000058,53.124998656,0
1.695e-07,4.890625407999999,-0.031249894400000144,-1.8749957120000005,53.749998592,0
1.7000000000000001e-07,4.8125004032,-0.18749990400000005,-1.2499957760000058,53.749998592,0
1.705e-07,4.8125004032,-0.18749990400000005,-1.2499957760000058,54.374998528,0
1.71e-07,4.8125004032,-0.1093748992000001,-1.8749957120000005,52.49999872,0
1.7150000000000002e-07,4.9687504127999995,-0.1093748992000001,-1.8749957120000005,52.49999872,0
1.72e-07,4.890625407999999,-0.1093748992000001,-2.4999956480000023,52.49999872,0
1.7250000000000002e-07,4.8125004032,-0.18749990400000005,-1.2499957760000058,51.874998784,0
1.73e-07,4.890625407999999,-0.18749990400000005,-1.8749957120000005,51.874998784,0
1.735e-07,4.8125004032,-0.1093748992000001,-2.4999956480000023,51.874998784,0
1.7400000000000002e-07,4.890625407999999,-0.1093748992000001,-3.124995584000004,50.624998912,0
1.745e-07,4.734375398399999,-0.031249894400000144,-1.8749957120000005,50.624998912,0
1.7500000000000002e-07,4.8125004032,-0.031249894400000144,-1.2499957760000058,50.624998912,1024
1.755e-07,4.8125004032,-0.1093748992000001,-1.8749957120000005,49.999998976,1024
1.7600000000000001e-07,4.734375398399999,-0.18749990400000005,-2.4999956480000023,49.37499904,1024
1.765e-07,4.500000384,-0.1093748992000001,-1.2499957760000058,48.124999168,1024
1.77e-07,4.031250355199999,-0.1093748992000001,-1.2499957760000058,47.499999232,3072
1.7750000000000002e-07,3.4062503167999996,-0.18749990400000005,-1.8749957120000005,46.249999360000004,3072
1.78e-07,3.0156252927999994,-0.2656249088,-1.8749957120000005,46.249999360000004,3072
1.7850000000000002e-07,2.8593752831999995,-0.18749990400000005,-1.8749957120000005,44.999999488,3072
1.79e-07,2.3125002495999993,-0.1093748992000001,-2.4999956480000023,43.749999616,3072
1.795e-07,1.6093752063999998,-0.18749990400000005,-0.624995840000004,42.499999744,3072
1.8000000000000002e-07,0.5156251392,-0.18749990400000005,4.0959999978440464e-06,42.499999744,3072
1.805e-07,-0.578124928,-0.1093748992000001,3.7500037119999945,41.249999872000004,3072
1.8100000000000002e-07,-1.4374999808,-0.1093748992000001,5.000003583999998,40.0,3072
1.815e-07,-1.9062500096,-0.1093748992000001,8.125003264,38.750000127999996,3072
1.8200000000000002e-07,-2.0625000192,-0.18749990400000005,11.250002943999998,38.125000192,3072
1.825e-07,-2.2187500287999997,-0.1093748992000001,13.750002687999999,36.250000384,3072
1.83e-07,-2.2187500287999997,-0.1093748992000001,13.125002752,35.000000512,3072
1.8350000000000002e-07,-2.2187500287999997,-0.1093748992000001,10.625003008,34.375000576,3072
1.84e-07,-2.0625000192,-0.18749990400000005,11.875002879999997,32.500000768,3072
1.8450000000000002e-07,-1.8281250048,-0.031249894400000144,16.875002367999997,30.62500096,3072
1.85e-07,-1.0468749568,-0.1093748992000001,22.500001792,28.750001152,3072
1.8550000000000001e-07,-0.2656249088,-0.1093748992000001,26.875001343999998,28.125001216,3072
1.8600000000000002e-07,0.28125012479999967,-0.18749990400000005,28.125001216,27.50000128,3072
1.865e-07,0.5156251392,-0.2656249088,25.625001472,25.625001472,3072
1.8700000000000002e-07,0.35937512960000007,-0.1093748992000001,21.875001855999997,23.125001728,3072
1.875e-07,0.28125012479999967,-0.18749990400000005,23.750001664,21.875001855999997,3072
1.8800000000000002e-07,0.5937501439999999,-0.1093748992000001,30.000001024,21.25000192,3072
1.885e-07,0.9843751679999997,-0.18749990400000005,38.125000192,19.375002111999997,3072
1.89e-07,1.0625001727999996,-0.18749990400000005,40.624999936,18.12500224,3072
1.8950000000000002e-07,0.7500001535999998,-0.1093748992000001,38.125000192,16.875002367999997,3072
1.9e-07,0.20312511999999994,-0.18749990400000005,33.750000639999996,16.250002432,3072
1.9050000000000002e-07,-0.031249894400000144,-0.18749990400000005,33.750000639999996,15.000002559999999,3072
1.91e-07,0.04687511039999981,-0.18749990400000005,38.750000127999996,14.375002623999997,3072
1.9150000000000001e-07,0.12500011519999976,-0.18749990400000005,43.749999616,12.500002815999999,3072
1.9200000000000003e-07,0.04687511039999981,-0.031249894400000144,44.999999488,11.250002943999998,3072
1.925e-07,-0.4999999232000001,-0.031249894400000144,44.374999552,8.750003199999998,3072
1.9300000000000002e-07,-0.8124999424000001,-0.1093748992000001,41.874999808,8.125003264,3072
1.935e-07,-0.968749952,-0.18749990400000005,43.12499968,7.500003327999998,3072
1.9400000000000002e-07,-0.578124928,-0.2656249088,48.124999168,7.500003327999998,3072
1.945e-07,-0.1093748992000001,-0.2656249088,50.624998912,6.875003391999996,3072
1.95e-07,-0.1093748992000001,-0.2656249088,47.499999232,5.62500352,3072
1.9550000000000002e-07,-0.42187491840000013,-0.3437499136000002,44.374999552,3.7500037119999945,3072
1.96e-07,-0.6562499328,-0.4999999232000001,43.749999616,2.500003839999998,3072
1.9650000000000002e-07,-0.4999999232000001,-0.578124928,48.749999104,1.8750039039999962,3072
1.97e-07,-0.031249894400000144,-0.42187491840000013,53.749998592,1.8750039039999962,3072
1.9750000000000001e-07,0.20312511999999994,-0.2656249088,53.749998592,1.2500039680000015,3072
1.98e-07,0.04687511039999981,-0.031249894400000144,49.999998976,0.6250040319999997,3072
1.985e-07,-0.18749990400000005,0.35937512960000007,46.874999296,-0.624995840000004,3072
1.9900000000000002e-07,-0.1093748992000001,0.9843751679999997,48.124999168,-1.2499957760000058,3072
1.995e-07,0.04687511039999981,1.5312502015999998,50.624998912,-0.624995840000004,3072
2.0000000000000002e-07,0.35937512960000007,2.15625024,52.49999872,-1.2499957760000058,3072
2.005e-07,0.12500011519999976,2.7031252735999995,51.874998784,-2.4999956480000023,3072
2.01e-07,-0.18749990400000005,3.1718753023999993,49.999998976,-3.124995584000004,3072
2.0150000000000002e-07,-0.4999999232000001,3.5625003263999995,49.37499904,-3.749995519999999,3072
2.02e-07,-0.3437499136000002,3.7968753407999998,51.249998848000004,-2.4999956480000023,3072
