Time (s),V_TANK_IN,I_PRI,V_TANK_OUT
0.0,50.000009215999995,0.9062499072,-4.687506431999992
5e-10,48.43750911999999,0.9062499072,-4.687506431999992
1e-09,50.000009215999995,0.9062499072,-4.687506431999992
1.5000000000000002e-09,48.43750911999999,0.8749999103999999,-6.14399999676607e-06
2e-09,48.43750911999999,0.9062499072,-1.5625062399999905
2.5e-09,48.43750911999999,0.8749999103999999,-6.14399999676607e-06
3.0000000000000004e-09,50.000009215999995,0.8749999103999999,1.562493951999997
3.5000000000000003e-09,48.43750911999999,0.9062499072,1.562493951999997
4e-09,50.000009215999995,0.8749999103999999,3.124994048000005
4.500000000000001e-09,50.000009215999995,0.8124999168,4.687494143999999
5e-09,50.000009215999995,0.8124999168,4.687494143999999
5.5000000000000004e-09,48.43750911999999,0.8124999168,9.374994432000008
6.000000000000001e-09,48.43750911999999,0.7812499199999999,9.374994432000008
6.5e-09,50.000009215999995,0.8124999168,9.374994432000008
7.000000000000001e-09,50.000009215999995,0.7812499199999999,10.937494528000002
7.500000000000001e-09,51.562509312,0.7812499199999999,12.49999462400001
8e-09,50.000009215999995,0.7499999232,12.49999462400001
8.5e-09,51.562509312,0.7499999232,12.49999462400001
9.000000000000001e-09,50.000009215999995,0.6874999296,12.49999462400001
9.5e-09,51.562509312,0.7187499264,17.187494912000005
1e-08,50.000009215999995,0.7187499264,15.624994815999997
1.0500000000000001e-08,50.000009215999995,0.7187499264,17.187494912000005
1.1000000000000001e-08,53.12500940799998,0.6874999296,17.187494912000005
1.15e-08,50.000009215999995,0.6874999296,20.312495104000007
1.2000000000000002e-08,51.562509312,0.6562499328,20.312495104000007
1.2500000000000001e-08,50.000009215999995,0.624999936,21.8749952
1.3e-08,48.43750911999999,0.624999936,20.312495104000007
1.35e-08,48.43750911999999,0.624999936,24.999995392000002
1.4000000000000001e-08,50.000009215999995,0.5937499392,23.43749529600001
1.45e-08,50.000009215999995,0.5624999424,24.999995392000002
1.5000000000000002e-08,48.43750911999999,0.5624999424,26.562495487999996
1.55e-08,50.000009215999995,0.5624999424,28.124995584000004
1.6e-08,48.43750911999999,0.5312499455999999,26.562495487999996
1.6500000000000002e-08,48.43750911999999,0.4999999488,29.687495679999998
1.7e-08,48.43750911999999,0.4999999488,28.124995584000004
1.75e-08,46.87500902400001,0.46874995199999997,31.249995776000006
1.8000000000000002e-08,46.87500902400001,0.46874995199999997,31.249995776000006
1.85e-08,46.87500902400001,0.46874995199999997,31.249995776000006
1.9e-08,48.43750911999999,0.43749995519999996,31.249995776000006
1.9500000000000003e-08,45.312508928,0.46874995199999997,34.37499596800001
2e-08,46.87500902400001,0.4062499584,34.37499596800001
2.05e-08,45.312508928,0.3749999616,35.937496064
2.1000000000000003e-08,45.312508928,0.3749999616,35.937496064
2.15e-08,43.75000883199999,0.3437499648,37.49999616
2.2000000000000002e-08,43.75000883199999,0.3437499648,37.49999616
2.2500000000000003e-08,42.187508735999984,0.312499968,37.49999616
2.3e-08,40.625008640000004,0.2812499712,40.624996352000004
2.3500000000000002e-08,40.625008640000004,0.2812499712,40.624996352000004
2.4000000000000003e-08,39.062508543999996,0.2499999744,39.062496256
2.45e-08,37.50000844799999,0.21874997759999998,40.624996352000004
2.5000000000000002e-08,35.93750835200001,0.21874997759999998,39.062496256
2.55e-08,32.81250815999999,0.21874997759999998,43.749996544
2.6e-08,32.81250815999999,0.156249984,43.749996544
2.6500000000000002e-08,31.250008063999985,0.156249984,43.749996544
2.7e-08,29.687507968000006,0.156249984,42.187496448000005
2.75e-08,28.125007871999998,0.1874999808,43.749996544
2.8000000000000003e-08,25.000007679999996,0.0937499904,43.749996544
2.85e-08,21.875007487999994,0.0624999936,45.31249664
2.9e-08,20.312507392,0.0624999936,45.31249664
2.9500000000000003e-08,18.750007295999993,0.0624999936,48.437496832
3.0000000000000004e-08,17.1875072,0.0312499968,46.874996736
3.05e-08,15.625007103999991,0.0312499968,46.874996736
3.1e-08,10.937506815999996,0.0,48.437496832
3.1500000000000004e-08,7.812506623999994,-0.0312499968,48.437496832
3.2e-08,6.250006528,-0.0624999936,48.437496832
3.25e-08,3.1250063359999984,-0.0624999936,48.437496832
3.3000000000000004e-08,1.5625062399999905,-0.0937499904,48.437496832
3.35e-08,-1.562493951999997,-0.1249999872,51.562497024
3.4e-08,-3.124994048000005,-0.156249984,49.999996928
3.4500000000000005e-08,-6.249994240000007,-0.156249984,51.562497024
3.5e-08,-7.812494336,-0.156249984,49.999996928
3.55e-08,-10.937494528000002,-0.156249984,51.562497024
3.6000000000000005e-08,-12.49999462400001,-0.1874999808,51.562497024
3.65e-08,-14.062494720000004,-0.21874997759999998,49.999996928
3.7e-08,-17.187494912000005,-0.2499999744,49.999996928
3.7500000000000005e-08,-20.312495104000007,-0.2812499712,54.687497216000004
3.8e-08,-20.312495104000007,-0.2812499712,51.562497024
3.85e-08,-23.43749529600001,-0.3437499648,49.999996928
3.9000000000000005e-08,-26.562495487999996,-0.3749999616,53.12499712
3.95e-08,-28.124995584000004,-0.3749999616,54.687497216000004
4e-08,-29.687495679999998,-0.4062499584,51.562497024
4.0500000000000005e-08,-31.249995776000006,-0.4062499584,53.12499712
4.1e-08,-32.812495872,-0.4062499584,51.562497024
4.15e-08,-34.37499596800001,-0.43749995519999996,53.12499712
4.2000000000000006e-08,-37.49999616,-0.46874995199999997,51.562497024
4.2500000000000003e-08,-39.062496256,-0.46874995199999997,53.12499712
4.3e-08,-39.062496256,-0.5312499455999999,51.562497024
