Time (s),V_PRI,V_SEC,V_IN,V_OUT
0.0,26.249943040000062,-231.19997952,25.213750053120002,-0.005824978559999999
5e-10,38.74994176000007,-218.6999808,25.213750053120002,-0.005824978559999999
1e-09,38.74994176000007,-231.19997952,25.213750053120002,-0.00894997823999999
1.5000000000000002e-09,51.24994048000008,-231.19997952,25.220000052480003,-0.005824978559999999
2e-09,44.99994112000002,-224.94998016,25.213750053120002,-0.002699978880000009
2.5e-09,57.499939840000025,-218.6999808,25.20750005376,-0.00894997823999999
3.0000000000000004e-09,57.499939840000025,-218.6999808,25.19500005504,-0.00894997823999999
3.5000000000000003e-09,57.499939840000025,-218.6999808,25.19500005504,-0.005824978559999999
4e-09,57.499939840000025,-212.44998144,25.182500056320002,-0.005824978559999999
4.500000000000001e-09,63.749939200000085,-212.44998144,25.19500005504,-0.005824978559999999
5e-09,69.99993856000003,-218.6999808,25.201250054400003,-0.002699978880000009
5.5000000000000004e-09,69.99993856000003,-206.19998207999998,25.19500005504,-0.00894997823999999
6.000000000000001e-09,76.24993791999998,-206.19998207999998,25.20750005376,-0.005824978559999999
6.5e-09,82.49993728000004,-199.94998272,25.19500005504,-0.005824978559999999
7.000000000000001e-09,82.49993728000004,-193.69998336,25.213750053120002,-0.00894997823999999
7.500000000000001e-09,82.49993728000004,-187.449984,25.232500051200002,-0.00894997823999999
8e-09,82.49993728000004,-193.69998336,25.232500051200002,-0.005824978559999999
8.5e-09,82.49993728000004,-181.19998464,25.23875005056,-0.005824978559999999
9.000000000000001e-09,88.74993663999999,-187.449984,25.232500051200002,-0.00894997823999999
9.5e-09,101.24993536,-193.69998336,25.23875005056,-0.002699978880000009
1e-08,88.74993663999999,-187.449984,25.23875005056,-0.005824978559999999
1.0500000000000001e-08,101.24993536,-181.19998464,25.24500004992,-0.00894997823999999
1.1000000000000001e-08,101.24993536,-174.94998528,25.232500051200002,-0.00894997823999999
1.15e-08,101.24993536,-168.69998592,25.232500051200002,-0.002699978880000009
1.2000000000000002e-08,101.24993536,-162.44998655999999,25.220000052480003,-0.002699978880000009
1.2500000000000001e-08,113.74993408,-156.1999872,25.22625005184,-0.005824978559999999
1.3e-08,113.74993408,-162.44998655999999,25.22625005184,-0.005824978559999999
1.35e-08,107.49993472000006,-162.44998655999999,25.22625005184,-0.00894997823999999
1.4000000000000001e-08,113.74993408,-156.1999872,25.22625005184,-0.002699978880000009
1.45e-08,119.99993344000006,-143.69998848,25.213750053120002,-0.005824978559999999
1.5000000000000002e-08,119.99993344000006,-143.69998848,25.22625005184,-0.012074977920000007
1.55e-08,119.99993344000006,-137.44998912,25.23875005056,-0.005824978559999999
1.6e-08,119.99993344000006,-143.69998848,25.24500004992,-0.005824978559999999
1.6500000000000002e-08,119.99993344000006,-131.19998976,25.24500004992,-0.00894997823999999
1.7e-08,126.24993280000001,-124.9499904,25.251250049280003,-0.012074977920000007
1.75e-08,138.74993152000002,-131.19998976,25.25750004864,-0.002699978880000009
1.8000000000000002e-08,126.24993280000001,-131.19998976,25.263750048000002,-0.005824978559999999
1.85e-08,138.74993152000002,-118.69999104,25.27000004736,-0.012074977920000007
1.9e-08,138.74993152000002,-112.44999168000001,25.27000004736,-0.005824978559999999
1.9500000000000003e-08,132.49993216000007,-106.19999232,25.25750004864,-0.005824978559999999
2e-08,138.74993152000002,-99.94999296,25.24500004992,-0.005824978559999999
2.05e-08,151.24993024000003,-93.6999936,25.25750004864,-0.005824978559999999
2.1000000000000003e-08,144.99993088000008,-99.94999296,25.27000004736,-0.002699978880000009
2.15e-08,144.99993088000008,-99.94999296,25.27625004672,-0.00894997823999999
2.2000000000000002e-08,151.24993024000003,-87.44999424000001,25.27625004672,-0.005824978559999999
2.2500000000000003e-08,157.4999296000001,-81.19999488,25.263750048000002,-0.005824978559999999
2.3e-08,157.4999296000001,-74.94999552,25.27000004736,-0.012074977920000007
2.3500000000000002e-08,163.74992896000003,-68.69999616,25.27625004672,-0.005824978559999999
2.4000000000000003e-08,163.74992896000003,-68.69999616,25.263750048000002,-0.005824978559999999
2.45e-08,169.99992831999998,-62.4499968,25.251250049280003,-0.005824978559999999
2.5000000000000002e-08,169.99992831999998,-62.4499968,25.232500051200002,-0.00894997823999999
2.55e-08,176.24992768000004,-56.199997440000004,25.20750005376,-0.002699978880000009
2.6e-08,176.24992768000004,-62.4499968,25.188750055680003,-0.005824978559999999
2.6500000000000002e-08,176.24992768000004,-49.94999808,25.182500056320002,-0.00894997823999999
2.7e-08,188.74992640000005,-43.699998719999996,25.17625005696,-0.005824978559999999
2.75e-08,182.49992704,-37.44999936,25.15750005888,-0.00894997823999999
2.8000000000000003e-08,176.24992768000004,-31.2,25.138750060800003,-0.002699978880000009
2.85e-08,188.74992640000005,-24.95000064,25.138750060800003,-0.005824978559999999
2.9e-08,194.99992576,-24.95000064,25.14500006016,-0.002699978880000009
2.9500000000000003e-08,188.74992640000005,-24.95000064,25.138750060800003,-0.00894997823999999
3.0000000000000004e-08,194.99992576,-18.70000128,25.138750060800003,-0.005824978559999999
3.05e-08,201.24992512000006,-12.450001919999998,25.132500061440002,-0.005824978559999999
3.1e-08,201.24992512000006,0.049996800000002395,25.132500061440002,-0.00894997823999999
3.1500000000000004e-08,207.49992448,0.049996800000002395,25.14500006016,-0.00894997823999999
3.2e-08,201.24992512000006,-6.200002559999998,25.14500006016,-0.005824978559999999
3.25e-08,207.49992448,12.54999552,25.138750060800003,-0.00894997823999999
3.3000000000000004e-08,213.74992384000006,6.299996160000003,25.138750060800003,-0.00894997823999999
3.35e-08,219.9999232,6.299996160000003,25.138750060800003,-0.002699978880000009
3.4e-08,207.49992448,12.54999552,25.138750060800003,-0.005824978559999999
3.4500000000000005e-08,213.74992384000006,18.799994880000003,25.14500006016,-0.00894997823999999
3.5e-08,219.9999232,31.299993600000004,25.151250059520002,-0.005824978559999999
3.55e-08,213.74992384000006,25.049994240000007,25.138750060800003,-0.005824978559999999
3.6000000000000005e-08,207.49992448,37.54999296,25.120000062720003,-0.002699978880000009
3.65e-08,213.74992384000006,37.54999296,25.09500006528,-0.005824978559999999
3.7e-08,213.74992384000006,43.79999232,25.0762500672,-0.002699978880000009
3.7500000000000005e-08,207.49992448,43.79999232,25.070000067840002,-0.005824978559999999
3.8e-08,213.74992384000006,50.049991680000005,25.070000067840002,-0.005824978559999999
3.85e-08,213.74992384000006,56.299991039999995,25.057500069120003,-0.005824978559999999
3.9000000000000005e-08,219.9999232,68.79998976,25.057500069120003,-0.012074977920000007
3.95e-08,213.74992384000006,68.79998976,25.070000067840002,-0.005824978559999999
4e-08,201.24992512000006,68.79998976,25.057500069120003,-0.005824978559999999
4.0500000000000005e-08,213.74992384000006,87.54998784,25.057500069120003,-0.00894997823999999
4.1e-08,213.74992384000006,81.29998848000001,25.06375006848,-0.00894997823999999
4.15e-08,213.74992384000006,81.29998848000001,25.088750065920003,0.00042502080000000886
4.2000000000000006e-08,201.24992512000006,81.29998848000001,25.101250064640002,-0.002699978880000009
4.2500000000000003e-08,207.49992448,87.54998784,25.101250064640002,-0.00894997823999999
4.3e-08,207.49992448,93.7999872,25.09500006528,-0.005824978559999999
4.3500000000000006e-08,201.24992512000006,100.04998656,25.088750065920003,-0.002699978880000009
4.4000000000000004e-08,188.74992640000005,100.04998656,25.08250006656,-0.005824978559999999
4.45e-08,194.99992576,106.29998592,25.08250006656,-0.005824978559999999
4.5000000000000006e-08,188.74992640000005,106.29998592,25.101250064640002,-0.002699978880000009
4.5500000000000004e-08,182.49992704,112.54998528,25.101250064640002,-0.00894997823999999
4.6e-08,182.49992704,118.79998464,25.09500006528,-0.005824978559999999
4.6500000000000006e-08,182.49992704,118.79998464,25.08250006656,-0.00894997823999999
