Time (s),VIN,IIN,VOUT,IOUT
0.0,24.49974999424,1.674500006912,46.30349999616,0.7293874926080001
5e-10,24.5153749952,1.674500006912,46.35037499904,0.7278249925120001
1e-09,24.48412499328,1.676062507008,46.41287500288,0.726262492416
1.5000000000000002e-09,24.49974999424,1.680750007296,46.45975000576,0.7278249925120001
2e-09,24.64037500288,1.683875007488,46.49100000768,0.726262492416
2.5e-09,24.65600000384,1.682312507392,46.49100000768,0.7293874926080001
3.0000000000000004e-09,24.53099999616,1.680750007296,46.47537500672,0.7325124928
3.5000000000000003e-09,24.359124985599998,1.677625007104,46.45975000576,0.738762493184
4e-09,24.249749978879997,1.676062507008,46.38162500096,0.738762493184
4.500000000000001e-09,24.14037497216,1.674500006912,46.2878749952,0.738762493184
5e-09,24.06224996736,1.672937506816,46.24099999232,0.735637492992
5.5000000000000004e-09,24.202874976,1.67137500672,46.24099999232,0.7278249925120001
6.000000000000001e-09,24.405999988479998,1.669812506624,46.24099999232,0.720012492032
6.5e-09,24.468499992319998,1.6682500065280002,46.27224999424,0.7106374914560001
7.000000000000001e-09,24.437249990399998,1.669812506624,46.31912499712,0.7090749913600001
7.500000000000001e-09,24.468499992319998,1.67137500672,46.42850000384,0.7106374914560001
8e-09,24.56224999808,1.674500006912,46.49100000768,0.71688749184
8.5e-09,24.54662499712,1.6791875072,46.45975000576,0.721574992128
9.000000000000001e-09,24.468499992319998,1.6791875072,46.41287500288,0.7293874926080001
9.5e-09,24.405999988479998,1.674500006912,46.39725000192,0.734074992896
1e-08,24.437249990399998,1.672937506816,46.39725000192,0.735637492992
1.0500000000000001e-08,24.405999988479998,1.669812506624,46.35037499904,0.734074992896
1.1000000000000001e-08,24.343499984639998,1.6682500065280002,46.25662499328,0.7325124928
1.15e-08,24.296624981759997,1.669812506624,46.22537499136,0.7325124928
1.2000000000000002e-08,24.280999980799997,1.669812506624,46.22537499136,0.730949992704
1.2500000000000001e-08,24.265374979839997,1.67137500672,46.22537499136,0.730949992704
1.3e-08,24.265374979839997,1.67137500672,46.2097499904,0.7278249925120001
1.35e-08,24.421624989439998,1.674500006912,46.27224999424,0.7278249925120001
1.4000000000000001e-08,24.56224999808,1.6791875072,46.366,0.730949992704
1.45e-08,24.65600000384,1.682312507392,46.42850000384,0.737199993088
1.5000000000000002e-08,24.57787499904,1.685437507584,46.42850000384,0.743449993472
1.55e-08,24.359124985599998,1.68700000768,46.42850000384,0.743449993472
1.6e-08,24.249749978879997,1.683875007488,46.366,0.741887493376
1.6500000000000002e-08,24.343499984639998,1.6791875072,46.35037499904,0.741887493376
1.7e-08,24.405999988479998,1.674500006912,46.35037499904,0.74032499328
1.75e-08,24.343499984639998,1.676062507008,46.33474999808,0.738762493184
1.8000000000000002e-08,24.327874983679997,1.672937506816,46.33474999808,0.734074992896
1.85e-08,24.327874983679997,1.6682500065280002,46.33474999808,0.7293874926080001
1.9e-08,24.343499984639998,1.6635625062400001,46.2878749952,0.72469999232
1.9500000000000003e-08,24.359124985599998,1.6651250063360001,46.2878749952,0.723137492224
2e-08,24.390374987519998,1.6682500065280002,46.2878749952,0.721574992128
2.05e-08,24.374749986559998,1.672937506816,46.31912499712,0.72469999232
2.1000000000000003e-08,24.327874983679997,1.676062507008,46.2878749952,0.7278249925120001
2.15e-08,24.23412497792,1.6791875072,46.25662499328,0.7278249925120001
2.2000000000000002e-08,24.15599997312,1.682312507392,46.2878749952,0.7293874926080001
2.2500000000000003e-08,24.296624981759997,1.6791875072,46.39725000192,0.730949992704
2.3e-08,24.437249990399998,1.674500006912,46.45975000576,0.730949992704
2.3500000000000002e-08,24.405999988479998,1.672937506816,46.49100000768,0.730949992704
2.4000000000000003e-08,24.249749978879997,1.6682500065280002,46.47537500672,0.734074992896
2.45e-08,24.265374979839997,1.6651250063360001,46.42850000384,0.737199993088
2.5000000000000002e-08,24.405999988479998,1.6651250063360001,46.4441250048,0.737199993088
2.55e-08,24.421624989439998,1.6651250063360001,46.45975000576,0.74032499328
2.6e-08,24.327874983679997,1.6635625062400001,46.39725000192,0.74032499328
2.6500000000000002e-08,24.343499984639998,1.6651250063360001,46.33474999808,0.738762493184
2.7e-08,24.5153749952,1.6651250063360001,46.2878749952,0.7325124928
2.75e-08,24.62475000192,1.6682500065280002,46.30349999616,0.726262492416
2.8000000000000003e-08,24.49974999424,1.672937506816,46.30349999616,0.721574992128
2.85e-08,24.327874983679997,1.676062507008,46.33474999808,0.721574992128
2.9e-08,24.312249982719997,1.672937506816,46.33474999808,0.72469999232
2.9500000000000003e-08,24.296624981759997,1.67137500672,46.25662499328,0.72469999232
3.0000000000000004e-08,24.23412497792,1.6682500065280002,46.17849998848,0.7278249925120001
3.05e-08,24.359124985599998,1.6666875064320001,46.17849998848,0.730949992704
3.1e-08,24.53099999616,1.6604375060480001,46.31912499712,0.737199993088
3.1500000000000004e-08,24.437249990399998,1.6620000061440001,46.49100000768,0.741887493376
3.2e-08,24.21849997696,1.6635625062400001,46.50662500864,0.743449993472
3.25e-08,24.15599997312,1.6666875064320001,46.39725000192,0.741887493376
3.3000000000000004e-08,24.296624981759997,1.6651250063360001,46.366,0.738762493184
3.35e-08,24.421624989439998,1.6651250063360001,46.38162500096,0.74032499328
3.4e-08,24.437249990399998,1.6651250063360001,46.39725000192,0.737199993088
3.4500000000000005e-08,24.327874983679997,1.6620000061440001,46.38162500096,0.735637492992
3.5e-08,24.327874983679997,1.6620000061440001,46.2878749952,0.734074992896
3.55e-08,24.437249990399998,1.6666875064320001,46.30349999616,0.7325124928
3.6000000000000005e-08,24.49974999424,1.674500006912,46.35037499904,0.734074992896
3.65e-08,24.421624989439998,1.672937506816,46.45975000576,0.735637492992
3.7e-08,24.390374987519998,1.6682500065280002,46.47537500672,0.738762493184
3.7500000000000005e-08,24.468499992319998,1.6620000061440001,46.45975000576,0.738762493184
3.8e-08,24.5153749952,1.6620000061440001,46.366,0.741887493376
3.85e-08,24.54662499712,1.6635625062400001,46.30349999616,0.743449993472
3.9000000000000005e-08,24.53099999616,1.6651250063360001,46.27224999424,0.746574993664
3.95e-08,24.374749986559998,1.6666875064320001,46.35037499904,0.743449993472
4e-08,24.09349996928,1.6635625062400001,46.35037499904,0.741887493376
4.0500000000000005e-08,23.95287496064,1.6620000061440001,46.31912499712,0.738762493184
4.1e-08,24.18724997504,1.6635625062400001,46.27224999424,0.738762493184
4.15e-08,24.54662499712,1.67137500672,46.2878749952,0.738762493184
4.2000000000000006e-08,24.71850000768,1.672937506816,46.39725000192,0.74032499328
4.2500000000000003e-08,24.73412500864,1.6682500065280002,46.55350001152,0.738762493184
4.3e-08,24.78100001152,1.6666875064320001,46.61600001536,0.734074992896
4.3500000000000006e-08,24.70287500672,1.669812506624,46.58475001344,0.730949992704
4.4000000000000004e-08,24.5153749952,1.672937506816,46.42850000384,0.7325124928
4.45e-08,24.374749986559998,1.67137500672,46.366,0.734074992896
4.5000000000000006e-08,24.265374979839997,1.6666875064320001,46.31912499712,0.7325124928
4.5500000000000004e-08,24.0466249664,1.6620000061440001,46.30349999616,0.730949992704
4.6e-08,23.8903749568,1.658875005952,46.19412498944,0.726262492416
4.6500000000000006e-08,23.95287496064,1.657312505856,46.14724998656,0.7278249925120001
4.7000000000000004e-08,24.1247499712,1.6604375060480001,46.22537499136,0.734074992896
4.75e-08,24.23412497792,1.6651250063360001,46.35037499904,0.738762493184
4.8000000000000006e-08,24.265374979839997,1.6651250063360001,46.45975000576,0.74032499328
4.8500000000000004e-08,24.452874991359998,1.6682500065280002,46.56912501248,0.737199993088
4.9e-08,24.73412500864,1.669812506624,46.63162501632,0.730949992704
4.95e-08,24.85912501632,1.672937506816,46.6003750144,0.726262492416
5.0000000000000004e-08,24.76537501056,1.67137500672,46.5222500096,0.721574992128
5.05e-08,24.5935,1.6682500065280002,46.38162500096,0.718449991936
5.1e-08,24.405999988479998,1.6635625062400001,46.25662499328,0.71688749184
5.1500000000000005e-08,24.17162497408,1.658875005952,46.14724998656,0.720012492032
5.2e-08,23.93724995968,1.657312505856,46.02224997888,0.7278249925120001
5.25e-08,23.84349995392,1.658875005952,45.975374976,0.738762493184
5.3000000000000005e-08,23.8903749568,1.658875005952,46.02224997888,0.7496999938560001
5.35e-08,23.99974996352,1.6635625062400001,46.17849998848,0.757512494336
5.4e-08,24.1247499712,1.6682500065280002,46.30349999616,0.759074994432
5.4500000000000005e-08,24.390374987519998,1.672937506816,46.45975000576,0.754387494144
5.5e-08,24.68725000576,1.680750007296,46.61600001536,0.7528249940480001
5.55e-08,24.81225001344,1.683875007488,46.72537502208,0.743449993472
5.6000000000000005e-08,24.6716250048,1.683875007488,46.72537502208,0.735637492992
5.65e-08,24.53099999616,1.680750007296,46.66287501824,0.7293874926080001
