Time (s),VGS_A,VGS_B,VDS_A,VDS_B,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
0.0,4.6562503936,-0.031249894400000144,-1.8749957120000005,38.750000127999996,8960
5e-10,4.8125004032,-0.1093748992000001,-1.8749957120000005,38.750000127999996,8960
1e-09,4.734375398399999,-0.031249894400000144,-1.8749957120000005,39.375000064,8960
1.5000000000000002e-09,4.8125004032,-0.1093748992000001,-1.8749957120000005,40.624999936,8960
2e-09,4.734375398399999,-0.1093748992000001,-1.2499957760000058,41.874999808,8960
2.5e-09,4.8125004032,-0.18749990400000005,-2.4999956480000023,41.874999808,8960
3.0000000000000004e-09,4.734375398399999,-0.031249894400000144,-1.2499957760000058,41.249999872000004,8960
3.5000000000000003e-09,4.6562503936,0.04687511039999981,-1.8749957120000005,42.499999744,8960
4e-09,4.734375398399999,-0.031249894400000144,-1.8749957120000005,42.499999744,8960
4.500000000000001e-09,4.8125004032,-0.1093748992000001,-1.2499957760000058,43.749999616,8704
5e-09,4.890625407999999,-0.1093748992000001,-0.624995840000004,44.999999488,8704
5.5000000000000004e-09,4.9687504127999995,-0.031249894400000144,-2.4999956480000023,43.749999616,8704
6.000000000000001e-09,5.0468754176,-0.1093748992000001,-2.4999956480000023,43.749999616,8704
6.5e-09,4.9687504127999995,-0.1093748992000001,-2.4999956480000023,44.999999488,8704
7.000000000000001e-09,4.9687504127999995,-0.18749990400000005,-0.624995840000004,46.249999360000004,8192
7.500000000000001e-09,4.9687504127999995,-0.18749990400000005,-1.2499957760000058,46.874999296,8192
8e-09,4.9687504127999995,-0.18749990400000005,-1.2499957760000058,47.499999232,8192
8.5e-09,4.9687504127999995,-0.031249894400000144,-1.8749957120000005,46.874999296,8192
9.000000000000001e-09,4.734375398399999,-0.031249894400000144,-2.4999956480000023,48.124999168,8192
9.5e-09,4.8125004032,-0.031249894400000144,-1.8749957120000005,48.749999104,8192
1e-08,4.8125004032,-0.1093748992000001,-1.2499957760000058,49.999998976,8192
1.0500000000000001e-08,4.8125004032,-0.1093748992000001,-1.8749957120000005,50.624998912,8192
1.1000000000000001e-08,4.8125004032,0.04687511039999981,-0.624995840000004,50.624998912,8192
1.15e-08,4.890625407999999,0.04687511039999981,-1.8749957120000005,50.624998912,8192
1.2000000000000002e-08,4.890625407999999,-0.1093748992000001,-2.4999956480000023,51.249998848000004,8192
1.2500000000000001e-08,4.890625407999999,-0.18749990400000005,-1.8749957120000005,51.249998848000004,8192
1.3e-08,4.9687504127999995,-0.18749990400000005,-1.2499957760000058,52.49999872,8192
1.35e-08,4.890625407999999,-0.18749990400000005,-1.2499957760000058,52.49999872,8192
1.4000000000000001e-08,4.9687504127999995,-0.1093748992000001,-2.4999956480000023,52.49999872,8192
1.45e-08,4.8125004032,-0.1093748992000001,-3.124995584000004,53.749998592,8192
1.5000000000000002e-08,4.8125004032,-0.18749990400000005,-1.2499957760000058,53.749998592,8192
1.55e-08,4.8125004032,-0.18749990400000005,-1.8749957120000005,53.749998592,8192
1.6e-08,4.734375398399999,-0.031249894400000144,-1.8749957120000005,53.749998592,8192
1.6500000000000002e-08,4.6562503936,-0.1093748992000001,-2.4999956480000023,54.374998528,8192
