Time (s),VGS_A,VGS_B,VDS_A,VDS_B,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
1.4000000000000001e-08,4.890625407999999,-0.031249894400000144,-1.8749957120000005,51.249998848000004,8192
1.45e-08,4.890625407999999,-0.1093748992000001,-1.8749957120000005,51.249998848000004,8192
1.5000000000000002e-08,4.890625407999999,-0.1093748992000001,-2.4999956480000023,51.249998848000004,8192
1.55e-08,4.890625407999999,-0.1093748992000001,-1.2499957760000058,51.249998848000004,8192
1.6e-08,4.890625407999999,-0.1093748992000001,-1.2499957760000058,49.999998976,8192
1.6500000000000002e-08,4.890625407999999,-0.18749990400000005,-1.8749957120000005,49.37499904,8192
1.7e-08,4.734375398399999,-0.18749990400000005,-1.8749957120000005,49.37499904,8192
1.75e-08,4.734375398399999,-0.031249894400000144,-1.2499957760000058,48.749999104,8192
1.8000000000000002e-08,4.734375398399999,-0.031249894400000144,-2.4999956480000023,46.874999296,8192
1.85e-08,4.890625407999999,-0.1093748992000001,-2.4999956480000023,46.249999360000004,8192
1.9e-08,4.6562503936,-0.18749990400000005,-2.4999956480000023,45.624999424,8192
1.9500000000000003e-08,4.3437503744,-0.18749990400000005,-0.624995840000004,44.999999488,8192
2e-08,3.7968753407999998,-0.1093748992000001,-1.8749957120000005,44.374999552,8192
2.05e-08,3.2500003071999997,-0.031249894400000144,-1.8749957120000005,43.12499968,8192
2.1000000000000003e-08,3.0156252927999994,-0.1093748992000001,-1.8749957120000005,42.499999744,8192
2.15e-08,2.6250002688,-0.1093748992000001,-1.2499957760000058,41.874999808,8192
2.2000000000000002e-08,2.15625024,-0.031249894400000144,-1.8749957120000005,40.624999936,8192
2.2500000000000003e-08,1.0625001727999996,-0.1093748992000001,4.0959999978440464e-06,40.0,8192
2.3e-08,0.04687511039999981,-0.1093748992000001,1.8750039039999962,38.750000127999996,8192
2.3500000000000002e-08,-0.8906249472000001,-0.031249894400000144,4.375003647999996,37.500000256,0
2.4000000000000003e-08,-1.5937499904,-0.031249894400000144,5.62500352,36.87500032,0
2.45e-08,-1.9062500096,-0.1093748992000001,8.750003199999998,35.000000512,0
2.5000000000000002e-08,-2.2187500287999997,-0.18749990400000005,11.875002879999997,33.750000639999996,1024
2.55e-08,-2.140625024,-0.18749990400000005,13.750002687999999,32.500000768,1024
2.6e-08,-2.2187500287999997,-0.1093748992000001,11.875002879999997,31.250000896,1024
2.6500000000000002e-08,-2.2187500287999997,-0.1093748992000001,11.875002879999997,30.62500096,1024
2.7e-08,-2.0625000192,-0.1093748992000001,13.750002687999999,28.750001152,1024
2.75e-08,-1.5937499904,-0.1093748992000001,20.000002048,27.50000128,1024
2.8000000000000003e-08,-0.8906249472000001,-0.1093748992000001,25.000001536,26.250001408,1024
2.85e-08,-0.18749990400000005,-0.18749990400000005,28.750001152,25.000001536,3072
2.9e-08,0.4375001344,-0.18749990400000005,27.50000128,23.750001664,3072
2.9500000000000003e-08,0.5156251392,-0.2656249088,23.125001728,21.25000192,3072
3.0000000000000004e-08,0.5156251392,-0.18749990400000005,20.625001984,20.000002048,3072
3.05e-08,0.5156251392,-0.18749990400000005,24.375001599999997,19.375002111999997,3072
3.1e-08,0.7500001535999998,-0.1093748992000001,31.875000831999998,18.750002176,3072
3.1500000000000004e-08,0.9062501631999997,-0.18749990400000005,40.624999936,17.500002304,3072
3.2e-08,0.9843751679999997,-0.18749990400000005,41.874999808,15.625002496,3072
3.25e-08,0.6718751487999999,-0.18749990400000005,37.500000256,13.750002687999999,3072
3.3000000000000004e-08,0.28125012479999967,-0.18749990400000005,33.125000704,11.875002879999997,3072
3.35e-08,0.04687511039999981,-0.1093748992000001,33.750000639999996,11.875002879999997,3072
3.4e-08,0.20312511999999994,-0.1093748992000001,39.375000064,10.625003008,3072
3.4500000000000005e-08,0.28125012479999967,-0.18749990400000005,43.749999616,9.375003135999997,3072
3.5e-08,0.04687511039999981,-0.2656249088,43.749999616,7.500003327999998,3072
3.55e-08,-0.4999999232000001,-0.18749990400000005,42.499999744,6.250003456000002,3072
3.6000000000000005e-08,-0.968749952,-0.18749990400000005,41.874999808,5.000003583999998,3072
3.65e-08,-1.0468749568,-0.2656249088,44.999999488,5.000003583999998,3072
3.7e-08,-0.578124928,-0.18749990400000005,48.749999104,5.000003583999998,3072
3.7500000000000005e-08,-0.1093748992000001,-0.18749990400000005,49.999998976,3.7500037119999945,3072
3.8e-08,0.04687511039999981,-0.18749990400000005,46.249999360000004,3.125003776,3072
3.85e-08,-0.2656249088,-0.2656249088,43.12499968,1.2500039680000015,3072
3.9000000000000005e-08,-0.578124928,-0.42187491840000013,43.749999616,4.0959999978440464e-06,3072
3.95e-08,-0.4999999232000001,-0.2656249088,49.999998976,-0.624995840000004,3072
4e-08,-0.1093748992000001,-0.3437499136000002,55.6249984,4.0959999978440464e-06,3072
4.0500000000000005e-08,0.04687511039999981,-0.42187491840000013,54.374998528,-0.624995840000004,3072
4.1e-08,-0.1093748992000001,-0.2656249088,49.37499904,-1.2499957760000058,3072
4.15e-08,-0.18749990400000005,-0.18749990400000005,46.249999360000004,-1.8749957120000005,3072
4.2000000000000006e-08,-0.1093748992000001,-0.18749990400000005,47.499999232,-3.749995519999999,3072
4.2500000000000003e-08,0.12500011519999976,-0.18749990400000005,50.624998912,-3.124995584000004,3072
4.3e-08,0.20312511999999994,-0.1093748992000001,51.874998784,-3.124995584000004,11264
4.3500000000000006e-08,-0.031249894400000144,-0.1093748992000001,52.49999872,-3.124995584000004,11264
4.4000000000000004e-08,-0.18749990400000005,-0.031249894400000144,49.999998976,-3.124995584000004,11264
4.45e-08,-0.42187491840000013,-0.031249894400000144,50.624998912,-3.124995584000004,3072
4.5000000000000006e-08,-0.2656249088,0.04687511039999981,51.249998848000004,-3.124995584000004,3072
4.5500000000000004e-08,-0.031249894400000144,0.12500011519999976,50.624998912,-3.124995584000004,3072
4.6e-08,0.04687511039999981,0.12500011519999976,49.999998976,-3.749995519999999,3072
4.6500000000000006e-08,-0.031249894400000144,0.12500011519999976,48.124999168,-2.4999956480000023,3072
4.7000000000000004e-08,-0.2656249088,0.04687511039999981,47.499999232,-1.2499957760000058,3072
4.75e-08,-0.42187491840000013,0.12500011519999976,49.37499904,-0.624995840000004,3072
4.8000000000000006e-08,-0.3437499136000002,0.28125012479999967,51.249998848000004,-0.624995840000004,3072
4.8500000000000004e-08,-0.2656249088,0.35937512960000007,50.624998912,-0.624995840000004,3072
4.9e-08,-0.2656249088,0.5156251392,49.37499904,4.0959999978440464e-06,3072
4.95e-08,-0.1093748992000001,0.9062501631999997,47.499999232,0.6250040319999997,3072
5.0000000000000004e-08,-0.18749990400000005,1.4531251967999999,45.624999424,0.6250040319999997,3072
5.05e-08,-0.18749990400000005,2.0781252352,45.624999424,1.2500039680000015,3072
5.1e-08,-0.18749990400000005,2.7031252735999995,44.999999488,1.2500039680000015,19456
5.1500000000000005e-08,-0.18749990400000005,3.2500003071999997,46.874999296,4.0959999978440464e-06,19456
5.2e-08,-0.2656249088,3.4843753216,45.624999424,4.0959999978440464e-06,19456
5.25e-08,-0.2656249088,3.7187503359999994,45.624999424,-0.624995840000004,19456
5.3000000000000005e-08,-0.18749990400000005,3.9531253503999997,44.999999488,-1.2499957760000058,19456
5.35e-08,-0.2656249088,4.2656253695999995,43.749999616,-1.2499957760000058,19456
5.4e-08,-0.031249894400000144,4.578125388799999,43.12499968,-1.2499957760000058,19456
5.4500000000000005e-08,-0.031249894400000144,4.6562503936,42.499999744,-1.2499957760000058,19456
5.5e-08,-0.1093748992000001,4.734375398399999,41.874999808,-1.8749957120000005,19456
5.55e-08,-0.2656249088,4.9687504127999995,43.749999616,-2.4999956480000023,19456
5.6000000000000005e-08,-0.2656249088,5.125000422399999,43.749999616,-2.4999956480000023,19456
5.65e-08,-0.1093748992000001,5.3593754368,43.12499968,-2.4999956480000023,19456
5.7e-08,-0.18749990400000005,5.5156254464,42.499999744,-1.2499957760000058,19456
5.7500000000000005e-08,-0.1093748992000001,5.6718754559999995,41.874999808,-0.624995840000004,19456
5.8e-08,-0.18749990400000005,5.593750451199999,40.624999936,-1.2499957760000058,19456
5.85e-08,-0.18749990400000005,5.593750451199999,40.0,-1.2499957760000058,19456
5.9000000000000006e-08,-0.18749990400000005,5.593750451199999,40.0,-1.8749957120000005,19456
5.9500000000000003e-08,-0.18749990400000005,5.593750451199999,41.249999872000004,-2.4999956480000023,19456
6.000000000000001e-08,-0.18749990400000005,5.5156254464,40.624999936,-2.4999956480000023,19456
6.05e-08,-0.2656249088,5.3593754368,41.249999872000004,-2.4999956480000023,19456
6.1e-08,-0.3437499136000002,5.281250431999999,40.624999936,-1.8749957120000005,19456
6.15e-08,-0.2656249088,5.281250431999999,40.0,-2.4999956480000023,19456
6.2e-08,-0.18749990400000005,5.437500441599999,40.0,-2.4999956480000023,19456
6.250000000000001e-08,-0.1093748992000001,5.281250431999999,40.0,-1.8749957120000005,19456
6.300000000000001e-08,-0.1093748992000001,5.125000422399999,39.375000064,-1.8749957120000005,19456
6.35e-08,-0.2656249088,5.0468754176,40.0,-1.2499957760000058,19456
6.4e-08,-0.2656249088,4.890625407999999,40.624999936,-1.2499957760000058,19456
6.45e-08,-0.18749990400000005,4.8125004032,41.249999872000004,-0.624995840000004,19456
6.5e-08,-0.18749990400000005,4.8125004032,41.874999808,-1.2499957760000058,19456
6.55e-08,-0.2656249088,4.734375398399999,41.874999808,-0.624995840000004,19456
6.600000000000001e-08,-0.2656249088,4.6562503936,40.624999936,-2.4999956480000023,19456
6.65e-08,-0.18749990400000005,4.6562503936,40.0,-2.4999956480000023,19456
6.7e-08,-0.18749990400000005,4.578125388799999,40.0,-1.8749957120000005,19456
6.75e-08,-0.18749990400000005,4.578125388799999,41.874999808,-1.8749957120000005,19456
6.8e-08,-0.031249894400000144,4.578125388799999,41.874999808,-1.8749957120000005,19456
6.85e-08,-0.031249894400000144,4.500000384,43.12499968,-1.2499957760000058,19456
6.900000000000001e-08,-0.18749990400000005,4.500000384,42.499999744,-1.2499957760000058,19456
6.950000000000001e-08,-0.2656249088,4.500000384,43.749999616,-1.2499957760000058,19456
7e-08,-0.18749990400000005,4.6562503936,43.749999616,-1.8749957120000005,19456
7.05e-08,-0.1093748992000001,4.734375398399999,43.12499968,-1.8749957120000005,19456
7.1e-08,-0.031249894400000144,4.6562503936,43.12499968,-2.4999956480000023,19456
7.15e-08,-0.2656249088,4.6562503936,44.374999552,-1.8749957120000005,19456
7.200000000000001e-08,-0.1093748992000001,4.6562503936,44.374999552,-1.8749957120000005,19456
7.250000000000001e-08,-0.1093748992000001,4.734375398399999,46.249999360000004,-1.8749957120000005,19456
7.3e-08,-0.18749990400000005,4.8125004032,47.499999232,-1.8749957120000005,19456
7.35e-08,-0.18749990400000005,4.890625407999999,48.124999168,-3.124995584000004,19456
7.4e-08,-0.3437499136000002,4.8125004032,46.874999296,-2.4999956480000023,19456
7.45e-08,-0.18749990400000005,4.8125004032,46.249999360000004,-1.8749957120000005,19456
7.500000000000001e-08,-0.031249894400000144,4.9687504127999995,46.874999296,-0.624995840000004,18432
7.550000000000001e-08,-0.1093748992000001,4.9687504127999995,48.749999104,-1.8749957120000005,18432
7.6e-08,-0.031249894400000144,4.890625407999999,48.749999104,-1.8749957120000005,18432
7.65e-08,-0.18749990400000005,4.890625407999999,49.37499904,-1.8749957120000005,16384
7.7e-08,-0.1093748992000001,4.890625407999999,49.999998976,-1.8749957120000005,16384
7.75e-08,-0.18749990400000005,4.9687504127999995,50.624998912,-1.8749957120000005,16384
7.800000000000001e-08,-0.031249894400000144,5.125000422399999,51.249998848000004,-1.8749957120000005,16384
7.850000000000001e-08,-0.031249894400000144,5.0468754176,51.249998848000004,-2.4999956480000023,16384
7.9e-08,-0.031249894400000144,4.9687504127999995,51.249998848000004,-2.4999956480000023,16384
7.95e-08,-0.1093748992000001,4.8125004032,51.874998784,-3.124995584000004,16384
8e-08,-0.1093748992000001,4.8125004032,52.49999872,-2.4999956480000023,16384
8.05e-08,-0.1093748992000001,4.890625407999999,53.124998656,-1.8749957120000005,16384
8.100000000000001e-08,-0.1093748992000001,4.890625407999999,53.749998592,-1.8749957120000005,16384
8.150000000000001e-08,-0.031249894400000144,4.890625407999999,54.374998528,-1.8749957120000005,16384
8.2e-08,-0.18749990400000005,4.890625407999999,53.749998592,-2.4999956480000023,16384
8.25e-08,-0.18749990400000005,4.890625407999999,53.749998592,-2.4999956480000023,16384
8.3e-08,-0.18749990400000005,4.890625407999999,53.124998656,-2.4999956480000023,16384
8.35e-08,-0.18749990400000005,4.8125004032,54.999998464,-1.8749957120000005,16384
8.400000000000001e-08,-0.18749990400000005,4.890625407999999,54.374998528,-2.4999956480000023,16384
8.450000000000001e-08,-0.1093748992000001,4.8125004032,54.374998528,-3.124995584000004,16384
8.500000000000001e-08,-0.031249894400000144,4.8125004032,54.999998464,-2.4999956480000023,16384
8.55e-08,-0.2656249088,4.734375398399999,54.374998528,-2.4999956480000023,16384
8.6e-08,-0.1093748992000001,4.890625407999999,54.999998464,-2.4999956480000023,16384
8.65e-08,-0.18749990400000005,4.8125004032,54.374998528,-1.8749957120000005,16384
8.700000000000001e-08,-0.1093748992000001,4.734375398399999,54.374998528,-2.4999956480000023,16384
8.750000000000001e-08,-0.1093748992000001,4.8125004032,54.374998528,-3.749995519999999,16384
8.800000000000001e-08,-0.1093748992000001,4.890625407999999,53.749998592,-2.4999956480000023,16384
8.85e-08,-0.18749990400000005,4.890625407999999,53.749998592,-2.4999956480000023,16384
8.9e-08,-0.18749990400000005,4.8125004032,54.374998528,-1.8749957120000005,16384
8.95e-08,-0.031249894400000144,4.8125004032,54.374998528,-1.8749957120000005,16384
9.000000000000001e-08,-0.031249894400000144,4.734375398399999,53.124998656,-3.749995519999999,16384
9.050000000000001e-08,-0.1093748992000001,4.8125004032,51.874998784,-3.124995584000004,16384
9.100000000000001e-08,-0.18749990400000005,4.890625407999999,51.249998848000004,-3.124995584000004,16384
9.15e-08,-0.2656249088,4.890625407999999,51.249998848000004,-3.749995519999999,16384
9.2e-08,-0.18749990400000005,4.8125004032,49.999998976,-2.4999956480000023,16384
9.25e-08,-0.1093748992000001,4.8125004032,49.37499904,-1.8749957120000005,16384
9.300000000000001e-08,-0.1093748992000001,4.734375398399999,48.749999104,-2.4999956480000023,16384
9.350000000000001e-08,-0.18749990400000005,4.500000384,48.124999168,-2.4999956480000023,16384
9.400000000000001e-08,-0.18749990400000005,4.1875003648,47.499999232,-3.749995519999999,16384
9.45e-08,-0.18749990400000005,3.6406253312,45.624999424,-2.4999956480000023,16384
9.5e-08,-0.1093748992000001,3.328125312,44.374999552,-2.4999956480000023,16384
9.55e-08,-0.1093748992000001,3.0156252927999994,44.374999552,-2.4999956480000023,16384
9.600000000000001e-08,-0.031249894400000144,2.3906252543999997,43.12499968,-2.4999956480000023,16384
9.650000000000001e-08,-0.1093748992000001,1.6875002111999997,41.874999808,-1.2499957760000058,0
9.700000000000001e-08,-0.18749990400000005,0.6718751487999999,41.874999808,1.2500039680000015,0
9.75e-08,-0.1093748992000001,-0.3437499136000002,40.624999936,5.000003583999998,0
9.8e-08,-0.18749990400000005,-1.359374976,37.500000256,5.62500352,0
9.85e-08,-0.18749990400000005,-2.0625000192,36.87500032,6.875003391999996,0
9.9e-08,-0.18749990400000005,-2.2968750336,35.000000512,7.500003327999998,0
9.950000000000001e-08,-0.18749990400000005,-2.531250048,33.750000639999996,9.375003135999997,0
1.0000000000000001e-07,-0.1093748992000001,-2.6875000576,32.500000768,11.250002943999998,0
1.005e-07,-0.1093748992000001,-2.7656250624,32.500000768,15.000002559999999,0
1.01e-07,-0.18749990400000005,-2.6875000576,31.250000896,17.500002304,256
1.015e-07,-0.2656249088,-2.4531250432,28.750001152,19.375002111999997,256
1.02e-07,-0.18749990400000005,-1.8281250048,27.50000128,21.25000192,256
1.0250000000000001e-07,-0.18749990400000005,-0.8124999424000001,26.250001408,22.500001792,256
1.0300000000000001e-07,-0.1093748992000001,-0.2656249088,25.000001536,23.125001728,768
1.0350000000000001e-07,-0.18749990400000005,0.28125012479999967,24.375001599999997,24.375001599999997,768
1.04e-07,-0.1093748992000001,0.5156251392,22.500001792,26.250001408,768
1.045e-07,-0.18749990400000005,0.5937501439999999,20.000002048,30.000001024,768
1.05e-07,-0.18749990400000005,0.8281251583999998,19.375002111999997,32.500000768,768
1.0550000000000001e-07,-0.18749990400000005,1.1406251775999996,18.750002176,34.375000576,768
1.0600000000000001e-07,-0.2656249088,1.375000192,16.875002367999997,33.750000639999996,768
1.0650000000000001e-07,-0.18749990400000005,1.375000192,15.625002496,34.375000576,768
1.07e-07,-0.18749990400000005,1.0625001727999996,13.750002687999999,35.625000448,768
1.075e-07,-0.2656249088,0.7500001535999998,13.750002687999999,38.125000192,768
1.08e-07,-0.2656249088,0.5156251392,10.625003008,39.375000064,768
1.0850000000000001e-07,-0.18749990400000005,0.5937501439999999,10.000003071999998,40.624999936,768
1.0900000000000001e-07,-0.1093748992000001,0.4375001344,8.750003199999998,41.874999808,768
1.0950000000000001e-07,-0.18749990400000005,-0.031249894400000144,8.125003264,43.12499968,768
1.1e-07,-0.18749990400000005,-0.578124928,7.500003327999998,44.999999488,768
1.105e-07,-0.2656249088,-0.8124999424000001,6.250003456000002,46.249999360000004,768
1.11e-07,-0.2656249088,-0.7343749376000002,5.000003583999998,45.624999424,768
1.1150000000000001e-07,-0.2656249088,-0.3437499136000002,5.000003583999998,44.374999552,768
1.1200000000000001e-07,-0.2656249088,-0.3437499136000002,3.125003776,44.999999488,768
1.1250000000000001e-07,-0.18749990400000005,-0.4999999232000001,1.8750039039999962,47.499999232,768
1.13e-07,-0.3437499136000002,-0.8124999424000001,1.8750039039999962,49.999998976,768
1.135e-07,-0.2656249088,-0.8906249472000001,1.8750039039999962,51.249998848000004,768
1.14e-07,-0.3437499136000002,-0.578124928,0.6250040319999997,49.999998976,768
1.1450000000000001e-07,-0.2656249088,-0.18749990400000005,-0.624995840000004,49.37499904,768
1.1500000000000001e-07,-0.2656249088,0.04687511039999981,-1.2499957760000058,49.37499904,768
1.1550000000000001e-07,-0.2656249088,-0.031249894400000144,-0.624995840000004,49.37499904,768
1.16e-07,-0.2656249088,-0.2656249088,-2.4999956480000023,49.999998976,768
1.165e-07,-0.18749990400000005,-0.1093748992000001,-1.8749957120000005,51.249998848000004,768
1.17e-07,-0.18749990400000005,0.20312511999999994,-3.124995584000004,51.249998848000004,768
1.1750000000000001e-07,-0.2656249088,0.28125012479999967,-3.749995519999999,51.249998848000004,768
1.1800000000000001e-07,-0.1093748992000001,0.20312511999999994,-3.124995584000004,51.249998848000004,768
1.1850000000000001e-07,-0.18749990400000005,-0.031249894400000144,-3.749995519999999,51.874998784,768
1.1900000000000001e-07,-0.1093748992000001,-0.031249894400000144,-3.749995519999999,51.249998848000004,768
1.195e-07,-0.18749990400000005,0.28125012479999967,-1.8749957120000005,49.999998976,768
1.2000000000000002e-07,-0.1093748992000001,0.4375001344,-1.8749957120000005,49.37499904,768
1.205e-07,-0.18749990400000005,0.20312511999999994,-1.8749957120000005,48.749999104,768
1.21e-07,-0.18749990400000005,-0.2656249088,-3.124995584000004,49.999998976,768
1.215e-07,0.04687511039999981,-0.578124928,-2.4999956480000023,51.874998784,768
1.22e-07,0.4375001344,-0.42187491840000013,-1.8749957120000005,50.624998912,768
1.2250000000000002e-07,0.7500001535999998,-0.1093748992000001,-1.8749957120000005,48.749999104,768
1.23e-07,1.2968751872,0.04687511039999981,-1.8749957120000005,46.874999296,768
1.2350000000000001e-07,1.8437502207999996,-0.18749990400000005,4.0959999978440464e-06,46.249999360000004,768
1.24e-07,2.3125002495999993,-0.42187491840000013,-1.2499957760000058,47.499999232,768
1.245e-07,2.937500288,-0.42187491840000013,-0.624995840000004,48.749999104,768
1.2500000000000002e-07,3.4062503167999996,-0.3437499136000002,-1.2499957760000058,48.124999168,8960
1.255e-07,3.7187503359999994,-0.2656249088,-1.2499957760000058,47.499999232,8960
1.2600000000000002e-07,4.1875003648,-0.18749990400000005,-1.2499957760000058,46.249999360000004,8960
1.265e-07,4.2656253695999995,-0.3437499136000002,-1.8749957120000005,45.624999424,8960
1.27e-07,4.421875379199999,-0.3437499136000002,-1.2499957760000058,45.624999424,8960
1.275e-07,4.734375398399999,-0.031249894400000144,0.6250040319999997,45.624999424,8960
1.28e-07,4.890625407999999,0.04687511039999981,4.0959999978440464e-06,45.624999424,8960
1.2850000000000002e-07,5.0468754176,0.04687511039999981,-1.2499957760000058,44.999999488,8960
1.29e-07,5.125000422399999,-0.18749990400000005,-1.8749957120000005,45.624999424,8960
1.2950000000000001e-07,5.281250431999999,-0.42187491840000013,-1.8749957120000005,45.624999424,8960
1.3e-07,5.3593754368,-0.2656249088,-1.8749957120000005,44.374999552,8960
1.305e-07,5.593750451199999,-0.031249894400000144,-1.2499957760000058,43.12499968,8960
1.31e-07,5.5156254464,0.12500011519999976,-2.4999956480000023,42.499999744,8960
1.315e-07,5.437500441599999,0.12500011519999976,-1.2499957760000058,41.874999808,8960
1.3200000000000002e-07,5.437500441599999,-0.1093748992000001,-1.8749957120000005,41.874999808,8960
1.325e-07,5.5156254464,-0.2656249088,-1.8749957120000005,42.499999744,8960
1.33e-07,5.437500441599999,-0.18749990400000005,-2.4999956480000023,42.499999744,8960
1.335e-07,5.3593754368,-0.1093748992000001,-1.2499957760000058,41.874999808,8960
1.34e-07,5.281250431999999,-0.031249894400000144,-1.8749957120000005,40.624999936,8960
1.3450000000000002e-07,5.125000422399999,-0.031249894400000144,-1.8749957120000005,40.624999936,8960
1.35e-07,5.125000422399999,-0.2656249088,-2.4999956480000023,40.0,8960
1.3550000000000002e-07,4.890625407999999,-0.18749990400000005,-1.2499957760000058,40.624999936,8960
1.36e-07,5.125000422399999,-0.1093748992000001,-1.8749957120000005,41.249999872000004,8960
1.365e-07,5.0468754176,-0.18749990400000005,-1.8749957120000005,41.249999872000004,8960
1.37e-07,4.9687504127999995,-0.18749990400000005,-1.2499957760000058,41.249999872000004,8960
1.375e-07,4.8125004032,-0.2656249088,-1.2499957760000058,41.874999808,8960
1.3800000000000002e-07,4.734375398399999,-0.2656249088,-1.2499957760000058,40.624999936,8960
1.385e-07,4.8125004032,-0.2656249088,-0.624995840000004,40.624999936,8960
1.3900000000000001e-07,4.578125388799999,-0.1093748992000001,-1.2499957760000058,40.624999936,8960
1.395e-07,4.578125388799999,-0.031249894400000144,-0.624995840000004,40.624999936,8960
1.4e-07,4.421875379199999,-0.031249894400000144,-1.8749957120000005,40.624999936,8960
1.4050000000000002e-07,4.578125388799999,-0.18749990400000005,-1.2499957760000058,41.249999872000004,8960
1.41e-07,4.500000384,-0.2656249088,-2.4999956480000023,41.874999808,8960
1.4150000000000002e-07,4.6562503936,-0.1093748992000001,-1.8749957120000005,42.499999744,8960
1.42e-07,4.734375398399999,0.04687511039999981,-1.8749957120000005,41.874999808,8960
1.425e-07,4.8125004032,-0.031249894400000144,-2.4999956480000023,42.499999744,8960
1.43e-07,4.8125004032,-0.031249894400000144,-2.4999956480000023,42.499999744,8960
1.435e-07,4.734375398399999,-0.18749990400000005,-1.8749957120000005,41.874999808,8960
1.4400000000000002e-07,4.8125004032,-0.18749990400000005,-1.2499957760000058,42.499999744,8960
1.445e-07,4.8125004032,-0.1093748992000001,-1.8749957120000005,43.749999616,8960
1.4500000000000001e-07,4.8125004032,-0.1093748992000001,-1.2499957760000058,44.374999552,8960
1.455e-07,4.8125004032,-0.1093748992000001,-1.2499957760000058,44.999999488,8960
1.46e-07,4.8125004032,-0.1093748992000001,-1.8749957120000005,44.374999552,8960
1.4650000000000002e-07,4.9687504127999995,-0.18749990400000005,-1.8749957120000005,44.999999488,8960
1.47e-07,4.9687504127999995,-0.1093748992000001,-1.2499957760000058,44.374999552,8960
1.4750000000000002e-07,4.890625407999999,-0.031249894400000144,-0.624995840000004,45.624999424,8960
1.48e-07,4.890625407999999,-0.031249894400000144,-1.8749957120000005,46.249999360000004,8960
1.485e-07,4.9687504127999995,-0.18749990400000005,-1.8749957120000005,46.249999360000004,8960
1.49e-07,5.0468754176,-0.18749990400000005,-1.8749957120000005,46.874999296,8704
1.495e-07,4.9687504127999995,-0.18749990400000005,-1.8749957120000005,47.499999232,8704
1.5000000000000002e-07,5.0468754176,-0.031249894400000144,-1.8749957120000005,48.124999168,8704
1.505e-07,4.890625407999999,-0.031249894400000144,-1.8749957120000005,48.124999168,8192
1.5100000000000002e-07,4.9687504127999995,-0.1093748992000001,-2.4999956480000023,47.499999232,8192
1.515e-07,4.890625407999999,-0.18749990400000005,-2.4999956480000023,48.749999104,8192
1.52e-07,4.890625407999999,-0.18749990400000005,-2.4999956480000023,49.999998976,8192
1.5250000000000002e-07,4.890625407999999,-0.18749990400000005,-1.8749957120000005,50.624998912,8192
1.53e-07,4.890625407999999,-0.2656249088,-1.2499957760000058,50.624998912,8192
