Time (s),V_PRI
0.0,-34.174995968000005
5e-10,-31.049995776000003
1e-09,-29.487495679999995
1.5000000000000002e-09,-29.487495679999995
2e-09,-29.487495679999995
2.5e-09,-26.362495487999993
3.0000000000000004e-09,-24.799995392
3.5000000000000003e-09,-23.237495296000006
4e-09,-23.237495296000006
4.500000000000001e-09,-21.674995199999998
5e-09,-18.549995007999996
5.5000000000000004e-09,-18.549995007999996
6.000000000000001e-09,-16.987494912000003
6.5e-09,-15.424994815999995
7.000000000000001e-09,-15.424994815999995
7.500000000000001e-09,-12.299994624000007
8e-09,-12.299994624000007
8.5e-09,-10.737494528
9.000000000000001e-09,-9.174994432000005
9.5e-09,-7.6124943359999975
1e-08,-7.6124943359999975
1.0500000000000001e-08,-6.049994240000004
1.1000000000000001e-08,-2.924994048000002
1.15e-08,-1.3624939519999941
1.2000000000000002e-08,-1.3624939519999941
1.2500000000000001e-08,-1.3624939519999941
1.3e-08,0.2000061439999996
1.35e-08,1.7625062399999933
1.4000000000000001e-08,4.887506431999995
1.45e-08,3.3250063360000013
1.5000000000000002e-08,4.887506431999995
1.55e-08,6.450006528000003
1.6e-08,6.450006528000003
1.6500000000000002e-08,6.450006528000003
1.7e-08,9.575006720000005
1.75e-08,8.012506623999997
1.8000000000000002e-08,9.575006720000005
1.85e-08,11.137506815999998
1.9e-08,12.700006912000006
1.9500000000000003e-08,11.137506815999998
2e-08,12.700006912000006
2.05e-08,12.700006912000006
2.1000000000000003e-08,12.700006912000006
2.15e-08,14.262507008
2.2000000000000002e-08,17.3875072
2.2500000000000003e-08,14.262507008
2.3e-08,14.262507008
2.3500000000000002e-08,15.825007103999994
2.4000000000000003e-08,17.3875072
2.45e-08,14.262507008
2.5000000000000002e-08,15.825007103999994
2.55e-08,15.825007103999994
2.6e-08,15.825007103999994
2.6500000000000002e-08,17.3875072
2.7e-08,17.3875072
2.75e-08,17.3875072
2.8000000000000003e-08,17.3875072
2.85e-08,15.825007103999994
2.9e-08,17.3875072
2.9500000000000003e-08,17.3875072
3.0000000000000004e-08,18.950007295999995
3.05e-08,15.825007103999994
3.1e-08,15.825007103999994
3.1500000000000004e-08,17.3875072
3.2e-08,17.3875072
3.25e-08,17.3875072
3.3000000000000004e-08,17.3875072
3.35e-08,17.3875072
3.4e-08,17.3875072
3.4500000000000005e-08,17.3875072
3.5e-08,18.950007295999995
3.55e-08,20.512507392000003
3.6000000000000005e-08,18.950007295999995
3.65e-08,18.950007295999995
3.7e-08,20.512507392000003
3.7500000000000005e-08,18.950007295999995
3.8e-08,22.075007487999997
3.85e-08,18.950007295999995
3.9000000000000005e-08,20.512507392000003
3.95e-08,23.637507584000005
4e-08,22.075007487999997
4.0500000000000005e-08,22.075007487999997
4.1e-08,25.20000768
4.15e-08,25.20000768
4.2000000000000006e-08,23.637507584000005
4.2500000000000003e-08,25.20000768
4.3e-08,25.20000768
4.3500000000000006e-08,26.762507775999993
4.4000000000000004e-08,26.762507775999993
4.45e-08,28.325007872
4.5000000000000006e-08,28.325007872
4.5500000000000004e-08,28.325007872
4.6e-08,31.450008063999988
4.6500000000000006e-08,29.88750796800001
4.7000000000000004e-08,33.012508159999996
4.75e-08,33.012508159999996
4.8000000000000006e-08,33.012508159999996
4.8500000000000004e-08,31.450008063999988
4.9e-08,36.13750835200001
4.95e-08,34.575008256000004
5.0000000000000004e-08,34.575008256000004
5.05e-08,37.70000844799999
5.1e-08,39.262508544
5.1500000000000005e-08,39.262508544
