Time (s),V_PRI,V_SEC,V_IN,V_OUT
0.0,-23.800058879999938,-192.10000384,18.6860000128,30.82800000576
5e-10,-23.800058879999938,-179.60000512,18.6860000128,30.82800000576
1e-09,-17.550059519999877,-185.85000448,18.69850001152,30.821750006400002
1.5000000000000002e-09,-17.550059519999877,-192.10000384,18.69225001216,30.81550000704
2e-09,-11.30006015999993,-179.60000512,18.69225001216,30.79987500864
2.5e-09,-11.30006015999993,-198.3500032,18.67975001344,30.790500009600002
3.0000000000000004e-09,-5.050060799999869,-192.10000384,18.67975001344,30.778000010880003
3.5000000000000003e-09,-11.30006015999993,-204.60000256,18.69225001216,30.771750011520002
4e-09,-5.050060799999869,-185.85000448,18.6860000128,30.774875011200002
4.500000000000001e-09,1.1999385600000778,-198.3500032,18.6860000128,30.78425001024
5e-09,1.1999385600000778,-198.3500032,18.6860000128,30.790500009600002
5.5000000000000004e-09,-5.050060799999869,-198.3500032,18.67350001408,30.793625009280003
6.000000000000001e-09,7.449937920000025,-192.10000384,18.6860000128,30.80300000832
6.5e-09,7.449937920000025,-204.60000256,18.67350001408,30.80300000832
7.000000000000001e-09,7.449937920000025,-210.85000191999998,18.67350001408,30.81237500736
7.500000000000001e-09,7.449937920000025,-198.3500032,18.66725001472,30.806125008000002
8e-09,19.949936640000033,-192.10000384,18.64850001664,30.80300000832
8.5e-09,19.949936640000033,-192.10000384,18.64225001728,30.809250007680003
9.000000000000001e-09,19.949936640000033,-185.85000448,18.64850001664,30.806125008000002
9.5e-09,19.949936640000033,-204.60000256,18.63600001792,30.80300000832
1e-08,26.199936000000093,-192.10000384,18.61725001984,30.79987500864
1.0500000000000001e-08,32.44993536000004,-198.3500032,18.60475002112,30.79987500864
1.1000000000000001e-08,38.6999347200001,-198.3500032,18.60475002112,30.793625009280003
1.15e-08,32.44993536000004,-198.3500032,18.61725001984,30.79675000896
1.2000000000000002e-08,38.6999347200001,-192.10000384,18.6235000192,30.80300000832
1.2500000000000001e-08,38.6999347200001,-192.10000384,18.63600001792,30.806125008000002
1.3e-08,44.94993408000005,-185.85000448,18.64225001728,30.81237500736
1.35e-08,38.6999347200001,-185.85000448,18.64850001664,30.821750006400002
1.4000000000000001e-08,51.19993344000011,-179.60000512,18.66725001472,30.83425000512
1.45e-08,51.19993344000011,-179.60000512,18.67350001408,30.840500004480003
1.5000000000000002e-08,51.19993344000011,-179.60000512,18.67975001344,30.853000003200002
1.55e-08,51.19993344000011,-173.35000576,18.6860000128,30.856125002880002
1.6e-08,57.449932800000056,-173.35000576,18.67975001344,30.859250002560003
1.6500000000000002e-08,57.449932800000056,-160.85000703999998,18.67975001344,30.86550000192
1.7e-08,57.449932800000056,-160.85000703999998,18.6860000128,30.8686250016
1.75e-08,57.449932800000056,-160.85000703999998,18.67975001344,30.8686250016
1.8000000000000002e-08,63.69993216000012,-148.35000831999997,18.67350001408,30.86237500224
1.85e-08,63.69993216000012,-160.85000703999998,18.66725001472,30.853000003200002
1.9e-08,76.19993088000012,-154.60000767999998,18.66725001472,30.837375004800002
1.9500000000000003e-08,63.69993216000012,-154.60000767999998,18.67350001408,30.821750006400002
2e-08,69.94993152000006,-142.10000896,18.69225001216,30.809250007680003
2.05e-08,76.19993088000012,-135.8500096,18.69225001216,30.79987500864
2.1000000000000003e-08,76.19993088000012,-135.8500096,18.70475001088,30.793625009280003
2.15e-08,69.94993152000006,-135.8500096,18.69225001216,30.78737500992
2.2000000000000002e-08,76.19993088000012,-129.60001024,18.70475001088,30.790500009600002
2.2500000000000003e-08,76.19993088000012,-129.60001024,18.70475001088,30.790500009600002
2.3e-08,69.94993152000006,-129.60001024,18.70475001088,30.80300000832
2.3500000000000002e-08,88.69992960000013,-123.35001087999999,18.70475001088,30.80300000832
