Time (s),VGS_A,VGS_B,VDS_A
0.0,-2.2499999488,-0.06250017280000009,4.375003647999996
5e-10,-1.8124999936,-0.06250017280000009,8.750003199999998
1e-09,-1.3125000448000002,-0.1250001664,11.250002943999998
1.5000000000000002e-09,-0.8125000960000001,-0.1250001664,12.500002815999999
2e-09,-0.5000001279999999,-0.1250001664,9.375003135999997
2.5e-09,-0.1250001664,-0.1250001664,6.875003391999996
3.0000000000000004e-09,0.18749980160000002,-0.18750016000000014,4.375003647999996
3.5000000000000003e-09,0.49999976960000003,-0.18750016000000014,6.875003391999996
4e-09,0.6249997567999999,-0.1250001664,11.250002943999998
4.500000000000001e-09,0.8124997376,-1.7920000017213056e-07,15.625002496
5e-09,0.8749997312,-0.06250017280000009,20.000002048
5.5000000000000004e-09,0.8749997312,-0.1250001664,21.875001855999997
6.000000000000001e-09,0.7499997440000001,-0.06250017280000009,19.375002111999997
6.5e-09,0.6874997503999998,-0.1250001664,15.625002496
7.000000000000001e-09,0.6874997503999998,-0.06250017280000009,12.500002815999999
7.500000000000001e-09,0.6249997567999999,-0.1250001664,14.375002623999997
8e-09,0.37499978239999976,-0.1250001664,20.625001984
8.5e-09,-0.06250017280000009,-0.06250017280000009,26.875001343999998
9.000000000000001e-09,-0.5000001279999999,-0.06250017280000009,28.125001216
9.5e-09,-0.8125000960000001,-0.06250017280000009,26.875001343999998
1e-08,-0.7500001024,-0.06250017280000009,24.375001599999997
1.0500000000000001e-08,-0.25000015360000005,-0.06250017280000009,23.750001664
1.1000000000000001e-08,0.062499814399999964,-0.06250017280000009,25.000001536
1.15e-08,0.24999979519999993,-0.1250001664,27.50000128
1.2000000000000002e-08,-0.25000015360000005,-0.1250001664,28.750001152
1.2500000000000001e-08,-0.5625001216000001,-0.1250001664,28.750001152
1.3e-08,-0.6250001152,-0.1250001664,28.125001216
1.35e-08,-0.31250014719999997,-0.1250001664,30.000001024
1.4000000000000001e-08,0.062499814399999964,-0.06250017280000009,34.375000576
1.45e-08,0.4374997760000001,-0.1250001664,38.750000127999996
1.5000000000000002e-08,0.49999976960000003,-0.1250001664,37.500000256
1.55e-08,0.24999979519999993,-0.18750016000000014,33.125000704
1.6e-08,0.12499980799999988,-0.06250017280000009,28.750001152
1.6500000000000002e-08,-1.7920000017213056e-07,-1.7920000017213056e-07,30.000001024
1.7e-08,0.12499980799999988,-0.06250017280000009,35.000000512
1.75e-08,0.062499814399999964,-1.7920000017213056e-07,41.249999872000004
1.8000000000000002e-08,-1.7920000017213056e-07,-0.1250001664,42.499999744
1.85e-08,-0.06250017280000009,-0.25000015360000005,42.499999744
1.9e-08,0.062499814399999964,-0.25000015360000005,38.125000192
1.9500000000000003e-08,0.24999979519999993,-0.25000015360000005,36.250000384
2e-08,0.18749980160000002,-0.25000015360000005,37.500000256
2.05e-08,-1.7920000017213056e-07,-0.25000015360000005,40.624999936
2.1000000000000003e-08,-0.25000015360000005,-0.1250001664,43.12499968
2.15e-08,-0.5000001279999999,0.062499814399999964,43.12499968
2.2000000000000002e-08,-0.3750001408000001,0.5624997632,42.499999744
2.2500000000000003e-08,-1.7920000017213056e-07,0.9999997183999998,43.749999616
2.3e-08,0.24999979519999993,1.6249996543999998,45.624999424
2.3500000000000002e-08,0.18749980160000002,2.1874995968,44.999999488
2.4000000000000003e-08,0.062499814399999964,2.8124995327999995,43.12499968
2.45e-08,-0.25000015360000005,3.3749994752,41.249999872000004
2.5000000000000002e-08,-0.25000015360000005,3.9374994175999998,41.874999808
2.55e-08,-0.18750016000000014,4.4999993599999994,46.249999360000004
2.6e-08,-1.7920000017213056e-07,4.9374993152,49.37499904
2.6500000000000002e-08,-1.7920000017213056e-07,4.6249993472,50.624998912
2.7e-08,0.062499814399999964,4.1249993984,46.874999296
2.75e-08,0.12499980799999988,3.6874994432,43.749999616
2.8000000000000003e-08,0.062499814399999964,3.6874994432,42.499999744
2.85e-08,0.062499814399999964,3.9999994112,44.999999488
2.9e-08,-0.06250017280000009,4.3124993792,47.499999232
2.9500000000000003e-08,-0.18750016000000014,4.8124993279999995,49.37499904
3.0000000000000004e-08,-0.25000015360000005,5.4374992639999995,49.37499904
3.05e-08,-0.1250001664,6.1249991936,49.37499904
3.1e-08,0.062499814399999964,6.187499187199999,48.749999104
3.1500000000000004e-08,0.18749980160000002,6.187499187199999,48.124999168
3.2e-08,0.12499980799999988,6.187499187199999,48.124999168
3.25e-08,-0.06250017280000009,6.0624991999999995,48.124999168
3.3000000000000004e-08,-0.25000015360000005,5.4999992576,48.749999104
3.35e-08,-0.25000015360000005,4.9999993088,50.624998912
3.4e-08,-0.1250001664,4.5624993536,51.874998784
3.4500000000000005e-08,-1.7920000017213056e-07,4.4374993664,52.49999872
3.5e-08,0.062499814399999964,4.4999993599999994,50.624998912
3.55e-08,0.062499814399999964,4.8124993279999995,48.124999168
3.6000000000000005e-08,-1.7920000017213056e-07,5.249999283199999,46.874999296
3.65e-08,-0.06250017280000009,5.562499251199999,47.499999232
3.7e-08,-0.06250017280000009,5.7499992319999995,49.999998976
3.7500000000000005e-08,-0.1250001664,5.6874992384,52.49999872
3.8e-08,-0.1250001664,5.562499251199999,52.49999872
3.85e-08,-1.7920000017213056e-07,5.1874992896,52.49999872
3.9000000000000005e-08,0.12499980799999988,4.7499993344,51.874998784
3.95e-08,0.12499980799999988,4.2499993856,51.249998848000004
4e-08,0.062499814399999964,3.9374994175999998,50.624998912
4.0500000000000005e-08,-0.06250017280000009,3.8749994239999994,51.249998848000004
4.1e-08,-0.18750016000000014,3.9999994112,50.624998912
4.15e-08,-0.25000015360000005,4.3124993792,51.249998848000004
4.2000000000000006e-08,-0.06250017280000009,4.6249993472,51.874998784
4.2500000000000003e-08,-1.7920000017213056e-07,4.9999993088,53.124998656
4.3e-08,0.12499980799999988,5.3124992768,52.49999872
4.3500000000000006e-08,0.12499980799999988,5.3749992704,51.249998848000004
4.4000000000000004e-08,-1.7920000017213056e-07,5.249999283199999,50.624998912
4.45e-08,-0.06250017280000009,5.1249992959999995,51.874998784
4.5000000000000006e-08,-0.1250001664,4.7499993344,52.49999872
4.5500000000000004e-08,-0.18750016000000014,4.3124993792,53.124998656
4.6e-08,-0.1250001664,4.187499391999999,53.124998656
4.6500000000000006e-08,-0.06250017280000009,4.187499391999999,53.749998592
4.7000000000000004e-08,-1.7920000017213056e-07,4.3124993792,51.874998784
4.75e-08,-1.7920000017213056e-07,4.5624993536,49.999998976
4.8000000000000006e-08,-1.7920000017213056e-07,4.9999993088,50.624998912
4.8500000000000004e-08,-0.06250017280000009,5.3124992768,50.624998912
4.9e-08,-0.06250017280000009,5.4374992639999995,51.874998784
4.95e-08,-0.06250017280000009,5.562499251199999,53.124998656
5.0000000000000004e-08,-0.06250017280000009,5.4999992576,53.124998656
5.05e-08,-0.06250017280000009,5.249999283199999,53.749998592
5.1e-08,-0.06250017280000009,4.9999993088,52.49999872
5.1500000000000005e-08,-1.7920000017213056e-07,4.6874993408,51.874998784
5.2e-08,-0.18750016000000014,4.4999993599999994,51.249998848000004
5.25e-08,-0.18750016000000014,4.4374993664,51.249998848000004
5.3000000000000005e-08,-0.18750016000000014,4.4999993599999994,51.874998784
5.35e-08,-0.1250001664,4.6874993408,51.874998784
5.4e-08,-0.06250017280000009,4.9374993152,51.874998784
5.4500000000000005e-08,-1.7920000017213056e-07,5.1874992896,51.874998784
5.5e-08,-1.7920000017213056e-07,5.4374992639999995,50.624998912
5.55e-08,-1.7920000017213056e-07,5.4374992639999995,49.37499904
5.6000000000000005e-08,-0.06250017280000009,5.4374992639999995,49.999998976
5.65e-08,-0.06250017280000009,5.1874992896,49.999998976
5.7e-08,-0.1250001664,4.9374993152,51.249998848000004
5.7500000000000005e-08,-0.1250001664,4.6249993472,51.874998784
