time	V(n_load)	V(ng)	V(nsw)
3.568869680717921e-09	3.846272752408701e+00	5.000000000000000e+00	3.515587897385819e-04
3.569007546477040e-09	3.846211044376833e+00	5.000000000000000e+00	3.744344796596799e-04
3.569161085157833e-09	3.846142321203133e+00	5.000000000000000e+00	3.974217083169140e-04
3.569351914193078e-09	3.846056907015147e+00	5.000000000000000e+00	4.231481630896927e-04
3.569556881360177e-09	3.845965164629204e+00	5.000000000000000e+00	4.478485020409928e-04
3.569798693809961e-09	3.845856930402235e+00	5.000000000000000e+00	4.734099559954297e-04
3.570035079475506e-09	3.845751125128455e+00	5.000000000000000e+00	4.953899361205827e-04
3.570289081915247e-09	3.845637434591671e+00	5.000000000000000e+00	5.159810908101914e-04
3.570577651959301e-09	3.845508271636124e+00	5.000000000000000e+00	5.360278637899230e-04
3.570925262402064e-09	3.845352682271692e+00	5.000000000000000e+00	5.561347813584638e-04
3.571275444220015e-09	3.845195941825455e+00	5.000000000000000e+00	5.729814831288704e-04
3.571677971806744e-09	3.845015771368244e+00	5.000000000000000e+00	5.886947686992577e-04
3.572163353845667e-09	3.844798515157536e+00	5.000000000000000e+00	6.034991742105839e-04
3.572680682111667e-09	3.844566959542583e+00	5.000000000000000e+00	6.156577023559637e-04
3.573362762798900e-09	3.844261660332078e+00	5.000000000000000e+00	6.271790333764460e-04
3.574030045590151e-09	3.843962984100032e+00	5.000000000000000e+00	6.353389252848583e-04
3.574909824160296e-09	3.843569193631010e+00	5.000000000000000e+00	6.425161039180054e-04
3.576020071803087e-09	3.843072243213462e+00	5.000000000000000e+00	6.481042360572415e-04
3.577507152233942e-09	3.842406618390020e+00	5.000000000000000e+00	6.522474854163043e-04
3.579535062740833e-09	3.841498909949089e+00	5.000000000000000e+00	6.550421509518641e-04
3.582760456217440e-09	3.840055185450626e+00	5.000000000000000e+00	6.569709466760078e-04
3.588247102219607e-09	3.837599258664359e+00	5.000000000000000e+00	6.585111730942112e-04
3.599220394223939e-09	3.832687250836429e+00	5.000000000000000e+00	6.606462093918997e-04
3.621166978225827e-09	3.822862624387333e+00	5.000000000000000e+00	6.646410706861617e-04
3.665060146236380e-09	3.803210978291918e+00	5.000000000000000e+00	6.725901091071230e-04
4.781790024028126e-09	3.300573945248714e+00	5.000000000000000e+00	8.758521646162714e-04
5.898519901819873e-09	2.799268992083370e+00	5.000000000000000e+00	1.078581835511496e-03
7.015249779611620e-09	2.299296118795886e+00	5.000000000000000e+00	1.280779121792798e-03
8.131979657403366e-09	1.800655325386263e+00	5.000000000000000e+00	1.482444023460176e-03
9.248709535195113e-09	1.303346611854501e+00	5.000000000000000e+00	1.683576540513631e-03
1.036543941298686e-08	8.073699782005983e-01	5.000000000000000e+00	1.884176672953162e-03
1.148216929077860e-08	3.127254244245583e-01	5.000000000000000e+00	2.084244420778769e-03
1.177715454151617e-08	1.832002132995968e-01	5.000000000000000e+00	2.136638330669541e-03
1.207213979225374e-08	5.400684183833215e-02	5.000000000000000e+00	2.188899534179055e-03
1.236712504299131e-08	-7.485468995923572e-02	5.000000000000000e+00	2.241028031307309e-03
1.266211029372888e-08	-2.033843820931069e-01	5.000000000000000e+00	2.293023822054304e-03
1.295709554446645e-08	-3.315822345632812e-01	5.000000000000000e+00	2.344886906420041e-03
1.325208079520402e-08	-4.594482473697588e-01	5.000000000000000e+00	2.396617284404518e-03
1.354706604594159e-08	-5.869824205125396e-01	5.000000000000000e+00	2.448214956007736e-03
1.488503486178676e-08	-1.163181794689981e+00	5.000000000000000e+00	2.681343980069846e-03
1.622300367763193e-08	-1.727449845645427e+00	5.000000000000000e+00	2.909701006069549e-03
1.756097249347709e-08	-2.279786573378876e+00	5.000000000000000e+00	3.133286034006845e-03
1.889894130932226e-08	-2.820191977890330e+00	5.000000000000000e+00	3.352099063881734e-03
2.023691012516742e-08	-3.348666059179788e+00	5.000000000000000e+00	3.566140095694215e-03
2.157487894101259e-08	-3.865208817247250e+00	5.000000000000000e+00	3.775409129444291e-03
2.291284775685776e-08	-4.369820252092715e+00	5.000000000000000e+00	3.979906165131959e-03
2.522005382512540e-08	-5.206884042424160e+00	5.000000000000000e+00	4.319306921049757e-03
2.752725989339304e-08	-5.983222488248657e+00	5.000000000000000e+00	4.634418447307509e-03
2.983446596166069e-08	-6.698835589566204e+00	5.000000000000000e+00	4.925240743905214e-03
3.214167202992833e-08	-7.353723346376803e+00	5.000000000000000e+00	5.191773810842873e-03
3.444887809819597e-08	-7.947885758680454e+00	5.000000000000000e+00	5.434017648120485e-03
3.675608416646362e-08	-8.481322826477156e+00	5.000000000000000e+00	5.651972255738049e-03
3.906329023473126e-08	-8.954034549766908e+00	5.000000000000000e+00	5.845637633695567e-03
4.061196280110326e-08	-9.227273149741503e+00	5.000000000000000e+00	5.958007902740666e-03
4.216063536747526e-08	-9.467977808443138e+00	5.000000000000000e+00	6.057364633716275e-03
4.370930793384726e-08	-9.676148525871810e+00	5.000000000000000e+00	6.143707826622392e-03
4.525798050021927e-08	-9.851785302027521e+00	5.000000000000000e+00	6.217037481459018e-03
4.680665306659127e-08	-9.994888136910271e+00	5.000000000000000e+00	6.277353598226155e-03
4.835532563296327e-08	-1.010545703052006e+01	5.000000000000000e+00	6.324656176923799e-03
4.990399819933527e-08	-1.018349198285689e+01	5.000000000000000e+00	6.358945217551953e-03
5.042022238812529e-08	-1.020218147890723e+01	5.000000000000000e+00	6.367445982322165e-03
5.093644657691532e-08	-1.021730148588329e+01	5.000000000000000e+00	6.374518934340911e-03
5.145267076570534e-08	-1.022885200378509e+01	5.000000000000000e+00	6.380164073608190e-03
5.196889495449536e-08	-1.023683303261261e+01	5.000000000000000e+00	6.384381400124001e-03
5.248511914328538e-08	-1.024124457236585e+01	5.000000000000000e+00	6.387170913888346e-03
5.300134333207540e-08	-1.024208662304483e+01	5.000000000000000e+00	6.388532614901224e-03
5.351756752086542e-08	-1.023935918464953e+01	5.000000000000000e+00	6.388466503162635e-03
5.432877696039398e-08	-1.022780710558027e+01	5.000000000000000e+00	6.385456133508824e-03
5.513998639992254e-08	-1.020784028164952e+01	5.000000000000000e+00	6.379079792706090e-03
5.595119583945110e-08	-1.017945871285728e+01	5.000000000000000e+00	6.369337480754433e-03
5.676240527897966e-08	-1.014266239920355e+01	5.000000000000000e+00	6.356229197653854e-03
5.757361471850822e-08	-1.009745134068833e+01	5.000000000000000e+00	6.339754943404352e-03
5.838482415803679e-08	-1.004382553731161e+01	5.000000000000000e+00	6.319914718005927e-03
5.919603359756534e-08	-9.981784989073407e+00	5.000000000000000e+00	6.296708521458579e-03
5.941727253561683e-08	-9.963521435151916e+00	5.000000000000000e+00	6.289842177973859e-03
6.031276347535515e-08	-9.883066391407738e+00	5.000000000000000e+00	6.259437325056154e-03
6.120825441509348e-08	-9.793403744095817e+00	5.000000000000000e+00	6.225349297370501e-03
6.210374535483180e-08	-9.694533493216161e+00	5.000000000000000e+00	6.187578094916903e-03
6.299923629457014e-08	-9.586455638768765e+00	5.000000000000000e+00	6.146123717695358e-03
6.389472723430846e-08	-9.469170180753631e+00	5.000000000000000e+00	6.100986165705868e-03
6.479021817404679e-08	-9.342677119170757e+00	5.000000000000000e+00	6.052165438948429e-03
6.568570911378511e-08	-9.206976454020147e+00	5.000000000000000e+00	5.999661537423045e-03
6.664441117868198e-08	-9.052032174811583e+00	5.000000000000000e+00	5.939585409758394e-03
6.760311324357883e-08	-8.888270261638050e+00	5.000000000000000e+00	5.875982033343139e-03
6.856181530847569e-08	-8.715690714499544e+00	5.000000000000000e+00	5.808851408177280e-03
6.952051737337256e-08	-8.534293533396069e+00	5.000000000000000e+00	5.738193534260817e-03
7.047921943826942e-08	-8.344078718327621e+00	5.000000000000000e+00	5.664008411593750e-03
7.143792150316628e-08	-8.145046269294205e+00	5.000000000000000e+00	5.586296040176080e-03
7.239662356806314e-08	-7.937196186295816e+00	5.000000000000000e+00	5.505056420007807e-03
7.274631268436326e-08	-7.859700567939530e+00	5.000000000000000e+00	5.474751296018681e-03
7.366630278064735e-08	-7.650990157836695e+00	4.000495186030548e-01	5.393090519703492e-03
7.366631424164010e-08	-7.650987517977089e+00	3.999922136348459e-01	5.428941174386637e-03
7.374631268436546e-08	-7.632422256213246e+00	1.033981927855976e-14	2.554521447562730e-01
7.437733935834233e-08	-7.477174987562574e+00	5.697854353225285e-15	2.219205049876180e+00
7.500836603231923e-08	-7.309547038622788e+00	2.110838723070815e-15	4.154826463511786e+00
7.563939270629611e-08	-7.129538409393894e+00	-4.212276119034973e-16	6.062316385663012e+00
7.627041938027299e-08	-6.937149099875890e+00	-1.898344651697739e-15	7.941674816329898e+00
7.690144605424988e-08	-6.732379110068771e+00	-2.320512396311907e-15	9.792901755512482e+00
7.753247272822676e-08	-6.515228439972546e+00	-1.687730845745989e-15	1.161599720321069e+01
7.816349940220364e-08	-6.285697089587210e+00	0.000000000000000e+00	1.341096115942455e+01
7.935397559267953e-08	-5.816834458055785e+00	0.000000000000000e+00	1.671616713105540e+01
8.054445178315543e-08	-5.317522591750881e+00	0.000000000000000e+00	1.986401805730018e+01
8.173492797363132e-08	-4.787761490672505e+00	0.000000000000000e+00	2.285451393815882e+01
8.292540416410723e-08	-4.227551154820647e+00	0.000000000000000e+00	2.568765477363138e+01
8.411588035458312e-08	-3.636891584195320e+00	0.000000000000000e+00	2.836344056371781e+01
8.530635654505902e-08	-3.015782778796510e+00	0.000000000000000e+00	3.088187130841816e+01
8.649683273553491e-08	-2.364224738624231e+00	0.000000000000000e+00	3.324294700773238e+01
8.706573286195785e-08	-2.048272286048445e+00	0.000000000000000e+00	3.429784641878545e+01
8.763463298838079e-08	-1.729030836556497e+00	0.000000000000000e+00	3.530890334766360e+01
8.820353311480374e-08	-1.406500390148387e+00	0.000000000000000e+00	3.627611779436683e+01
8.877243324122668e-08	-1.080680946824115e+00	0.000000000000000e+00	3.719948975889515e+01
8.934133336764962e-08	-7.515725065836796e-01	0.000000000000000e+00	3.807901924124854e+01
8.991023349407256e-08	-4.191750694270824e-01	0.000000000000000e+00	3.891470624142701e+01
9.047913362049550e-08	-8.348863535432116e-02	0.000000000000000e+00	3.970655075943057e+01
9.062662624586090e-08	3.654150780024199e-03	0.000000000000000e+00	3.990419256235220e+01
9.107963930949335e-08	2.725496663449348e-01	0.000000000000000e+00	4.049238152730982e+01
9.153265237312581e-08	5.420309267710256e-01	0.000000000000000e+00	4.105151572726245e+01
9.198566543675826e-08	8.120979320582966e-01	0.000000000000000e+00	4.158159516221006e+01
9.243867850039072e-08	1.082750682206748e+00	0.000000000000000e+00	4.208261983215269e+01
9.289169156402317e-08	1.353989177216379e+00	0.000000000000000e+00	4.255458973709030e+01
9.334470462765563e-08	1.625813417087191e+00	0.000000000000000e+00	4.299750487702292e+01
9.379771769128808e-08	1.898223401819183e+00	0.000000000000000e+00	4.341136525195054e+01
9.457732156823690e-08	2.368250028735526e+00	0.000000000000000e+00	4.405368891010728e+01
9.535692544518570e-08	2.834955915871767e+00	0.000000000000000e+00	4.461075507055567e+01
9.613652932213451e-08	3.298341063227920e+00	0.000000000000000e+00	4.508256373329570e+01
9.691613319908331e-08	3.758405470803971e+00	0.000000000000000e+00	4.546911489832737e+01
9.769573707603213e-08	4.215149138599934e+00	0.000000000000000e+00	4.577040856565068e+01
9.847534095298094e-08	4.668572066615802e+00	0.000000000000000e+00	4.598644473526564e+01
9.925494482992974e-08	5.118674254851568e+00	0.000000000000000e+00	4.611722340717224e+01
9.952885970561511e-08	5.274662499139495e+00	0.000000000000000e+00	4.614399423339984e+01
9.980277458130049e-08	5.429739707195841e+00	0.000000000000000e+00	4.616078638073277e+01
1.000766894569859e-07	5.583905879020605e+00	0.000000000000000e+00	4.616759984917104e+01
1.003506043326712e-07	5.737161014613787e+00	0.000000000000000e+00	4.616443463871465e+01
1.006245192083566e-07	5.889505113975388e+00	0.000000000000000e+00	4.615129074936360e+01
1.008984340840420e-07	6.040938177105407e+00	0.000000000000000e+00	4.612816818111788e+01
1.011723489597273e-07	6.191460204003844e+00	0.000000000000000e+00	4.609506693397751e+01
1.020573047119391e-07	6.672822884862483e+00	0.000000000000000e+00	4.591488945659288e+01
1.029422604641508e-07	7.139650414481451e+00	0.000000000000000e+00	4.564231071727686e+01
1.038272162163626e-07	7.591942792860749e+00	0.000000000000000e+00	4.527733071602942e+01
1.047121719685743e-07	8.029700020000377e+00	0.000000000000000e+00	4.481994945285057e+01
1.055971277207860e-07	8.452922095900327e+00	0.000000000000000e+00	4.427016692774032e+01
1.064820834729978e-07	8.861609020560611e+00	0.000000000000000e+00	4.362798314069865e+01
1.073670392252095e-07	9.255760793981226e+00	0.000000000000000e+00	4.289339809172558e+01
1.088208951038442e-07	9.866369167440670e+00	0.000000000000000e+00	4.147649031773528e+01
1.102747509824789e-07	1.041863865727158e+01	0.000000000000000e+00	3.990742015508176e+01
1.117286068611136e-07	1.091256926347396e+01	0.000000000000000e+00	3.818618760376501e+01
1.131824627397483e-07	1.134816098604781e+01	0.000000000000000e+00	3.631279266378502e+01
1.146363186183830e-07	1.172541382499312e+01	0.000000000000000e+00	3.428723533514182e+01
1.160901744970176e-07	1.204432778030990e+01	0.000000000000000e+00	3.210951561783537e+01
1.175440303756523e-07	1.230490285199814e+01	0.000000000000000e+00	2.977963351186569e+01
1.184921972530226e-07	1.243674676699564e+01	0.000000000000000e+00	2.823447740873516e+01
1.194403641303929e-07	1.254110757098253e+01	0.000000000000000e+00	2.667765725015982e+01
1.203885310077632e-07	1.261798526395882e+01	0.000000000000000e+00	2.510917303613964e+01
1.213366978851334e-07	1.266737984592449e+01	0.000000000000000e+00	2.352902476667470e+01
1.222848647625037e-07	1.268929131687957e+01	0.000000000000000e+00	2.193721244176490e+01
1.232330316398740e-07	1.268371967682403e+01	0.000000000000000e+00	2.033373606141028e+01
1.241811985172443e-07	1.265066492575789e+01	0.000000000000000e+00	1.871859562561090e+01
1.244551133929296e-07	1.263615626587774e+01	0.000000000000000e+00	1.825766736231514e+01
1.247290282686150e-07	1.261944024782988e+01	0.000000000000000e+00	1.779806566742352e+01
1.250029431443004e-07	1.260051687161430e+01	0.000000000000000e+00	1.733979054093604e+01
1.252768580199857e-07	1.257938613723099e+01	0.000000000000000e+00	1.688284198285269e+01
1.255507728956711e-07	1.255604804467997e+01	0.000000000000000e+00	1.642721999317349e+01
1.258246877713565e-07	1.253050259396122e+01	0.000000000000000e+00	1.597292457189842e+01
1.260986026470419e-07	1.250274978507476e+01	0.000000000000000e+00	1.551995571902749e+01
1.266253620233585e-07	1.244307952823047e+01	0.000000000000000e+00	1.465238742852410e+01
1.271521213996751e-07	1.237573198392932e+01	0.000000000000000e+00	1.379499257952332e+01
1.276788807759917e-07	1.230070715217131e+01	0.000000000000000e+00	1.294777117202515e+01
1.282056401523083e-07	1.221800503295645e+01	0.000000000000000e+00	1.211072320602963e+01
1.287323995286249e-07	1.212762562628473e+01	0.000000000000000e+00	1.128384868153667e+01
1.292591589049415e-07	1.202956893215614e+01	0.000000000000000e+00	1.046714759854633e+01
1.297859182812581e-07	1.192383495057070e+01	0.000000000000000e+00	9.660619957058596e+00
1.305971277207867e-07	1.174584030929591e+01	0.000000000000000e+00	8.441373545216102e+00
1.314083371603152e-07	1.155249961444005e+01	0.000000000000000e+00	7.264926512053202e+00
1.322195465998438e-07	1.134381286600312e+01	0.000000000000000e+00	6.131278857569896e+00
1.330307560393724e-07	1.111978006398510e+01	0.000000000000000e+00	5.040430581766151e+00
1.338419654789009e-07	1.088040120838602e+01	0.000000000000000e+00	3.992381684642035e+00
1.346531749184295e-07	1.062567629920587e+01	0.000000000000000e+00	2.987132166197516e+00
1.354643843579580e-07	1.035560533644465e+01	0.000000000000000e+00	2.024682026432590e+00
1.357277640461158e-07	1.026547926344147e+01	0.000000000000000e+00	1.725526292116889e+00
1.359911437342737e-07	1.017404775269671e+01	0.000000000000000e+00	1.432203058378007e+00
1.362545234224315e-07	1.008131080421034e+01	0.000000000000000e+00	1.144712325215946e+00
1.365179031105893e-07	9.987268417982376e+00	0.000000000000000e+00	8.630540926306765e-01
1.367812827987471e-07	9.891920594012820e+00	0.000000000000000e+00	5.872283606222557e-01
1.370446624869049e-07	9.795267332301668e+00	0.000000000000000e+00	3.172351291906548e-01
1.373080421750628e-07	9.697308632848916e+00	0.000000000000000e+00	5.307439833586614e-02
1.373817884877488e-07	9.669677346411333e+00	0.000000000000000e+00	-1.974246874590335e-02
1.374555348004349e-07	9.641950938786913e+00	0.000000000000000e+00	-9.207865144671246e-02
1.376030274258003e-07	9.586214948722535e+00	0.000000000000000e+00	-2.353023512809784e-01
1.378242663638586e-07	9.501911269075350e+00	0.000000000000000e+00	-4.464916938277099e-01
1.380926240404542e-07	9.398566785446626e+00	0.000000000000000e+00	-6.968500469670431e-01
1.381006864413869e-07	9.395447344899281e+00	0.000000000000000e+00	-7.014948247686164e-01
1.381104169569881e-07	9.391681533312855e+00	0.000000000000000e+00	-7.032130163400732e-01
1.381232909491572e-07	9.386697627929763e+00	0.000000000000000e+00	-7.037794119732113e-01
1.381490389334818e-07	9.376723844909144e+00	0.000000000000000e+00	-7.039331875156569e-01
1.382005349021378e-07	9.356752567180237e+00	0.000000000000000e+00	-7.039382634378795e-01
1.382742812148239e-07	9.328103731398151e+00	0.000000000000000e+00	-7.039112333147187e-01
1.383480275275099e-07	9.299406746656466e+00	0.000000000000000e+00	-7.038822637625087e-01
1.385692664655614e-07	9.213029219503589e+00	0.000000000000000e+00	-7.037947433087237e-01
1.395385037179849e-07	8.828333807881345e+00	0.000000000000000e+00	-7.034050111759252e-01
1.405077409704083e-07	8.437363885467951e+00	0.000000000000000e+00	-7.030090022822928e-01
1.414769782228318e-07	8.040119452263404e+00	0.000000000000000e+00	-7.026067166278264e-01
1.424462154752552e-07	7.636600508267699e+00	0.000000000000000e+00	-7.021981542125260e-01
1.434154527276787e-07	7.226807053480853e+00	0.000000000000000e+00	-7.017833150363917e-01
1.443846899801021e-07	6.810739087902856e+00	0.000000000000000e+00	-7.013621990994234e-01
1.453539272325255e-07	6.388396611533709e+00	0.000000000000000e+00	-7.009348064016212e-01
1.456489124832631e-07	6.259342280189069e+00	0.000000000000000e+00	-7.008042145860977e-01
1.459438977340007e-07	6.129938462262925e+00	0.000000000000000e+00	-7.006732730729235e-01
1.462388829847383e-07	6.000185157755276e+00	0.000000000000000e+00	-7.005419818620988e-01
1.465338682354758e-07	5.870082366666121e+00	0.000000000000000e+00	-7.004103409536236e-01
1.468288534862134e-07	5.739630088995463e+00	0.000000000000000e+00	-7.002783503474980e-01
1.471238387369510e-07	5.608828324743299e+00	0.000000000000000e+00	-7.001460100437218e-01
1.474188239876885e-07	5.477677073909632e+00	0.000000000000000e+00	-7.000133200422950e-01
1.474925703003678e-07	5.444852262732333e+00	0.000000000000000e+00	-6.999801105105362e-01
1.476354353101343e-07	5.381201872249274e+00	7.142018866477796e-01	-6.976314445873911e-01
1.477783003199008e-07	5.317500338914115e+00	1.428431715841537e+00	-6.931498269877640e-01
1.479211653296672e-07	5.253747662726858e+00	2.142689487581273e+00	-6.865352577116548e-01
1.480640303394337e-07	5.189943843687501e+00	2.856975201866987e+00	-6.777877367590637e-01
1.482068953492002e-07	5.126088881796045e+00	3.571288858698678e+00	-6.669072641299905e-01
1.483497603589666e-07	5.062182777052489e+00	4.285630458076348e+00	-6.538938398244353e-01
1.484926253687331e-07	4.998225529456835e+00	4.999999999999995e+00	-6.387474638423980e-01
1.488515830211381e-07	4.837235640702941e+00	4.999999999999997e+00	-5.911136998104501e-01
1.492105406735431e-07	4.676251580434513e+00	4.999999999999999e+00	-5.299294341980989e-01
1.495694983259481e-07	4.515273348651550e+00	5.000000000000000e+00	-4.551946670053444e-01
1.499284559783530e-07	4.354300945354064e+00	5.000000000000001e+00	-3.669093982321935e-01
1.502874136307580e-07	4.193334370542030e+00	5.000000000000002e+00	-2.650736278786331e-01
1.506463712831630e-07	4.032373624215462e+00	5.000000000000001e+00	-1.496873559446695e-01
1.510053289355680e-07	3.871418706374357e+00	5.000000000000000e+00	-2.075058243030270e-02
1.510444806907227e-07	3.853892642560950e+00	5.000000000000000e+00	-5.984579066172557e-03
1.510630093339420e-07	3.845599431875748e+00	5.000000000000000e+00	1.062971671750290e-03
1.510631634307836e-07	3.845530459043935e+00	5.000000000000000e+00	1.029563375720244e-03
1.510633511607964e-07	3.845446432135589e+00	5.000000000000000e+00	9.928633144049570e-04
1.510635347439662e-07	3.845364261265161e+00	5.000000000000000e+00	9.604309834614355e-04
1.510637203379177e-07	3.845281190318488e+00	5.000000000000000e+00	9.308332336992464e-04
1.510639177962529e-07	3.845192808861000e+00	5.000000000000000e+00	9.025830343354357e-04
1.510641206402879e-07	3.845102016714911e+00	5.000000000000000e+00	8.766211797954782e-04
1.510643360723099e-07	3.845005590160788e+00	5.000000000000000e+00	8.521152540854615e-04
1.510645605060966e-07	3.844905134369412e+00	5.000000000000000e+00	8.295306634913402e-04
1.510647995097512e-07	3.844798157060993e+00	5.000000000000000e+00	8.084133842540808e-04
1.510650518908954e-07	3.844685191930594e+00	5.000000000000000e+00	7.889674740599872e-04
1.510653225401278e-07	3.844564049941127e+00	5.000000000000000e+00	7.709501428578847e-04
1.510656125502295e-07	3.844434241945613e+00	5.000000000000000e+00	7.544314535259389e-04
1.510659272406216e-07	3.844293386951044e+00	5.000000000000000e+00	7.392825240462031e-04
1.510662704992666e-07	3.844139744672518e+00	5.000000000000000e+00	7.255123542648789e-04
1.510666498064547e-07	3.843969966898605e+00	5.000000000000000e+00	7.130524583138786e-04
1.510670737031106e-07	3.843780230641542e+00	5.000000000000000e+00	7.018909993474765e-04
1.510675665497460e-07	3.843559632022149e+00	5.000000000000000e+00	6.918188318376650e-04
1.510681818386598e-07	3.843284227616117e+00	5.000000000000000e+00	6.825809579127373e-04
1.510691008896076e-07	3.842872857661199e+00	5.000000000000000e+00	6.736382612160252e-04
1.510699636154056e-07	3.842486698031962e+00	5.000000000000000e+00	6.680954383978532e-04
1.510712020723947e-07	3.841932357567359e+00	5.000000000000000e+00	6.635586370232760e-04
1.510728439273139e-07	3.841197450366899e+00	5.000000000000000e+00	6.606228952892312e-04
1.510753270332114e-07	3.840085984626043e+00	5.000000000000000e+00	6.590687433701958e-04
1.510791042085680e-07	3.838395260643040e+00	5.000000000000000e+00	6.587973213376536e-04
1.510866585592813e-07	3.835013739382077e+00	5.000000000000000e+00	6.598098898858880e-04
1.511017672607077e-07	3.828250405752748e+00	5.000000000000000e+00	6.624723681421599e-04
1.511319846635539e-07	3.814722590388898e+00	5.000000000000000e+00	6.679353619747311e-04
1.522468128974913e-07	3.312974521945114e+00	5.000000000000000e+00	8.708378317924378e-04
1.533616411314287e-07	2.812531005440020e+00	5.000000000000000e+00	1.073218979063994e-03
1.544764693653661e-07	2.313392040873616e+00	5.000000000000000e+00	1.275078803789401e-03
1.555912975993036e-07	1.815557628245902e+00	5.000000000000000e+00	1.476417305968657e-03
1.567061258332410e-07	1.319027767556890e+00	5.000000000000000e+00	1.677234485601759e-03
1.578209540671784e-07	8.238024588065551e-01	5.000000000000000e+00	1.877530342688715e-03
1.589357823011158e-07	3.298817019949105e-01	5.000000000000000e+00	2.077304877229521e-03
1.591991619892737e-07	2.141923930516082e-01	5.000000000000000e+00	2.124101868474316e-03
1.594625416774315e-07	9.876209374022096e-02	5.000000000000000e+00	2.170795279435659e-03
1.597259213655893e-07	-1.640919593925128e-02	5.000000000000000e+00	2.217385110113550e-03
1.599893010537471e-07	-1.313214759868200e-01	5.000000000000000e+00	2.263871360507995e-03
1.602526807419049e-07	-2.459747464024621e-01	5.000000000000000e+00	2.310254030618983e-03
1.605160604300628e-07	-3.603690071861892e-01	5.000000000000000e+00	2.356533120446520e-03
1.607794401182206e-07	-4.745042583380012e-01	5.000000000000000e+00	2.402708629990606e-03
1.620541978089082e-07	-1.024986531431350e+00	5.000000000000000e+00	2.625425523811121e-03
1.633289554995958e-07	-1.565003843256480e+00	5.000000000000000e+00	2.843956921802403e-03
1.646037131902834e-07	-2.094556193813369e+00	5.000000000000000e+00	3.058302823964442e-03
1.658784708809710e-07	-2.613643583102040e+00	5.000000000000000e+00	3.268463230297248e-03
1.671532285716586e-07	-3.122266011122469e+00	5.000000000000000e+00	3.474438140800812e-03
1.684279862623462e-07	-3.620423477874681e+00	5.000000000000000e+00	3.676227555475142e-03
1.697027439530338e-07	-4.108115983358652e+00	5.000000000000000e+00	3.873831474320231e-03
1.720310203963546e-07	-4.967935760871209e+00	5.000000000000000e+00	4.222376011854680e-03
1.743592968396754e-07	-5.766881319370576e+00	5.000000000000000e+00	4.546571823946402e-03
1.766875732829962e-07	-6.504952658856760e+00	5.000000000000000e+00	4.846418910595399e-03
1.790158497263170e-07	-7.182149779329744e+00	5.000000000000000e+00	5.121917271801666e-03
1.813441261696378e-07	-7.798472680789537e+00	5.000000000000000e+00	5.373066907565205e-03
1.836724026129586e-07	-8.353921363236140e+00	5.000000000000000e+00	5.599867817886016e-03
1.860006790562794e-07	-8.848495826669552e+00	5.000000000000000e+00	5.802320002764099e-03
1.875809571852302e-07	-9.138686513459490e+00	5.000000000000000e+00	5.921533800708267e-03
1.891612353141810e-07	-9.395049245165039e+00	5.000000000000000e+00	6.027216469379159e-03
1.907415134431318e-07	-9.617584021786202e+00	5.000000000000000e+00	6.119368008776778e-03
1.923217915720826e-07	-9.806290843322971e+00	5.000000000000000e+00	6.197988418901120e-03
1.939020697010334e-07	-9.961169709775353e+00	5.000000000000000e+00	6.263077699752186e-03
