Time (s),V_DSA-V_DSB
4.11e-07,-0.3125000192
4.1150000000000005e-07,-0.1562500096
4.1200000000000004e-07,-0.1562500096
4.125e-07,-0.1562500096
4.13e-07,-0.1562500096
4.1350000000000004e-07,-0.3125000192
4.1400000000000003e-07,-0.1562500096
4.145e-07,-0.1562500096
4.1500000000000005e-07,-0.1562500096
4.1550000000000003e-07,-0.1562500096
4.16e-07,-0.1562500096
4.165e-07,-0.1562500096
4.1700000000000004e-07,-0.3125000192
4.175e-07,-0.3125000192
4.18e-07,-0.1562500096
4.1850000000000005e-07,-0.1562500096
4.1900000000000003e-07,-0.3125000192
4.195e-07,-0.1562500096
4.2e-07,-0.1562500096
4.2050000000000004e-07,-0.1562500096
4.21e-07,-0.1562500096
4.215e-07,-0.1562500096
4.2200000000000005e-07,-0.3125000192
4.2250000000000003e-07,-0.1562500096
4.23e-07,-0.1562500096
4.235e-07,-0.1562500096
4.2400000000000004e-07,-0.3125000192
4.245e-07,-0.3125000192
4.25e-07,-0.3125000192
4.2550000000000004e-07,-0.1562500096
4.2600000000000003e-07,-0.1562500096
4.265e-07,-0.1562500096
4.2700000000000005e-07,-0.3125000192
4.2750000000000004e-07,-0.1562500096
4.28e-07,-0.3125000192
4.285e-07,0.0
4.2900000000000004e-07,-0.1562500096
4.2950000000000003e-07,-0.1562500096
4.3e-07,-0.1562500096
4.3050000000000005e-07,-0.3125000192
4.3100000000000003e-07,-0.1562500096
4.315e-07,-0.1562500096
4.32e-07,-0.1562500096
4.3250000000000004e-07,-0.3125000192
4.33e-07,-0.3125000192
4.335e-07,-0.1562500096
4.3400000000000005e-07,-0.1562500096
4.3450000000000003e-07,0.0
4.35e-07,-0.3125000192
4.355e-07,-0.1562500096
4.3600000000000004e-07,-0.3125000192
4.365e-07,-0.1562500096
4.37e-07,-0.1562500096
4.3750000000000005e-07,-0.3125000192
4.3800000000000003e-07,-0.1562500096
4.385e-07,-0.1562500096
4.3900000000000005e-07,-0.3125000192
4.3950000000000004e-07,-0.3125000192
4.4e-07,-0.1562500096
4.405e-07,-0.1562500096
4.4100000000000004e-07,-0.3125000192
4.4150000000000003e-07,-0.1562500096
4.42e-07,-0.1562500096
4.4250000000000005e-07,-0.1562500096
4.4300000000000004e-07,-0.1562500096
4.435e-07,-0.3125000192
4.44e-07,-0.3125000192
4.4450000000000004e-07,-0.3125000192
4.4500000000000003e-07,-0.1562500096
4.455e-07,-0.3125000192
4.4600000000000005e-07,-0.1562500096
4.4650000000000003e-07,0.0
4.47e-07,-0.1562500096
4.475e-07,-0.1562500096
4.4800000000000004e-07,-0.1562500096
4.485e-07,-0.1562500096
4.49e-07,-0.3125000192
4.4950000000000005e-07,-0.1562500096
4.5000000000000003e-07,-0.1562500096
4.505e-07,0.0
4.51e-07,-0.3125000192
4.5150000000000004e-07,-0.1562500096
4.52e-07,-0.1562500096
4.525e-07,-0.1562500096
4.5300000000000005e-07,-0.1562500096
4.5350000000000003e-07,-0.3125000192
4.54e-07,-0.1562500096
4.5450000000000005e-07,-0.1562500096
4.5500000000000004e-07,-0.1562500096
4.555e-07,-0.1562500096
4.56e-07,-0.1562500096
4.5650000000000004e-07,-0.1562500096
4.5700000000000003e-07,-0.3125000192
4.575e-07,-0.3125000192
4.5800000000000005e-07,-0.1562500096
4.5850000000000004e-07,-0.1562500096
4.59e-07,-0.3125000192
4.595e-07,-0.1562500096
4.6000000000000004e-07,-0.3125000192
4.6050000000000003e-07,0.0
4.61e-07,-0.1562500096
4.6150000000000005e-07,-0.3125000192
4.6200000000000003e-07,-0.3125000192
4.625e-07,-0.1562500096
4.63e-07,-0.3125000192
4.6350000000000004e-07,-0.1562500096
4.64e-07,-0.1562500096
4.645e-07,-0.1562500096
4.6500000000000005e-07,-0.3125000192
4.6550000000000003e-07,-0.1562500096
4.66e-07,-0.1562500096
4.6650000000000005e-07,-0.3125000192
4.6700000000000004e-07,-0.3125000192
4.675e-07,-0.1562500096
4.68e-07,-0.3125000192
4.6850000000000005e-07,-0.3125000192
4.6900000000000003e-07,-0.3125000192
4.695e-07,-0.1562500096
4.7000000000000005e-07,0.0
4.7050000000000004e-07,-0.1562500096
4.71e-07,-0.3125000192
4.715e-07,-0.1562500096
4.7200000000000004e-07,-0.1562500096
4.7250000000000003e-07,-0.1562500096
4.73e-07,-0.3125000192
4.7350000000000005e-07,-0.1562500096
4.7400000000000004e-07,0.0
4.745e-07,0.0
4.75e-07,-0.1562500096
4.7550000000000004e-07,-0.1562500096
4.7600000000000003e-07,-0.1562500096
4.765e-07,-0.3125000192
4.77e-07,-0.1562500096
4.775e-07,-0.3125000192
4.78e-07,0.0
4.785000000000001e-07,0.0
4.79e-07,-0.3125000192
4.795e-07,-0.1562500096
4.800000000000001e-07,-0.1562500096
4.805e-07,-0.1562500096
4.81e-07,-0.3125000192
4.815000000000001e-07,-0.1562500096
4.82e-07,0.0
4.825e-07,0.0
4.830000000000001e-07,-0.3125000192
4.835e-07,-0.1562500096
4.84e-07,-0.1562500096
4.845e-07,-0.1562500096
4.85e-07,-0.1562500096
4.855e-07,-0.3125000192
4.86e-07,-0.1562500096
4.865e-07,0.0
4.870000000000001e-07,-0.1562500096
4.875e-07,-0.1562500096
4.88e-07,-0.1562500096
4.885000000000001e-07,-0.1562500096
4.89e-07,-0.1562500096
4.895e-07,-0.1562500096
4.900000000000001e-07,-0.1562500096
4.905e-07,-0.1562500096
4.91e-07,-0.1562500096
4.915000000000001e-07,-0.1562500096
4.92e-07,-0.3125000192
4.925e-07,-0.1562500096
4.93e-07,-0.1562500096
4.935e-07,-0.1562500096
4.940000000000001e-07,-0.3125000192
4.945e-07,0.0
4.95e-07,-0.1562500096
4.955000000000001e-07,-0.1562500096
4.96e-07,-0.1562500096
4.965e-07,-0.3125000192
4.970000000000001e-07,-0.3125000192
4.975e-07,-0.3125000192
4.98e-07,-0.1562500096
4.985000000000001e-07,-0.3125000192
4.99e-07,-0.1562500096
4.995e-07,-0.1562500096
