Time (s),VIN,IIN,VOUT
0.0,24.17887498368,1.616000002304,48.58087500864
5e-10,24.085124977920003,1.616000002304,48.47150000192
1e-09,24.069499976960003,1.616000002304,48.44025
1.5000000000000002e-09,24.16324998272,1.6175625024,48.42462499904
2e-09,24.2882499904,1.614437502208,48.48712500288
2.5e-09,24.27262498944,1.614437502208,48.56525000768
3.0000000000000004e-09,24.27262498944,1.612875002112,48.56525000768
3.5000000000000003e-09,24.3663749952,1.612875002112,48.56525000768
4e-09,24.46012500096,1.616000002304,48.58087500864
4.500000000000001e-09,24.538250005760002,1.616000002304,48.61212501056
5e-09,24.50700000384,1.6175625024,48.70587501632
5.5000000000000004e-09,24.42887499904,1.619125002496,48.70587501632
6.000000000000001e-09,24.3663749952,1.620687502592,48.65900001344
6.5e-09,24.30387499136,1.622250002688,48.5965000096
7.000000000000001e-09,24.27262498944,1.620687502592,48.53400000576
7.500000000000001e-09,24.17887498368,1.616000002304,48.5183750048
8e-09,24.11637497984,1.614437502208,48.48712500288
8.5e-09,24.069499976960003,1.614437502208,48.42462499904
9.000000000000001e-09,24.11637497984,1.612875002112,48.40899999808
9.5e-09,24.2101249856,1.612875002112,48.3621249952
1e-08,24.33512499328,1.611312502016,48.40899999808
1.0500000000000001e-08,24.38199999616,1.60975000192,48.47150000192
1.1000000000000001e-08,24.39762499712,1.60975000192,48.5183750048
1.15e-08,24.46012500096,1.611312502016,48.54962500672
1.2000000000000002e-08,24.538250005760002,1.611312502016,48.54962500672
1.2500000000000001e-08,24.585125008640002,1.60975000192,48.56525000768
1.3e-08,24.522625004800002,1.611312502016,48.64337501248
1.35e-08,24.38199999616,1.614437502208,48.65900001344
1.4000000000000001e-08,24.22574998656,1.616000002304,48.64337501248
1.45e-08,24.17887498368,1.614437502208,48.53400000576
1.5000000000000002e-08,24.2101249856,1.616000002304,48.45587500096
1.55e-08,24.24137498752,1.614437502208,48.40899999808
1.6e-08,24.25699998848,1.611312502016,48.39337499712
1.6500000000000002e-08,24.25699998848,1.60975000192,48.37774999616
1.7e-08,24.33512499328,1.608187501824,48.37774999616
1.75e-08,24.41324999808,1.608187501824,48.34649999424
1.8000000000000002e-08,24.46012500096,1.606625001728,48.33087499328
1.85e-08,24.4445,1.60975000192,48.40899999808
1.9e-08,24.39762499712,1.612875002112,48.5183750048
1.9500000000000003e-08,24.39762499712,1.612875002112,48.5965000096
2e-08,24.39762499712,1.611312502016,48.5965000096
2.05e-08,24.42887499904,1.612875002112,48.56525000768
2.1000000000000003e-08,24.35074999424,1.614437502208,48.58087500864
2.15e-08,24.30387499136,1.612875002112,48.5183750048
2.2000000000000002e-08,24.2882499904,1.614437502208,48.5183750048
2.2500000000000003e-08,24.27262498944,1.616000002304,48.42462499904
2.3e-08,24.30387499136,1.616000002304,48.3621249952
2.3500000000000002e-08,24.25699998848,1.612875002112,48.29962499136
2.4000000000000003e-08,24.25699998848,1.611312502016,48.33087499328
2.45e-08,24.27262498944,1.612875002112,48.3621249952
2.5000000000000002e-08,24.33512499328,1.611312502016,48.47150000192
2.55e-08,24.4445,1.605062501632,48.48712500288
2.6e-08,24.569500007680002,1.603500001536,48.47150000192
2.6500000000000002e-08,24.553875006720002,1.605062501632,48.5183750048
2.7e-08,24.41324999808,1.60975000192,48.5965000096
2.75e-08,24.31949999232,1.611312502016,48.62775001152
2.8000000000000003e-08,24.31949999232,1.611312502016,48.62775001152
2.85e-08,24.41324999808,1.611312502016,48.53400000576
2.9e-08,24.35074999424,1.614437502208,48.5183750048
2.9500000000000003e-08,24.22574998656,1.614437502208,48.45587500096
3.0000000000000004e-08,24.14762498176,1.611312502016,48.44025
3.05e-08,24.16324998272,1.60975000192,48.39337499712
3.1e-08,24.27262498944,1.60975000192,48.33087499328
3.1500000000000004e-08,24.41324999808,1.606625001728,48.29962499136
3.2e-08,24.538250005760002,1.605062501632,48.31524999232
3.25e-08,24.50700000384,1.608187501824,48.37774999616
3.3000000000000004e-08,24.41324999808,1.60975000192,48.50275000384
3.35e-08,24.3663749952,1.60975000192,48.56525000768
3.4e-08,24.33512499328,1.60975000192,48.58087500864
3.4500000000000005e-08,24.25699998848,1.608187501824,48.61212501056
3.5e-08,24.17887498368,1.608187501824,48.61212501056
3.55e-08,24.17887498368,1.611312502016,48.58087500864
3.6000000000000005e-08,24.22574998656,1.612875002112,48.54962500672
3.65e-08,24.33512499328,1.616000002304,48.45587500096
3.7e-08,24.38199999616,1.6175625024,48.39337499712
3.7500000000000005e-08,24.38199999616,1.6175625024,48.33087499328
3.8e-08,24.35074999424,1.616000002304,48.29962499136
3.85e-08,24.35074999424,1.612875002112,48.29962499136
3.9000000000000005e-08,24.4445,1.612875002112,48.29962499136
3.95e-08,24.50700000384,1.612875002112,48.31524999232
4e-08,24.522625004800002,1.6175625024,48.37774999616
4.0500000000000005e-08,24.38199999616,1.616000002304,48.50275000384
4.1e-08,24.17887498368,1.616000002304,48.5965000096
4.15e-08,24.100749978880003,1.612875002112,48.5965000096
4.2000000000000006e-08,24.16324998272,1.614437502208,48.56525000768
4.2500000000000003e-08,24.24137498752,1.6175625024,48.54962500672
4.3e-08,24.31949999232,1.622250002688,48.54962500672
4.3500000000000006e-08,24.39762499712,1.623812502784,48.5183750048
4.4000000000000004e-08,24.38199999616,1.622250002688,48.45587500096
4.45e-08,24.38199999616,1.619125002496,48.3621249952
4.5000000000000006e-08,24.38199999616,1.6175625024,48.33087499328
4.5500000000000004e-08,24.39762499712,1.619125002496,48.29962499136
