Time (s),V_TANK_IN,I_PRI,V_TANK_OUT
0.0,-40.62499328,-0.5937500416,24.999998464
5e-10,-40.62499328,-0.6562500352,26.56249856
1e-09,-39.062493184000004,-0.6562500352,24.999998464
1.5000000000000002e-09,-40.62499328,-0.6562500352,26.56249856
2e-09,-40.62499328,-0.6562500352,24.999998464
2.5e-09,-40.62499328,-0.6562500352,26.56249856
3.0000000000000004e-09,-39.062493184000004,-0.6562500352,24.999998464
3.5000000000000003e-09,-42.187493376000006,-0.687500032,24.999998464
4e-09,-40.62499328,-0.6562500352,24.999998464
4.500000000000001e-09,-40.62499328,-0.6562500352,26.56249856
5e-09,-42.187493376000006,-0.687500032,23.437498368
5.5000000000000004e-09,-40.62499328,-0.6562500352,26.56249856
6.000000000000001e-09,-40.62499328,-0.687500032,26.56249856
6.5e-09,-40.62499328,-0.7187500287999999,26.56249856
7.000000000000001e-09,-40.62499328,-0.7187500287999999,26.56249856
7.500000000000001e-09,-39.062493184000004,-0.7187500287999999,28.124998656000002
8e-09,-40.62499328,-0.687500032,26.56249856
8.5e-09,-40.62499328,-0.7187500287999999,24.999998464
9.000000000000001e-09,-40.62499328,-0.687500032,24.999998464
9.5e-09,-43.749993472,-0.687500032,28.124998656000002
1e-08,-40.62499328,-0.7187500287999999,26.56249856
1.0500000000000001e-08,-40.62499328,-0.687500032,26.56249856
1.1000000000000001e-08,-40.62499328,-0.7187500287999999,24.999998464
1.15e-08,-42.187493376000006,-0.7187500287999999,24.999998464
1.2000000000000002e-08,-40.62499328,-0.7187500287999999,26.56249856
1.2500000000000001e-08,-42.187493376000006,-0.7187500287999999,24.999998464
1.3e-08,-42.187493376000006,-0.7187500287999999,23.437498368
1.35e-08,-40.62499328,-0.687500032,26.56249856
1.4000000000000001e-08,-40.62499328,-0.7187500287999999,26.56249856
1.45e-08,-40.62499328,-0.687500032,23.437498368
1.5000000000000002e-08,-42.187493376000006,-0.687500032,24.999998464
1.55e-08,-42.187493376000006,-0.687500032,24.999998464
1.6e-08,-42.187493376000006,-0.687500032,23.437498368
1.6500000000000002e-08,-40.62499328,-0.687500032,23.437498368
1.7e-08,-42.187493376000006,-0.6562500352,21.874998272
1.75e-08,-43.749993472,-0.6562500352,23.437498368
1.8000000000000002e-08,-42.187493376000006,-0.6562500352,21.874998272
1.85e-08,-42.187493376000006,-0.6562500352,21.874998272
1.9e-08,-42.187493376000006,-0.6250000384000001,21.874998272
1.9500000000000003e-08,-43.749993472,-0.6562500352,20.312498176000002
2e-08,-42.187493376000006,-0.6562500352,18.74999808
2.05e-08,-43.749993472,-0.6562500352,17.187497984000004
2.1000000000000003e-08,-42.187493376000006,-0.6562500352,14.062497792000002
2.15e-08,-42.187493376000006,-0.6250000384000001,15.624997888000003
2.2000000000000002e-08,-43.749993472,-0.6250000384000001,14.062497792000002
