Time (s),V_PRI,V_SEC,V_IN
0.0,-92.55005183999992,-202.74997888000001,22.277000021120003
5e-10,-86.30005247999998,-202.74997888000001,22.28325002048
1e-09,-86.30005247999998,-202.74997888000001,22.295750019200003
1.5000000000000002e-09,-73.80005375999997,-187.12497792,22.295750019200003
2e-09,-80.05005311999992,-202.74997888000001,22.295750019200003
2.5e-09,-67.55005439999991,-187.12497792,22.30200001856
3.0000000000000004e-09,-67.55005439999991,-202.74997888000001,22.30200001856
3.5000000000000003e-09,-67.55005439999991,-218.37497984000004,22.30200001856
4e-09,-61.30005503999996,-187.12497792,22.31450001728
4.500000000000001e-09,-61.30005503999996,-202.74997888000001,22.30200001856
5e-09,-61.30005503999996,-202.74997888000001,22.31450001728
5.5000000000000004e-09,-61.30005503999996,-202.74997888000001,22.33325001536
6.000000000000001e-09,-61.30005503999996,-218.37497984000004,22.339500014720002
6.5e-09,-48.80005631999995,-202.74997888000001,22.358250012800003
7.000000000000001e-09,-48.80005631999995,-202.74997888000001,22.36450001216
7.500000000000001e-09,-42.55005695999989,-233.9999808,22.370750011520002
8e-09,-42.55005695999989,-233.9999808,22.370750011520002
8.5e-09,-42.55005695999989,-233.9999808,22.36450001216
9.000000000000001e-09,-36.300057599999946,-233.9999808,22.35200001344
9.5e-09,-36.300057599999946,-218.37497984000004,22.33325001536
1e-08,-36.300057599999946,-233.9999808,22.30200001856
1.0500000000000001e-08,-23.800058879999938,-218.37497984000004,22.28325002048
1.1000000000000001e-08,-23.800058879999938,-218.37497984000004,22.27075002176
1.15e-08,-23.800058879999938,-218.37497984000004,22.258250023040002
1.2000000000000002e-08,-17.550059519999877,-218.37497984000004,22.258250023040002
1.2500000000000001e-08,-11.30006015999993,-218.37497984000004,22.25200002368
1.3e-08,-5.050060799999869,-218.37497984000004,22.27075002176
1.35e-08,-5.050060799999869,-218.37497984000004,22.295750019200003
1.4000000000000001e-08,-5.050060799999869,-249.62498176000003,22.31450001728
1.45e-08,1.1999385600000778,-202.74997888000001,22.327000016000003
1.5000000000000002e-08,1.1999385600000778,-218.37497984000004,22.33325001536
1.55e-08,13.699937280000086,-233.9999808,22.35200001344
1.6e-08,7.449937920000025,-233.9999808,22.35200001344
1.6500000000000002e-08,13.699937280000086,-233.9999808,22.34575001408
1.7e-08,7.449937920000025,-218.37497984000004,22.34575001408
1.75e-08,19.949936640000033,-202.74997888000001,22.339500014720002
1.8000000000000002e-08,13.699937280000086,-218.37497984000004,22.31450001728
1.85e-08,19.949936640000033,-202.74997888000001,22.30200001856
1.9e-08,19.949936640000033,-202.74997888000001,22.289500019840002
1.9500000000000003e-08,19.949936640000033,-202.74997888000001,22.28325002048
2e-08,26.199936000000093,-187.12497792,22.28325002048
2.05e-08,32.44993536000004,-187.12497792,22.27075002176
2.1000000000000003e-08,32.44993536000004,-187.12497792,22.277000021120003
2.15e-08,38.6999347200001,-171.49997696000003,22.308250017920003
2.2000000000000002e-08,32.44993536000004,-187.12497792,22.31450001728
2.2500000000000003e-08,38.6999347200001,-155.874976,22.33325001536
2.3e-08,38.6999347200001,-171.49997696000003,22.34575001408
2.3500000000000002e-08,57.449932800000056,-171.49997696000003,22.35200001344
2.4000000000000003e-08,44.94993408000005,-187.12497792,22.358250012800003
2.45e-08,51.19993344000011,-155.874976,22.358250012800003
2.5000000000000002e-08,51.19993344000011,-140.24997504000004,22.35200001344
2.55e-08,57.449932800000056,-140.24997504000004,22.36450001216
2.6e-08,51.19993344000011,-155.874976,22.35200001344
2.6500000000000002e-08,63.69993216000012,-140.24997504000004,22.358250012800003
2.7e-08,63.69993216000012,-140.24997504000004,22.36450001216
2.75e-08,63.69993216000012,-140.24997504000004,22.358250012800003
2.8000000000000003e-08,63.69993216000012,-124.62497408000002,22.35200001344
2.85e-08,69.94993152000006,-124.62497408000002,22.32075001664
2.9e-08,69.94993152000006,-124.62497408000002,22.295750019200003
2.9500000000000003e-08,76.19993088000012,-124.62497408000002,22.28325002048
3.0000000000000004e-08,76.19993088000012,-140.24997504000004,22.258250023040002
3.05e-08,76.19993088000012,-108.99997311999999,22.245750024320003
3.1e-08,76.19993088000012,-140.24997504000004,22.25200002368
3.1500000000000004e-08,88.69992960000013,-140.24997504000004,22.27075002176
3.2e-08,82.44993024000007,-140.24997504000004,22.295750019200003
3.25e-08,88.69992960000013,-108.99997311999999,22.327000016000003
3.3000000000000004e-08,94.94992896000008,-124.62497408000002,22.339500014720002
3.35e-08,88.69992960000013,-124.62497408000002,22.358250012800003
3.4e-08,88.69992960000013,-124.62497408000002,22.34575001408
3.4500000000000005e-08,101.19992832000003,-124.62497408000002,22.35200001344
3.5e-08,94.94992896000008,-124.62497408000002,22.34575001408
3.55e-08,94.94992896000008,-108.99997311999999,22.339500014720002
3.6000000000000005e-08,107.44992768000009,-93.37497216000003,22.34575001408
3.65e-08,107.44992768000009,-93.37497216000003,22.33325001536
3.7e-08,107.44992768000009,-93.37497216000003,22.34575001408
3.7500000000000005e-08,107.44992768000009,-77.7499712,22.36450001216
3.8e-08,107.44992768000009,-93.37497216000003,22.377000010880003
3.85e-08,113.69992704000003,-77.7499712,22.377000010880003
3.9000000000000005e-08,113.69992704000003,-77.7499712,22.35200001344
3.95e-08,119.9499264000001,-93.37497216000003,22.327000016000003
4e-08,113.69992704000003,-93.37497216000003,22.28325002048
4.0500000000000005e-08,119.9499264000001,-77.7499712,22.23950002496
4.1e-08,126.19992576000004,-62.12497024000004,22.208250028160002
4.15e-08,119.9499264000001,-62.12497024000004,22.195750029440003
4.2000000000000006e-08,119.9499264000001,-62.12497024000004,22.170750032
4.2500000000000003e-08,132.4499251200001,-46.499969280000016,22.18950003008
4.3e-08,132.4499251200001,-46.499969280000016,22.214500027520003
4.3500000000000006e-08,132.4499251200001,-46.499969280000016,22.25200002368
4.4000000000000004e-08,132.4499251200001,-62.12497024000004,22.295750019200003
4.45e-08,138.69992448000005,-46.499969280000016,22.32075001664
4.5000000000000006e-08,144.9499238400001,-30.874968319999994,22.34575001408
4.5500000000000004e-08,144.9499238400001,-30.874968319999994,22.377000010880003
4.6e-08,138.69992448000005,-46.499969280000016,22.38325001024
4.6500000000000006e-08,144.9499238400001,-15.249967360000028,22.377000010880003
4.7000000000000004e-08,144.9499238400001,-30.874968319999994,22.36450001216
4.75e-08,151.19992320000006,-46.499969280000016,22.34575001408
4.8000000000000006e-08,144.9499238400001,-46.499969280000016,22.327000016000003
4.8500000000000004e-08,151.19992320000006,-30.874968319999994,22.31450001728
4.9e-08,151.19992320000006,-15.249967360000028,22.289500019840002
4.95e-08,151.19992320000006,-30.874968319999994,22.27075002176
5.0000000000000004e-08,144.9499238400001,-15.249967360000028,22.2332500256
5.05e-08,151.19992320000006,-15.249967360000028,22.22075002688
5.1e-08,144.9499238400001,-15.249967360000028,22.208250028160002
