Time (s),VIN,IIN,VOUT
0.0,21.784875025919998,1.3262124976,39.099250008320006
5e-10,21.86300003072,1.329337497792,39.07425001088
1e-09,21.9098750336,1.329337497792,39.0711250112
1.5000000000000002e-09,21.87862503168,1.327774997696,39.08987500928
2e-09,21.784875025919998,1.3262124976,39.130500005120005
2.5e-09,21.769250024959998,1.3262124976,39.17425000064
3.0000000000000004e-09,21.81612502784,1.3262124976,39.18362499968
3.5000000000000003e-09,21.87862503168,1.327774997696,39.18674999936
4e-09,21.9098750336,1.3262124976,39.18362499968
4.500000000000001e-09,21.8317500288,1.3262124976,39.208624997120005
5e-09,21.800500026879998,1.327774997696,39.255499992320004
5.5000000000000004e-09,21.769250024959998,1.327774997696,39.28049998976
6.000000000000001e-09,21.81612502784,1.3262124976,39.26799999104
6.5e-09,21.84737502976,1.329337497792,39.23674999424
7.000000000000001e-09,21.87862503168,1.332462497984,39.20549999744
7.500000000000001e-09,21.86300003072,1.330899997888,39.17425000064
8e-09,21.8317500288,1.329337497792,39.1492500032
8.5e-09,21.8317500288,1.327774997696,39.102375008
9.000000000000001e-09,21.84737502976,1.329337497792,39.0555000128
9.5e-09,21.87862503168,1.330899997888,39.03362501504
1e-08,21.84737502976,1.332462497984,39.03675001472
1.0500000000000001e-08,21.800500026879998,1.330899997888,39.08362500992
1.1000000000000001e-08,21.800500026879998,1.332462497984,39.114875006720006
1.15e-08,21.8317500288,1.33402499808,39.12737500544
1.2000000000000002e-08,21.87862503168,1.332462497984,39.1336250048
1.2500000000000001e-08,21.86300003072,1.329337497792,39.139875004160004
1.3e-08,21.8317500288,1.329337497792,39.161750001920005
1.35e-08,21.8317500288,1.327774997696,39.1961249984
1.4000000000000001e-08,21.84737502976,1.329337497792,39.21487499648
1.45e-08,21.86300003072,1.332462497984,39.208624997120005
1.5000000000000002e-08,21.87862503168,1.33402499808,39.18362499968
1.55e-08,21.86300003072,1.332462497984,39.1648750016
1.6e-08,21.8317500288,1.332462497984,39.171125000960004
1.6500000000000002e-08,21.81612502784,1.332462497984,39.177375000320005
1.7e-08,21.8317500288,1.330899997888,39.161750001920005
1.75e-08,21.87862503168,1.327774997696,39.12112500608
1.8000000000000002e-08,21.87862503168,1.330899997888,39.08050001024
