Time (s),V_PRI,V_SEC,V_IN
0.0,-80.05005311999992,-173.35000576,20.278499969280002
5e-10,-73.80005375999997,-179.60000512,20.262874968320002
1e-09,-73.80005375999997,-179.60000512,20.278499969280002
1.5000000000000002e-09,-80.05005311999992,-179.60000512,20.294124970240002
2e-09,-73.80005375999997,-173.35000576,20.247249967360002
2.5e-09,-67.55005439999991,-185.85000448,20.262874968320002
3.0000000000000004e-09,-67.55005439999991,-192.10000384,20.262874968320002
3.5000000000000003e-09,-61.30005503999996,-192.10000384,20.262874968320002
4e-09,-55.0500556799999,-192.10000384,20.309749971200002
4.500000000000001e-09,-61.30005503999996,-185.85000448,20.340999973120002
5e-09,-61.30005503999996,-185.85000448,20.340999973120002
5.5000000000000004e-09,-55.0500556799999,-198.3500032,20.372249975040003
6.000000000000001e-09,-48.80005631999995,-185.85000448,20.387874976000003
6.5e-09,-48.80005631999995,-198.3500032,20.403499976960003
7.000000000000001e-09,-36.300057599999946,-204.60000256,20.419124977920003
7.500000000000001e-09,-42.55005695999989,-198.3500032,20.43474997888
8e-09,-30.050058239999885,-192.10000384,20.43474997888
8.5e-09,-36.300057599999946,-198.3500032,20.419124977920003
9.000000000000001e-09,-30.050058239999885,-198.3500032,20.403499976960003
9.5e-09,-36.300057599999946,-198.3500032,20.403499976960003
1e-08,-17.550059519999877,-192.10000384,20.340999973120002
1.0500000000000001e-08,-23.800058879999938,-204.60000256,20.278499969280002
1.1000000000000001e-08,-23.800058879999938,-204.60000256,20.262874968320002
1.15e-08,-17.550059519999877,-204.60000256,20.20037496448
1.2000000000000002e-08,-11.30006015999993,-192.10000384,20.20037496448
1.2500000000000001e-08,-11.30006015999993,-198.3500032,20.20037496448
1.3e-08,-11.30006015999993,-185.85000448,20.20037496448
1.35e-08,-11.30006015999993,-204.60000256,20.231624966400002
1.4000000000000001e-08,-5.050060799999869,-192.10000384,20.262874968320002
1.45e-08,-5.050060799999869,-210.85000191999998,20.309749971200002
1.5000000000000002e-08,7.449937920000025,-210.85000191999998,20.340999973120002
1.55e-08,1.1999385600000778,-204.60000256,20.372249975040003
1.6e-08,7.449937920000025,-198.3500032,20.387874976000003
1.6500000000000002e-08,7.449937920000025,-204.60000256,20.403499976960003
1.7e-08,13.699937280000086,-198.3500032,20.43474997888
1.75e-08,13.699937280000086,-198.3500032,20.45037497984
1.8000000000000002e-08,19.949936640000033,-185.85000448,20.419124977920003
1.85e-08,13.699937280000086,-192.10000384,20.387874976000003
1.9e-08,19.949936640000033,-192.10000384,20.387874976000003
1.9500000000000003e-08,26.199936000000093,-185.85000448,20.356624974080002
2e-08,32.44993536000004,-185.85000448,20.356624974080002
2.05e-08,26.199936000000093,-173.35000576,20.340999973120002
2.1000000000000003e-08,26.199936000000093,-167.10000639999998,20.309749971200002
2.15e-08,32.44993536000004,-173.35000576,20.340999973120002
2.2000000000000002e-08,32.44993536000004,-154.60000767999998,20.340999973120002
2.2500000000000003e-08,38.6999347200001,-167.10000639999998,20.340999973120002
2.3e-08,44.94993408000005,-160.85000703999998,20.372249975040003
2.3500000000000002e-08,38.6999347200001,-160.85000703999998,20.387874976000003
2.4000000000000003e-08,44.94993408000005,-148.35000831999997,20.387874976000003
2.45e-08,44.94993408000005,-148.35000831999997,20.387874976000003
2.5000000000000002e-08,44.94993408000005,-142.10000896,20.372249975040003
2.55e-08,44.94993408000005,-142.10000896,20.387874976000003
2.6e-08,51.19993344000011,-135.8500096,20.340999973120002
2.6500000000000002e-08,51.19993344000011,-135.8500096,20.340999973120002
2.7e-08,57.449932800000056,-129.60001024,20.325374972160002
2.75e-08,63.69993216000012,-129.60001024,20.294124970240002
2.8000000000000003e-08,63.69993216000012,-123.35001087999999,20.309749971200002
2.85e-08,63.69993216000012,-117.10001151999998,20.294124970240002
2.9e-08,69.94993152000006,-117.10001151999998,20.231624966400002
2.9500000000000003e-08,63.69993216000012,-117.10001151999998,20.231624966400002
3.0000000000000004e-08,69.94993152000006,-110.85001215999999,20.20037496448
3.05e-08,69.94993152000006,-117.10001151999998,20.18474996352
3.1e-08,76.19993088000012,-123.35001087999999,20.18474996352
3.1500000000000004e-08,69.94993152000006,-117.10001151999998,20.20037496448
3.2e-08,76.19993088000012,-117.10001151999998,20.231624966400002
3.25e-08,82.44993024000007,-110.85001215999999,20.262874968320002
3.3000000000000004e-08,82.44993024000007,-110.85001215999999,20.294124970240002
3.35e-08,76.19993088000012,-117.10001151999998,20.372249975040003
3.4e-08,88.69992960000013,-104.60001279999999,20.372249975040003
3.4500000000000005e-08,88.69992960000013,-104.60001279999999,20.387874976000003
3.5e-08,88.69992960000013,-104.60001279999999,20.419124977920003
3.55e-08,88.69992960000013,-104.60001279999999,20.403499976960003
3.6000000000000005e-08,101.19992832000003,-98.35001344,20.45037497984
