FET,LOAD,V_IN,I_IN,V_OUT,I_OUT,P_OUT,V_IN_PP,V_IN_AVG,I_PRI_AVG,I_PRI_PP,I_PRI_RMS,V_OUT_PP,V_OUT_AVG,I_SEC_PP,I_SEC_AVG,I_SEC_RMS,V_PRI_PP,V_SEC_PP,V_TANK_IN_PP,V_TANK_OUT_PP
IGB110S101,RB058LAM100TF,24.472791,1.3417073,41.92403,0.6793593,28.48199,0.38,24.6685,-0.069,2.5,0.844,0.203,42.08,2.69,-0.031,0.874,470.0,520.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.476519,1.34183802,41.92404,0.6793564,28.47854,0.33,24.6777,-0.076,2.5,0.843,0.203,42.0836,2.63,-0.03,0.87,470.0,530.0,113.0,119.0
IGB110S101,RB058LAM100TF,24.486515,1.34160803,41.92394,0.6791649,28.47318,0.34,24.7141,-0.077,2.5,0.842,0.203,42.0863,2.63,-0.027,0.876,480.0,520.0,116.0,113.0
IGB110S101,RB058LAM100TF,24.470988,1.34539189,41.96258,0.6801291,28.53625,0.319,24.6537,-0.072,2.5,0.846,0.2,42.1267,2.69,-0.027,0.874,470.0,520.0,113.0,116.0
IGB110S101,RB058LAM100TF,24.471837,1.34867662,42.06419,0.6803073,28.62205,0.306,24.6791,-0.069,2.56,0.845,0.2,42.2217,2.63,-0.028,0.874,470.0,520.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.469315,1.34558845,41.97066,0.680205,28.5418,0.31,24.6853,-0.077,2.5,0.847,0.206,42.123,2.63,-0.032,0.876,470.0,530.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.473527,1.34383709,41.96024,0.6798738,28.52227,0.34,24.6882,-0.073,2.5,0.845,0.206,42.1133,2.63,-0.03,0.881,450.0,520.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.474701,1.34322955,41.94393,0.6795911,28.50317,0.33,24.6803,-0.071,2.5,0.839,0.2,42.0847,2.56,-0.026,0.8758,470.0,520.0,116.0,113.0
IGB110S101,RB058LAM100TF,24.474169,1.3439494,41.9575,0.6796942,28.51523,0.3,24.6419,-0.071,2.5,0.839,0.197,42.1107,2.69,-0.029,0.8721,480.0,520.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.471216,1.3504257,42.06393,0.6802429,28.61329,0.34,24.6768,-0.074,2.56,0.844,0.194,42.2242,2.63,-0.027,0.8747,470.0,520.0,113.0,116.0
IGB110S101,RB058LAM100TF,24.476422,1.36011472,42.10669,0.6823881,28.72872,0.42,24.6909,-0.068,2.5,0.844,0.209,42.2628,2.63,-0.028,0.8784,470.0,530.0,116.0,113.0
