Time (s),V_PRI,V_SEC,V_IN,V_OUT
0.0,-25.35005695999996,-248.12498176000003,25.162499971200003,48.371499999360005
5e-10,-31.60005632000002,-248.12498176000003,25.193749973120003,48.377749998720006
1e-09,-19.100057600000014,-216.87497984000004,25.193749973120003,48.377749998720006
1.5000000000000002e-09,-25.35005695999996,-248.12498176000003,25.193749973120003,48.377749998720006
2e-09,-12.850058239999953,-263.74998272,25.193749973120003,48.37462499904
2.5e-09,-25.35005695999996,-263.74998272,25.193749973120003,48.38399999808
3.0000000000000004e-09,-12.850058239999953,-248.12498176000003,25.193749973120003,48.393374997120006
3.5000000000000003e-09,-12.850058239999953,-248.12498176000003,25.209374974080003,48.39024999744
4e-09,-19.100057600000014,-248.12498176000003,25.209374974080003,48.387124997760004
4.500000000000001e-09,-19.100057600000014,-248.12498176000003,25.224999975040003,48.3808749984
5e-09,-6.600058880000006,-248.12498176000003,25.193749973120003,48.377749998720006
5.5000000000000004e-09,-12.850058239999953,-263.74998272,25.193749973120003,48.38399999808
6.000000000000001e-09,-12.850058239999953,-263.74998272,25.193749973120003,48.38399999808
6.5e-09,-12.850058239999953,-248.12498176000003,25.178124972160003,48.38399999808
7.000000000000001e-09,-6.600058880000006,-248.12498176000003,25.193749973120003,48.38399999808
7.500000000000001e-09,-6.600058880000006,-232.4999808,25.193749973120003,48.39024999744
8e-09,-0.3500595199999452,-232.4999808,25.162499971200003,48.393374997120006
8.5e-09,-0.3500595199999452,-248.12498176000003,25.162499971200003,48.39962499648
9.000000000000001e-09,-0.3500595199999452,-216.87497984000004,25.162499971200003,48.3964999968
9.5e-09,-0.3500595199999452,-232.4999808,25.162499971200003,48.3964999968
1e-08,12.149939200000063,-232.4999808,25.146874970240003,48.387124997760004
1.0500000000000001e-08,-0.3500595199999452,-248.12498176000003,25.146874970240003,48.387124997760004
1.1000000000000001e-08,12.149939200000063,-232.4999808,25.146874970240003,48.39024999744
1.15e-08,12.149939200000063,-232.4999808,25.146874970240003,48.387124997760004
1.2000000000000002e-08,12.149939200000063,-232.4999808,25.131249969280002,48.38399999808
1.2500000000000001e-08,12.149939200000063,-232.4999808,25.162499971200003,48.3808749984
1.3e-08,18.39993856000001,-216.87497984000004,25.146874970240003,48.39024999744
