Time (s),V_TANK_IN,I_PRI,V_TANK_OUT,I_SEC,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
2.75e-08,15.375095039999906,-0.7505001728000003,-59.374987520000005,0.6255004415999998,1024
2.8000000000000003e-08,-0.2499059199999465,-0.6880001792000003,-59.374987520000005,0.6880004352000002,1024
2.85e-08,-0.2499059199999465,-0.6880001792000003,-56.24998784,0.6255004415999998,1024
2.9e-08,-0.2499059199999465,-0.6255001856000002,-53.12498816,0.5630004479999995,1024
2.9500000000000003e-08,15.375095039999906,-0.6255001856000002,-53.12498816,0.6255004415999998,3072
3.0000000000000004e-08,-0.2499059199999465,-0.5630001920000003,-56.24998784,0.6880004352000002,3072
3.05e-08,-0.2499059199999465,-0.5630001920000003,-49.99998848000001,0.7505004287999997,3072
3.1e-08,15.375095039999906,-0.5630001920000003,-53.12498816,0.7505004287999997,3072
3.1500000000000004e-08,15.375095039999906,-0.5005001984000002,-49.99998848000001,0.6880004352000002,3072
3.2e-08,31.000095999999985,-0.5005001984000002,-53.12498816,0.7505004287999997,3072
3.25e-08,-0.2499059199999465,-0.43800020480000024,-49.99998848000001,0.6880004352000002,3072
3.3000000000000004e-08,31.000095999999985,-0.43800020480000024,-53.12498816,0.6880004352000002,3072
3.35e-08,15.375095039999906,-0.43800020480000024,-53.12498816,0.8130004224,3072
3.4e-08,31.000095999999985,-0.43800020480000024,-56.24998784,0.8130004224,3072
3.4500000000000005e-08,31.000095999999985,-0.3130002176000004,-53.12498816,0.8130004224,3072
3.5e-08,46.62509695999984,-0.3755002112000003,-53.12498816,0.8130004224,3072
3.55e-08,31.000095999999985,-0.3755002112000003,-56.24998784,0.8755004159999995,11264
3.6000000000000005e-08,31.000095999999985,-0.3130002176000004,-56.24998784,0.8755004159999995,11264
3.65e-08,31.000095999999985,-0.3130002176000004,-53.12498816,0.8755004159999995,11264
3.7e-08,46.62509695999984,-0.3130002176000004,-62.49998720000001,0.8130004224,11264
3.7500000000000005e-08,46.62509695999984,-0.25050022400000005,-59.374987520000005,0.8755004159999995,11264
3.8e-08,46.62509695999984,-0.18800023040000013,-59.374987520000005,0.8755004159999995,11264
3.85e-08,46.62509695999984,-0.25050022400000005,-56.24998784,0.8130004224,11264
3.9000000000000005e-08,62.25009791999992,-0.18800023040000013,-59.374987520000005,0.9380004095999999,11264
3.95e-08,62.25009791999992,-0.18800023040000013,-59.374987520000005,0.9380004095999999,11264
4e-08,77.87509888,-0.18800023040000013,-59.374987520000005,0.9380004095999999,11264
4.0500000000000005e-08,62.25009791999992,-0.12550023680000022,-59.374987520000005,0.9380004095999999,11264
4.1e-08,77.87509888,-0.0630002432000003,-56.24998784,1.0005004031999998,11264
4.15e-08,62.25009791999992,-0.0630002432000003,-56.24998784,1.0005004031999998,11264
4.2000000000000006e-08,77.87509888,-0.0005002496000003909,-56.24998784,1.0630003967999997,11264
4.2500000000000003e-08,62.25009791999992,0.06199974399999997,-53.12498816,1.0005004031999998,11264
4.3e-08,62.25009791999992,-0.0005002496000003909,-56.24998784,1.0630003967999997,11264
4.3500000000000006e-08,77.87509888,0.06199974399999997,-56.24998784,1.0630003967999997,11264
4.4000000000000004e-08,77.87509888,0.06199974399999997,-53.12498816,1.0630003967999997,11264
4.45e-08,93.50009983999985,0.06199974399999997,-49.99998848000001,1.0630003967999997,11264
4.5000000000000006e-08,62.25009791999992,0.12449973759999988,-53.12498816,1.0630003967999997,11264
4.5500000000000004e-08,77.87509888,0.1869997311999998,-53.12498816,1.0630003967999997,11264
4.6e-08,77.87509888,0.1869997311999998,-53.12498816,1.1255003904,11264
4.6500000000000006e-08,77.87509888,0.2494997247999997,-49.99998848000001,1.0630003967999997,3072
4.7000000000000004e-08,77.87509888,0.2494997247999997,-56.24998784,1.0630003967999997,3072
4.75e-08,77.87509888,0.2494997247999997,-56.24998784,1.1255003904,3072
4.8000000000000006e-08,93.50009983999985,0.3119997183999996,-56.24998784,1.1255003904,3072
4.8500000000000004e-08,77.87509888,0.3119997183999996,-56.24998784,1.1255003904,3072
4.9e-08,93.50009983999985,0.37449971199999954,-56.24998784,1.1255003904,3072
4.95e-08,62.25009791999992,0.3119997183999996,-53.12498816,1.188000384,3072
5.0000000000000004e-08,77.87509888,0.37449971199999954,-56.24998784,1.188000384,3072
5.05e-08,93.50009983999985,0.4369997055999999,-56.24998784,1.1255003904,3072
5.1e-08,77.87509888,0.4369997055999999,-56.24998784,1.1255003904,3072
5.1500000000000005e-08,77.87509888,0.4994996991999998,-56.24998784,1.188000384,3072
5.2e-08,77.87509888,0.4994996991999998,-53.12498816,1.1255003904,3072
5.25e-08,77.87509888,0.5619996927999997,-53.12498816,1.188000384,3072
5.3000000000000005e-08,77.87509888,0.5619996927999997,-53.12498816,1.0630003967999997,19456
5.35e-08,77.87509888,0.5619996927999997,-56.24998784,1.0630003967999997,19456
5.4e-08,77.87509888,0.5619996927999997,-59.374987520000005,1.1255003904,19456
5.4500000000000005e-08,77.87509888,0.6244996863999996,-53.12498816,1.1255003904,19456
5.5e-08,62.25009791999992,0.6244996863999996,-56.24998784,1.1255003904,19456
5.55e-08,62.25009791999992,0.6869996799999996,-53.12498816,1.1255003904,19456
5.6000000000000005e-08,77.87509888,0.6869996799999996,-53.12498816,1.1255003904,19456
5.65e-08,62.25009791999992,0.7494996735999999,-53.12498816,1.1255003904,19456
5.7e-08,77.87509888,0.7494996735999999,-53.12498816,1.1255003904,19456
5.7500000000000005e-08,62.25009791999992,0.7494996735999999,-49.99998848000001,1.1255003904,19456
5.8e-08,62.25009791999992,0.7494996735999999,-53.12498816,1.0630003967999997,19456
5.85e-08,62.25009791999992,0.8119996671999998,-46.87498880000001,1.1255003904,19456
5.9000000000000006e-08,62.25009791999992,0.8119996671999998,-46.87498880000001,1.1255003904,19456
5.9500000000000003e-08,62.25009791999992,0.8744996607999997,-49.99998848000001,1.1255003904,19456
6.000000000000001e-08,46.62509695999984,0.8744996607999997,-46.87498880000001,1.1255003904,19456
6.05e-08,77.87509888,0.8744996607999997,-46.87498880000001,1.1255003904,19456
6.1e-08,62.25009791999992,0.8119996671999998,-53.12498816,1.1255003904,19456
6.15e-08,62.25009791999992,0.8744996607999997,-49.99998848000001,1.0630003967999997,19456
6.2e-08,31.000095999999985,0.8744996607999997,-53.12498816,1.0630003967999997,19456
6.250000000000001e-08,46.62509695999984,0.9369996543999997,-49.99998848000001,1.0005004031999998,19456
6.300000000000001e-08,46.62509695999984,0.9369996543999997,-49.99998848000001,1.0005004031999998,19456
6.35e-08,15.375095039999906,0.9994996479999996,-49.99998848000001,1.0005004031999998,19456
6.4e-08,46.62509695999984,0.9994996479999996,-53.12498816,1.0005004031999998,19456
6.45e-08,31.000095999999985,0.9994996479999996,-53.12498816,1.0005004031999998,19456
6.5e-08,31.000095999999985,1.0619996415999995,-53.12498816,1.0005004031999998,19456
6.55e-08,31.000095999999985,1.0619996415999995,-56.24998784,1.0005004031999998,19456
6.600000000000001e-08,31.000095999999985,0.9994996479999996,-56.24998784,1.0005004031999998,19456
6.65e-08,31.000095999999985,1.0619996415999995,-49.99998848000001,0.9380004095999999,19456
6.7e-08,15.375095039999906,1.0619996415999995,-49.99998848000001,0.9380004095999999,19456
6.75e-08,15.375095039999906,1.0619996415999995,-53.12498816,0.9380004095999999,19456
6.8e-08,15.375095039999906,1.0619996415999995,-53.12498816,0.9380004095999999,19456
6.85e-08,31.000095999999985,1.1244996351999998,-46.87498880000001,0.9380004095999999,19456
6.900000000000001e-08,15.375095039999906,1.1244996351999998,-49.99998848000001,0.8130004224,19456
6.950000000000001e-08,15.375095039999906,1.1244996351999998,-53.12498816,0.8130004224,19456
7e-08,-0.2499059199999465,1.1244996351999998,-53.12498816,0.8130004224,19456
7.05e-08,-0.2499059199999465,1.1244996351999998,-46.87498880000001,0.7505004287999997,19456
7.1e-08,-0.2499059199999465,1.1244996351999998,-46.87498880000001,0.8130004224,19456
7.15e-08,-15.874906880000026,1.1244996351999998,-46.87498880000001,0.8130004224,19456
7.200000000000001e-08,-0.2499059199999465,1.1869996287999998,-46.87498880000001,0.7505004287999997,19456
7.250000000000001e-08,-15.874906880000026,1.1244996351999998,-46.87498880000001,0.7505004287999997,19456
7.3e-08,-0.2499059199999465,1.1244996351999998,-43.74998912000001,0.6880004352000002,19456
7.35e-08,-15.874906880000026,1.1244996351999998,-46.87498880000001,0.7505004287999997,19456
7.4e-08,-15.874906880000026,1.1244996351999998,-49.99998848000001,0.6880004352000002,19456
7.45e-08,-15.874906880000026,1.1869996287999998,-43.74998912000001,0.6255004415999998,18432
7.500000000000001e-08,-15.874906880000026,1.1244996351999998,-43.74998912000001,0.6255004415999998,18432
7.550000000000001e-08,-15.874906880000026,1.1244996351999998,-46.87498880000001,0.6255004415999998,18432
7.6e-08,-15.874906880000026,1.1244996351999998,-49.99998848000001,0.5630004479999995,18432
7.65e-08,-15.874906880000026,1.1869996287999998,-46.87498880000001,0.5630004479999995,18432
7.7e-08,-31.499907840000105,1.1869996287999998,-46.87498880000001,0.5005004544,18432
7.75e-08,-15.874906880000026,1.1869996287999998,-49.99998848000001,0.5005004544,16384
7.800000000000001e-08,-15.874906880000026,1.1869996287999998,-49.99998848000001,0.43800046079999966,16384
7.850000000000001e-08,-31.499907840000105,1.1869996287999998,-46.87498880000001,0.43800046079999966,16384
7.9e-08,-47.12490879999996,1.1869996287999998,-49.99998848000001,0.3755004672000002,16384
7.95e-08,-31.499907840000105,1.1244996351999998,-46.87498880000001,0.3755004672000002,16384
8e-08,-15.874906880000026,1.0619996415999995,-46.87498880000001,0.3755004672000002,16384
8.05e-08,-47.12490879999996,1.1244996351999998,-43.74998912000001,0.43800046079999966,16384
8.100000000000001e-08,-31.499907840000105,1.1244996351999998,-37.499989760000005,0.31300047359999983,16384
8.150000000000001e-08,-47.12490879999996,1.1244996351999998,-40.62498944000001,0.31300047359999983,16384
8.2e-08,-47.12490879999996,1.1244996351999998,-40.62498944000001,0.25050047999999947,16384
8.25e-08,-47.12490879999996,1.1244996351999998,-37.499989760000005,0.1880004864,16384
8.3e-08,-47.12490879999996,1.0619996415999995,-34.37499008,0.1880004864,16384
8.35e-08,-47.12490879999996,1.1244996351999998,-34.37499008,0.1880004864,16384
8.400000000000001e-08,-47.12490879999996,1.1244996351999998,-31.2499904,0.1880004864,16384
8.450000000000001e-08,-47.12490879999996,1.0619996415999995,-24.999991039999998,0.12550049279999964,16384
8.500000000000001e-08,-47.12490879999996,1.0619996415999995,-28.12499072,0.12550049279999964,16384
8.55e-08,-62.74990976000004,1.0619996415999995,-24.999991039999998,0.06300049920000017,16384
8.6e-08,-62.74990976000004,0.9994996479999996,-24.999991039999998,0.06300049920000017,16384
8.65e-08,-78.37491072000012,1.0619996415999995,-18.749991680000008,0.000500505599999812,16384
8.700000000000001e-08,-62.74990976000004,1.0619996415999995,-18.749991680000008,0.000500505599999812,16384
8.750000000000001e-08,-78.37491072000012,0.9994996479999996,-12.499992320000004,0.000500505599999812,16384
8.800000000000001e-08,-62.74990976000004,0.9994996479999996,-12.499992320000004,-0.06199948800000055,16384
8.85e-08,-78.37491072000012,0.9369996543999997,-6.24999296,-0.06199948800000055,16384
8.9e-08,-62.74990976000004,0.9994996479999996,6.3999999966313226e-06,-0.12449948160000002,16384
8.95e-08,-62.74990976000004,0.9369996543999997,6.3999999966313226e-06,-0.12449948160000002,16384
9.000000000000001e-08,-62.74990976000004,0.9369996543999997,6.3999999966313226e-06,-0.12449948160000002,16384
9.050000000000001e-08,-78.37491072000012,0.9369996543999997,12.500005119999997,-0.18699947520000038,16384
9.100000000000001e-08,-78.37491072000012,0.8744996607999997,12.500005119999997,-0.18699947520000038,16384
9.15e-08,-78.37491072000012,0.8744996607999997,12.500005119999997,-0.24949946879999985,16384
9.2e-08,-78.37491072000012,0.8119996671999998,15.6250048,-0.24949946879999985,16384
9.25e-08,-62.74990976000004,0.8119996671999998,21.875004159999996,-0.24949946879999985,16384
9.300000000000001e-08,-93.99991167999997,0.8119996671999998,25.000003839999998,-0.3119994624000002,16384
9.350000000000001e-08,-78.37491072000012,0.8119996671999998,28.12500352,-0.3119994624000002,16384
9.400000000000001e-08,-78.37491072000012,0.8119996671999998,31.2500032,-0.3119994624000002,16384
9.45e-08,-93.99991167999997,0.8119996671999998,40.62500224,-0.3744994559999997,16384
9.5e-08,-93.99991167999997,0.7494996735999999,37.50000256,-0.43699944960000003,16384
9.55e-08,-93.99991167999997,0.7494996735999999,40.62500224,-0.3744994559999997,16384
9.600000000000001e-08,-62.74990976000004,0.7494996735999999,43.75000192,-0.3744994559999997,16384
9.650000000000001e-08,-78.37491072000012,0.7494996735999999,46.8750016,-0.43699944960000003,16384
9.700000000000001e-08,-78.37491072000012,0.7494996735999999,46.8750016,-0.43699944960000003,16384
9.75e-08,-93.99991167999997,0.6869996799999996,46.8750016,-0.4994994432000004,16384
9.8e-08,-93.99991167999997,0.6244996863999996,46.8750016,-0.5619994367999999,0
9.85e-08,-93.99991167999997,0.6869996799999996,53.12500096,-0.4994994432000004,0
9.9e-08,-93.99991167999997,0.6244996863999996,53.12500096,-0.5619994367999999,0
9.950000000000001e-08,-93.99991167999997,0.6869996799999996,53.12500096,-0.5619994367999999,0
1.0000000000000001e-07,-93.99991167999997,0.6244996863999996,53.12500096,-0.6244994304000002,0
1.005e-07,-93.99991167999997,0.5619996927999997,56.250000639999996,-0.6244994304000002,0
1.01e-07,-109.62491264000005,0.6244996863999996,50.00000128,-0.6869994239999997,0
1.015e-07,-93.99991167999997,0.5619996927999997,50.00000128,-0.6869994239999997,0
1.02e-07,-109.62491264000005,0.5619996927999997,46.8750016,-0.7494994176,256
1.0250000000000001e-07,-125.24991360000013,0.5619996927999997,50.00000128,-0.6869994239999997,256
1.0300000000000001e-07,-125.24991360000013,0.4994996991999998,46.8750016,-0.7494994176,256
1.0350000000000001e-07,-109.62491264000005,0.4994996991999998,46.8750016,-0.8119994112000004,256
1.04e-07,-93.99991167999997,0.4994996991999998,43.75000192,-0.7494994176,768
1.045e-07,-109.62491264000005,0.4369997055999999,46.8750016,-0.7494994176,768
1.05e-07,-109.62491264000005,0.4369997055999999,46.8750016,-0.8119994112000004,768
1.0550000000000001e-07,-125.24991360000013,0.37449971199999954,43.75000192,-0.8119994112000004,768
1.0600000000000001e-07,-125.24991360000013,0.37449971199999954,43.75000192,-0.8119994112000004,768
1.0650000000000001e-07,-125.24991360000013,0.37449971199999954,46.8750016,-0.8744994047999999,768
1.07e-07,-125.24991360000013,0.37449971199999954,46.8750016,-0.8119994112000004,768
1.075e-07,-140.87491455999998,0.3119997183999996,43.75000192,-0.8744994047999999,768
1.08e-07,-140.87491455999998,0.3119997183999996,46.8750016,-0.8744994047999999,768
1.0850000000000001e-07,-125.24991360000013,0.2494997247999997,53.12500096,-0.8744994047999999,768
1.0900000000000001e-07,-140.87491455999998,0.3119997183999996,46.8750016,-0.8744994047999999,768
1.0950000000000001e-07,-140.87491455999998,0.2494997247999997,46.8750016,-0.9369993984000002,768
1.1e-07,-140.87491455999998,0.2494997247999997,46.8750016,-0.9369993984000002,768
1.105e-07,-172.12491648000014,0.1869997311999998,53.12500096,-0.9369993984000002,768
1.11e-07,-156.49991552000006,0.1869997311999998,50.00000128,-0.9369993984000002,768
1.1150000000000001e-07,-156.49991552000006,0.12449973759999988,50.00000128,-0.9994993919999997,768
1.1200000000000001e-07,-140.87491455999998,0.12449973759999988,46.8750016,-0.9994993919999997,768
1.1250000000000001e-07,-172.12491648000014,0.06199974399999997,46.8750016,-0.9994993919999997,768
1.13e-07,-172.12491648000014,0.06199974399999997,53.12500096,-0.9994993919999997,768
1.135e-07,-172.12491648000014,-0.0005002496000003909,46.8750016,-0.9994993919999997,768
1.14e-07,-172.12491648000014,-0.0005002496000003909,46.8750016,-1.0619993856,768
1.1450000000000001e-07,-187.74991744,-0.0005002496000003909,50.00000128,-1.1244993792000004,768
1.1500000000000001e-07,-187.74991744,-0.0005002496000003909,50.00000128,-1.1244993792000004,768
1.1550000000000001e-07,-172.12491648000014,-0.0630002432000003,46.8750016,-1.0619993856,768
1.16e-07,-172.12491648000014,-0.12550023680000022,50.00000128,-1.0619993856,768
1.165e-07,-172.12491648000014,-0.12550023680000022,53.12500096,-1.1244993792000004,768
1.17e-07,-187.74991744,-0.18800023040000013,43.75000192,-1.1869993728,768
1.1750000000000001e-07,-187.74991744,-0.18800023040000013,43.75000192,-1.1244993792000004,768
1.1800000000000001e-07,-187.74991744,-0.18800023040000013,43.75000192,-1.1244993792000004,768
1.1850000000000001e-07,-203.37491840000007,-0.3130002176000004,46.8750016,-1.2494993664000003,768
1.1900000000000001e-07,-203.37491840000007,-0.25050022400000005,46.8750016,-1.1244993792000004,768
1.195e-07,-187.74991744,-0.3130002176000004,46.8750016,-1.1244993792000004,768
1.2000000000000002e-07,-172.12491648000014,-0.3130002176000004,43.75000192,-1.1244993792000004,768
1.205e-07,-203.37491840000007,-0.3755002112000003,43.75000192,-1.1869993728,768
1.21e-07,-203.37491840000007,-0.3130002176000004,43.75000192,-1.1244993792000004,768
1.215e-07,-203.37491840000007,-0.3755002112000003,43.75000192,-1.1869993728,768
1.22e-07,-187.74991744,-0.5005001984000002,43.75000192,-1.1869993728,768
1.2250000000000002e-07,-203.37491840000007,-0.43800020480000024,46.8750016,-1.1869993728,768
1.23e-07,-203.37491840000007,-0.5005001984000002,43.75000192,-1.1869993728,768
1.2350000000000001e-07,-203.37491840000007,-0.5005001984000002,43.75000192,-1.2494993664000003,768
1.24e-07,-187.74991744,-0.5630001920000003,46.8750016,-1.1869993728,768
1.245e-07,-172.12491648000014,-0.6255001856000002,50.00000128,-1.1869993728,768
1.2500000000000002e-07,-187.74991744,-0.6255001856000002,46.8750016,-1.2494993664000003,768
1.255e-07,-187.74991744,-0.6255001856000002,43.75000192,-1.2494993664000003,768
1.2600000000000002e-07,-203.37491840000007,-0.5630001920000003,43.75000192,-1.2494993664000003,768
1.265e-07,-187.74991744,-0.6255001856000002,53.12500096,-1.2494993664000003,768
1.27e-07,-172.12491648000014,-0.6880001792000003,46.8750016,-1.1869993728,768
1.275e-07,-187.74991744,-0.6880001792000003,46.8750016,-1.2494993664000003,768
1.28e-07,-172.12491648000014,-0.7505001728000003,43.75000192,-1.1869993728,8960
1.2850000000000002e-07,-187.74991744,-0.7505001728000003,43.75000192,-1.1869993728,8960
1.29e-07,-187.74991744,-0.6880001792000003,43.75000192,-1.1869993728,8960
1.2950000000000001e-07,-187.74991744,-0.8130001664000002,43.75000192,-1.1869993728,8960
1.3e-07,-187.74991744,-0.8755001600000003,40.62500224,-1.1869993728,8960
1.305e-07,-187.74991744,-0.8755001600000003,46.8750016,-1.1869993728,8960
1.31e-07,-187.74991744,-0.8755001600000003,46.8750016,-1.1869993728,8960
1.315e-07,-172.12491648000014,-0.8755001600000003,40.62500224,-1.2494993664000003,8960
1.3200000000000002e-07,-172.12491648000014,-0.9380001536000002,40.62500224,-1.1244993792000004,8960
1.325e-07,-172.12491648000014,-0.9380001536000002,46.8750016,-1.1244993792000004,8960
1.33e-07,-172.12491648000014,-0.9380001536000002,43.75000192,-1.2494993664000003,8960
1.335e-07,-172.12491648000014,-0.9380001536000002,40.62500224,-1.1869993728,8960
1.34e-07,-172.12491648000014,-1.0005001472000001,43.75000192,-1.1244993792000004,8960
1.3450000000000002e-07,-172.12491648000014,-1.0005001472000001,46.8750016,-1.1244993792000004,8960
1.35e-07,-172.12491648000014,-1.0005001472000001,46.8750016,-1.1244993792000004,8960
1.3550000000000002e-07,-172.12491648000014,-1.0630001408000003,46.8750016,-1.1244993792000004,8960
1.36e-07,-140.87491455999998,-1.0630001408000003,43.75000192,-1.1244993792000004,8960
1.365e-07,-172.12491648000014,-1.1255001344000002,46.8750016,-1.1244993792000004,8960
1.37e-07,-140.87491455999998,-1.0630001408000003,46.8750016,-1.0619993856,8960
1.375e-07,-156.49991552000006,-1.1255001344000002,46.8750016,-1.0619993856,8960
1.3800000000000002e-07,-156.49991552000006,-1.1255001344000002,43.75000192,-1.0619993856,8960
1.385e-07,-140.87491455999998,-1.1255001344000002,50.00000128,-1.1244993792000004,8960
1.3900000000000001e-07,-140.87491455999998,-1.1255001344000002,46.8750016,-1.0619993856,8960
1.395e-07,-156.49991552000006,-1.1255001344000002,46.8750016,-1.0619993856,8960
1.4e-07,-140.87491455999998,-1.188000128,46.8750016,-0.9994993919999997,8960
1.4050000000000002e-07,-125.24991360000013,-1.188000128,50.00000128,-0.9994993919999997,8960
1.41e-07,-140.87491455999998,-1.188000128,43.75000192,-0.9994993919999997,8960
1.4150000000000002e-07,-125.24991360000013,-1.2505001216000002,43.75000192,-0.9994993919999997,8960
1.42e-07,-125.24991360000013,-1.188000128,43.75000192,-1.0619993856,8960
1.425e-07,-125.24991360000013,-1.188000128,46.8750016,-0.9994993919999997,8960
1.43e-07,-125.24991360000013,-1.2505001216000002,43.75000192,-0.9369993984000002,8960
1.435e-07,-125.24991360000013,-1.2505001216000002,40.62500224,-0.9369993984000002,8960
1.4400000000000002e-07,-93.99991167999997,-1.2505001216000002,40.62500224,-0.8744994047999999,8960
1.445e-07,-125.24991360000013,-1.2505001216000002,40.62500224,-0.8119994112000004,8960
1.4500000000000001e-07,-93.99991167999997,-1.188000128,40.62500224,-0.8744994047999999,8960
1.455e-07,-109.62491264000005,-1.3130001152000002,34.37500288,-0.8744994047999999,8960
1.46e-07,-93.99991167999997,-1.3130001152000002,40.62500224,-0.8119994112000004,8960
1.4650000000000002e-07,-93.99991167999997,-1.2505001216000002,43.75000192,-0.8119994112000004,8960
1.47e-07,-93.99991167999997,-1.2505001216000002,43.75000192,-0.7494994176,8960
1.4750000000000002e-07,-93.99991167999997,-1.3130001152000002,37.50000256,-0.7494994176,8960
1.48e-07,-93.99991167999997,-1.3130001152000002,40.62500224,-0.6869994239999997,8960
1.485e-07,-78.37491072000012,-1.2505001216000002,43.75000192,-0.6869994239999997,8960
1.49e-07,-93.99991167999997,-1.2505001216000002,40.62500224,-0.6869994239999997,8960
1.495e-07,-78.37491072000012,-1.2505001216000002,40.62500224,-0.6869994239999997,8960
1.5000000000000002e-07,-93.99991167999997,-1.2505001216000002,40.62500224,-0.6869994239999997,8704
1.505e-07,-93.99991167999997,-1.3130001152000002,43.75000192,-0.6869994239999997,8704
