Time (s),V_TANK_IN,I_PRI,V_TANK_OUT
0.0,43.75001190399999,0.7499997183999998,-35.937505279999996
5e-10,45.312512,0.6874997247999999,-34.375005184
1e-09,42.18751180799998,0.7499997183999998,-37.50000537599999
1.5000000000000002e-09,43.75001190399999,0.7499997183999998,-37.50000537599999
2e-09,45.312512,0.6874997247999999,-35.937505279999996
2.5e-09,43.75001190399999,0.7499997183999998,-34.375005184
3.0000000000000004e-09,43.75001190399999,0.6874997247999999,-34.375005184
3.5000000000000003e-09,43.75001190399999,0.6874997247999999,-34.375005184
4e-09,46.875012096000006,0.6874997247999999,-37.50000537599999
4.500000000000001e-09,43.75001190399999,0.6874997247999999,-35.937505279999996
5e-09,45.312512,0.7499997183999998,-34.375005184
5.5000000000000004e-09,43.75001190399999,0.6874997247999999,-34.375005184
6.000000000000001e-09,45.312512,0.6249997312,-32.812505087999995
6.5e-09,43.75001190399999,0.6874997247999999,-31.250004992
7.000000000000001e-09,45.312512,0.7499997183999998,-31.250004992
7.500000000000001e-09,45.312512,0.6249997312,-29.687504895999993
8e-09,43.75001190399999,0.6874997247999999,-29.687504895999993
8.5e-09,45.312512,0.6249997312,-28.1250048
9.000000000000001e-09,43.75001190399999,0.6874997247999999,-28.1250048
9.5e-09,45.312512,0.6249997312,-26.56250470399999
1e-08,43.75001190399999,0.6249997312,-25.000004607999998
1.0500000000000001e-08,45.312512,0.5624997376,-21.875004415999996
1.1000000000000001e-08,45.312512,0.5624997376,-21.875004415999996
1.15e-08,45.312512,0.5624997376,-18.750004223999994
1.2000000000000002e-08,46.875012096000006,0.5624997376,-18.750004223999994
1.2500000000000001e-08,45.312512,0.6249997312,-17.187504128
1.3e-08,46.875012096000006,0.5624997376,-14.062503935999999
1.35e-08,46.875012096000006,0.5624997376,-12.500003839999998
1.4000000000000001e-08,46.875012096000006,0.49999974400000013,-10.937503743999997
1.45e-08,46.875012096000006,0.5624997376,-7.8125035519999955
1.5000000000000002e-08,46.875012096000006,0.5624997376,-6.250003456000002
1.55e-08,48.437512191999986,0.5624997376,-3.125003264
1.6e-08,46.875012096000006,0.49999974400000013,-1.5625031679999992
1.6500000000000002e-08,48.437512191999986,0.49999974400000013,1.5624970240000025
1.7e-08,46.875012096000006,0.49999974400000013,1.5624970240000025
1.75e-08,48.437512191999986,0.4374997503999998,4.687497216000004
1.8000000000000002e-08,48.437512191999986,0.4374997503999998,6.249997312000005
1.85e-08,48.437512191999986,0.4374997503999998,10.9374976
1.9e-08,48.437512191999986,0.37499975679999986,10.9374976
1.9500000000000003e-08,48.437512191999986,0.4374997503999998,15.624997888000003
2e-08,48.437512191999986,0.4374997503999998,15.624997888000003
2.05e-08,46.875012096000006,0.37499975679999986,17.187497984000004
2.1000000000000003e-08,48.437512191999986,0.37499975679999986,18.74999808
2.15e-08,48.437512191999986,0.4374997503999998,18.74999808
2.2000000000000002e-08,48.437512191999986,0.37499975679999986,21.874998272
2.2500000000000003e-08,48.437512191999986,0.31249976319999995,24.999998464
2.3e-08,48.437512191999986,0.31249976319999995,26.56249856
2.3500000000000002e-08,48.437512191999986,0.37499975679999986,24.999998464
2.4000000000000003e-08,48.437512191999986,0.31249976319999995,28.124998656000002
2.45e-08,48.437512191999986,0.31249976319999995,29.687498752
2.5000000000000002e-08,46.875012096000006,0.31249976319999995,29.687498752
2.55e-08,48.437512191999986,0.24999976960000003,31.249998848
2.6e-08,46.875012096000006,0.24999976960000003,31.249998848
2.6500000000000002e-08,46.875012096000006,0.18749977600000012,34.37499904
2.7e-08,45.312512,0.18749977600000012,32.812498944
2.75e-08,45.312512,0.18749977600000012,35.937499136
2.8000000000000003e-08,46.875012096000006,0.12499978239999976,34.37499904
2.85e-08,42.18751180799998,0.18749977600000012,35.937499136
2.9e-08,45.312512,0.18749977600000012,37.499999232
2.9500000000000003e-08,42.18751180799998,0.18749977600000012,37.499999232
3.0000000000000004e-08,43.75001190399999,0.12499978239999976,39.062499328
3.05e-08,40.625011712,0.18749977600000012,37.499999232
3.1e-08,39.062511615999995,0.12499978239999976,39.062499328
3.1500000000000004e-08,39.062511615999995,0.12499978239999976,35.937499136
3.2e-08,37.50001151999999,0.062499788799999845,37.499999232
3.25e-08,35.93751142400001,0.062499788799999845,37.499999232
3.3000000000000004e-08,34.375011328,0.062499788799999845,37.499999232
3.35e-08,34.375011328,-2.04800000069838e-07,35.937499136
3.4e-08,32.81251123199999,0.062499788799999845,34.37499904
3.4500000000000005e-08,31.250011135999983,-2.04800000069838e-07,35.937499136
3.5e-08,26.562510847999988,-2.04800000069838e-07,35.937499136
3.55e-08,26.562510847999988,-0.06250019839999998,35.937499136
3.6000000000000005e-08,25.00001075199998,-0.06250019839999998,35.937499136
3.65e-08,20.312510463999985,-0.06250019839999998,35.937499136
3.7e-08,20.312510463999985,-0.12500019200000012,35.937499136
3.7500000000000005e-08,18.750010368000005,-0.12500019200000012,35.937499136
3.8e-08,15.62501017599999,-0.18750018560000004,34.37499904
3.85e-08,12.500009984000002,-0.18750018560000004,37.499999232
3.9000000000000005e-08,10.937509887999994,-0.12500019200000012,35.937499136
3.95e-08,7.812509696000006,-0.18750018560000004,35.937499136
4e-08,4.687509503999991,-0.25000017920000017,35.937499136
4.0500000000000005e-08,3.1250094079999826,-0.25000017920000017,35.937499136
4.1e-08,9.215999995149105e-06,-0.18750018560000004,34.37499904
4.15e-08,9.215999995149105e-06,-0.25000017920000017,34.37499904
4.2000000000000006e-08,-3.1249909759999923,-0.3125001728000001,34.37499904
