Time (s),VDS_A,VDS_B,V_MR,V_RECT_IN,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
0.0,-0.7812485120000012,38.281253887999995,79.999996928,35.937502208,8960
5e-10,-0.7812485120000012,38.281253887999995,76.874996736,34.375002112,8960
1e-09,-0.7812485120000012,38.281253887999995,72.187496448,34.375002112,8960
1.5000000000000002e-09,-0.7812485120000012,38.281253887999995,72.187496448,32.812502015999996,8960
2e-09,1.5359999991915174e-06,39.843753984,72.187496448,32.812502015999996,8960
2.5e-09,1.5359999991915174e-06,41.40625408,67.49999616,31.25000192,8960
3.0000000000000004e-09,-0.7812485120000012,40.62500403199999,64.37499596800001,29.687501823999998,8960
3.5000000000000003e-09,-0.7812485120000012,40.62500403199999,62.812495872,29.687501823999998,8960
4e-09,-0.7812485120000012,40.62500403199999,62.812495872,28.125001728,8960
4.500000000000001e-09,-0.7812485120000012,41.40625408,59.68749568,26.562501632,8960
5e-09,-1.5624985600000016,42.187504128,58.124995584000004,26.562501632,8960
5.5000000000000004e-09,-0.7812485120000012,42.187504128,53.43749529600001,25.000001536,8960
6.000000000000001e-09,-2.343748608000002,43.750004223999994,53.43749529600001,23.43750144,8960
6.5e-09,-1.5624985600000016,44.531254272,48.749995008,21.875001343999998,8704
7.000000000000001e-09,-1.5624985600000016,44.531254272,45.624994816,23.43750144,8704
7.500000000000001e-09,-0.7812485120000012,45.31250432,44.062494720000004,21.875001343999998,8704
8e-09,-0.7812485120000012,46.875004415999996,44.062494720000004,20.312501248,8192
8.5e-09,1.5359999991915174e-06,46.875004415999996,39.37499443200001,17.187501056,8192
9.000000000000001e-09,1.5359999991915174e-06,46.09375436799999,34.687494144,17.187501056,8192
9.5e-09,-0.7812485120000012,46.09375436799999,31.562493951999997,15.62500096,8192
1e-08,-0.7812485120000012,48.437504512000004,31.562493951999997,15.62500096,8192
1.0500000000000001e-08,-0.7812485120000012,50.000004608,26.874993664,14.062500864,8192
1.1000000000000001e-08,-0.7812485120000012,50.000004608,23.749993472,12.500000768,8192
1.15e-08,-0.7812485120000012,50.000004608,20.624993279999998,12.500000768,8192
1.2000000000000002e-08,-1.5624985600000016,50.000004608,20.624993279999998,9.375000576,8192
1.2500000000000001e-08,-1.5624985600000016,49.218754559999994,15.937492992000003,7.81250048,8192
1.3e-08,-1.5624985600000016,50.781254656,12.812492800000001,7.81250048,8192
1.35e-08,-0.7812485120000012,51.56250470399999,11.249992704000007,6.250000384,8192
1.4000000000000001e-08,-1.5624985600000016,52.343754751999995,8.124992512000006,4.687500288,8192
1.45e-08,-1.5624985600000016,53.1250048,3.4374922240000103,3.125000192,8192
1.5000000000000002e-08,-1.5624985600000016,52.343754751999995,0.3124920319999944,3.125000192,8192
1.55e-08,-0.7812485120000012,52.343754751999995,0.3124920319999944,1.562500096,8192
1.6e-08,-1.5624985600000016,53.906254848,-2.812508159999993,0.0,8192
1.6500000000000002e-08,-0.7812485120000012,53.906254848,-4.375008256000001,-3.125000192,8192
1.7e-08,-1.5624985600000016,53.906254848,-9.062508543999996,-3.125000192,8192
1.75e-08,-1.5624985600000016,53.1250048,-10.625008640000004,-3.125000192,8192
1.8000000000000002e-08,-0.7812485120000012,53.906254848,-12.187508735999984,-3.125000192,8192
1.85e-08,-1.5624985600000016,54.68750489599999,-15.312508928,-6.250000384,8192
1.9e-08,-1.5624985600000016,54.68750489599999,-18.437509119999987,-7.81250048,8192
1.9500000000000003e-08,-1.5624985600000016,54.68750489599999,-21.562509312000003,-9.375000576,8192
2e-08,-1.5624985600000016,54.68750489599999,-20.000009215999995,-10.937500671999999,8192
2.05e-08,-1.5624985600000016,53.1250048,-24.68750950399999,-10.937500671999999,8192
2.1000000000000003e-08,-1.5624985600000016,53.1250048,-26.2500096,-12.500000768,8192
2.15e-08,-1.5624985600000016,53.906254848,-29.375009791999986,-12.500000768,8192
2.2000000000000002e-08,-1.5624985600000016,53.906254848,-29.375009791999986,-14.062500864,8192
2.2500000000000003e-08,-0.7812485120000012,53.1250048,-30.937509887999994,-17.187501056,8192
2.3e-08,-0.7812485120000012,52.343754751999995,-32.500009984,-15.62500096,8192
2.3500000000000002e-08,-0.7812485120000012,51.56250470399999,-35.62501017599999,-17.187501056,8192
2.4000000000000003e-08,-1.5624985600000016,51.56250470399999,-34.06251007999998,-20.312501248,8192
2.45e-08,-1.5624985600000016,50.000004608,-35.62501017599999,-20.312501248,8192
2.5000000000000002e-08,-1.5624985600000016,50.000004608,-38.750010368000005,-21.875001343999998,8192
2.55e-08,-1.5624985600000016,49.218754559999994,-37.187510272,-21.875001343999998,8192
2.6e-08,-1.5624985600000016,48.437504512000004,-37.187510272,-23.43750144,8192
2.6500000000000002e-08,-0.7812485120000012,46.875004415999996,-40.312510463999985,-26.562501632,8192
