Time (s),VGS_A,VGS_B,VDS_A,VDS_B
0.0,4.8749993216,-0.06250017280000009,-1.2499957760000058,35.000000512
5e-10,4.8749993216,-0.06250017280000009,-1.2499957760000058,35.000000512
1e-09,4.8749993216,-0.06250017280000009,-1.8749957120000005,35.000000512
1.5000000000000002e-09,4.8124993279999995,-1.7920000017213056e-07,-1.8749957120000005,35.000000512
2e-09,4.8749993216,-1.7920000017213056e-07,-1.2499957760000058,35.625000448
2.5e-09,4.8124993279999995,-0.06250017280000009,-1.8749957120000005,35.625000448
3.0000000000000004e-09,4.9374993152,-0.06250017280000009,-1.8749957120000005,35.625000448
3.5000000000000003e-09,4.9999993088,-0.06250017280000009,-1.2499957760000058,35.625000448
4e-09,4.9999993088,-0.06250017280000009,-1.2499957760000058,35.625000448
4.500000000000001e-09,4.9999993088,-0.06250017280000009,-1.8749957120000005,36.87500032
5e-09,4.9999993088,-0.06250017280000009,-1.2499957760000058,36.87500032
5.5000000000000004e-09,5.0624993024,-0.06250017280000009,-1.8749957120000005,36.250000384
6.000000000000001e-09,4.8749993216,-0.06250017280000009,-1.2499957760000058,36.87500032
6.5e-09,4.9374993152,-0.06250017280000009,-2.4999956480000023,36.87500032
7.000000000000001e-09,4.8124993279999995,-0.1250001664,-0.624995840000004,37.500000256
7.500000000000001e-09,4.8124993279999995,-0.06250017280000009,-1.8749957120000005,38.125000192
8e-09,4.8124993279999995,-0.06250017280000009,-1.2499957760000058,37.500000256
8.5e-09,4.8749993216,-0.06250017280000009,-1.2499957760000058,37.500000256
9.000000000000001e-09,4.8749993216,-0.06250017280000009,-1.8749957120000005,36.87500032
9.5e-09,4.8749993216,-0.06250017280000009,-1.8749957120000005,36.87500032
1e-08,4.9999993088,-0.06250017280000009,-1.8749957120000005,38.125000192
1.0500000000000001e-08,4.9374993152,-0.1250001664,-1.8749957120000005,38.750000127999996
1.1000000000000001e-08,4.9374993152,-0.06250017280000009,-1.2499957760000058,38.125000192
1.15e-08,4.9999993088,-0.06250017280000009,-1.2499957760000058,38.125000192
1.2000000000000002e-08,4.9374993152,-0.06250017280000009,-1.8749957120000005,38.125000192
1.2500000000000001e-08,4.6874993408,-0.06250017280000009,-1.8749957120000005,38.125000192
1.3e-08,3.9374994175999998,-0.06250017280000009,-1.2499957760000058,38.750000127999996
1.35e-08,3.0624995072,-1.7920000017213056e-07,-1.2499957760000058,38.125000192
1.4000000000000001e-08,2.5624995584,-0.06250017280000009,-1.8749957120000005,38.125000192
1.45e-08,2.6249995520000002,-0.06250017280000009,-2.4999956480000023,38.125000192
1.5000000000000002e-08,2.4374995712,-0.06250017280000009,-1.2499957760000058,38.125000192
1.55e-08,1.9374996223999998,-0.06250017280000009,-1.8749957120000005,38.750000127999996
1.6e-08,1.3124996863999998,-1.7920000017213056e-07,-1.2499957760000058,38.750000127999996
1.6500000000000002e-08,0.5624997632,-1.7920000017213056e-07,-1.8749957120000005,38.750000127999996
1.7e-08,-0.1250001664,-1.7920000017213056e-07,-1.8749957120000005,38.125000192
1.75e-08,-0.9375000832,-1.7920000017213056e-07,-1.8749957120000005,38.125000192
1.8000000000000002e-08,-1.437500032,-0.06250017280000009,-1.2499957760000058,38.125000192
1.85e-08,-1.75,-0.06250017280000009,-2.4999956480000023,38.125000192
1.9e-08,-1.8749999872,-0.06250017280000009,-1.2499957760000058,36.87500032
1.9500000000000003e-08,-1.8749999872,-0.06250017280000009,-1.8749957120000005,36.87500032
2e-08,-1.8124999936,-0.06250017280000009,-1.8749957120000005,35.625000448
2.05e-08,-1.6250000128,-0.1250001664,-1.8749957120000005,35.625000448
2.1000000000000003e-08,-1.3750000384,-0.1250001664,-1.2499957760000058,35.625000448
2.15e-08,-0.8750000896000001,-0.06250017280000009,-2.4999956480000023,35.000000512
2.2000000000000002e-08,-0.31250014719999997,-0.06250017280000009,-1.8749957120000005,35.000000512
2.2500000000000003e-08,0.12499980799999988,-0.06250017280000009,-2.4999956480000023,33.750000639999996
2.3e-08,0.4374997760000001,-0.1250001664,-1.2499957760000058,33.125000704
2.3500000000000002e-08,0.49999976960000003,-0.1250001664,-1.8749957120000005,32.500000768
2.4000000000000003e-08,0.49999976960000003,-0.06250017280000009,4.0959999978440464e-06,31.875000831999998
2.45e-08,0.5624997632,-0.06250017280000009,4.0959999978440464e-06,30.62500096
2.5000000000000002e-08,0.6874997503999998,-0.06250017280000009,0.6250040319999997,30.62500096
2.55e-08,0.6874997503999998,-1.7920000017213056e-07,2.500003839999998,30.000001024
2.6e-08,0.7499997440000001,-0.06250017280000009,3.7500037119999945,30.000001024
2.6500000000000002e-08,0.6249997567999999,-1.7920000017213056e-07,5.000003583999998,28.125001216
2.7e-08,0.31249978879999984,-1.7920000017213056e-07,7.500003327999998,27.50000128
2.75e-08,-1.7920000017213056e-07,-1.7920000017213056e-07,8.125003264,27.50000128
2.8000000000000003e-08,-0.1250001664,-0.06250017280000009,6.875003391999996,26.875001343999998
2.85e-08,-0.1250001664,-0.06250017280000009,6.875003391999996,25.625001472
2.9e-08,-0.1250001664,-0.06250017280000009,8.125003264,24.375001599999997
2.9500000000000003e-08,-0.06250017280000009,-1.7920000017213056e-07,9.375003135999997,23.125001728
3.0000000000000004e-08,-0.31250014719999997,-0.06250017280000009,11.875002879999997,21.875001855999997
3.05e-08,-0.5000001279999999,-0.06250017280000009,14.375002623999997,21.25000192
3.1e-08,-0.6875001088000001,-0.06250017280000009,16.875002367999997,20.625001984
3.1500000000000004e-08,-0.5625001216000001,-0.06250017280000009,16.250002432,18.750002176
3.2e-08,-0.25000015360000005,-0.06250017280000009,15.625002496,18.12500224
3.25e-08,0.062499814399999964,-0.1250001664,15.625002496,16.875002367999997
3.3000000000000004e-08,0.12499980799999988,-0.1250001664,16.875002367999997,15.625002496
3.35e-08,-0.06250017280000009,-0.1250001664,20.625001984,15.000002559999999
3.4e-08,-0.25000015360000005,-0.1250001664,23.125001728,13.750002687999999
3.4500000000000005e-08,-0.25000015360000005,-0.1250001664,23.125001728,12.500002815999999
3.5e-08,0.062499814399999964,-0.06250017280000009,23.125001728,11.250002943999998
3.55e-08,0.24999979519999993,-0.18750016000000014,21.25000192,10.000003071999998
3.6000000000000005e-08,0.31249978879999984,-0.1250001664,21.25000192,9.375003135999997
3.65e-08,0.12499980799999988,-0.1250001664,25.000001536,8.750003199999998
3.7e-08,-0.1250001664,-0.1250001664,28.750001152,8.125003264
3.7500000000000005e-08,-0.25000015360000005,-0.1250001664,30.000001024,5.62500352
3.8e-08,-0.06250017280000009,-0.18750016000000014,28.750001152,5.000003583999998
3.85e-08,0.12499980799999988,-0.18750016000000014,26.875001343999998,4.375003647999996
3.9000000000000005e-08,0.062499814399999964,-0.18750016000000014,27.50000128,2.500003839999998
3.95e-08,-0.1250001664,-0.18750016000000014,28.750001152,2.500003839999998
4e-08,-0.25000015360000005,-0.18750016000000014,31.875000831999998,1.8750039039999962
4.0500000000000005e-08,-0.25000015360000005,-0.18750016000000014,34.375000576,4.0959999978440464e-06
4.1e-08,-1.7920000017213056e-07,-0.25000015360000005,34.375000576,-0.624995840000004
4.15e-08,-1.7920000017213056e-07,-0.25000015360000005,32.500000768,-1.8749957120000005
4.2000000000000006e-08,-0.1250001664,-0.31250014719999997,32.500000768,-2.4999956480000023
4.2500000000000003e-08,-0.31250014719999997,-0.31250014719999997,33.125000704,-2.4999956480000023
4.3e-08,-0.3750001408000001,-0.31250014719999997,35.625000448,-3.124995584000004
4.3500000000000006e-08,-0.1250001664,-0.3750001408000001,37.500000256,-3.749995519999999
4.4000000000000004e-08,0.12499980799999988,-0.3750001408000001,36.250000384,-4.374995456000001
4.45e-08,0.12499980799999988,-0.3750001408000001,35.625000448,-4.999995392000002
4.5000000000000006e-08,-1.7920000017213056e-07,-0.25000015360000005,35.625000448,-4.999995392000002
4.5500000000000004e-08,-0.25000015360000005,-0.18750016000000014,36.250000384,-4.999995392000002
4.6e-08,-0.18750016000000014,-0.25000015360000005,38.750000127999996,-4.374995456000001
4.6500000000000006e-08,-0.06250017280000009,-0.25000015360000005,39.375000064,-4.374995456000001
4.7000000000000004e-08,0.062499814399999964,-0.25000015360000005,38.125000192,-3.749995519999999
4.75e-08,-1.7920000017213056e-07,-0.06250017280000009,36.87500032,-3.124995584000004
4.8000000000000006e-08,-0.18750016000000014,0.18749980160000002,36.87500032,-3.124995584000004
4.8500000000000004e-08,-0.31250014719999997,0.4374997760000001,37.500000256,-3.124995584000004
4.9e-08,-0.1250001664,0.8749997312,39.375000064,-1.8749957120000005
4.95e-08,0.062499814399999964,1.4999996672,40.624999936,-0.624995840000004
5.0000000000000004e-08,0.12499980799999988,1.9999996159999998,40.624999936,4.0959999978440464e-06
5.05e-08,-0.06250017280000009,2.3749995775999997,38.750000127999996,4.0959999978440464e-06
5.1e-08,-0.25000015360000005,2.7499995392,40.0,-0.624995840000004
5.1500000000000005e-08,-0.25000015360000005,2.9999995135999997,39.375000064,-0.624995840000004
5.2e-08,-0.06250017280000009,3.1874994944,40.0,-0.624995840000004
5.25e-08,0.12499980799999988,3.4374994687999996,40.624999936,4.0959999978440464e-06
5.3000000000000005e-08,0.12499980799999988,3.8124994304,40.0,4.0959999978440464e-06
5.35e-08,-1.7920000017213056e-07,4.0624994048,38.750000127999996,-1.2499957760000058
