Time (s),V_IN,I_IN,V_OUT
0.0,3.937496639999999,0.1187499776,3.41975001664
5e-10,3.937496639999999,0.1187499776,3.40725001792
1e-09,3.6249966720000018,0.12499997696000001,3.41350001728
1.5000000000000002e-09,3.6249966720000018,0.12499997696000001,3.40100001856
2e-09,3.937496639999999,0.1187499776,3.40100001856
2.5e-09,3.937496639999999,0.1187499776,3.3947500192
3.0000000000000004e-09,3.6249966720000018,0.1187499776,3.40725001792
3.5000000000000003e-09,3.6249966720000018,0.1187499776,3.3947500192
4e-09,3.937496639999999,0.1187499776,3.3947500192
4.500000000000001e-09,3.6249966720000018,0.1187499776,3.40100001856
5e-09,3.6249966720000018,0.1187499776,3.40100001856
5.5000000000000004e-09,3.3124967040000044,0.1187499776,3.3947500192
6.000000000000001e-09,3.6249966720000018,0.11249997823999999,3.3947500192
6.5e-09,3.3124967040000044,0.1187499776,3.3885000198400004
7.000000000000001e-09,3.6249966720000018,0.11249997823999999,3.3947500192
7.500000000000001e-09,3.3124967040000044,0.10624997888000001,3.3885000198400004
8e-09,3.6249966720000018,0.10624997888000001,3.3885000198400004
8.5e-09,3.6249966720000018,0.10624997888000001,3.3822500204800003
9.000000000000001e-09,3.3124967040000044,0.10624997888000001,3.3885000198400004
9.5e-09,3.6249966720000018,0.10624997888000001,3.3822500204800003
1e-08,3.6249966720000018,0.09999997952,3.3822500204800003
1.0500000000000001e-08,3.6249966720000018,0.09999997952,3.3697500217600003
1.1000000000000001e-08,3.6249966720000018,0.09999997952,3.3760000211200003
1.15e-08,3.6249966720000018,0.09999997952,3.3760000211200003
1.2000000000000002e-08,3.6249966720000018,0.09374998016,3.3760000211200003
1.2500000000000001e-08,3.6249966720000018,0.08749998080000002,3.3760000211200003
1.3e-08,3.6249966720000018,0.09374998016,3.3760000211200003
1.35e-08,3.3124967040000044,0.08749998080000002,3.3697500217600003
1.4000000000000001e-08,3.6249966720000018,0.09374998016,3.3697500217600003
1.45e-08,3.3124967040000044,0.07499998208,3.3635000224000002
1.5000000000000002e-08,3.3124967040000044,0.08124998144000001,3.3760000211200003
1.55e-08,3.3124967040000044,0.08124998144000001,3.3697500217600003
1.6e-08,3.6249966720000018,0.08124998144000001,3.3760000211200003
1.6500000000000002e-08,3.937496639999999,0.06874998271999999,3.3697500217600003
1.7e-08,2.999996736,0.06874998271999999,3.3760000211200003
1.75e-08,3.6249966720000018,0.06874998271999999,3.3760000211200003
1.8000000000000002e-08,3.3124967040000044,0.06249998336000001,3.3697500217600003
1.85e-08,3.3124967040000044,0.056249984,3.3697500217600003
1.9e-08,3.3124967040000044,0.056249984,3.3822500204800003
1.9500000000000003e-08,3.3124967040000044,0.06249998336000001,3.3822500204800003
2e-08,3.6249966720000018,0.049999984639999995,3.3822500204800003
2.05e-08,3.3124967040000044,0.043749985280000014,3.3822500204800003
2.1000000000000003e-08,3.3124967040000044,0.043749985280000014,3.3822500204800003
2.15e-08,2.999996736,0.043749985280000014,3.3760000211200003
2.2000000000000002e-08,3.3124967040000044,0.037499985920000006,3.3760000211200003
2.2500000000000003e-08,3.3124967040000044,0.037499985920000006,3.3697500217600003
2.3e-08,3.3124967040000044,0.031249986559999998,3.3760000211200003
2.3500000000000002e-08,2.999996736,0.031249986559999998,3.3697500217600003
2.4000000000000003e-08,2.999996736,0.024999987200000004,3.3760000211200003
2.45e-08,3.3124967040000044,0.018749987839999996,3.3697500217600003
2.5000000000000002e-08,2.999996736,0.018749987839999996,3.3697500217600003
2.55e-08,3.3124967040000044,0.024999987200000004,3.3697500217600003
2.6e-08,2.999996736,0.0062499891199999935,3.3697500217600003
2.6500000000000002e-08,2.999996736,0.0062499891199999935,3.3635000224000002
2.7e-08,2.999996736,0.0062499891199999935,3.3760000211200003
2.75e-08,2.999996736,0.0062499891199999935,3.3822500204800003
2.8000000000000003e-08,2.6874967680000026,-1.0240000000716343e-08,3.3760000211200003
2.85e-08,2.6874967680000026,-0.006250009599999995,3.3822500204800003
2.9e-08,2.6874967680000026,-0.006250009599999995,3.3885000198400004
2.9500000000000003e-08,2.3749968000000017,-1.0240000000716343e-08,3.3822500204800003
3.0000000000000004e-08,2.6874967680000026,-0.006250009599999995,3.3760000211200003
3.05e-08,2.6874967680000026,-0.006250009599999995,3.3760000211200003
3.1e-08,2.062496832000001,-0.006250009599999995,3.3885000198400004
3.1500000000000004e-08,2.062496832000001,-0.012500008960000003,3.3822500204800003
3.2e-08,2.062496832000001,-0.012500008960000003,3.3885000198400004
3.25e-08,2.062496832000001,-0.006250009599999995,3.3947500192
3.3000000000000004e-08,1.4374968960000025,-0.012500008960000003,3.3947500192
3.35e-08,1.7499968640000034,-0.012500008960000003,3.3885000198400004
3.4e-08,1.7499968640000034,-0.018750008319999997,3.3885000198400004
3.4500000000000005e-08,1.4374968960000025,-0.025000007680000005,3.3760000211200003
3.5e-08,1.1249969280000016,-0.018750008319999997,3.3885000198400004
3.55e-08,1.1249969280000016,-0.018750008319999997,3.3822500204800003
3.6000000000000005e-08,1.1249969280000016,-0.025000007680000005,3.3760000211200003
3.65e-08,0.8124969600000007,-0.018750008319999997,3.3822500204800003
3.7e-08,0.8124969600000007,-0.025000007680000005,3.3885000198400004
3.7500000000000005e-08,0.8124969600000007,-0.018750008319999997,3.3822500204800003
3.8e-08,0.4999969919999998,-0.03125000704,3.3822500204800003
3.85e-08,0.4999969919999998,-0.025000007680000005,3.3885000198400004
3.9000000000000005e-08,-0.12500294399999845,-0.025000007680000005,3.3947500192
3.95e-08,-0.12500294399999845,-0.025000007680000005,3.3885000198400004
4e-08,-0.43750291199999936,-0.025000007680000005,3.3885000198400004
4.0500000000000005e-08,-0.43750291199999936,-0.025000007680000005,3.3885000198400004
4.1e-08,-0.7500028799999967,-0.03125000704,3.3885000198400004
4.15e-08,-0.7500028799999967,-0.025000007680000005,3.3822500204800003
4.2000000000000006e-08,-1.3750028159999985,-0.025000007680000005,3.3885000198400004
4.2500000000000003e-08,-1.3750028159999985,-0.025000007680000005,3.3822500204800003
4.3e-08,-1.6875027839999994,-0.025000007680000005,3.3947500192
4.3500000000000006e-08,-1.6875027839999994,-0.018750008319999997,3.3822500204800003
4.4000000000000004e-08,-2.0000027520000003,-0.03125000704,3.3822500204800003
4.45e-08,-2.3125027199999977,-0.03125000704,3.3822500204800003
4.5000000000000006e-08,-2.6250026879999986,-0.025000007680000005,3.3885000198400004
4.5500000000000004e-08,-2.9375026559999995,-0.025000007680000005,3.3822500204800003
4.6e-08,-2.6250026879999986,-0.025000007680000005,3.3822500204800003
4.6500000000000006e-08,-3.250002623999997,-0.03125000704,3.3697500217600003
4.7000000000000004e-08,-3.250002623999997,-0.03125000704,3.3760000211200003
4.75e-08,-3.250002623999997,-0.03125000704,3.3635000224000002
4.8000000000000006e-08,-3.5625025919999977,-0.0375000064,3.3635000224000002
4.8500000000000004e-08,-3.250002623999997,-0.0375000064,3.35725002304
4.9e-08,-3.8750025599999987,-0.0375000064,3.35100002368
4.95e-08,-3.8750025599999987,-0.0375000064,3.35100002368
5.0000000000000004e-08,-4.187502528,-0.0375000064,3.34475002432
5.05e-08,-4.187502528,-0.0375000064,3.33850002496
5.1e-08,-4.187502528,-0.0375000064,3.35100002368
5.1500000000000005e-08,-4.5000024960000005,-0.0375000064,3.33850002496
5.2e-08,-4.5000024960000005,-0.04375000576,3.3322500256
5.25e-08,-4.812502463999998,-0.04375000576,3.3322500256
5.3000000000000005e-08,-4.812502463999998,-0.04375000576,3.3322500256
5.35e-08,-4.812502463999998,-0.05000000512,3.32600002624
5.4e-08,-4.812502463999998,-0.04375000576,3.31975002688
5.4500000000000005e-08,-5.125002431999999,-0.05000000512,3.3072500281600004
5.5e-08,-5.125002431999999,-0.056250004480000004,3.31350002752
5.55e-08,-4.812502463999998,-0.056250004480000004,3.3072500281600004
5.6000000000000005e-08,-4.812502463999998,-0.06250000384000001,3.3072500281600004
5.65e-08,-4.812502463999998,-0.0687500032,3.3010000288000003
5.7e-08,-5.125002431999999,-0.06250000384000001,3.2947500294400003
5.7500000000000005e-08,-5.125002431999999,-0.06250000384000001,3.2947500294400003
5.8e-08,-4.812502463999998,-0.0687500032,3.2885000300800002
5.85e-08,-5.125002431999999,-0.07500000256,3.28225003072
5.9000000000000006e-08,-5.125002431999999,-0.07500000256,3.2947500294400003
5.9500000000000003e-08,-5.125002431999999,-0.08125000192000001,3.2885000300800002
6.000000000000001e-08,-5.125002431999999,-0.08125000192000001,3.2885000300800002
