"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+5.00000000000E+004, -1.17341041883E+003, +0.00000000000E+000
+5.19950000000E+004, -5.01871405896E+002, +0.00000000000E+000
+5.39900000000E+004, -3.44203099915E+002, +0.00000000000E+000
+5.59850000000E+004, -2.76427578053E+002, +0.00000000000E+000
+5.79800000000E+004, -2.14305420558E+002, +0.00000000000E+000
+5.99750000000E+004, -2.09759651435E+002, +0.00000000000E+000
+6.19700000000E+004, -1.78096048410E+002, +0.00000000000E+000
+6.39650000000E+004, -1.52137519528E+002, +0.00000000000E+000
+6.59600000000E+004, -1.23229956076E+002, +0.00000000000E+000
+6.79550000000E+004, -1.92073519566E+002, +0.00000000000E+000
+6.99500000000E+004, -1.59269298941E+002, +0.00000000000E+000
+7.19450000000E+004, -1.36020766577E+002, +0.00000000000E+000
+7.39400000000E+004, -1.28614250660E+002, +0.00000000000E+000
+7.59350000000E+004, -1.03649984091E+002, +0.00000000000E+000
+7.79300000000E+004, -1.03660516738E+002, +0.00000000000E+000
+7.99250000000E+004, -7.94391234283E+001, +0.00000000000E+000
+8.19200000000E+004, -7.66211954291E+001, +0.00000000000E+000
+8.39150000000E+004, -8.29488618802E+001, +0.00000000000E+000
+8.59100000000E+004, -7.77765034173E+001, +0.00000000000E+000
+8.79050000000E+004, -7.90000585529E+001, +0.00000000000E+000
+8.99000000000E+004, -7.86598935367E+001, +0.00000000000E+000
+9.18950000000E+004, -7.04045442743E+001, +0.00000000000E+000
+9.38900000000E+004, -6.07182850487E+001, +0.00000000000E+000
+9.58850000000E+004, -6.11142652581E+001, +0.00000000000E+000
+9.78800000000E+004, -5.86543765231E+001, +0.00000000000E+000
+9.98750000000E+004, -6.51296100003E+001, +0.00000000000E+000
+1.01870000000E+005, -6.06562728575E+001, +0.00000000000E+000
+1.03865000000E+005, -5.60467194559E+001, +0.00000000000E+000
+1.05860000000E+005, -5.59629451606E+001, +0.00000000000E+000
+1.07855000000E+005, -4.88251655973E+001, +0.00000000000E+000
+1.09850000000E+005, -4.53023911137E+001, +0.00000000000E+000
+1.11845000000E+005, -4.48600150194E+001, +0.00000000000E+000
+1.13840000000E+005, -4.88246583462E+001, +0.00000000000E+000
+1.15835000000E+005, -3.96040711281E+001, +0.00000000000E+000
+1.17830000000E+005, -3.75219187401E+001, +0.00000000000E+000
+1.19825000000E+005, -3.98732946311E+001, +0.00000000000E+000
+1.21820000000E+005, -3.81405522715E+001, +0.00000000000E+000
+1.23815000000E+005, -3.50832413766E+001, +0.00000000000E+000
+1.25810000000E+005, -3.46176659517E+001, +0.00000000000E+000
+1.27805000000E+005, -3.29458113681E+001, +0.00000000000E+000
+1.29800000000E+005, -3.15483602415E+001, +0.00000000000E+000
+1.31795000000E+005, -2.91114272945E+001, +0.00000000000E+000
+1.33790000000E+005, -3.67677993349E+001, +0.00000000000E+000
+1.35785000000E+005, -3.33360306876E+001, +0.00000000000E+000
+1.37780000000E+005, -3.12231259404E+001, +0.00000000000E+000
+1.39775000000E+005, -2.87401381219E+001, +0.00000000000E+000
+1.41770000000E+005, -2.94110304679E+001, +0.00000000000E+000
+1.43765000000E+005, -2.74398095082E+001, +0.00000000000E+000
+1.45760000000E+005, -2.39713983286E+001, +0.00000000000E+000
+1.47755000000E+005, -2.44128838514E+001, +0.00000000000E+000
+1.49750000000E+005, -2.41457215072E+001, +0.00000000000E+000
+1.51745000000E+005, -2.20425626017E+001, +0.00000000000E+000
+1.53740000000E+005, -2.08909769701E+001, +0.00000000000E+000
+1.55735000000E+005, -1.88112624261E+001, +0.00000000000E+000
+1.57730000000E+005, -2.15370344146E+001, +0.00000000000E+000
+1.59725000000E+005, -1.88722099963E+001, +0.00000000000E+000
+1.61720000000E+005, -1.92487964360E+001, +0.00000000000E+000
+1.63715000000E+005, -1.87819245381E+001, +0.00000000000E+000
+1.65710000000E+005, -1.75294057928E+001, +0.00000000000E+000
+1.67705000000E+005, -1.77383563278E+001, +0.00000000000E+000
+1.69700000000E+005, -1.90740137448E+001, +0.00000000000E+000
+1.71695000000E+005, -1.76924670164E+001, +0.00000000000E+000
+1.73690000000E+005, -1.63023166204E+001, +0.00000000000E+000
+1.75685000000E+005, -1.68131923504E+001, +0.00000000000E+000
+1.77680000000E+005, -1.70042045091E+001, +0.00000000000E+000
+1.79675000000E+005, -1.71692448629E+001, +0.00000000000E+000
+1.81670000000E+005, -1.48454156212E+001, +0.00000000000E+000
+1.83665000000E+005, -1.44134278388E+001, +0.00000000000E+000
+1.85660000000E+005, -1.33352092448E+001, +0.00000000000E+000
+1.87655000000E+005, -1.50020076700E+001, +0.00000000000E+000
+1.89650000000E+005, -1.42319147180E+001, +0.00000000000E+000
+1.91645000000E+005, -1.35296780258E+001, +0.00000000000E+000
+1.93640000000E+005, -1.19757517980E+001, +0.00000000000E+000
+1.95635000000E+005, -1.33384383614E+001, +0.00000000000E+000
+1.97630000000E+005, -1.18651625177E+001, +0.00000000000E+000
+1.99625000000E+005, -1.27814081064E+001, +0.00000000000E+000
+2.01620000000E+005, -1.44141257778E+001, +0.00000000000E+000
+2.03615000000E+005, -1.34094491596E+001, +0.00000000000E+000
+2.05610000000E+005, -1.28899502680E+001, +0.00000000000E+000
+2.07605000000E+005, -1.26291057405E+001, +0.00000000000E+000
+2.09600000000E+005, -1.17014787824E+001, +0.00000000000E+000
+2.11595000000E+005, -1.21989742167E+001, +0.00000000000E+000
+2.13590000000E+005, -1.17942205252E+001, +0.00000000000E+000
+2.15585000000E+005, -1.16839330502E+001, +0.00000000000E+000
+2.17580000000E+005, -1.11427999024E+001, +0.00000000000E+000
+2.19575000000E+005, -1.06093256828E+001, +0.00000000000E+000
+2.21570000000E+005, -1.00157405515E+001, +0.00000000000E+000
+2.23565000000E+005, -9.59376633527E+000, +0.00000000000E+000
+2.25560000000E+005, -9.63385818002E+000, +0.00000000000E+000
+2.27555000000E+005, -9.63181673277E+000, +0.00000000000E+000
+2.29550000000E+005, -9.29244452490E+000, +0.00000000000E+000
+2.31545000000E+005, -9.92816234832E+000, +0.00000000000E+000
+2.33540000000E+005, -9.56354525312E+000, +0.00000000000E+000
+2.35535000000E+005, -8.05971181307E+000, +0.00000000000E+000
+2.37530000000E+005, -8.52859970437E+000, +0.00000000000E+000
+2.39525000000E+005, -8.26019144417E+000, +0.00000000000E+000
+2.41520000000E+005, -8.26168705455E+000, +0.00000000000E+000
+2.43515000000E+005, -8.03872302644E+000, +0.00000000000E+000
+2.45510000000E+005, -8.34948919864E+000, +0.00000000000E+000
+2.47505000000E+005, -7.99135514688E+000, +0.00000000000E+000
+2.49500000000E+005, -7.07792424036E+000, +0.00000000000E+000
+2.51495000000E+005, -7.30623123352E+000, +0.00000000000E+000
+2.53490000000E+005, -7.08731354584E+000, +0.00000000000E+000
+2.55485000000E+005, -7.43097211460E+000, +0.00000000000E+000
+2.57480000000E+005, -7.04289249011E+000, +0.00000000000E+000
+2.59475000000E+005, -6.53231754136E+000, +0.00000000000E+000
+2.61470000000E+005, -7.00806914592E+000, +0.00000000000E+000
+2.63465000000E+005, -6.83242165804E+000, +0.00000000000E+000
+2.65460000000E+005, -8.04328073330E+000, +0.00000000000E+000
+2.67455000000E+005, -7.26217126953E+000, +0.00000000000E+000
+2.69450000000E+005, -7.41452955600E+000, +0.00000000000E+000
+2.71445000000E+005, -7.50164385981E+000, +0.00000000000E+000
+2.73440000000E+005, -7.05252257966E+000, +0.00000000000E+000
+2.75435000000E+005, -6.98418695759E+000, +0.00000000000E+000
+2.77430000000E+005, -7.33062106884E+000, +0.00000000000E+000
+2.79425000000E+005, -7.04626205883E+000, +0.00000000000E+000
+2.81420000000E+005, -6.99173219944E+000, +0.00000000000E+000
+2.83415000000E+005, -6.38941390479E+000, +0.00000000000E+000
+2.85410000000E+005, -6.10330166120E+000, +0.00000000000E+000
+2.87405000000E+005, -6.16475665138E+000, +0.00000000000E+000
+2.89400000000E+005, -5.91979608071E+000, +0.00000000000E+000
+2.91395000000E+005, -5.79784055488E+000, +0.00000000000E+000
+2.93390000000E+005, -5.96693990723E+000, +0.00000000000E+000
+2.95385000000E+005, -5.72934503585E+000, +0.00000000000E+000
+2.97380000000E+005, -5.78301362282E+000, +0.00000000000E+000
+2.99375000000E+005, -5.36012983150E+000, +0.00000000000E+000
+3.01370000000E+005, -5.45720393802E+000, +0.00000000000E+000
+3.03365000000E+005, -5.13034382657E+000, +0.00000000000E+000
+3.05360000000E+005, -4.95136467555E+000, +0.00000000000E+000
+3.07355000000E+005, -5.59282912522E+000, +0.00000000000E+000
+3.09350000000E+005, -5.25452496360E+000, +0.00000000000E+000
+3.11345000000E+005, -5.32984888004E+000, +0.00000000000E+000
+3.13340000000E+005, -4.96381546523E+000, +0.00000000000E+000
+3.15335000000E+005, -4.89441802132E+000, +0.00000000000E+000
+3.17330000000E+005, -4.62125246578E+000, +0.00000000000E+000
