Time (s),V_TANK_IN,I_PRI,V_TANK_OUT
0.0,-51.562497024,-0.8749999103999999,42.187496448000005
5e-10,-51.562497024,-0.8749999103999999,43.749996544
1e-09,-51.562497024,-0.8749999103999999,42.187496448000005
1.5000000000000002e-09,-51.562497024,-0.9062499072,40.624996352000004
2e-09,-51.562497024,-0.9062499072,39.062496256
2.5e-09,-53.12499712,-0.9062499072,39.062496256
3.0000000000000004e-09,-53.12499712,-0.9062499072,37.49999616
3.5000000000000003e-09,-53.12499712,-0.9374999039999999,39.062496256
4e-09,-51.562497024,-0.9062499072,37.49999616
4.500000000000001e-09,-53.12499712,-0.9374999039999999,37.49999616
5e-09,-51.562497024,-0.9062499072,35.937496064
5.5000000000000004e-09,-53.12499712,-0.9374999039999999,37.49999616
6.000000000000001e-09,-53.12499712,-0.9687499008,34.37499596800001
6.5e-09,-53.12499712,-0.9374999039999999,35.937496064
7.000000000000001e-09,-53.12499712,-0.9374999039999999,34.37499596800001
7.500000000000001e-09,-51.562497024,-0.9687499008,34.37499596800001
8e-09,-54.687497216000004,-0.9687499008,34.37499596800001
8.5e-09,-51.562497024,-0.9374999039999999,31.249995776000006
9.000000000000001e-09,-53.12499712,-0.9687499008,29.687495679999998
9.5e-09,-53.12499712,-0.9687499008,29.687495679999998
1e-08,-54.687497216000004,-0.9687499008,26.562495487999996
1.0500000000000001e-08,-53.12499712,-0.9374999039999999,28.124995584000004
1.1000000000000001e-08,-53.12499712,-0.9687499008,28.124995584000004
1.15e-08,-54.687497216000004,-0.9374999039999999,26.562495487999996
1.2000000000000002e-08,-53.12499712,-0.9374999039999999,24.999995392000002
1.2500000000000001e-08,-53.12499712,-0.9687499008,23.43749529600001
1.3e-08,-54.687497216000004,-0.9374999039999999,23.43749529600001
1.35e-08,-53.12499712,-0.9374999039999999,23.43749529600001
1.4000000000000001e-08,-54.687497216000004,-0.9374999039999999,20.312495104000007
1.45e-08,-54.687497216000004,-0.9374999039999999,21.8749952
1.5000000000000002e-08,-54.687497216000004,-0.9374999039999999,20.312495104000007
1.55e-08,-54.687497216000004,-0.9374999039999999,17.187494912000005
1.6e-08,-53.12499712,-0.9374999039999999,18.749995008
1.6500000000000002e-08,-53.12499712,-0.9374999039999999,18.749995008
1.7e-08,-54.687497216000004,-0.9062499072,17.187494912000005
1.75e-08,-54.687497216000004,-0.9374999039999999,14.062494720000004
1.8000000000000002e-08,-54.687497216000004,-0.8749999103999999,12.49999462400001
1.85e-08,-54.687497216000004,-0.8749999103999999,14.062494720000004
1.9e-08,-54.687497216000004,-0.8749999103999999,10.937494528000002
1.9500000000000003e-08,-53.12499712,-0.8749999103999999,10.937494528000002
2e-08,-53.12499712,-0.8437499136,10.937494528000002
2.05e-08,-54.687497216000004,-0.8437499136,7.812494336
2.1000000000000003e-08,-54.687497216000004,-0.8437499136,6.249994240000007
2.15e-08,-54.687497216000004,-0.8749999103999999,7.812494336
2.2000000000000002e-08,-54.687497216000004,-0.8437499136,4.687494143999999
2.2500000000000003e-08,-54.687497216000004,-0.8124999168,6.249994240000007
2.3e-08,-53.12499712,-0.8124999168,4.687494143999999
2.3500000000000002e-08,-54.687497216000004,-0.8437499136,1.562493951999997
2.4000000000000003e-08,-53.12499712,-0.8437499136,1.562493951999997
2.45e-08,-53.12499712,-0.8437499136,1.562493951999997
2.5000000000000002e-08,-54.687497216000004,-0.7812499199999999,-6.14399999676607e-06
2.55e-08,-54.687497216000004,-0.8124999168,-1.5625062399999905
2.6e-08,-54.687497216000004,-0.7499999232,-4.687506431999992
2.6500000000000002e-08,-54.687497216000004,-0.7499999232,-3.1250063359999984
2.7e-08,-54.687497216000004,-0.7187499264,-6.250006528
2.75e-08,-54.687497216000004,-0.7187499264,-6.250006528
2.8000000000000003e-08,-54.687497216000004,-0.7187499264,-7.812506623999994
2.85e-08,-54.687497216000004,-0.6874999296,-9.375006720000002
2.9e-08,-54.687497216000004,-0.6874999296,-10.937506815999996
2.9500000000000003e-08,-54.687497216000004,-0.6562499328,-10.937506815999996
3.0000000000000004e-08,-53.12499712,-0.6874999296,-14.062507007999997
3.05e-08,-53.12499712,-0.6562499328,-10.937506815999996
3.1e-08,-53.12499712,-0.6562499328,-12.500006912000003
3.1500000000000004e-08,-53.12499712,-0.5937499392,-14.062507007999997
3.2e-08,-53.12499712,-0.624999936,-15.625007103999991
3.25e-08,-53.12499712,-0.624999936,-15.625007103999991
3.3000000000000004e-08,-51.562497024,-0.5937499392,-17.1875072
3.35e-08,-51.562497024,-0.5624999424,-18.750007295999993
3.4e-08,-49.999996928,-0.5312499455999999,-21.875007487999994
3.4500000000000005e-08,-51.562497024,-0.5312499455999999,-18.750007295999993
3.5e-08,-49.999996928,-0.5312499455999999,-23.437507584000002
3.55e-08,-49.999996928,-0.4999999488,-23.437507584000002
3.6000000000000005e-08,-46.874996736,-0.46874995199999997,-23.437507584000002
3.65e-08,-48.437496832,-0.4999999488,-25.000007679999996
3.7e-08,-48.437496832,-0.43749995519999996,-25.000007679999996
3.7500000000000005e-08,-46.874996736,-0.43749995519999996,-26.56250777599999
3.8e-08,-43.749996544,-0.43749995519999996,-28.125007871999998
3.85e-08,-43.749996544,-0.3749999616,-26.56250777599999
3.9000000000000005e-08,-42.187496448000005,-0.3749999616,-28.125007871999998
3.95e-08,-40.624996352000004,-0.3437499648,-31.250008063999985
4e-08,-42.187496448000005,-0.3437499648,-31.250008063999985
4.0500000000000005e-08,-39.062496256,-0.312499968,-29.687507968000006
4.1e-08,-37.49999616,-0.2812499712,-31.250008063999985
4.15e-08,-35.937496064,-0.2812499712,-32.81250815999999
4.2000000000000006e-08,-32.812495872,-0.2499999744,-34.375008256
4.2500000000000003e-08,-32.812495872,-0.2499999744,-32.81250815999999
