Time (s),VGS_A,VGS_B,VDS_A,VDS_B
0.0,4.8124993279999995,-0.1250001664,-1.8749957120000005,44.374999552
5e-10,4.8124993279999995,-0.18750016000000014,-1.2499957760000058,44.374999552
1e-09,4.7499993344,-0.1250001664,-0.624995840000004,43.749999616
1.5000000000000002e-09,4.8124993279999995,-0.06250017280000009,-2.4999956480000023,44.374999552
2e-09,4.9374993152,0.062499814399999964,-2.4999956480000023,44.999999488
2.5e-09,4.9374993152,-0.06250017280000009,-1.8749957120000005,44.999999488
3.0000000000000004e-09,4.8749993216,-0.1250001664,-1.8749957120000005,44.999999488
3.5000000000000003e-09,4.7499993344,-0.18750016000000014,-1.2499957760000058,44.999999488
4e-09,4.8749993216,-0.1250001664,-1.8749957120000005,45.624999424
4.500000000000001e-09,4.9374993152,-0.06250017280000009,-2.4999956480000023,45.624999424
5e-09,5.0624993024,0.062499814399999964,-1.2499957760000058,46.249999360000004
5.5000000000000004e-09,4.9374993152,-0.06250017280000009,-1.2499957760000058,46.874999296
6.000000000000001e-09,4.7499993344,-0.18750016000000014,-1.8749957120000005,46.874999296
6.5e-09,4.7499993344,-0.18750016000000014,-1.2499957760000058,46.249999360000004
7.000000000000001e-09,4.7499993344,-0.06250017280000009,-1.2499957760000058,46.249999360000004
7.500000000000001e-09,4.8749993216,-0.06250017280000009,-1.2499957760000058,46.874999296
8e-09,4.8124993279999995,-0.06250017280000009,-1.8749957120000005,48.124999168
8.5e-09,4.9374993152,-0.1250001664,-2.4999956480000023,48.124999168
9.000000000000001e-09,4.8124993279999995,-0.1250001664,-1.2499957760000058,47.499999232
9.5e-09,4.8749993216,-0.1250001664,-1.8749957120000005,47.499999232
1e-08,4.9374993152,-0.06250017280000009,-1.2499957760000058,48.124999168
1.0500000000000001e-08,4.9999993088,-0.06250017280000009,-1.2499957760000058,48.749999104
1.1000000000000001e-08,4.9374993152,-0.1250001664,-2.4999956480000023,48.749999104
1.15e-08,4.8124993279999995,-0.1250001664,-2.4999956480000023,48.749999104
1.2000000000000002e-08,4.9374993152,-0.1250001664,-2.4999956480000023,49.37499904
1.2500000000000001e-08,4.8749993216,-0.06250017280000009,-2.4999956480000023,48.749999104
