Name,VDS_A,,,Name,VDS_B,,,Name,V_MR,,,Name,VOUT_RF,,,
14416243.6548223,-91.0013961791992,-112.161392211914,,14416243.6548223,-89.0253677368164,-110.911582946777,,14416243.6548223,1.16536489351413E-05,1.524366630991E-06,,14416243.6548223,6.59272738711019,-7.24060085996013,,
14467005.0761421,-100.194160461426,-112.828254699707,,14467005.0761421,-103.571578979492,-112.846031188965,,14467005.0761421,5.20021083552584E-06,1.26553098537483E-06,,14467005.0761421,5.52010318056722,-5.34045437558513,,
14517766.4974619,-101.608734130859,-112.592529296875,,14517766.4974619,-101.200180053711,-112.601181030273,,14517766.4974619,5.71267790959359E-06,1.52121131197276E-06,,14517766.4974619,5.0627743841805,-5.00953701718669,,
14568527.9187817,-102.643005371094,-112.909912109375,,14568527.9187817,-101.261589050293,-115.603477478027,,14568527.9187817,4.89785429123271E-06,1.38593567531322E-06,,14568527.9187817,6.19847079531331,-4.39424160703044,,
14619289.3401015,-102.040130615234,-113.896224975586,,14619289.3401015,-101.429084777832,-111.633972167969,,14619289.3401015,5.47479459627014E-06,1.26548874527865E-06,,14619289.3401015,5.27696200625081,-5.2109072564445,,
14670050.7614213,-94.1159286499023,-112.738342285156,,14670050.7614213,-94.2727508544922,-113.96240234375,,14670050.7614213,5.77477234354833E-06,1.40025713969553E-06,,14670050.7614213,12.7415234686532,-8.31988552792888,,
14720812.1827411,-100.807205200195,-116.608024597168,,14720812.1827411,-100.007995605469,-114.778823852539,,14720812.1827411,4.47014845833307E-06,1.48634851238615E-06,,14720812.1827411,5.38449069277425,-8.27848843320231,,
14771573.6040609,-102.542022705078,-112.108901977539,,14771573.6040609,-101.758575439453,-113.208862304688,,14771573.6040609,4.57105680534972E-06,1.25302213151451E-06,,14771573.6040609,4.29846164003988,-4.665863311132,,
14822335.0253807,-102.661613464355,-116.994903564453,,14822335.0253807,-101.836517333984,-115.27734375,,14822335.0253807,3.6498395653261E-06,9.65271009598964E-07,,14822335.0253807,4.70670291201253,-5.17165402158122,,
14873096.4467005,-100.435043334961,-112.74552154541,,14873096.4467005,-103.422584533691,-115.248687744141,,14873096.4467005,4.34112047646926E-06,1.12513310902889E-06,,14873096.4467005,6.03071566836019,-6.836029326757,,
14923857.8680203,-101.726013183594,-113.266761779785,,14923857.8680203,-101.870506286621,-115.208457946777,,14923857.8680203,4.47902313218655E-06,1.06820934658953E-06,,14923857.8680203,4.30623599306722,-5.79451016171794,,
14974619.2893401,-102.330291748047,-115.457679748535,,14974619.2893401,-102.444938659668,-112.309959411621,,14974619.2893401,3.92068228249599E-06,1.08186814449711E-06,,14974619.2893401,5.49963351503988,-5.73683956845622,,
15025380.7106599,-101.791885375977,-113.767372131348,,15025380.7106599,-98.2200088500977,-114.130599975586,,15025380.7106599,4.37522844593256E-06,1.12644828847963E-06,,15025380.7106599,5.10473605410238,-6.03339413388591,,
15076142.1319797,-101.382972717285,-112.595886230469,,15076142.1319797,-101.500106811523,-113.254867553711,,15076142.1319797,3.54715531491177E-06,1.07693797330357E-06,,15076142.1319797,5.13481112734456,-6.40778378232341,,
15126903.5532995,-102.948310852051,-113.549224853516,,15126903.5532995,-103.252098083496,-113.241600036621,,15126903.5532995,3.81747016516733E-06,1.01607096981714E-06,,15126903.5532995,4.62416049257894,-5.44416836484294,,
15177664.9746193,-101.896636962891,-113.154403686523,,15177664.9746193,-102.87117767334,-112.342041015625,,15177664.9746193,4.2251439366926E-06,9.76354666993242E-07,,15177664.9746193,5.81614657656331,-4.17541531308513,,
15228426.3959391,-102.021629333496,-114.005531311035,,15228426.3959391,-101.373199462891,-113.526565551758,,15228426.3959391,3.16741480502046E-06,6.17735771844071E-07,,15228426.3959391,5.71909304873128,-5.4196474908195,,
15279187.8172589,-93.4817504882813,-112.251693725586,,15279187.8172589,-96.0132293701172,-112.470123291016,,15279187.8172589,1.30229296954062E-05,9.88086195609623E-07,,15279187.8172589,5.3181454779305,-7.18350247128825,,
15329949.2385787,-102.155624389648,-115.173301696777,,15329949.2385787,-101.765007019043,-115.190734863281,,15329949.2385787,3.32012757334102E-06,9.22756501884711E-07,,15329949.2385787,4.75469943300863,-5.65710476621013,,
15380710.6598985,-100.680587768555,-112.429077148438,,15380710.6598985,-102.250221252441,-115.308570861816,,15380710.6598985,3.38695303949259E-06,8.4528558979771E-07,,15380710.6598985,6.915191376368,-6.20185879453044,,
15431472.0812183,-101.786270141602,-113.278396606445,,15431472.0812183,-102.931205749512,-113.872329711914,,15431472.0812183,3.45086823438521E-06,6.66401823988459E-07,,15431472.0812183,4.21577426211019,-7.54698971494059,,
15482233.5025381,-101.153129577637,-112.021209716797,,15482233.5025381,-101.710235595703,-113.828163146973,,15482233.5025381,3.23243546485912E-06,5.41424671517816E-07,,15482233.5025381,5.05081912295003,-6.25054959042888,,
15532994.9238579,-101.238586425781,-114.80110168457,,15532994.9238579,-101.747970581055,-112.66716003418,,15532994.9238579,3.38587626572122E-06,8.06525502803239E-07,,15532994.9238579,5.65489169375081,-5.19400051816325,,
15583756.3451777,-102.656951904297,-114.179580688477,,15583756.3451777,-102.619941711426,-113.233940124512,,15583756.3451777,2.71460981045826E-06,7.66587132214577E-07,,15583756.3451777,5.09064456240316,-5.58119229062419,,
15634517.7664975,-102.095184326172,-113.985763549805,,15634517.7664975,-103.035263061523,-113.66283416748,,15634517.7664975,2.94278911905568E-06,9.05940970720794E-07,,15634517.7664975,5.77075167910238,-5.7997744439445,,
15685279.1878173,-102.701042175293,-115.000030517578,,15685279.1878173,-102.701042175293,-115.779106140137,,15685279.1878173,3.15905436564414E-06,7.98146862914268E-07,,15685279.1878173,5.51683017031331,-8.28574398740153,,
15736040.6091371,-101.250717163086,-116.252876281738,,15736040.6091371,-101.642555236816,-114.798324584961,,15736040.6091371,3.1360989481621E-06,7.35777507246432E-07,,15736040.6091371,6.4392392279305,-6.01541165097575,,
15786802.0304569,-101.604248046875,-113.650314331055,,15786802.0304569,-101.683670043945,-114.799026489258,,15786802.0304569,2.74990257745392E-06,8.15176811706248E-07,,15786802.0304569,4.43684359804769,-5.548919951757,,
15837563.4517766,-101.998123168945,-113.94312286377,,15837563.4517766,-102.607032775879,-113.358978271484,,15837563.4517766,3.15882406501299E-06,7.22197392158576E-07,,15837563.4517766,4.59401675478597,-6.14701107724528,,
15888324.8730964,-101.627555847168,-112.389610290527,,15888324.8730964,-102.522132873535,-112.360191345215,,15888324.8730964,2.84104824511746E-06,7.56187807625425E-07,,15888324.8730964,4.77638217226644,-6.24665859921794,,
15939086.2944162,-101.79573059082,-113.369789123535,,15939086.2944162,-102.091651916504,-113.238822937012,,15939086.2944162,2.85982362941322E-06,6.52934589625143E-07,,15939086.2944162,4.76635714785238,-6.73963955624919,,
15989847.715736,-102.018173217773,-113.065483093262,,15989847.715736,-101.515502929688,-114.55615234375,,15989847.715736,2.61782897600069E-06,9.34426578433317E-07,,15989847.715736,5.93678256289144,-4.49424008115153,,
16040609.1370558,-101.869216918945,-114.572479248047,,16040609.1370558,-101.898300170898,-112.541061401367,,16040609.1370558,2.61331223050696E-06,7.73419525925567E-07,,16040609.1370558,5.91564151064534,-6.41005734189372,,
16091370.5583756,-102.740272521973,-111.97428894043,,16091370.5583756,-100.962326049805,-114.84449005127,,16091370.5583756,3.06283798827656E-06,7.16229444964978E-07,,16091370.5583756,4.65257998720784,-6.74784115537028,,
16142131.9796954,-102.32958984375,-112.827629089355,,16142131.9796954,-102.478576660156,-113.214950561523,,16142131.9796954,2.64018451112508E-06,7.371476072545E-07,,16142131.9796954,4.71679660097738,-6.43113735898356,,
16192893.4010152,-102.343727111816,-113.974922180176,,16192893.4010152,-102.993881225586,-112.595397949219,,16192893.4010152,2.917504825133E-06,7.67359173472835E-07,,16192893.4010152,7.78008242861409,-6.25355557187419,,
16243654.822335,-102.612525939941,-112.156326293945,,16243654.822335,-103.063911437988,-115.434143066406,,16243654.822335,2.68643487544441E-06,6.58395376123783E-07,,16243654.822335,4.27072116152425,-6.75532559140544,,
16294416.2436548,-101.197174072266,-113.147766113281,,16294416.2436548,-102.955383300781,-112.161254882813,,16294416.2436548,2.76850843578403E-06,7.48094852744167E-07,,16294416.2436548,4.08613559023519,-8.01037625058513,,
16345177.6649746,-101.840065002441,-114.664978027344,,16345177.6649746,-101.808692932129,-114.095115661621,,16345177.6649746,2.59697859509844E-06,7.3766901761679E-07,,16345177.6649746,5.96118899599691,-5.70585659726481,,
16395939.0862944,-101.714805603027,-114.704399108887,,16395939.0862944,-102.401786804199,-112.350578308105,,16395939.0862944,2.58584794228904E-06,6.95648810281392E-07,,16395939.0862944,5.29985781923909,-7.33790615781169,,
16446700.5076142,-101.136787414551,-112.069305419922,,16446700.5076142,-102.581474304199,-114.127723693848,,16446700.5076142,2.90737951277542E-06,6.61335701272793E-07,,16446700.5076142,4.50844546572347,-7.64680508359294,,
16497461.928934,-101.648536682129,-114.412483215332,,16497461.928934,-101.900535583496,-112.793296813965,,16497461.928934,2.87286529794408E-06,6.7560911022107E-07,,16497461.928934,6.83969851748128,-5.25873593076091,,
16548223.3502538,-103.279823303223,-119.991035461426,,16548223.3502538,-102.301551818848,-115.701591491699,,16548223.3502538,2.84313023928575E-06,7.83314459683163E-07,,16548223.3502538,6.10633059755941,-7.35656765683513,,
16598984.7715736,-100.15283203125,-111.846122741699,,16598984.7715736,-103.279151916504,-112.978729248047,,16598984.7715736,2.53817045226504E-06,5.87895404857761E-07,,16598984.7715736,5.23329898134847,-6.11804226621013,,
16649746.1928934,-102.726898193359,-114.593124389648,,16649746.1928934,-103.918411254883,-112.791290283203,,16649746.1928934,2.35985598243389E-06,4.52491329254177E-07,,16649746.1928934,5.85991641298909,-7.11786679013591,,
16700507.6142132,-101.288154602051,-114.956008911133,,16700507.6142132,-101.444023132324,-113.683143615723,,16700507.6142132,2.20413043281978E-06,7.23122237609493E-07,,16700507.6142132,5.39283725039144,-5.64015225156169,,
16751269.035533,-102.033386230469,-117.861206054688,,16751269.035533,-102.29288482666,-114.627540588379,,16751269.035533,2.50641393802845E-06,5.9542568091088E-07,,16751269.035533,5.60275241152425,-8.32081631406169,,
16802030.4568528,-101.824768066406,-113.694602966309,,16802030.4568528,-101.621490478516,-113.239486694336,,16802030.4568528,2.94793228485081E-06,6.54004498843192E-07,,16802030.4568528,5.09816714541097,-7.34439877255778,,
16852791.8781726,-101.878410339355,-111.366744995117,,16852791.8781726,-101.45726776123,-113.889381408691,,16852791.8781726,2.88849487886789E-06,8.15241256414182E-07,,16852791.8781726,6.26428195253988,-6.19281033261638,,
16903553.2994924,-101.320938110352,-112.78205871582,,16903553.2994924,-102.047393798828,-112.95645904541,,16903553.2994924,2.68025728255503E-06,6.84388527314906E-07,,16903553.2994924,5.50113650576253,-5.46312741025309,,
16954314.7208122,-100.004638671875,-115.028594970703,,16954314.7208122,-102.391952514648,-112.564292907715,,16954314.7208122,2.49884545133365E-06,7.36576745964249E-07,,16954314.7208122,4.07413455263753,-7.36847714169841,,
17005076.142132,-101.974716186523,-113.322448730469,,17005076.142132,-100.7646484375,-114.791885375977,,17005076.142132,3.04098236980193E-06,6.23525674960694E-07,,17005076.142132,3.20881625429769,-7.70063809140544,,
17055837.5634518,-100.731132507324,-113.688827514648,,17055837.5634518,-102.743141174316,-113.943069458008,,17055837.5634518,2.46947385604293E-06,3.72065316912706E-07,,17055837.5634518,4.31014224306722,-7.71836117490153,,
17106598.9847716,-100.58617401123,-113.023162841797,,17106598.9847716,-99.4804382324219,-115.92391204834,,17106598.9847716,2.66891269467303E-06,7.72168504472564E-07,,17106598.9847716,5.5224911810555,-5.38407925351481,,
17157360.4060914,-102.26766204834,-111.500473022461,,17157360.4060914,-101.691116333008,-117.38094329834,,17157360.4060914,2.77259925225706E-06,6.8115242957898E-07,,17157360.4060914,5.19254275576253,-5.55027035458903,,
17208121.8274112,-102.119415283203,-114.629371643066,,17208121.8274112,-100.787887573242,-112.520988464355,,17208121.8274112,2.65913622802044E-06,6.21702367334129E-07,,17208121.8274112,4.20257540957113,-7.34548977597575,,
17258883.248731,-102.56575012207,-115.806449890137,,17258883.248731,-101.47819519043,-113.107887268066,,17258883.248731,2.51229014801834E-06,5.85326325914279E-07,,17258883.248731,4.43585177675863,-8.20878628476481,,
17309644.6700508,-102.684722900391,-113.117897033691,,17309644.6700508,-102.003860473633,-112.42017364502,,17309644.6700508,2.41981297386456E-06,6.5074342924085E-07,,17309644.6700508,4.56346865908284,-7.19185665829997,,
17360406.0913706,-101.694358825684,-111.100860595703,,17360406.0913706,-102.659286499023,-116.278045654297,,17360406.0913706,2.61784047309239E-06,6.13046618587302E-07,,17360406.0913706,4.16290255800863,-6.45549038632731,,
17411167.5126904,-100.721343994141,-111.270980834961,,17411167.5126904,-102.159027099609,-112.816772460938,,17411167.5126904,2.64674628607704E-06,7.0786617153595E-07,,17411167.5126904,5.55070468203206,-6.11225918515544,,
17461928.9340102,-101.817779541016,-114.470764160156,,17461928.9340102,-101.820281982422,-112.35498046875,,17461928.9340102,2.41621932828526E-06,6.13461926983266E-07,,17461928.9340102,5.90349551455159,-6.02451351865153,,
17512690.3553299,-102.496429443359,-114.40202331543,,17512690.3553299,-102.74626159668,-113.854782104492,,17512690.3553299,2.66161789468242E-06,6.6878315483623E-07,,17512690.3553299,5.56986209170003,-6.3996279595695,,
17563451.7766497,-101.256080627441,-114.440216064453,,17563451.7766497,-102.468864440918,-112.917457580566,,17563451.7766497,2.14711347385474E-06,7.2886331037961E-07,,17563451.7766497,3.90179415957113,-7.77738980038981,,
17614213.1979695,-101.467041015625,-113.067756652832,,17614213.1979695,-101.723136901855,-111.152435302734,,17614213.1979695,2.200161268442E-06,4.37648146096667E-07,,17614213.1979695,5.73624392763753,-4.19043759091716,,
17664974.6192893,-102.99446105957,-114.45255279541,,17664974.6192893,-101.648773193359,-114.309066772461,,17664974.6192893,1.9745291440691E-06,5.93630312334457E-07,,17664974.6192893,5.54665347353597,-5.44922665341716,,
17715736.0406091,-102.5771484375,-112.680694580078,,17715736.0406091,-101.386138916016,-111.891860961914,,17715736.0406091,2.39337084348335E-06,4.07636049951257E-07,,17715736.0406091,4.25428744570394,-6.94216946347575,,
17766497.4619289,-97.0770721435547,-112.642272949219,,17766497.4619289,-98.0589141845703,-114.020446777344,,17766497.4619289,3.60375962363316E-06,5.90606475154335E-07,,17766497.4619289,3.83919497744222,-6.043304717382,,
17817258.8832487,-102.83228302002,-114.611785888672,,17817258.8832487,-102.652809143066,-113.185989379883,,17817258.8832487,2.6588045798438E-06,5.46590539963164E-07,,17817258.8832487,4.9663388373055,-7.95333126767497,,
17868020.3045685,-101.53865814209,-112.132942199707,,17868020.3045685,-102.136451721191,-111.38298034668,,17868020.3045685,2.31458603875692E-06,5.35418503895677E-07,,17868020.3045685,5.201568329493,-5.69444302304606,,
17918781.7258883,-102.135963439941,-112.701438903809,,17918781.7258883,-102.257446289063,-113.513107299805,,17918781.7258883,2.86959679513353E-06,5.81968436340929E-07,,17918781.7258883,5.62175723330159,-9.39965847714763,,
17969543.1472081,-101.490760803223,-111.848159790039,,17969543.1472081,-102.515914916992,-114.203948974609,,17969543.1472081,2.09493984094563E-06,5.91339431337716E-07,,17969543.1472081,3.71752902285238,-7.53776577695231,,
18020304.5685279,-101.960906982422,-115.767730712891,,18020304.5685279,-101.426979064941,-113.230354309082,,18020304.5685279,1.90843679705107E-06,5.09793619353835E-07,,18020304.5685279,5.16954776064534,-9.3139346001945,,
18071065.9898477,-100.973007202148,-113.465316772461,,18071065.9898477,-103.2236328125,-115.298477172852,,18071065.9898477,2.13869979403024E-06,5.22641295448846E-07,,18071065.9898477,5.17773410097738,-7.42497280820231,,
18121827.4111675,-100.953437805176,-114.655067443848,,18121827.4111675,-101.838150024414,-114.060523986816,,18121827.4111675,2.09328989890711E-06,4.02404018742589E-07,,18121827.4111675,4.76432772890706,-6.70467404111247,,
18172588.8324873,-101.749656677246,-112.71647644043,,18172588.8324873,-101.542640686035,-111.640342712402,,18172588.8324873,2.15176738335668E-06,6.39323823031556E-07,,18172588.8324873,4.72767611757894,-6.044281279882,,
18223350.2538071,-100.835334777832,-114.882659912109,,18223350.2538071,-99.8913955688477,-113.865821838379,,18223350.2538071,2.05955651527091E-06,5.85627169859346E-07,,18223350.2538071,6.60947390810628,-5.70572689755778,,
18274111.6751269,-102.526565551758,-114.511360168457,,18274111.6751269,-103.562934875488,-114.733734130859,,18274111.6751269,2.11592599744132E-06,5.98990632017472E-07,,18274111.6751269,4.06367465273519,-6.07801846249919,,
18324873.0964467,-101.622093200684,-115.47972869873,,18324873.0964467,-99.6649780273438,-113.573913574219,,18324873.0964467,1.93696578717894E-06,5.68443238252086E-07,,18324873.0964467,4.78410311953206,-6.17649868710856,,
18375634.5177665,-101.596122741699,-112.593849182129,,18375634.5177665,-102.49836730957,-111.940658569336,,18375634.5177665,2.08351083202831E-06,4.97413789487288E-07,,18375634.5177665,4.52780123964925,-6.21472958310466,,
18426395.9390863,-101.866020202637,-115.071876525879,,18426395.9390863,-101.172798156738,-111.838417053223,,18426395.9390863,2.51263000457767E-06,6.49845507887994E-07,,18426395.9390863,4.84611483828206,-4.75972012265544,,
18477157.3604061,-102.613311767578,-113.775352478027,,18477157.3604061,-102.24437713623,-113.117263793945,,18477157.3604061,2.02008990608495E-06,5.51220505100771E-07,,18477157.3604061,5.00579806582113,-6.98258999570231,,
18527918.7817259,-102.165893554688,-113.410064697266,,18527918.7817259,-102.164596557617,-114.573951721191,,18527918.7817259,2.09010589783242E-06,5.26469204098984E-07,,18527918.7817259,5.22200747744222,-7.58402279599528,,
18578680.2030457,-101.319023132324,-112.622444152832,,18578680.2030457,-101.476318359375,-113.33097076416,,18578680.2030457,2.32673890520026E-06,5.5297163170246E-07,,18578680.2030457,5.14537020937581,-6.62674740537028,,
18629441.6243655,-100.424049377441,-113.708854675293,,18629441.6243655,-99.7490005493164,-113.096588134766,,18629441.6243655,2.14811137458104E-06,6.86691769954768E-07,,18629441.6243655,4.15904208437581,-6.94879940732341,,
18680203.0456853,-101.754165649414,-112.474403381348,,18680203.0456853,-102.103614807129,-113.038368225098,,18680203.0456853,2.03888586656137E-06,5.42897130411035E-07,,18680203.0456853,4.71269198671956,-6.55938748105388,,
18730964.4670051,-100.596260070801,-114.582138061523,,18730964.4670051,-100.06714630127,-112.37410736084,,18730964.4670051,2.09442834865111E-06,5.76749301690048E-07,,18730964.4670051,4.7825009466805,-10.2747805474601,,
18781725.8883249,-100.150405883789,-115.151321411133,,18781725.8883249,-101.910949707031,-113.628387451172,,18781725.8883249,1.97234852385412E-06,5.68294965047524E-07,,18781725.8883249,5.05442782656331,-5.34853390439372,,
18832487.3096447,-100.672378540039,-112.03498840332,,18832487.3096447,-101.179534912109,-114.502975463867,,18832487.3096447,2.21809261999553E-06,4.79715044753623E-07,,18832487.3096447,4.25675936953206,-7.31192044003825,,
18883248.7309645,-101.482887268066,-112.761161804199,,18883248.7309645,-101.272956848145,-112.72624206543,,18883248.7309645,2.14357269174208E-06,4.36595347202047E-07,,18883248.7309645,4.53720065371175,-8.53591183408122,,
18934010.1522843,-101.12232208252,-113.303207397461,,18934010.1522843,-101.194770812988,-111.407936096191,,18934010.1522843,2.26501584688593E-06,4.74647271294893E-07,,18934010.1522843,4.79162570253988,-7.77879360898356,,
18984771.5736041,-101.310546875,-113.762672424316,,18984771.5736041,-100.620262145996,-113.266746520996,,18984771.5736041,2.17474546341221E-06,4.29170778335125E-07,,18984771.5736041,6.10260745302816,-5.33007839902263,,
19035532.9949239,-101.9521484375,-113.147758483887,,19035532.9949239,-101.59188079834,-114.022369384766,,19035532.9949239,2.24889476258919E-06,6.14814838408046E-07,,19035532.9949239,4.38529177920003,-5.17517880185466,,
19086294.4162437,-101.445190429688,-110.447479248047,,19086294.4162437,-101.665390014648,-113.808349609375,,19086294.4162437,2.04230395391377E-06,5.55941448497975E-07,,19086294.4162437,5.14347811953206,-8.03779629453044,,
19137055.8375635,-101.176803588867,-112.514610290527,,19137055.8375635,-102.271713256836,-114.038948059082,,19137055.8375635,1.88800216833017E-06,5.93709574222978E-07,,19137055.8375635,4.36446353212972,-6.20639828427653,,
19187817.2588832,-100.68595123291,-112.120704650879,,19187817.2588832,-100.42537689209,-112.648048400879,,19187817.2588832,1.8941514015077E-06,5.51126099328327E-07,,19187817.2588832,4.36515780703206,-5.82160977109294,,
19238578.680203,-100.575248718262,-112.376892089844,,19238578.680203,-101.028587341309,-113.543312072754,,19238578.680203,2.0457511313311E-06,4.26898413422928E-07,,19238578.680203,10.1577298285164,-7.04457119687419,,
19289340.1015228,-93.4186401367188,-112.033226013184,,19289340.1015228,-93.4535980224609,-111.740768432617,,19289340.1015228,1.96446782617145E-06,5.78602365450762E-07,,19289340.1015228,17.5652310492196,-4.70816830380778,,
19340101.5228426,-100.91748046875,-112.970985412598,,19340101.5228426,-100.527351379395,-112.130928039551,,19340101.5228426,1.91128361115018E-06,5.58343788688736E-07,,19340101.5228426,5.53972598330159,-6.98931149228434,,
19390862.9441624,-99.513542175293,-113.627090454102,,19390862.9441624,-100.164924621582,-114.909881591797,,19390862.9441624,2.19881083202573E-06,5.70110850076474E-07,,19390862.9441624,4.74423953310628,-5.92826107724528,,
19441624.3654822,-97.9464797973633,-111.657775878906,,19441624.3654822,-99.4272003173828,-113.352172851563,,19441624.3654822,2.38734286809318E-06,6.65075582898516E-07,,19441624.3654822,4.067779266993,-7.24067715390544,,
19492385.786802,-93.2978591918945,-109.18090057373,,19492385.786802,-98.0574188232422,-110.047317504883,,19492385.786802,3.17971905691881E-06,6.36153836427292E-07,,19492385.786802,6.35566684023519,-9.04328182919841,,
19543147.2081218,-100.834625244141,-111.078659057617,,19543147.2081218,-99.5146865844727,-110.112190246582,,19543147.2081218,2.5247291801334E-06,5.73647167148417E-07,,19543147.2081218,3.51921054140706,-6.08157376035075,,
19593908.6294416,-99.0327682495117,-110.562316894531,,19593908.6294416,-99.455696105957,-110.421028137207,,19593908.6294416,2.06087030112697E-06,4.21672784930555E-07,,19593908.6294416,4.39423342959066,-9.50527218564372,,
19644670.0507614,-99.2078704833984,-112.508842468262,,19644670.0507614,-97.7112426757813,-109.906730651855,,19644670.0507614,2.12761130744977E-06,5.55188968232204E-07,,19644670.0507614,5.27819033877034,-6.90666226132731,,
19695431.4720812,-98.795539855957,-109.504928588867,,19695431.4720812,-99.2425842285156,-110.332778930664,,19695431.4720812,1.9626809977318E-06,5.96071415241676E-07,,19695431.4720812,5.662505829493,-5.55899075253825,,
19746192.893401,-97.8905410766602,-109.82674407959,,19746192.893401,-98.4228897094727,-112.156852722168,,19746192.893401,2.34631800293904E-06,6.2173240259911E-07,,19746192.893401,3.09783145205159,-7.35118130429606,,
19796954.3147208,-98.3318710327148,-109.871162414551,,19796954.3147208,-98.2534408569336,-108.875289916992,,19796954.3147208,1.98308762872318E-06,4.46981865049101E-07,,19796954.3147208,4.54098483339925,-7.20339230283122,,
19847715.7360406,-97.3487777709961,-108.51237487793,,19847715.7360406,-96.9408340454102,-107.80313873291,,19847715.7360406,2.16574597022311E-06,4.44847623461806E-07,,19847715.7360406,5.67713900820394,-6.47816494687419,,
19898477.1573604,-94.6941909790039,-108.59107208252,,19898477.1573604,-95.1138305664063,-107.850845336914,,19898477.1573604,2.58809298265543E-06,4.64220163905925E-07,,19898477.1573604,3.86823245302816,-7.71363857968669,,
19949238.5786802,-94.7748947143555,-107.655296325684,,19949238.5786802,-95.9195709228516,-106.836486816406,,19949238.5786802,1.8950184183947E-06,6.71884352146231E-07,,19949238.5786802,4.10667392031331,-8.80595425351481,,
20000000,-95.5688323974609,-108.624946594238,,20000000,-94.4965972900391,-105.167541503906,,20000000,2.03542165166605E-06,5.72708214299105E-07,,20000000,4.57348605410238,-7.80469540341716,,
20050761.4213198,-93.198356628418,-107.063735961914,,20050761.4213198,-92.85009765625,-105.568916320801,,20050761.4213198,2.05597230052424E-06,4.60699565292778E-07,,20050761.4213198,5.44706698671956,-6.62234524472575,,
20101522.8426396,-90.4765167236328,-102.964218139648,,20101522.8426396,-89.8064270019531,-100.874450683594,,20101522.8426396,2.06970303653671E-06,6.27937469707061E-07,,20101522.8426396,5.27691622988363,-5.97900418027263,,
20152284.2639594,-87.9616775512695,-102.150810241699,,20152284.2639594,-89.1783981323242,-101.681259155273,,20152284.2639594,2.03126201402532E-06,5.22496708210691E-07,,20152284.2639594,6.65360995546956,-9.73513821347575,,
20203045.6852792,-84.9349517822266,-98.0703964233398,,20203045.6852792,-85.2343063354492,-98.207389831543,,20203045.6852792,1.97814512345777E-06,4.77103392431145E-07,,20203045.6852792,5.64117404238363,-7.06298855527263,,
20253807.106599,-78.9415054321289,-93.1928863525391,,20253807.106599,-80.9362945556641,-91.0192260742188,,20253807.106599,2.3176987037673E-06,5.19005308898468E-07,,20253807.106599,5.85224124209066,-5.20025662167888,,
20304568.5279188,-26.472900390625,-86.5697479248047,,20304568.5279188,-26.2428703308105,-85.2669525146484,,20304568.5279188,0.000194896253728173,6.65741297004927E-07,,20304568.5279188,57.2764584662118,-0.176063811620281,,
20355329.9492386,-25.3715629577637,-86.1401443481445,,20355329.9492386,-25.1305313110352,-85.6823196411133,,20355329.9492386,0.000221608678027937,6.70667363941121E-07,,20355329.9492386,58.3934247137703,-1.22470883115153,,
20406091.3705584,-79.4157333374023,-92.917839050293,,20406091.3705584,-77.18994140625,-92.8523406982422,,20406091.3705584,2.08705139339429E-06,5.60548200060512E-07,,20406091.3705584,9.51263400332113,-5.08219937070231,,
20456852.7918782,-83.8558731079102,-96.9633407592773,,20456852.7918782,-84.0697479248047,-97.2811965942383,,20456852.7918782,2.20925525627652E-06,5.20148537748669E-07,,20456852.7918782,4.5210263373055,-7.57208279355388,,
20507614.213198,-88.757568359375,-101.055084228516,,20507614.213198,-87.8428573608398,-99.2731094360352,,20507614.213198,2.01832871561052E-06,5.24299328495177E-07,,20507614.213198,4.75544711367269,-9.46997097714763,,
20558375.6345178,-89.8709869384766,-102.124282836914,,20558375.6345178,-91.9563140869141,-102.076988220215,,20558375.6345178,2.18165231520504E-06,4.98319019227993E-07,,20558375.6345178,4.81287356630941,-7.10413387997966,,
20609137.0558376,-92.953125,-103.975189208984,,20609137.0558376,-93.293701171875,-105.328407287598,,20609137.0558376,2.40049124675506E-06,4.70247663595571E-07,,20609137.0558376,5.75099154726644,-7.40055111630778,,
20659898.4771574,-95.1134185791016,-109.159400939941,,20659898.4771574,-93.8319320678711,-106.276031494141,,20659898.4771574,2.14227204236086E-06,4.96667667694413E-07,,20659898.4771574,4.40860720888753,-9.091888701757,,
20710659.8984772,-96.8090362548828,-106.182151794434,,20710659.8984772,-94.845573425293,-107.864479064941,,20710659.8984772,2.02920588140914E-06,4.3297761155933E-07,,20710659.8984772,3.43710299746175,-6.284515654882,,
20761421.319797,-97.4551391601563,-107.744422912598,,20761421.319797,-97.3472671508789,-108.967071533203,,20761421.319797,1.79541667438273E-06,3.81869761094008E-07,,20761421.319797,4.7969052435555,-9.92832211240153,,
20812182.7411168,-97.2633514404297,-110.59602355957,,20812182.7411168,-95.7339553833008,-108.517593383789,,20812182.7411168,1.84424567188451E-06,5.3530846648327E-07,,20812182.7411168,4.73667117373128,-6.98902157529216,,
20862944.1624365,-97.7861022949219,-109.526977539063,,20862944.1624365,-96.9364318847656,-108.74870300293,,20862944.1624365,2.16803376483525E-06,6.20896871773741E-07,,20862944.1624365,4.33935519472738,-6.21604946835856,,
20913705.5837563,-98.8236541748047,-109.697578430176,,20913705.5837563,-96.8021011352539,-108.101196289063,,20913705.5837563,1.87851540049435E-06,4.47240672505803E-07,,20913705.5837563,4.97749301211019,-7.01606014951091,,
