Name,VDS_A,,,Name,VDS_B,,,Name,V_MR,,,Name,VOUT_RF,,,
32081218.2741117,-103.589370727539,-116.617195129395,,32081218.2741117,-103.346961975098,-113.318534851074,,32081218.2741117,1.4058460369236E-06,4.22911309930626E-07,,32081218.2741117,3.02670260683675,-7.17016628964763,,
32131979.6954315,-101.71467590332,-114.279151916504,,32131979.6954315,-104.039520263672,-116.419883728027,,32131979.6954315,1.46206590980383E-06,4.0538654048411E-07,,32131979.6954315,4.14485903994222,-8.62702206357341,,
32182741.1167513,-103.87393951416,-114.94750213623,,32182741.1167513,-102.463394165039,-114.697769165039,,32182741.1167513,1.50721546045512E-06,3.97380130266336E-07,,32182741.1167513,2.43057986513753,-8.39400509579997,,
32233502.5380711,-103.19539642334,-113.989654541016,,32233502.5380711,-102.207527160645,-115.93278503418,,32233502.5380711,1.30726348426448E-06,4.22295488126495E-07,,32233502.5380711,3.59311648623128,-10.8052370904289,,
32284263.9593909,-103.290550231934,-113.780807495117,,32284263.9593909,-103.703117370605,-115.00415802002,,32284263.9593909,1.42519718468775E-06,3.73143386964315E-07,,32284263.9593909,3.12651797548909,-8.5927431939445,,
32335025.3807107,-103.255340576172,-113.897827148438,,32335025.3807107,-104.489822387695,-113.932052612305,,32335025.3807107,1.48216747706595E-06,3.8185600905572E-07,,32335025.3807107,4.24889346377034,-9.7084658501945,,
32385786.8020305,-102.753524780273,-117.080627441406,,32385786.8020305,-103.261779785156,-113.186790466309,,32385786.8020305,1.36377259852914E-06,4.32478548387531E-07,,32385786.8020305,4.49963351503988,-9.10485867246013,,
32436548.2233503,-103.161247253418,-116.430595397949,,32436548.2233503,-102.416000366211,-112.943664550781,,32436548.2233503,1.88969113164298E-06,3.84879896749505E-07,,32436548.2233503,3.20720645205159,-7.89215115292888,,
32487309.64467,-102.364822387695,-115.78946685791,,32487309.64467,-103.913597106934,-113.711669921875,,32487309.64467,1.56176233956821E-06,4.08243403242903E-07,,32487309.64467,5.17945071474691,-8.63798550351481,,
32538071.0659898,-103.594161987305,-116.10514831543,,32538071.0659898,-103.099098205566,-115.918479919434,,32538071.0659898,1.44133401094718E-06,3.11299313667096E-07,,32538071.0659898,3.13557406679769,-9.56802395566325,,
32588832.4873096,-103.111053466797,-115.272842407227,,32588832.4873096,-101.693374633789,-113.765747070313,,32588832.4873096,1.4499572426637E-06,3.59083312219809E-07,,32588832.4873096,4.41744204775472,-7.14126614316325,,
32639593.9086294,-103.799018859863,-114.860649108887,,32639593.9086294,-103.246643066406,-115.481742858887,,32639593.9086294,1.62255753398347E-06,3.03795752223231E-07,,32639593.9086294,2.97605105654378,-7.02510098203044,,
32690355.3299492,-102.612846374512,-113.548919677734,,32690355.3299492,-103.751052856445,-114.598358154297,,32690355.3299492,1.67691016647979E-06,3.86524370411196E-07,,32690355.3299492,3.56897708193441,-6.54475430234294,,
32741116.751269,-102.609558105469,-115.583213806152,,32741116.751269,-101.482688903809,-114.483528137207,,32741116.751269,1.56139336903308E-06,4.10649414757033E-07,,32741116.751269,3.70872470156331,-9.49001339658122,,
32791878.1725888,-96.6993637084961,-115.631401062012,,32791878.1725888,-96.5558166503906,-114.323989868164,,32791878.1725888,1.42970593794107E-06,3.8646258451892E-07,,32791878.1725888,3.38535281435628,-7.39839199765544,,
32842639.5939086,-103.024833679199,-119.106422424316,,32842639.5939086,-102.638916015625,-114.621620178223,,32842639.5939086,1.40363986144642E-06,2.89566616089684E-07,,32842639.5939086,4.97917910830159,-5.42829159482341,,
32893401.0152284,-103.658836364746,-114.274322509766,,32893401.0152284,-103.120880126953,-116.009979248047,,32893401.0152284,1.59313215057655E-06,3.17547380316082E-07,,32893401.0152284,4.16088076845784,-7.35251644833903,,
32944162.4365482,-103.175315856934,-115.013221740723,,32944162.4365482,-103.792533874512,-113.656089782715,,32944162.4365482,1.38928501977025E-06,3.78148728971984E-07,,32944162.4365482,3.844146454493,-11.2142336724601,,
32994923.857868,-90.9519882202148,-114.986251831055,,32994923.857868,-94.806884765625,-115.974143981934,,32994923.857868,1.71463340869923E-06,2.9283623767404E-07,,32994923.857868,3.497466766993,-10.2273638604484,,
33045685.2791878,-103.818328857422,-117.061584472656,,33045685.2791878,-102.627044677734,-114.095031738281,,33045685.2791878,1.58940862989193E-06,3.87848686113963E-07,,33045685.2791878,3.58196231142659,-11.6857073663078,,
33096446.7005076,-102.780883789063,-112.551246643066,,33096446.7005076,-103.397201538086,-114.971076965332,,33096446.7005076,1.85330540585838E-06,4.5844626457849E-07,,33096446.7005076,3.02545138613363,-7.85115078671794,,
33147208.1218274,-103.213645935059,-113.30126953125,,33147208.1218274,-103.727058410645,-114.121391296387,,33147208.1218274,1.37728423499342E-06,3.2075828925031E-07,,33147208.1218274,3.85865756289144,-7.86850765927653,,
33197969.5431472,-102.828483581543,-114.653045654297,,33197969.5431472,-103.103942871094,-114.695671081543,,33197969.5431472,1.5315038373854E-06,4.56061753451532E-07,,33197969.5431472,4.14276858584066,-7.88589504941325,,
33248730.964467,-103.269332885742,-114.669708251953,,33248730.964467,-102.589981079102,-116.033531188965,,33248730.964467,1.49825828093411E-06,4.09292900710899E-07,,33248730.964467,3.78639193789144,-9.03371456845622,,
33299492.3857868,-102.989379882813,-113.994438171387,,33299492.3857868,-103.50244140625,-113.999366760254,,33299492.3857868,1.75925384151271E-06,4.98352286050272E-07,,33299492.3857868,3.37685366884847,-8.80862454160075,,
33350253.8071066,-102.554336547852,-113.92643737793,,33350253.8071066,-103.117294311523,-114.290786743164,,33350253.8071066,1.51290831007177E-06,3.94336650559045E-07,,33350253.8071066,3.01878329531331,-6.77140835507731,,
33401015.2284264,-101.821403503418,-116.7158203125,,33401015.2284264,-102.385131835938,-113.946701049805,,33401015.2284264,1.58902894059176E-06,3.34235376842093E-07,,33401015.2284264,4.23838778750081,-7.34378079160075,,
33451776.6497462,-100.799179077148,-114.29727935791,,33451776.6497462,-102.495231628418,-115.63451385498,,33451776.6497462,1.66616428438769E-06,4.61268873035957E-07,,33451776.6497462,2.11914798037191,-7.70210293515544,,
33502538.071066,-102.901062011719,-113.480796813965,,33502538.071066,-101.930198669434,-112.209106445313,,33502538.071066,1.43888002450883E-06,3.55228435000403E-07,,33502538.071066,2.37324496523519,-7.31907681210856,,
33553299.4923858,-101.449584960938,-113.603042602539,,33553299.4923858,-100.700881958008,-111.733848571777,,33553299.4923858,1.44800486528257E-06,3.56996361159399E-07,,33553299.4923858,4.50767489687581,-8.88048580869059,,
33604060.9137056,-99.2755279541016,-113.060836791992,,33604060.9137056,-99.9583435058594,-111.557922363281,,33604060.9137056,1.53693603716169E-06,4.45760544350665E-07,,33604060.9137056,3.23302432314534,-8.88742855771403,,
33654822.3350254,-98.2671585083008,-113.482887268066,,33654822.3350254,-99.3242950439453,-112.219215393066,,33654822.3350254,1.50833058610942E-06,3.94660294845736E-07,,33654822.3350254,3.489898407618,-7.38920620663981,,
33705583.7563452,-97.5257797241211,-109.391326904297,,33705583.7563452,-96.9293746948242,-109.173805236816,,33705583.7563452,1.478700708969E-06,3.25606743991329E-07,,33705583.7563452,4.56416293398519,-6.49684933408122,,
33756345.177665,-93.9403228759766,-106.548072814941,,33756345.177665,-93.496826171875,-105.871162414551,,33756345.177665,1.5968601864927E-06,4.95170081090255E-07,,33756345.177665,4.25278445498128,-8.52870205624919,,
33807106.5989848,-80.1724853515625,-98.9691162109375,,33807106.5989848,-84.4225997924805,-101.362915039063,,33807106.5989848,1.91330764515814E-06,2.98617717526159E-07,,33807106.5989848,4.09947940127034,-7.77262142880778,,
33857868.0203046,-36.5556869506836,-92.4951782226563,,33857868.0203046,-36.3095817565918,-88.9810943603516,,33857868.0203046,2.03507841413857E-05,3.00902089105377E-07,,33857868.0203046,41.8540799261727,-6.1549990533195,,
33908629.4416244,-86.7097549438477,-100.110549926758,,33908629.4416244,-87.0472946166992,-102.326347351074,,33908629.4416244,1.4736102407167E-06,3.13703291161581E-07,,33908629.4416244,4.57065554873128,-6.84789303525309,,
33959390.8629442,-93.1577453613281,-106.158760070801,,33959390.8629442,-94.2205047607422,-108.790328979492,,33959390.8629442,1.40372740080312E-06,4.40380222068512E-07,,33959390.8629442,3.32506533877034,-7.038177764257,,
34010152.284264,-95.7916030883789,-109.386817932129,,34010152.284264,-97.8684463500977,-108.619720458984,,34010152.284264,1.54287394805207E-06,3.79307056790649E-07,,34010152.284264,4.220367157618,-6.87400082333903,,
34060913.7055838,-99.9665756225586,-113.581809997559,,34060913.7055838,-99.6089859008789,-109.63419342041,,34060913.7055838,1.65045638157476E-06,4.30821678024565E-07,,34060913.7055838,4.96244021670003,-7.47396115048747,,
34111675.1269035,-100.774887084961,-114.821136474609,,34111675.1269035,-100.637428283691,-112.36304473877,,34111675.1269035,1.52570349154396E-06,3.76938311232489E-07,,34111675.1269035,3.89710971132894,-9.10293606503825,,
34162436.5482233,-100.683708190918,-114.746398925781,,34162436.5482233,-101.929443359375,-113.415901184082,,34162436.5482233,1.47199316627158E-06,3.70498305397024E-07,,34162436.5482233,3.62590762392659,-7.96621731503825,,
34213197.9695431,-101.579147338867,-112.376678466797,,34213197.9695431,-100.935623168945,-112.994338989258,,34213197.9695431,1.79363078380411E-06,4.31999412162206E-07,,34213197.9695431,4.20377322451253,-9.47010830624919,,
34263959.3908629,-101.747566223145,-113.034591674805,,34263959.3908629,-101.949256896973,-114.976097106934,,34263959.3908629,1.68966104910829E-06,3.28139366946029E-07,,34263959.3908629,3.72438784853597,-6.59986904843669,,
34314720.8121827,-102.278144836426,-114.684349060059,,34314720.8121827,-102.667144775391,-112.689880371094,,34314720.8121827,1.4434422077235E-06,4.53719135240791E-07,,34314720.8121827,3.68857547060628,-6.9079287408195,,
34365482.2335025,-103.571723937988,-112.581207275391,,34365482.2335025,-102.99292755127,-115.337341308594,,34365482.2335025,1.52662845933749E-06,3.82425959360128E-07,,34365482.2335025,3.82750674502034,-7.75288418515544,,
34416243.6548223,-103.94319152832,-116.975799560547,,34416243.6548223,-102.474472045898,-115.066764831543,,34416243.6548223,1.63978927547272E-06,3.8598357005454E-07,,34416243.6548223,3.20329257265706,-9.36681393369059,,
34467005.0761421,-101.431976318359,-113.365020751953,,34467005.0761421,-103.424766540527,-115.384788513184,,34467005.0761421,1.32853738776325E-06,4.33107317727179E-07,,34467005.0761421,3.39121218935628,-9.11421993954997,,
34517766.4974619,-103.649711608887,-114.001327514648,,34517766.4974619,-100.933250427246,-115.242393493652,,34517766.4974619,1.48321065489861E-06,3.44151777377442E-07,,34517766.4974619,3.80663272158284,-8.21002224667888,,
34568527.9187817,-104.044799804688,-114.650634765625,,34568527.9187817,-104.263343811035,-115.351623535156,,34568527.9187817,1.43543128762506E-06,3.53860990595003E-07,,34568527.9187817,2.80473300234456,-7.04654721005778,,
34619289.3401015,-102.719528198242,-113.992874145508,,34619289.3401015,-103.477981567383,-114.768783569336,,34619289.3401015,1.45350726681316E-06,4.45813797125253E-07,,34619289.3401015,3.49914523378988,-7.49224880917888,,
34670050.7614213,-103.055526733398,-114.609710693359,,34670050.7614213,-103.258811950684,-114.910369873047,,34670050.7614213,1.44724193895456E-06,3.59184572062645E-07,,34670050.7614213,2.75941439882894,-6.80423763974528,,
34720812.1827411,-90.6041946411133,-113.940368652344,,34720812.1827411,-95.2230606079102,-114.469085693359,,34720812.1827411,1.85572275700777E-06,3.69914937806358E-07,,34720812.1827411,5.28395816103597,-11.337250029882,,
34771573.6040609,-103.623359680176,-118.27123260498,,34771573.6040609,-103.860389709473,-113.107887268066,,34771573.6040609,1.51232902584059E-06,3.45294518119737E-07,,34771573.6040609,3.96359988466878,-5.73638943417888,,
34822335.0253807,-102.396896362305,-117.306259155273,,34822335.0253807,-101.507774353027,-115.167457580566,,34822335.0253807,1.65922858482837E-06,4.39779907544191E-07,,34822335.0253807,4.15106936709066,-7.81957272275309,,
34873096.4467005,-103.522583007813,-115.618423461914,,34873096.4467005,-104.208389282227,-114.628341674805,,34873096.4467005,1.40784791475087E-06,4.11315808354441E-07,,34873096.4467005,2.38851138369222,-8.07757595761638,,
34923857.8680203,-103.63289642334,-117.179077148438,,34923857.8680203,-104.029373168945,-116.283798217773,,34923857.8680203,1.51273290702633E-06,3.30870375447798E-07,,34923857.8680203,4.964507782618,-7.05648068173747,,
34974619.2893401,-101.43431854248,-113.948745727539,,34974619.2893401,-103.350563049316,-113.39030456543,,34974619.2893401,1.41504723350832E-06,3.91788347580015E-07,,34974619.2893401,4.1448056341805,-9.91136196835856,,
35025380.7106599,-103.526153564453,-116.684394836426,,35025380.7106599,-103.393203735352,-114.308708190918,,35025380.7106599,1.66868048040564E-06,4.31188901194264E-07,,35025380.7106599,4.69338198916097,-8.06831387265544,,
35076142.1319797,-103.560775756836,-114.636421203613,,35076142.1319797,-104.329856872559,-115.284187316895,,35076142.1319797,1.4017633945538E-06,4.12720352077181E-07,,35076142.1319797,4.59033175722738,-7.75717953427653,,
35126903.5532995,-104.574554443359,-115.416976928711,,35126903.5532995,-101.393707275391,-113.148345947266,,35126903.5532995,1.32305592754915E-06,2.87498323489474E-07,,35126903.5532995,4.07574435488363,-7.79075649960856,,
35177664.9746193,-104.40259552002,-116.67310333252,,35177664.9746193,-103.618515014648,-113.705757141113,,35177664.9746193,1.33984506892965E-06,4.10606132955124E-07,,35177664.9746193,2.53278323427816,-9.6110537408195,,
35228426.3959391,-104.280426025391,-114.734260559082,,35228426.3959391,-103.542198181152,-114.627944946289,,35228426.3959391,1.3781325381306E-06,4.39753254483975E-07,,35228426.3959391,5.47827121035238,-9.04186276181559,,
35279187.8172589,-103.348983764648,-117.443046569824,,35279187.8172589,-103.841384887695,-114.70825958252,,35279187.8172589,1.65879724730286E-06,3.56023103349981E-07,,35279187.8172589,3.33289309755941,-9.16387203915934,,
35329949.2385787,-102.39998626709,-115.253547668457,,35329949.2385787,-103.41480255127,-115.726005554199,,35329949.2385787,1.36741905701468E-06,3.18373507259559E-07,,35329949.2385787,4.67353030459066,-9.216156279882,,
35380710.6598985,-102.534843444824,-113.478782653809,,35380710.6598985,-103.446060180664,-117.886497497559,,35380710.6598985,1.60478922911169E-06,2.56162489348978E-07,,35380710.6598985,3.19004794375081,-8.8310244439445,,
35431472.0812183,-103.140251159668,-117.314628601074,,35431472.0812183,-103.328033447266,-114.95915222168,,35431472.0812183,1.32113980518723E-06,3.66940612012976E-07,,35431472.0812183,3.38553591982503,-6.19942501767497,,
35482233.5025381,-103.633117675781,-116.304267883301,,35482233.5025381,-103.622695922852,-115.983581542969,,35482233.5025381,1.59455312814223E-06,4.12455072923885E-07,,35482233.5025381,3.10765811220784,-9.86940029843669,,
35532994.9238579,-103.365455627441,-114.829849243164,,35532994.9238579,-104.270179748535,-116.846778869629,,35532994.9238579,1.50257709078148E-06,4.51822115921298E-07,,35532994.9238579,3.98148318545003,-7.45714596494059,,
35583756.3451777,-102.258628845215,-114.240295410156,,35583756.3451777,-100.868453979492,-113.778114318848,,35583756.3451777,1.59327349159195E-06,3.01361003220587E-07,,35583756.3451777,3.94535037295003,-7.769623076757,,
35634517.7664975,-103.666534423828,-116.780258178711,,35634517.7664975,-102.41064453125,-113.817199707031,,35634517.7664975,1.70263002072419E-06,4.10820783332584E-07,,35634517.7664975,3.83599826113363,-8.84690121396403,,
35685279.1878173,-104.067962646484,-114.586799621582,,35685279.1878173,-104.050758361816,-113.40007019043,,35685279.1878173,1.4630808033676E-06,3.13334551332662E-07,,35685279.1878173,3.32121249453206,-9.13095883115153,,
35736040.6091371,-103.032569885254,-113.891036987305,,35736040.6091371,-104.015602111816,-116.011795043945,,35736040.6091371,1.40439337178298E-06,3.05380656060866E-07,,35736040.6091371,3.01610537783284,-11.0987093804679,,
35786802.0304568,-103.22004699707,-114.043395996094,,35786802.0304568,-102.327781677246,-113.126274108887,,35786802.0304568,1.43317994326438E-06,3.21723865375044E-07,,35786802.0304568,3.84971591250081,-7.38702419980388,,
35837563.4517766,-102.729553222656,-115.17578125,,35837563.4517766,-103.054832458496,-114.422348022461,,35837563.4517766,1.42436870388109E-06,4.38818716215919E-07,,35837563.4517766,4.31449099795003,-7.62119320615153,,
35888324.8730964,-103.47639465332,-112.856628417969,,35888324.8730964,-103.318496704102,-118.3349609375,,35888324.8730964,1.29640498906722E-06,3.86364494246144E-07,,35888324.8730964,3.32757540957113,-8.36252621396403,,
35939086.2944162,-102.678787231445,-114.075149536133,,35939086.2944162,-102.738998413086,-114.341659545898,,35939086.2944162,1.63226499213173E-06,3.42612034540589E-07,,35939086.2944162,4.74970217959066,-9.34828213437419,,
35989847.715736,-103.45588684082,-113.841339111328,,35989847.715736,-103.176109313965,-115.568824768066,,35989847.715736,1.33147783188824E-06,3.91926713779637E-07,,35989847.715736,2.75269290224691,-8.601410186132,,
36040609.1370558,-104.843284606934,-116.664916992188,,36040609.1370558,-104.107353210449,-115.516761779785,,36040609.1370558,1.41777685146256E-06,3.22361457499035E-07,,36040609.1370558,5.09712954775472,-8.32371548398356,,
36091370.5583756,-104.48543548584,-113.387336730957,,36091370.5583756,-102.28596496582,-113.82347869873,,36091370.5583756,1.43606815041889E-06,4.24839168241259E-07,,36091370.5583756,1.91415377871175,-11.4058077691398,,
36142131.9796954,-103.831893920898,-115.647705078125,,36142131.9796954,-102.097610473633,-114.587829589844,,36142131.9796954,1.59391178141191E-06,3.10041055173969E-07,,36142131.9796954,3.71025820986409,-7.84322384579997,,
36192893.4010152,-103.487892150879,-112.995269775391,,36192893.4010152,-102.410552978516,-115.707939147949,,36192893.4010152,1.57487247778249E-06,3.29184697059265E-07,,36192893.4010152,5.09379550234456,-6.07838467343669,,
36243654.822335,-103.894393920898,-115.12532043457,,36243654.822335,-103.622749328613,-112.311157226563,,36243654.822335,1.65984518414421E-06,3.79247090820724E-07,,36243654.822335,4.35235568300863,-7.81708554013591,,
36294416.2436548,-103.817260742188,-116.655075073242,,36294416.2436548,-102.653053283691,-116.953216552734,,36294416.2436548,1.4248742451496E-06,5.23850967047659E-07,,36294416.2436548,3.57591220156331,-8.96820095761638,,
36345177.6649746,-102.982788085938,-114.868072509766,,36345177.6649746,-104.080154418945,-117.149108886719,,36345177.6649746,1.47765291554462E-06,4.1368142158105E-07,,36345177.6649746,3.03140994326253,-9.050873076757,,
36395939.0862944,-103.589256286621,-114.554618835449,,36395939.0862944,-103.878105163574,-114.353034973145,,36395939.0862944,1.54626161812077E-06,3.90142381657476E-07,,36395939.0862944,3.21167727724691,-8.13831356747966,,
36446700.5076142,-104.187103271484,-113.332962036133,,36446700.5076142,-104.101936340332,-115.464088439941,,36446700.5076142,1.42121063546969E-06,4.06716889397189E-07,,36446700.5076142,2.18638583437581,-8.16185787900309,,
36497461.928934,-102.675796508789,-114.15242767334,,36497461.928934,-103.367156982422,-113.92578125,,36497461.928934,1.67067504123647E-06,3.66322301519651E-07,,36497461.928934,4.01621218935628,-7.08314541562419,,
36548223.3502538,-103.646270751953,-114.789909362793,,36548223.3502538,-103.82682800293,-114.843795776367,,36548223.3502538,1.35431345778715E-06,4.40369004569512E-07,,36548223.3502538,3.53830691591878,-9.58935574277263,,
36598984.7715736,-102.579193115234,-114.376289367676,,36598984.7715736,-103.956184387207,-114.774505615234,,36598984.7715736,1.47348210367014E-06,4.00999711148105E-07,,36598984.7715736,3.501861298243,-8.07859829648356,,
36649746.1928934,-102.593063354492,-114.579055786133,,36649746.1928934,-103.398132324219,-113.879379272461,,36649746.1928934,1.66005660070738E-06,3.22306530786645E-07,,36649746.1928934,3.57398959414144,-6.50417355283122,,
36700507.6142132,-102.649337768555,-115.502479553223,,36700507.6142132,-103.544746398926,-114.230422973633,,36700507.6142132,1.61140394877048E-06,4.09873560017751E-07,,36700507.6142132,3.63524600283284,-9.92106655820231,,
36751269.035533,-103.858551025391,-115.137878417969,,36751269.035533,-103.952102661133,-116.26424407959,,36751269.035533,1.42997344960227E-06,3.78432161799886E-07,,36751269.035533,4.35620852724691,-7.45278195126872,,
36802030.4568528,-104.881156921387,-114.820297241211,,36802030.4568528,-104.27320098877,-115.770240783691,,36802030.4568528,1.31112962816282E-06,3.42400239020655E-07,,36802030.4568528,3.86014529482503,-9.88056973203044,,
36852791.8781726,-103.310249328613,-114.962226867676,,36852791.8781726,-102.933364868164,-114.902198791504,,36852791.8781726,1.52752715308937E-06,3.96498374182761E-07,,36852791.8781726,3.55490847841878,-7.67827633603434,,
36903553.2994924,-103.289489746094,-114.431838989258,,36903553.2994924,-103.147811889648,-114.67741394043,,36903553.2994924,1.50672702509845E-06,3.34175785179603E-07,,36903553.2994924,3.70854159609456,-6.73738125546794,,
36954314.7208122,-103.762748718262,-116.53849029541,,36954314.7208122,-103.054870605469,-118.763694763184,,36954314.7208122,1.42364324038978E-06,3.4512562404621E-07,,36954314.7208122,3.79482241884847,-6.34459713681559,,
37005076.142132,-103.769477844238,-113.491851806641,,37005076.142132,-104.388710021973,-115.761016845703,,37005076.142132,1.39774785534622E-06,3.02726260475048E-07,,37005076.142132,2.89371463076253,-7.06490353329997,,
37055837.5634518,-103.980995178223,-114.459732055664,,37055837.5634518,-102.8515625,-115.864364624023,,37055837.5634518,1.36675381220198E-06,4.00965546806187E-07,,37055837.5634518,3.90663119570394,-7.98355129941325,,
37106598.9847716,-101.368087768555,-112.210624694824,,37106598.9847716,-102.451583862305,-114.475944519043,,37106598.9847716,1.60705180995717E-06,3.58568622206965E-07,,37106598.9847716,3.38372012392659,-7.96189144833903,,
37157360.4060914,-103.291549682617,-116.488922119141,,37157360.4060914,-104.181030273438,-114.486999511719,,37157360.4060914,1.53597919000271E-06,2.29414501416731E-07,,37157360.4060914,4.02260562197347,-7.85717037900309,,
37208121.8274112,-102.062538146973,-113.974540710449,,37208121.8274112,-103.490142822266,-113.667381286621,,37208121.8274112,1.29012994273239E-06,3.93979356509182E-07,,37208121.8274112,3.130767548243,-7.06769589169841,,
37258883.248731,-104.610481262207,-113.887741088867,,37258883.248731,-103.839630126953,-116.001815795898,,37258883.248731,1.51430029576457E-06,3.80935080560174E-07,,37258883.248731,3.00624057070394,-9.09515408261638,,
37309644.6700508,-104.288177490234,-115.252403259277,,37309644.6700508,-104.270584106445,-115.162338256836,,37309644.6700508,1.38533929751937E-06,4.24021233726318E-07,,37309644.6700508,4.17366000429769,-7.48683956845622,,
37360406.0913706,-104.042579650879,-116.656402587891,,37360406.0913706,-103.809143066406,-115.196701049805,,37360406.0913706,1.33216686064771E-06,2.83168319887595E-07,,37360406.0913706,2.88562747255941,-7.67984799130778,,
37411167.5126904,-102.531295776367,-115.113479614258,,37411167.5126904,-102.204025268555,-114.32112121582,,37411167.5126904,1.4119011511935E-06,4.67827657496508E-07,,37411167.5126904,4.18743106142659,-7.78379086240153,,
37461928.9340101,-103.292877197266,-115.170028686523,,37461928.9340101,-102.495445251465,-116.369987487793,,37461928.9340101,1.59798689448283E-06,3.73926234390731E-07,,37461928.9340101,2.60614749209066,-7.53660610898356,,
37512690.3553299,-103.821846008301,-114.857040405273,,37512690.3553299,-104.335922241211,-115.907157897949,,37512690.3553299,1.58357396480613E-06,3.31303399863057E-07,,37512690.3553299,3.92452975527425,-9.00378445371013,,
37563451.7766497,-104.221488952637,-113.639320373535,,37563451.7766497,-103.059066772461,-115.244583129883,,37563451.7766497,1.43451369332602E-06,4.20790715121663E-07,,37563451.7766497,3.16315432802816,-7.95143917783122,,
37614213.1979695,-103.922424316406,-114.687171936035,,37614213.1979695,-104.032073974609,-114.745666503906,,37614213.1979695,1.59351981877188E-06,4.11576739597669E-07,,37614213.1979695,2.91568728701253,-8.01924923642497,,
37664974.6192893,-99.9721527099609,-114.218536376953,,37664974.6192893,-101.347198486328,-115.66862487793,,37664974.6192893,1.37257665286391E-06,3.31223673865509E-07,,37664974.6192893,3.31687899843831,-9.76794460996013,,
37715736.0406091,-103.701110839844,-114.396759033203,,37715736.0406091,-104.696907043457,-115.965019226074,,37715736.0406091,1.26053865820051E-06,3.52359197753402E-07,,37715736.0406091,3.07384463564534,-8.44639614804606,,
37766497.4619289,-104.179908752441,-113.59058380127,,37766497.4619289,-103.547622680664,-115.21915435791,,37766497.4619289,1.80856341682392E-06,3.69666781520034E-07,,37766497.4619289,2.79804202334066,-9.57917050107341,,
37817258.8832487,-103.756523132324,-117.881629943848,,37817258.8832487,-103.249359130859,-114.948143005371,,37817258.8832487,1.43189899935546E-06,3.38791707216203E-07,,37817258.8832487,3.34973117128988,-7.54148892148356,,
37868020.3045685,-103.78133392334,-114.574844360352,,37868020.3045685,-103.429351806641,-115.671417236328,,37868020.3045685,1.40909744144595E-06,4.30784216139536E-07,,37868020.3045685,3.20379611269613,-8.10736111386638,,
37918781.7258883,-103.776000976563,-114.868026733398,,37918781.7258883,-103.909744262695,-115.042846679688,,37918781.7258883,1.52317141514078E-06,4.03477132368693E-07,,37918781.7258883,3.16291781679769,-7.46882656796794,,
37969543.1472081,-102.928161621094,-115.962371826172,,37969543.1472081,-103.565124511719,-115.386856079102,,37969543.1472081,1.38950225040599E-06,3.24947605305624E-07,,37969543.1472081,3.98895236269613,-8.84188107236247,,
38020304.5685279,-103.917266845703,-115.066337585449,,38020304.5685279,-104.09065246582,-114.92911529541,,38020304.5685279,1.50789079437198E-06,4.49793146910149E-07,,38020304.5685279,3.24016543642659,-8.653412139257,,
38071065.9898477,-105.082405090332,-116.130989074707,,38071065.9898477,-102.545593261719,-114.139175415039,,38071065.9898477,1.49350054306702E-06,2.71383260005886E-07,,38071065.9898477,3.22409793154378,-8.83711270078044,,
38121827.4111675,-104.099868774414,-115.52783203125,,38121827.4111675,-103.189880371094,-116.733627319336,,38121827.4111675,1.34457738291304E-06,3.30220014443116E-07,,38121827.4111675,3.18642398134847,-7.793548858007,,
38172588.8324873,-104.362716674805,-115.378173828125,,38172588.8324873,-104.344985961914,-118.488510131836,,38172588.8324873,1.46829094363935E-06,3.88538139589998E-07,,38172588.8324873,2.98104068056722,-6.75481442197184,,
38223350.2538071,-103.645492553711,-120.849655151367,,38223350.2538071,-104.132621765137,-115.41333770752,,38223350.2538071,1.54129052204475E-06,3.86469034232748E-07,,38223350.2538071,3.50934573427816,-8.42393521054606,,
38274111.6751269,-103.255630493164,-114.744064331055,,38274111.6751269,-102.466323852539,-116.413368225098,,38274111.6751269,1.36259438187892E-06,3.380375789821E-07,,38274111.6751269,3.37523623720784,-7.93338040097575,,
38324873.0964467,-102.063011169434,-114.31844329834,,38324873.0964467,-103.781578063965,-116.394721984863,,38324873.0964467,1.34185314414475E-06,3.22982156102981E-07,,38324873.0964467,2.64043399111409,-8.71209744199138,,
38375634.5177665,-104.232643127441,-115.94344329834,,38375634.5177665,-104.218360900879,-114.99959564209,,38375634.5177665,1.46578333587666E-06,4.03440630737611E-07,,38375634.5177665,3.88281222597738,-8.49683407529216,,
38426395.9390863,-103.382125854492,-114.12419128418,,38426395.9390863,-103.354797363281,-114.821090698242,,38426395.9390863,1.49189702314189E-06,4.09010783282143E-07,,38426395.9390863,2.64397403017659,-8.4267275689445,,
38477157.3604061,-104.227691650391,-116.751922607422,,38477157.3604061,-103.336860656738,-115.144836425781,,38477157.3604061,1.3580825352262E-06,3.47351502549137E-07,,38477157.3604061,4.04791232363363,-9.46885708554606,,
38527918.7817259,-102.480186462402,-114.31615447998,,38527918.7817259,-103.770797729492,-113.837730407715,,38527918.7817259,2.26906015630703E-06,3.34845995587795E-07,,38527918.7817259,4.8528134466805,-8.08247402890544,,
38578680.2030457,-103.391426086426,-114.931350708008,,38578680.2030457,-103.417404174805,-117.343482971191,,38578680.2030457,1.61146198134894E-06,3.2412548684502E-07,,38578680.2030457,2.37157412783284,-9.06256893857341,,
