FET,LOAD,V_IN,I_IN,V_OUT,I_OUT,P_OUT,V_IN_PP,V_IN_AVG,I_PRI_AVG,I_PRI_PP,I_PRI_RMS,V_OUT_PP,V_OUT_AVG,I_SEC_PP,I_SEC_AVG,I_SEC_RMS,V_PRI_PP,V_SEC_PP,V_TANK_IN_PP,V_TANK_OUT_PP
IGB110S101,RB058LAM100TF,24.4512,1.14207721,34.61756,0.6921629,23.96189,0.3,24.6605,-0.067,2.25,0.747,0.147,34.7717,2.69,-0.03,0.895,390.0,520.0,113.0,92.0
IGB110S101,RB058LAM100TF,24.453225,1.15157141,34.95427,0.6918702,24.18459,0.294,24.6454,-0.071,2.25,0.743,0.15,35.0893,2.63,-0.031,0.891,390.0,520.0,113.0,94.0
IGB110S101,RB058LAM100TF,24.449423,1.15981715,35.24137,0.6910582,24.36917,0.288,24.6244,-0.067,2.25,0.748,0.156,35.3735,2.69,-0.027,0.895,410.0,520.0,113.0,97.0
IGB110S101,RB058LAM100TF,24.441269,1.1685004,35.56025,0.6902744,24.54316,0.281,24.6576,-0.073,2.25,0.755,0.159,35.722,2.63,-0.031,0.89,410.0,520.0,113.0,97.0
IGB110S101,RB058LAM100TF,24.463339,1.17820624,35.9062,0.6902404,24.78802,0.275,24.6641,-0.073,2.25,0.761,0.153,36.0457,2.63,-0.029,0.889,410.0,520.0,113.0,100.0
IGB110S101,RB058LAM100TF,24.462827,1.18678234,36.21929,0.6897767,24.98306,0.275,24.6631,-0.071,2.38,0.765,0.159,36.3648,2.69,-0.033,0.889,410.0,520.0,113.0,100.0
IGB110S101,RB058LAM100TF,24.463123,1.19460387,36.50587,0.6892902,25.1615,0.288,24.6775,-0.072,2.25,0.766,0.156,36.6467,2.69,-0.035,0.889,440.0,530.0,113.0,100.0
IGB110S101,RB058LAM100TF,24.46459,1.2023862,36.81099,0.6876814,25.32135,0.294,24.6621,-0.066,2.38,0.771,0.159,36.9625,2.69,-0.023,0.883,420.0,520.0,113.0,100.0
IGB110S101,RB058LAM100TF,24.463404,1.21145171,37.13215,0.6873339,25.51944,0.288,24.6543,-0.071,2.31,0.77,0.166,37.2866,2.69,-0.034,0.886,420.0,530.0,113.0,100.0
IGB110S101,RB058LAM100TF,24.462334,1.21966515,37.44768,0.6868539,25.71999,0.288,24.6764,-0.07,2.25,0.776,0.163,37.6173,2.69,-0.033,0.884,440.0,530.0,113.0,103.0
IGB110S101,RB058LAM100TF,24.474907,1.22927831,37.78189,0.6866,25.95061,0.3,24.6794,-0.073,2.38,0.788,0.172,37.9175,2.63,-0.025,0.881,420.0,520.0,113.0,103.0
IGB110S101,RB058LAM100TF,24.468514,1.23791477,38.09776,0.6860228,26.1333,0.294,24.6524,-0.066,2.31,0.787,0.172,38.2411,2.63,-0.029,0.882,440.0,520.0,113.0,103.0
IGB110S101,RB058LAM100TF,24.475885,1.24603168,38.38677,0.6852589,26.32333,0.3,24.6844,-0.07,2.38,0.789,0.181,38.558,2.56,-0.026,0.88,440.0,520.0,113.0,106.0
IGB110S101,RB058LAM100TF,24.484386,1.25481571,38.7135,0.6848853,26.51552,0.33,24.701,-0.065,2.38,0.795,0.184,38.8625,2.69,-0.032,0.885,440.0,520.0,116.0,106.0
IGB110S101,RB058LAM100TF,24.475515,1.26223374,38.99023,0.684106,26.66987,0.34,24.6613,-0.072,2.44,0.8,0.194,39.1349,2.63,-0.033,0.881,440.0,520.0,113.0,106.0
IGB110S101,RB058LAM100TF,24.469999,1.2707447,39.298,0.6832713,26.85431,0.33,24.6817,-0.066,2.44,0.805,0.197,39.4456,2.63,-0.027,0.88,450.0,520.0,113.0,106.0
IGB110S101,RB058LAM100TF,24.472081,1.27926977,39.60969,0.6827683,27.04472,0.34,24.6653,-0.066,2.5,0.808,0.197,39.7564,2.63,-0.033,0.883,440.0,520.0,113.0,106.0
IGB110S101,RB058LAM100TF,24.474067,1.28767046,39.94642,0.6824331,27.24083,0.36,24.6819,-0.073,2.5,0.816,0.197,40.0676,2.63,-0.026,0.882,450.0,520.0,113.0,106.0
IGB110S101,RB058LAM100TF,24.475661,1.29584169,40.22321,0.681803,27.42391,0.33,24.6767,-0.073,2.44,0.821,0.2,40.3755,2.63,-0.031,0.882,440.0,530.0,113.0,109.0
IGB110S101,RB058LAM100TF,24.47893,1.30500706,40.56548,0.6813654,27.64319,0.36,24.6813,-0.071,2.44,0.823,0.2,40.7206,2.63,-0.031,0.878,450.0,520.0,113.0,106.0
IGB110S101,RB058LAM100TF,24.497928,1.31331944,40.87297,0.6811444,27.83908,0.38,24.7184,-0.07,2.5,0.827,0.206,41.0581,2.56,-0.028,0.877,450.0,520.0,116.0,109.0
IGB110S101,RB058LAM100TF,24.481339,1.32022981,41.16096,0.6800699,27.98743,0.36,24.6833,-0.074,2.5,0.833,0.2,41.315,2.63,-0.036,0.874,470.0,530.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.489243,1.32821616,41.44915,0.6797018,28.17605,0.38,24.6925,-0.069,2.5,0.834,0.197,41.6065,2.56,-0.027,0.875,470.0,520.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.492924,1.33717381,41.79023,0.6790998,28.37509,0.34,24.712,-0.076,2.5,0.839,0.203,41.9492,2.63,-0.031,0.882,470.0,520.0,116.0,113.0
IGB110S101,RB058LAM100TF,24.493467,1.33983016,41.88856,0.6788827,28.43987,0.36,24.697,-0.069,2.5,0.841,0.203,42.0632,2.56,-0.031,0.876,470.0,520.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.494592,1.34493812,42.08826,0.678521,28.55772,0.34,24.7168,-0.069,2.5,0.844,0.203,42.239,2.63,-0.03,0.871,470.0,520.0,113.0,113.0
IGB110S101,RB058LAM100TF,24.522602,1.3544548,42.43535,0.6785663,28.77944,0.36,24.7109,-0.072,2.56,0.851,0.197,42.5704,2.63,-0.029,0.871,480.0,530.0,116.0,113.0
IGB110S101,RB058LAM100TF,24.495178,1.36009216,42.66512,0.6772236,28.89194,0.36,24.6981,-0.065,2.56,0.851,0.194,42.827,2.56,-0.022,0.868,480.0,520.0,116.0,116.0
IGB110S101,RB058LAM100TF,24.500192,1.36888417,43.00066,0.6768782,29.11214,0.33,24.6827,-0.065,2.56,0.858,0.197,43.1562,2.63,-0.026,0.871,480.0,530.0,119.0,119.0
IGB110S101,RB058LAM100TF,24.497725,1.37574978,43.27123,0.675879,29.24254,0.36,24.6953,-0.073,2.56,0.863,0.194,43.4271,2.63,-0.036,0.874,480.0,520.0,119.0,119.0
IGB110S101,RB058LAM100TF,24.500636,1.38251945,43.52984,0.6755807,29.41214,0.34,24.714,-0.073,2.56,0.868,0.194,43.6959,2.63,-0.031,0.871,480.0,520.0,116.0,119.0
IGB110S101,RB058LAM100TF,24.503066,1.39108419,43.86942,0.6747833,29.60612,0.36,24.7263,-0.07,2.63,0.871,0.184,44.0379,2.56,-0.03,0.866,500.0,520.0,116.0,119.0
IGB110S101,RB058LAM100TF,24.505683,1.39854634,44.16635,0.6741059,29.77457,0.33,24.7028,-0.073,2.63,0.876,0.184,44.3489,2.63,-0.027,0.867,480.0,530.0,116.0,119.0
IGB110S101,RB058LAM100TF,24.507895,1.40526423,44.43037,0.6734933,29.92632,0.36,24.7085,-0.07,2.63,0.876,0.188,44.603,2.56,-0.037,0.872,480.0,520.0,113.0,119.0
IGB110S101,RB058LAM100TF,24.510493,1.41374685,44.76718,0.6724504,30.10922,0.38,24.7148,-0.075,2.56,0.885,0.181,44.9037,2.56,-0.034,0.867,500.0,520.0,116.0,125.0
IGB110S101,RB058LAM100TF,24.513039,1.42046121,45.03214,0.6719303,30.25066,0.33,24.6978,-0.075,2.63,0.889,0.175,45.2195,2.56,-0.028,0.865,480.0,520.0,113.0,122.0
IGB110S101,RB058LAM100TF,24.51537,1.42681713,45.28788,0.6712683,30.39895,0.34,24.7232,-0.075,2.63,0.889,0.178,45.46,2.56,-0.034,0.861,500.0,520.0,116.0,119.0
IGB110S101,RB058LAM100TF,24.517599,1.43521781,45.62189,0.6702175,30.58163,0.33,24.7288,-0.071,2.63,0.896,0.178,45.7975,2.56,-0.024,0.862,500.0,520.0,116.0,122.0
IGB110S101,RB058LAM100TF,24.519713,1.44196639,45.91145,0.6698003,30.74775,0.38,24.7253,-0.068,2.69,0.901,0.178,46.0869,2.56,-0.032,0.862,500.0,530.0,116.0,122.0
IGB110S101,RB058LAM100TF,24.522031,1.44940871,46.17761,0.6692272,30.9049,0.34,24.7287,-0.066,2.69,0.905,0.175,46.3522,2.56,-0.034,0.855,500.0,520.0,113.0,125.0
IGB110S101,RB058LAM100TF,24.524135,1.45620625,46.46632,0.668217,31.05081,0.34,24.7157,-0.071,2.69,0.908,0.175,46.6394,2.56,-0.028,0.858,520.0,520.0,116.0,122.0
IGB110S101,RB058LAM100TF,24.526426,1.46352495,46.76089,0.6676639,31.22086,0.36,24.7193,-0.069,2.63,0.914,0.172,46.9301,2.56,-0.03,0.86,520.0,520.0,116.0,122.0
