Time (s),V_TANK_IN,I_PRI,V_TANK_OUT,I_SEC
0.0,-53.12502527999999,-0.9062500096,28.125007359999998,-0.5624993279999995
5e-10,-56.25002495999999,-0.9062500096,28.125007359999998,-0.5624993279999995
1e-09,-53.12502527999999,-0.9062500096,31.25000704,-0.5624993279999995
1.5000000000000002e-09,-53.12502527999999,-0.9375000064,28.125007359999998,-0.5624993279999995
2e-09,-53.12502527999999,-0.9062500096,25.000007679999996,-0.5624993279999995
2.5e-09,-53.12502527999999,-0.9375000064,25.000007679999996,-0.4999993344
3.0000000000000004e-09,-56.25002495999999,-0.9062500096,25.000007679999996,-0.43749934079999964
3.5000000000000003e-09,-53.12502527999999,-0.9375000064,21.875007999999994,-0.5624993279999995
4e-09,-56.25002495999999,-0.9375000064,21.875007999999994,-0.4999993344
4.500000000000001e-09,-53.12502527999999,-0.9062500096,18.750008319999992,-0.4999993344
5e-09,-56.25002495999999,-0.9062500096,28.125007359999998,-0.4999993344
5.5000000000000004e-09,-53.12502527999999,-0.9062500096,21.875007999999994,-0.4999993344
6.000000000000001e-09,-53.12502527999999,-0.9062500096,18.750008319999992,-0.43749934079999964
6.5e-09,-53.12502527999999,-0.9062500096,18.750008319999992,-0.43749934079999964
7.000000000000001e-09,-50.00002559999999,-0.8750000128,18.750008319999992,-0.37499934720000017
7.500000000000001e-09,-53.12502527999999,-0.9062500096,15.62500863999999,-0.3124993535999998
8e-09,-53.12502527999999,-0.8750000128,15.62500863999999,-0.3124993535999998
8.5e-09,-53.12502527999999,-0.9062500096,12.500008960000002,-0.3124993535999998
9.000000000000001e-09,-53.12502527999999,-0.843750016,15.62500863999999,-0.37499934720000017
9.5e-09,-50.00002559999999,-0.8750000128,15.62500863999999,-0.3124993535999998
1e-08,-53.12502527999999,-0.8750000128,12.500008960000002,-0.24999935999999945
1.0500000000000001e-08,-50.00002559999999,-0.9062500096,9.37500928,-0.24999935999999945
1.1000000000000001e-08,-50.00002559999999,-0.8750000128,12.500008960000002,-0.18749936639999998
