Time (s),V_MR
0.0,4.8114998784
5e-10,4.9364998656
1e-09,5.0614998528
1.5000000000000002e-09,5.18649984
2e-09,5.3114998272000005
2.5e-09,5.4364998144
3.0000000000000004e-09,5.4364998144
3.5000000000000003e-09,5.5614998016
4e-09,5.6239997952
4.500000000000001e-09,5.6239997952
5e-09,5.6864997888
5.5000000000000004e-09,5.7489997824
6.000000000000001e-09,5.811499776
6.5e-09,5.811499776
7.000000000000001e-09,5.8739997696
7.500000000000001e-09,5.9364997632000005
8e-09,5.8739997696
8.5e-09,5.811499776
9.000000000000001e-09,5.811499776
9.5e-09,5.811499776
1e-08,5.8739997696
1.0500000000000001e-08,5.7489997824
1.1000000000000001e-08,5.7489997824
1.15e-08,5.6864997888
1.2000000000000002e-08,5.6239997952
1.2500000000000001e-08,5.5614998016
1.3e-08,5.6239997952
1.35e-08,5.498999808
1.4000000000000001e-08,5.3739998208
1.45e-08,5.2489998336
1.5000000000000002e-08,5.18649984
1.55e-08,5.0614998528
1.6e-08,4.9989998592
1.6500000000000002e-08,4.873999872000001
1.7e-08,4.8114998784
1.75e-08,4.6864998912
1.8000000000000002e-08,4.4989999104
1.85e-08,4.4364999168
1.9e-08,4.248999936000001
1.9500000000000003e-08,4.1239999488
2e-08,3.936499968
2.05e-08,3.8114999808000003
2.1000000000000003e-08,3.6864999936
2.15e-08,3.4990000128000003
2.2000000000000002e-08,3.4365000192
2.2500000000000003e-08,3.311500032
2.3e-08,3.1240000512000003
2.3500000000000002e-08,2.9365000704
2.4000000000000003e-08,2.8115000832000003
2.45e-08,2.686500096
2.5000000000000002e-08,2.4990001152000003
2.55e-08,2.3115001344
2.6e-08,2.1240001536
2.6500000000000002e-08,1.9990001664000001
2.7e-08,1.8740001792000003
2.75e-08,1.6865001984
2.8000000000000003e-08,1.5615002112000003
2.85e-08,1.3740002304
2.9e-08,1.2490002432000002
2.9500000000000003e-08,1.0615002624
3.0000000000000004e-08,0.9365002752000002
3.05e-08,0.8115002880000004
3.1e-08,0.6240003072000002
3.1500000000000004e-08,0.4990003200000004
3.2e-08,0.3115003392000002
3.25e-08,0.18650035200000037
3.3000000000000004e-08,0.12400035840000045
3.35e-08,-0.0009996287999998188
3.4e-08,-0.12599961599999965
3.4500000000000005e-08,-0.2509996031999999
3.5e-08,-0.31349959679999984
3.55e-08,-0.37599959039999975
3.6000000000000005e-08,-0.4384995840000001
3.65e-08,-0.6259995647999994
3.7e-08,-0.7509995520000001
3.7500000000000005e-08,-0.8134995455999996
3.8e-08,-0.8759995392
3.85e-08,-0.9384995327999994
3.9000000000000005e-08,-1.0009995263999998
3.95e-08,-1.0009995263999998
4e-08,-1.0009995263999998
4.0500000000000005e-08,-1.0634995200000001
4.1e-08,-1.1884995072
4.15e-08,-1.1884995072
4.2000000000000006e-08,-1.1884995072
4.2500000000000003e-08,-1.1884995072
4.3e-08,-1.1884995072
4.3500000000000006e-08,-1.1884995072
4.4000000000000004e-08,-1.1259995135999996
4.45e-08,-1.1259995135999996
4.5000000000000006e-08,-1.1259995135999996
4.5500000000000004e-08,-1.1259995135999996
4.6e-08,-1.0009995263999998
4.6500000000000006e-08,-0.9384995327999994
4.7000000000000004e-08,-0.8759995392
4.75e-08,-0.8759995392
4.8000000000000006e-08,-0.7509995520000001
4.8500000000000004e-08,-0.6884995583999998
4.9e-08,-0.5634995711999999
4.95e-08,-0.4384995840000001
5.0000000000000004e-08,-0.31349959679999984
5.05e-08,-0.18849960959999956
5.1e-08,-0.18849960959999956
5.1500000000000005e-08,-0.12599961599999965
5.2e-08,-0.0009996287999998188
5.25e-08,0.18650035200000037
5.3000000000000005e-08,0.3740003328000001
5.35e-08,0.4990003200000004
5.4e-08,0.6240003072000002
5.4500000000000005e-08,0.6865003008000001
5.5e-08,0.8115002880000004
5.55e-08,0.9990002688000001
5.6000000000000005e-08,1.1865002496000003
5.65e-08,1.3740002304
5.7e-08,1.436500224
5.7500000000000005e-08,1.5615002112000003
5.8e-08,1.7490001920000002
5.85e-08,2.0615001600000005
5.9000000000000006e-08,2.1865001472000003
5.9500000000000003e-08,2.3115001344
6.000000000000001e-08,2.4365001216
6.05e-08,2.4990001152000003
6.1e-08,2.7490000896
6.15e-08,2.999000064
6.2e-08,3.1865000448000003
6.250000000000001e-08,3.2490000384
6.300000000000001e-08,3.2490000384
6.35e-08,3.3740000256
6.4e-08,3.624
6.45e-08,3.7489999872
6.5e-08,3.936499968
6.55e-08,4.0614999552
6.600000000000001e-08,4.1239999488
6.65e-08,4.3114999296
6.7e-08,4.4364999168
6.75e-08,4.6239998976
6.8e-08,4.7489998848
6.85e-08,4.6864998912
6.900000000000001e-08,4.8114998784
6.950000000000001e-08,4.9989998592
7e-08,5.0614998528
7.05e-08,5.1239998464
7.1e-08,5.2489998336
7.15e-08,5.3739998208
7.200000000000001e-08,5.3739998208
7.250000000000001e-08,5.498999808
7.3e-08,5.5614998016
7.35e-08,5.6239997952
7.4e-08,5.6864997888
7.45e-08,5.6239997952
7.500000000000001e-08,5.6864997888
7.550000000000001e-08,5.6864997888
7.6e-08,5.7489997824
7.65e-08,5.7489997824
