Time (s),V_PRI,V_SEC,V_IN
0.0,-14.500052480000022,-165.54998528000002,19.140625018879998
5e-10,-20.75005183999997,-165.54998528000002,19.1375000192
1e-09,-14.500052480000022,-165.54998528000002,19.14375001856
1.5000000000000002e-09,-8.250053119999961,-171.79998464000002,19.1375000192
2e-09,-14.500052480000022,-165.54998528000002,19.1375000192
2.5e-09,-8.250053119999961,-171.79998464000002,19.13437501952
3.0000000000000004e-09,4.249945600000046,-165.54998528000002,19.125000020479998
3.5000000000000003e-09,-2.0000537600000143,-165.54998528000002,19.1218750208
4e-09,-2.0000537600000143,-165.54998528000002,19.12812502016
4.500000000000001e-09,-2.0000537600000143,-165.54998528000002,19.125000020479998
5e-09,4.249945600000046,-171.79998464000002,19.11875002112
5.5000000000000004e-09,4.249945600000046,-171.79998464000002,19.11562502144
6.000000000000001e-09,16.749944320000054,-178.04998400000002,19.11250002176
6.5e-09,10.499944959999993,-171.79998464000002,19.10312502272
7.000000000000001e-09,16.749944320000054,-171.79998464000002,19.10312502272
7.500000000000001e-09,16.749944320000054,-165.54998528000002,19.09687502336
8e-09,16.749944320000054,-171.79998464000002,19.09375002368
8.5e-09,16.749944320000054,-165.54998528000002,19.090625023999998
9.000000000000001e-09,29.249943040000062,-165.54998528000002,19.09687502336
9.5e-09,22.99994368,-165.54998528000002,19.10000002304
1e-08,22.99994368,-171.79998464000002,19.10000002304
1.0500000000000001e-08,29.249943040000062,-165.54998528000002,19.10312502272
1.1000000000000001e-08,35.49994240000001,-159.29998592,19.09375002368
1.15e-08,35.49994240000001,-159.29998592,19.09687502336
1.2000000000000002e-08,35.49994240000001,-159.29998592,19.10000002304
1.2500000000000001e-08,35.49994240000001,-159.29998592,19.09687502336
1.3e-08,41.74994176000007,-153.04998656,19.09375002368
1.35e-08,41.74994176000007,-159.29998592,19.09375002368
1.4000000000000001e-08,47.99994112000002,-159.29998592,19.09375002368
1.45e-08,41.74994176000007,-159.29998592,19.09375002368
1.5000000000000002e-08,47.99994112000002,-159.29998592,19.09375002368
1.55e-08,54.24994048000008,-153.04998656,19.09375002368
1.6e-08,47.99994112000002,-153.04998656,19.090625023999998
1.6500000000000002e-08,41.74994176000007,-146.7999872,19.08750002432
1.7e-08,54.24994048000008,-140.54998784,19.08750002432
1.75e-08,54.24994048000008,-140.54998784,19.09375002368
1.8000000000000002e-08,60.499939840000025,-140.54998784,19.09375002368
1.85e-08,60.499939840000025,-140.54998784,19.09687502336
1.9e-08,66.74993920000009,-140.54998784,19.08437502464
1.9500000000000003e-08,60.499939840000025,-134.29998848000002,19.08437502464
2e-08,66.74993920000009,-134.29998848000002,19.08125002496
2.05e-08,66.74993920000009,-134.29998848000002,19.075000025599998
2.1000000000000003e-08,72.99993856000003,-128.04998912000002,19.07187502592
2.15e-08,66.74993920000009,-134.29998848000002,19.06562502656
2.2000000000000002e-08,79.24993791999998,-134.29998848000002,19.06562502656
2.2500000000000003e-08,72.99993856000003,-134.29998848000002,19.059375027199998
2.3e-08,72.99993856000003,-128.04998912000002,19.059375027199998
2.3500000000000002e-08,72.99993856000003,-121.79998976,19.05625002752
2.4000000000000003e-08,79.24993791999998,-115.5499904,19.059375027199998
2.45e-08,79.24993791999998,-115.5499904,19.05625002752
2.5000000000000002e-08,85.49993728000004,-109.29999104,19.06250002688
2.55e-08,79.24993791999998,-115.5499904,19.06562502656
2.6e-08,79.24993791999998,-109.29999104,19.075000025599998
2.6500000000000002e-08,85.49993728000004,-103.04999168,19.090625023999998
2.7e-08,85.49993728000004,-103.04999168,19.090625023999998
2.75e-08,97.99993600000005,-103.04999168,19.09687502336
2.8000000000000003e-08,91.74993663999999,-90.54999296,19.10000002304
2.85e-08,91.74993663999999,-96.79999232,19.09375002368
2.9e-08,91.74993663999999,-84.29999360000001,19.090625023999998
2.9500000000000003e-08,97.99993600000005,-90.54999296,19.08750002432
3.0000000000000004e-08,104.24993536,-90.54999296,19.090625023999998
3.05e-08,104.24993536,-90.54999296,19.08750002432
3.1e-08,104.24993536,-84.29999360000001,19.08750002432
3.1500000000000004e-08,104.24993536,-78.04999424,19.08125002496
3.2e-08,104.24993536,-78.04999424,19.075000025599998
3.25e-08,110.49993472000006,-71.79999488,19.06562502656
3.3000000000000004e-08,116.74993408,-65.54999552,19.06250002688
3.35e-08,110.49993472000006,-71.79999488,19.059375027199998
3.4e-08,110.49993472000006,-65.54999552,19.05625002752
3.4500000000000005e-08,116.74993408,-59.299996160000006,19.05625002752
3.5e-08,122.99993344000006,-53.0499968,19.03750002944
3.55e-08,122.99993344000006,-53.0499968,19.0281250304
3.6000000000000005e-08,116.74993408,-46.79999744,19.0281250304
3.65e-08,116.74993408,-53.0499968,19.02187503104
3.7e-08,122.99993344000006,-40.54999808,19.02187503104
3.7500000000000005e-08,122.99993344000006,-46.79999744,19.01562503168
3.8e-08,135.49993216000007,-40.54999808,19.02187503104
3.85e-08,129.2499328,-53.0499968,19.025000030719998
3.9000000000000005e-08,129.2499328,-34.299998720000005,19.03125003008
3.95e-08,135.49993216000007,-40.54999808,19.03125003008
4e-08,135.49993216000007,-28.04999936,19.025000030719998
4.0500000000000005e-08,129.2499328,-28.04999936,19.012500032
4.1e-08,135.49993216000007,-15.55000064,19.009375032319998
4.15e-08,135.49993216000007,-28.04999936,19.00625003264
4.2000000000000006e-08,135.49993216000007,-21.8,19.00625003264
4.2500000000000003e-08,135.49993216000007,-15.55000064,19.009375032319998
4.3e-08,141.74993152000002,-9.30000128,19.00000003328
4.3500000000000006e-08,135.49993216000007,-3.0500019199999997,19.00000003328
4.4000000000000004e-08,135.49993216000007,-3.0500019199999997,19.00000003328
4.45e-08,135.49993216000007,-3.0500019199999997,18.993750033919998
4.5000000000000006e-08,141.74993152000002,9.449996800000001,18.993750033919998
4.5500000000000004e-08,135.49993216000007,3.1999974400000006,18.993750033919998
4.6e-08,141.74993152000002,-3.0500019199999997,19.00000003328
4.6500000000000006e-08,129.2499328,3.1999974400000006,19.00000003328
4.7000000000000004e-08,141.74993152000002,9.449996800000001,19.00312503296
4.75e-08,135.49993216000007,15.699996160000001,19.00625003264
4.8000000000000006e-08,135.49993216000007,15.699996160000001,19.012500032
4.8500000000000004e-08,129.2499328,21.949995519999998,19.01562503168
4.9e-08,135.49993216000007,28.199994880000002,19.02187503104
4.95e-08,129.2499328,28.199994880000002,19.02187503104
5.0000000000000004e-08,129.2499328,28.199994880000002,19.01875003136
5.05e-08,122.99993344000006,34.44999424000001,19.02187503104
5.1e-08,135.49993216000007,34.44999424000001,19.025000030719998
5.1500000000000005e-08,129.2499328,46.94999296,19.0281250304
5.2e-08,122.99993344000006,46.94999296,19.04062502912
5.25e-08,122.99993344000006,46.94999296,19.04062502912
5.3000000000000005e-08,122.99993344000006,53.19999232000001,19.03125003008
5.35e-08,122.99993344000006,46.94999296,19.02187503104
5.4e-08,122.99993344000006,53.19999232000001,19.01875003136
5.4500000000000005e-08,116.74993408,46.94999296,19.01875003136
5.5e-08,122.99993344000006,59.44999168000001,19.03437502976
5.55e-08,122.99993344000006,65.69999104,19.03437502976
5.6000000000000005e-08,116.74993408,65.69999104,19.03750002944
5.65e-08,110.49993472000006,65.69999104,19.0281250304
5.7e-08,110.49993472000006,71.9499904,19.0281250304
5.7500000000000005e-08,104.24993536,65.69999104,19.03125003008
5.8e-08,97.99993600000005,71.9499904,19.03437502976
5.85e-08,97.99993600000005,78.19998976000001,19.04062502912
5.9000000000000006e-08,97.99993600000005,78.19998976000001,19.03750002944
5.9500000000000003e-08,91.74993663999999,84.44998912000001,19.043750028799998
6.000000000000001e-08,91.74993663999999,90.69998848000002,19.05312502784
6.05e-08,85.49993728000004,90.69998848000002,19.05625002752
6.1e-08,91.74993663999999,103.19998720000001,19.06562502656
6.15e-08,85.49993728000004,90.69998848000002,19.06562502656
6.2e-08,91.74993663999999,90.69998848000002,19.06562502656
6.250000000000001e-08,79.24993791999998,90.69998848000002,19.06250002688
6.300000000000001e-08,79.24993791999998,90.69998848000002,19.059375027199998
6.35e-08,79.24993791999998,103.19998720000001,19.06250002688
6.4e-08,72.99993856000003,96.94998784,19.06562502656
6.45e-08,66.74993920000009,96.94998784,19.06250002688
6.5e-08,66.74993920000009,103.19998720000001,19.06250002688
6.55e-08,66.74993920000009,96.94998784,19.059375027199998
6.600000000000001e-08,54.24994048000008,103.19998720000001,19.05625002752
6.65e-08,60.499939840000025,103.19998720000001,19.05312502784
6.7e-08,54.24994048000008,109.44998656,19.043750028799998
6.75e-08,54.24994048000008,103.19998720000001,19.03750002944
6.8e-08,47.99994112000002,115.69998592,19.03750002944
6.85e-08,41.74994176000007,109.44998656,19.02187503104
6.900000000000001e-08,47.99994112000002,121.94998528,19.012500032
6.950000000000001e-08,41.74994176000007,109.44998656,19.00625003264
7e-08,47.99994112000002,109.44998656,19.00312503296
7.05e-08,35.49994240000001,103.19998720000001,19.00312503296
7.1e-08,35.49994240000001,115.69998592,19.00625003264
7.15e-08,41.74994176000007,115.69998592,19.012500032
7.200000000000001e-08,29.249943040000062,115.69998592,19.025000030719998
7.250000000000001e-08,22.99994368,121.94998528,19.025000030719998
7.3e-08,29.249943040000062,121.94998528,19.03125003008
7.35e-08,22.99994368,121.94998528,19.03437502976
7.4e-08,16.749944320000054,121.94998528,19.03125003008
7.45e-08,10.499944959999993,121.94998528,19.03125003008
7.500000000000001e-08,16.749944320000054,121.94998528,19.025000030719998
7.550000000000001e-08,10.499944959999993,128.19998464,19.03125003008
7.6e-08,10.499944959999993,134.449984,19.03750002944
7.65e-08,4.249945600000046,115.69998592,19.03437502976
7.7e-08,4.249945600000046,128.19998464,19.03437502976
7.75e-08,4.249945600000046,115.69998592,19.03437502976
7.800000000000001e-08,4.249945600000046,115.69998592,19.03750002944
7.850000000000001e-08,-8.250053119999961,115.69998592,19.04062502912
7.9e-08,-2.0000537600000143,121.94998528,19.04687502848
7.95e-08,-2.0000537600000143,121.94998528,19.043750028799998
8e-08,-14.500052480000022,115.69998592,19.043750028799998
8.05e-08,-14.500052480000022,115.69998592,19.03437502976
8.100000000000001e-08,-20.75005183999997,121.94998528,19.03437502976
8.150000000000001e-08,-14.500052480000022,115.69998592,19.03125003008
8.2e-08,-27.000051199999973,115.69998592,19.0281250304
8.25e-08,-20.75005183999997,121.94998528,19.02187503104
8.3e-08,-27.000051199999973,121.94998528,19.012500032
8.35e-08,-27.000051199999973,121.94998528,19.01562503168
8.400000000000001e-08,-33.25005055999998,121.94998528,19.025000030719998
8.450000000000001e-08,-33.25005055999998,115.69998592,19.03125003008
8.500000000000001e-08,-33.25005055999998,121.94998528,19.03437502976
8.55e-08,-33.25005055999998,109.44998656,19.03437502976
8.6e-08,-27.000051199999973,109.44998656,19.03125003008
8.65e-08,-39.50004991999998,103.19998720000001,19.03125003008
8.700000000000001e-08,-45.750049279999985,103.19998720000001,19.03125003008
8.750000000000001e-08,-39.50004991999998,103.19998720000001,19.03125003008
8.800000000000001e-08,-52.00004863999999,103.19998720000001,19.03125003008
8.85e-08,-52.00004863999999,103.19998720000001,19.0281250304
8.9e-08,-45.750049279999985,109.44998656,19.03125003008
8.95e-08,-45.750049279999985,103.19998720000001,19.03750002944
9.000000000000001e-08,-58.25004799999999,103.19998720000001,19.04062502912
9.050000000000001e-08,-58.25004799999999,103.19998720000001,19.043750028799998
9.100000000000001e-08,-52.00004863999999,96.94998784,19.03125003008
9.15e-08,-58.25004799999999,103.19998720000001,19.0281250304
9.2e-08,-52.00004863999999,96.94998784,19.03437502976
9.25e-08,-64.50004736,90.69998848000002,19.03125003008
9.300000000000001e-08,-58.25004799999999,96.94998784,19.02187503104
9.350000000000001e-08,-64.50004736,90.69998848000002,19.01875003136
9.400000000000001e-08,-58.25004799999999,84.44998912000001,19.01875003136
9.45e-08,-64.50004736,84.44998912000001,19.01875003136
9.5e-08,-64.50004736,84.44998912000001,19.025000030719998
9.55e-08,-70.75004672,84.44998912000001,19.03125003008
9.600000000000001e-08,-70.75004672,78.19998976000001,19.04062502912
9.650000000000001e-08,-77.00004607999995,78.19998976000001,19.03750002944
9.700000000000001e-08,-70.75004672,78.19998976000001,19.03750002944
9.75e-08,-77.00004607999995,71.9499904,19.03750002944
9.8e-08,-83.25004543999995,65.69999104,19.043750028799998
9.85e-08,-77.00004607999995,65.69999104,19.05000002816
9.9e-08,-77.00004607999995,65.69999104,19.04687502848
9.950000000000001e-08,-83.25004543999995,65.69999104,19.05312502784
1.0000000000000001e-07,-89.50004479999996,65.69999104,19.06562502656
1.005e-07,-89.50004479999996,59.44999168000001,19.06562502656
1.01e-07,-89.50004479999996,59.44999168000001,19.07187502592
1.015e-07,-89.50004479999996,53.19999232000001,19.075000025599998
1.02e-07,-83.25004543999995,46.94999296,19.07812502528
1.0250000000000001e-07,-95.75004415999996,40.6999936,19.07812502528
1.0300000000000001e-07,-95.75004415999996,46.94999296,19.08125002496
1.0350000000000001e-07,-95.75004415999996,46.94999296,19.07812502528
1.04e-07,-102.00004351999996,40.6999936,19.08437502464
1.045e-07,-108.25004287999997,34.44999424000001,19.07812502528
1.05e-07,-102.00004351999996,34.44999424000001,19.08437502464
1.0550000000000001e-07,-108.25004287999997,28.199994880000002,19.08750002432
1.0600000000000001e-07,-114.50004223999997,28.199994880000002,19.08437502464
1.0650000000000001e-07,-114.50004223999997,28.199994880000002,19.08125002496
1.07e-07,-114.50004223999997,21.949995519999998,19.06875002624
1.075e-07,-114.50004223999997,21.949995519999998,19.06875002624
