time	V(n_load)	V(ng)	V(nsw)
1.358657110303802e-08	1.260278457502989e+01	-1.323804470384597e-01	8.762991686722700e+00
1.402904897914437e-08	1.247381350529056e+01	-1.346615059733422e-01	8.380878920600267e+00
1.447152685525073e-08	1.234049645615756e+01	-1.366906819884648e-01	8.012941027945677e+00
1.491400473135708e-08	1.220294303376793e+01	-1.384527783665343e-01	7.659132512186844e+00
1.535648260746344e-08	1.206126337923275e+01	-1.399333590101250e-01	7.319408454249567e+00
1.579896048356979e-08	1.191556813652343e+01	-1.411193344804274e-01	6.993723939957635e+00
1.624143835967615e-08	1.176596842250034e+01	-1.419990720453829e-01	6.682034991262250e+00
1.668391623578251e-08	1.161257580077853e+01	-1.425621767111623e-01	6.384299424742029e+00
1.678511514009503e-08	1.157700732061956e+01	-1.426510015947930e-01	6.318012721701407e+00
1.688631404440754e-08	1.154126182289603e+01	-1.427258338686301e-01	6.252416281402058e+00
1.698751294872006e-08	1.150533930760796e+01	-1.427866735326737e-01	6.187510103843977e+00
1.708871185303258e-08	1.146923977475532e+01	-1.428335205869237e-01	6.123294189027168e+00
1.718991075734510e-08	1.143296322433814e+01	-1.428663750313801e-01	6.059768536951626e+00
1.729110966165762e-08	1.139650965635640e+01	-1.428852368660430e-01	5.996933147617356e+00
1.739230856597014e-08	1.135987907081011e+01	-1.428901060909122e-01	5.934788021024358e+00
1.744246049704688e-08	1.134165004804131e+01	-1.443731569472426e-01	5.904294727239876e+00
1.744783319918087e-08	1.133969679573724e+01	-1.465875617277277e-01	5.901029556801256e+00
1.745499680202506e-08	1.133709138234958e+01	-1.511874306107437e-01	5.896679775558185e+00
1.746932400771345e-08	1.133187686643408e+01	-1.675614775599215e-01	5.887989419026962e+00
1.747977083797343e-08	1.132807268774858e+01	-1.885774831760259e-01	5.881655168454278e+00
1.749057803479925e-08	1.132413518536473e+01	-2.233874369262736e-01	5.875100637301840e+00
1.749691396458965e-08	1.132182602699232e+01	-2.532507569383569e-01	5.871255997751865e+00
1.750681268392911e-08	1.131821663387332e+01	-3.204672356793026e-01	5.865237750028356e+00
1.751260112309476e-08	1.131610537979357e+01	-3.763746701006028e-01	5.861712434432114e+00
1.751799344169527e-08	1.131413808257740e+01	-4.435795655884931e-01	5.858421009300703e+00
1.752258484513815e-08	1.131246260666277e+01	-5.152710223231907e-01	5.855611485264414e+00
1.752709264747268e-08	1.131081727230698e+01	-6.014024380104956e-01	5.852844509946697e+00
1.753085012317398e-08	1.130944555053949e+01	-6.874647211537308e-01	5.850530802984933e+00
1.753475990151477e-08	1.130801795271627e+01	-7.927272295406738e-01	5.848113682074862e+00
1.753791585542010e-08	1.130686542289692e+01	-8.911020230329996e-01	5.846155258180719e+00
1.754140535775410e-08	1.130559086359088e+01	-1.014771454569541e+00	5.843979268457350e+00
1.754412238270305e-08	1.130459832209570e+01	-1.123055588704347e+00	5.842277703346589e+00
1.754730392257347e-08	1.130343590760551e+01	-1.263042575584109e+00	5.840273740859715e+00
1.754970577405051e-08	1.130255825701419e+01	-1.378865345514100e+00	5.838753616655680e+00
1.755265153067538e-08	1.130148170235826e+01	-1.531380638550672e+00	5.836876927583070e+00
1.755485771340808e-08	1.130067534324966e+01	-1.653462523901567e+00	5.835463860319259e+00
1.755759530712236e-08	1.129967461664833e+01	-1.811592583789206e+00	5.833697559477945e+00
1.755977835067338e-08	1.129887651844974e+01	-1.942569743554486e+00	5.832280221442072e+00
1.756226519893190e-08	1.129796723888421e+01	-2.093682273594823e+00	5.830653208588733e+00
1.756441707008821e-08	1.129718035360798e+01	-2.224515092053934e+00	5.829235424616397e+00
1.756685769820841e-08	1.129628776729914e+01	-2.368521054934945e+00	5.827613751454927e+00
1.756912014416951e-08	1.129546025110396e+01	-2.494768211405130e+00	5.826098110581322e+00
1.757170222965149e-08	1.129451569933131e+01	-2.623805752039857e+00	5.824351410248576e+00
1.757453491276842e-08	1.129347932716292e+01	-2.739219704251241e+00	5.822413968796171e+00
1.757893366462882e-08	1.129186962717655e+01	-2.840690526458047e+00	5.819352740162288e+00
1.758394784402508e-08	1.129003424123612e+01	-2.814365794177775e+00	5.815796589117515e+00
1.758570590300803e-08	1.128939067748954e+01	-2.756833685742890e+00	5.814543548024506e+00
1.758804998165423e-08	1.128853247125861e+01	-2.646483376458946e+00	5.812857207191218e+00
1.759008555032152e-08	1.128778713711960e+01	-2.515964513784638e+00	5.811383463571103e+00
1.759216399819879e-08	1.128702604010271e+01	-2.346880166627898e+00	5.809871715644308e+00
1.759328279803848e-08	1.128661631773614e+01	-2.244882451900821e+00	5.809054407867172e+00
1.759497883305081e-08	1.128599516151931e+01	-2.075849368332911e+00	5.807811521366800e+00
1.759652747124535e-08	1.128542794119882e+01	-1.910712556024009e+00	5.806672605934827e+00
1.759796281886790e-08	1.128490217582341e+01	-1.751444684355647e+00	5.805613927652047e+00
1.759867125705205e-08	1.128464266172555e+01	-1.671635136783834e+00	5.805090404232179e+00
1.759930937382569e-08	1.128440889990021e+01	-1.599186823435048e+00	5.804618353979740e+00
1.759997693985121e-08	1.128416434139959e+01	-1.523533028610700e+00	5.804124015015854e+00
1.760058572315899e-08	1.128394131049401e+01	-1.454538251900658e+00	5.803672814048422e+00
1.760122052615678e-08	1.128370873944361e+01	-1.383188176405838e+00	5.803201933775944e+00
1.760180665580895e-08	1.128349399415407e+01	-1.317736875714218e+00	5.802766845524340e+00
1.760241546133948e-08	1.128327093382939e+01	-1.250683620740119e+00	5.802314613710119e+00
1.760298446636731e-08	1.128306244982860e+01	-1.188777551629528e+00	5.801891695802303e+00
1.760357313842275e-08	1.128284675318941e+01	-1.125913094390398e+00	5.801453914675042e+00
1.760412981873834e-08	1.128264277279053e+01	-1.067492540146532e+00	5.801039724340628e+00
1.760470363220619e-08	1.128243250812095e+01	-1.008645112334989e+00	5.800612593129492e+00
1.760525236103047e-08	1.128223142955791e+01	-9.536075853197872e-01	5.800203974707492e+00
1.760581624133957e-08	1.128202479273940e+01	-8.985677976827446e-01	5.799783922998186e+00
1.760636119932564e-08	1.128182508442658e+01	-8.467816805721213e-01	5.799377842280410e+00
1.760691992307094e-08	1.128162032546849e+01	-7.953207745451891e-01	5.798961389008797e+00
1.760746529634371e-08	1.128142045345502e+01	-7.466355779722562e-01	5.798554792000415e+00
1.760802367524157e-08	1.128121580909124e+01	-6.985181035324786e-01	5.798138414664912e+00
1.760857383973250e-08	1.128101416949857e+01	-6.527723157039418e-01	5.797728095036276e+00
1.760913690464024e-08	1.128080779573983e+01	-6.077648092789332e-01	5.797308097540175e+00
1.760969661406084e-08	1.128060264584111e+01	-5.647919019500023e-01	5.796890560548836e+00
1.761026981282333e-08	1.128039254541941e+01	-5.226686190726468e-01	5.796462930007496e+00
1.761084440454505e-08	1.128018192811058e+01	-4.823015031658997e-01	5.796034242756537e+00
1.761143382536745e-08	1.127996586853370e+01	-4.428478558149891e-01	5.795594487120504e+00
1.761202945538181e-08	1.127974752611788e+01	-4.049218579514218e-01	5.795150107389511e+00
1.761264208322645e-08	1.127952294556630e+01	-3.679358463768949e-01	5.794693068847922e+00
1.761326599402090e-08	1.127929422140616e+01	-3.322900356502032e-01	5.794227650177965e+00
1.761390999617258e-08	1.127905812387666e+01	-2.975815812160363e-01	5.793747297924795e+00
1.761457080264479e-08	1.127881585737182e+01	-2.640579449171128e-01	5.793254482861903e+00
1.761525917713918e-08	1.127856347475504e+01	-2.312998202272638e-01	5.792741200900013e+00
1.761597257477916e-08	1.127830190803651e+01	-1.995274049555746e-01	5.792209376214084e+00
1.761671917828586e-08	1.127802815576076e+01	-1.685032793327537e-01	5.791652940979681e+00
1.761749893852457e-08	1.127774223450561e+01	-1.383339327409203e-01	5.791071969554163e+00
1.761831886667840e-08	1.127744157170345e+01	-1.088624883444709e-01	5.790461283949213e+00
1.761918067720301e-08	1.127712553669866e+01	-8.011650293815364e-02	5.789819661552403e+00
1.762009027207829e-08	1.127679196287350e+01	-5.197737777547218e-02	5.789142773765374e+00
1.762105000042136e-08	1.127643998612479e+01	-2.441354065916812e-02	5.788428949882661e+00
1.762206408458306e-08	1.127606805495934e+01	2.689566963056222e-03	5.787675140884255e+00
1.762313391511704e-08	1.127567565610843e+01	2.941549907598073e-02	5.786880418956576e+00
1.762426097532706e-08	1.127526224198821e+01	5.589987361446447e-02	5.786043802925954e+00
1.762544422595114e-08	1.127482819010894e+01	8.227544030484069e-02	5.785166198435755e+00
1.762668189451185e-08	1.127437414690195e+01	1.087090139126303e-01	5.784249066151721e+00
1.762797043309650e-08	1.127390141021163e+01	1.353714833400659e-01	5.783295190167456e+00
1.762930591949190e-08	1.127341141543122e+01	1.624504391461983e-01	5.782307635581719e+00
1.763068388062889e-08	1.127290580037381e+01	1.901308349125657e-01	5.781289875963205e+00
1.763210026023608e-08	1.127238605026939e+01	2.185978761410183e-01	5.780245076380347e+00
1.763355136891577e-08	1.127185351605962e+01	2.480257840178979e-01	5.779176130515813e+00
1.763503432592925e-08	1.127130925221934e+01	2.785797927796239e-01	5.778085336632523e+00
1.763654690094051e-08	1.127075407475364e+01	3.104117531790394e-01	5.776974517013446e+00
1.763808762453713e-08	1.127018852054426e+01	3.436632989927375e-01	5.775844940237308e+00
1.763965559986705e-08	1.126961291639990e+01	3.784652808108149e-01	5.774697463370334e+00
1.764287239940158e-08	1.126843188142954e+01	4.532073063851954e-01	5.772350337464157e+00
1.764619948923610e-08	1.126721014612251e+01	5.355573359113919e-01	5.769933448001900e+00
1.764964437277807e-08	1.126594493377980e+01	6.263826457320647e-01	5.767443600626238e+00
1.765321885043313e-08	1.126463188642371e+01	7.265313689720188e-01	5.764874993120952e+00
1.765693874676894e-08	1.126326516339965e+01	8.368502925943631e-01	5.762219603693576e+00
1.766082455512764e-08	1.126183720272208e+01	9.582020470832049e-01	5.759466981668881e+00
1.766490107833816e-08	1.126033885096091e+01	1.091431447755895e+00	5.756604836192603e+00
1.766919971945584e-08	1.125875851863377e+01	1.237385097102333e+00	5.753617884048127e+00
1.767375993213017e-08	1.125708164315011e+01	1.396885484233849e+00	5.750487521055907e+00
1.767863191981758e-08	1.125528969099348e+01	1.570706956732238e+00	5.747190963751264e+00
1.768388070894607e-08	1.125335865191498e+01	1.759543013734401e+00	5.743700011846340e+00
1.768959249094898e-08	1.125125669409681e+01	1.963963115210731e+00	5.739979232826242e+00
1.769588493361385e-08	1.124894035123448e+01	2.184356885533703e+00	5.735983213044252e+00
1.769929839618066e-08	1.124768349886524e+01	2.300599574562852e+00	5.733864045095296e+00
1.770292492821499e-08	1.124634795902721e+01	2.420864011697745e+00	5.731652199587160e+00
1.770679842351663e-08	1.124492120458654e+01	2.545101726812504e+00	5.729336765124960e+00
1.771096127316062e-08	1.124338756536647e+01	2.673269091758925e+00	5.726904879016384e+00
1.771546878903200e-08	1.124172659299883e+01	2.805275541944980e+00	5.724340511337852e+00
1.772039327417824e-08	1.123991155273351e+01	2.940994052537519e+00	5.721624275376617e+00
1.772583436819184e-08	1.123790559729380e+01	3.080287874548162e+00	5.718731153239561e+00
1.773193447511588e-08	1.123565605662371e+01	3.223001263543949e+00	5.715628295680776e+00
1.773875950740529e-08	1.123313840931310e+01	3.366104317069244e+00	5.712338654707293e+00
1.774488362907541e-08	1.123087870098023e+01	3.480672645121331e+00	5.709536959726504e+00
1.775166585576540e-08	1.122837541799939e+01	3.592227477896301e+00	5.706622355298792e+00
1.775801717480613e-08	1.122603053803991e+01	3.683262533920555e+00	5.704060621396488e+00
1.776499612465756e-08	1.122345317651576e+01	3.768988754681999e+00	5.701450923483295e+00
1.777169084529872e-08	1.122098009178587e+01	3.838326028253277e+00	5.699138008384725e+00
1.777898007674589e-08	1.121828658631656e+01	3.900350061106437e+00	5.696846834912318e+00
1.778615055768396e-08	1.121563619805366e+01	3.948701548827771e+00	5.694813212693917e+00
1.779389941615413e-08	1.121277115366636e+01	3.987639904041025e+00	5.692872289978508e+00
1.780171854928874e-08	1.120987925518122e+01	4.013618655447637e+00	5.691173691554231e+00
1.781014540156299e-08	1.120676160360786e+01	4.027006761326080e+00	5.689641819061018e+00
1.781888343762133e-08	1.120352778633728e+01	4.024807759933474e+00	5.688369544585238e+00
1.782837038294218e-08	1.120001561634198e+01	4.002987650793685e+00	5.687352299343777e+00
1.783853774631268e-08	1.119625021563416e+01	3.954810388188534e+00	5.686666570213690e+00
1.784970961394967e-08	1.119211124322358e+01	3.884963598301368e+00	5.686380721521836e+00
1.786202604706747e-08	1.118754639240336e+01	3.810147445137858e+00	5.686606185400377e+00
1.787594699010619e-08	1.118238459462366e+01	3.728428327903373e+00	5.687511192438130e+00
1.789284392472943e-08	1.117611611504722e+01	3.633312185317664e+00	5.689494597535056e+00
1.791628618063768e-08	1.116741358683250e+01	3.508882276944419e+00	5.693753650347247e+00
1.794359070675350e-08	1.115726976128983e+01	3.373688624517413e+00	5.700449778810576e+00
1.797732979321576e-08	1.114472464454042e+01	3.220612948526764e+00	5.710795612719109e+00
1.800827569641114e-08	1.113320939226158e+01	3.091294977331515e+00	5.721589914776232e+00
1.803297204787795e-08	1.112401424486850e+01	2.994815263061192e+00	5.730817254091273e+00
1.805157438944518e-08	1.111708504491084e+01	2.925814324367622e+00	5.738023899797897e+00
1.807502189126565e-08	1.110834631690020e+01	2.844394739823137e+00	5.747336306542460e+00
1.809439542733234e-08	1.110112269906627e+01	2.780757021678205e+00	5.755088861910120e+00
1.811495518948383e-08	1.109345314293380e+01	2.717133871912495e+00	5.763268177483044e+00
1.813358339891889e-08	1.108650112109854e+01	2.662564591050284e+00	5.770558040139786e+00
1.815314483483182e-08	1.107919746949489e+01	2.608501550047940e+00	5.777988584166923e+00
1.817101858364191e-08	1.107252111416972e+01	2.561693459767042e+00	5.784523716323658e+00
1.818951427672055e-08	1.106560935549961e+01	2.515906127114434e+00	5.790942931017850e+00
1.820652036805618e-08	1.105925159315284e+01	2.475951217549046e+00	5.796502076630557e+00
1.822379502672909e-08	1.105279062046603e+01	2.437480600319681e+00	5.801742215517662e+00
1.823969509524948e-08	1.104684133506302e+01	2.403788297220991e+00	5.806181489334755e+00
1.825546861485881e-08	1.104093695318293e+01	2.371982246313671e+00	5.810171195698669e+00
1.826985985364947e-08	1.103554790716867e+01	2.344256805012048e+00	5.813440137222443e+00
1.828367504757579e-08	1.103037260824226e+01	2.318786466310467e+00	5.816214092604937e+00
1.829594597466165e-08	1.102577422540653e+01	2.297034686471171e+00	5.818375927312589e+00
1.831647689661862e-08	1.101807710197690e+01	2.262401154536743e+00	5.821324101731758e+00
1.832437764052051e-08	1.101511395647074e+01	2.249623409303400e+00	5.822233468632491e+00
1.833261828205419e-08	1.101202257393803e+01	2.236647063169549e+00	5.823027727725545e+00
1.834205275062109e-08	1.100848232818853e+01	2.222237375540697e+00	5.823729475137621e+00
1.835251188040256e-08	1.100455631420437e+01	2.206793173873471e+00	5.824245340488990e+00
1.837214515325089e-08	1.099718199478905e+01	2.179554141075382e+00	5.824249023809826e+00
1.839401394734949e-08	1.098896202169620e+01	2.151230702923215e+00	5.823007272136058e+00
1.841470008707421e-08	1.098118101955128e+01	2.126116150619158e+00	5.820682730979764e+00
1.843436653973791e-08	1.097377835992860e+01	2.103649693475951e+00	5.817408267075955e+00
1.846952854382428e-08	1.096052998808417e+01	2.066573929519587e+00	5.808944708765091e+00
1.848868760690292e-08	1.095330511993805e+01	2.047962173721664e+00	5.803037633261972e+00
1.850784666998154e-08	1.094607400927215e+01	2.030207322324235e+00	5.796035393277702e+00
1.852700573306018e-08	1.093883665608647e+01	2.013309375327294e+00	5.787937988812277e+00
1.854616479613881e-08	1.093159306038100e+01	1.997268332730845e+00	5.778745419865698e+00
1.856532385921744e-08	1.092434322215576e+01	1.982084194534887e+00	5.768457686437967e+00
1.858448292229607e-08	1.091708714141074e+01	1.967756960739423e+00	5.757074788529083e+00
1.860364198537470e-08	1.090982481814593e+01	1.954286631344448e+00	5.744596726139045e+00
1.863834913462171e-08	1.089664589065178e+01	1.931207770334813e+00	5.718802714138489e+00
1.867854485315405e-08	1.088135160478427e+01	1.906311132942786e+00	5.684828358993098e+00
1.871194724681837e-08	1.086861980580194e+01	1.886648114804576e+00	5.653938552428851e+00
1.872935969906287e-08	1.086197662600411e+01	1.876645171120101e+00	5.637140437260026e+00
1.875893966519102e-08	1.085067301846485e+01	1.860230697247514e+00	5.606741915976231e+00
1.878693233683129e-08	1.083995922914835e+01	1.845115189066828e+00	5.576439682707175e+00
1.880590827024541e-08	1.083268866377841e+01	1.835032649377940e+00	5.555236056163800e+00
1.882460984378579e-08	1.082551554581544e+01	1.825231298778299e+00	5.533739015786811e+00
1.884222338062875e-08	1.081875287271651e+01	1.816102418779287e+00	5.512997595659254e+00
1.885976679367400e-08	1.081201023250140e+01	1.807095726318195e+00	5.491885347909246e+00
1.887633813661146e-08	1.080563499826591e+01	1.798653156957675e+00	5.471570859474184e+00
1.889299021790275e-08	1.079922239555754e+01	1.790225056671813e+00	5.450815292193528e+00
