time	V(n_load)	V(ng)	V(nsw)
4.747203905753543e-08	-3.210433810566958e+00	4.805914337065734e+00	6.328966625163890e-02
4.761953168290421e-08	-3.278761378474833e+00	4.809301589669804e+00	6.360234130222961e-02
4.776702430827300e-08	-3.346896622351082e+00	4.812595345348955e+00	6.373235461146524e-02
4.791451693364178e-08	-3.414837960983061e+00	4.815779466449621e+00	6.368853343145747e-02
4.806200955901057e-08	-3.482583786715782e+00	4.818846323086543e+00	6.349704749957583e-02
4.820950218437935e-08	-3.550132449628460e+00	4.821796555631044e+00	6.319623188096082e-02
4.835699480974814e-08	-3.617482249331406e+00	4.824637974530600e+00	6.283079777236733e-02
4.850448743511692e-08	-3.684631434240657e+00	4.827383833313297e+00	6.244613961495184e-02
4.865198006048571e-08	-3.751578207399131e+00	4.830050746353984e+00	6.208334040208943e-02
4.879947268585449e-08	-3.818320737332396e+00	4.832656524522507e+00	6.177532002873670e-02
4.894696531122328e-08	-3.884857172088086e+00	4.835218173666759e+00	6.154438773329311e-02
4.924195056196085e-08	-4.017304336969222e+00	4.840263702181445e+00	6.134553649822073e-02
4.938944318732963e-08	-4.083211393936494e+00	4.842765257698463e+00	6.136713713483519e-02
4.953693581269842e-08	-4.148905031501290e+00	4.845257348469567e+00	6.144881682131972e-02
4.968442843806720e-08	-4.214383493064833e+00	4.847738508231882e+00	6.156894654940562e-02
4.983192106343599e-08	-4.279645061211426e+00	4.850204136233177e+00	6.170445664741672e-02
4.997941368880477e-08	-4.344688056046696e+00	4.852647494620201e+00	6.183352562563099e-02
5.012690631417356e-08	-4.409510830670161e+00	4.855060800180930e+00	6.193776955900354e-02
5.027439893954234e-08	-4.474111764663956e+00	4.857436279735423e+00	6.200376323530285e-02
5.042189156491113e-08	-4.538489256570532e+00	4.859767078067284e+00	6.202382222027809e-02
5.056938419027991e-08	-4.602641716324491e+00	4.862047951364503e+00	6.199605011952351e-02
5.071687681564870e-08	-4.666567558454975e+00	4.864275676764392e+00	6.192376282205123e-02
5.086436944101748e-08	-4.730265196696298e+00	4.866449197435065e+00	6.181442487779856e-02
5.101186206638627e-08	-4.793733040402142e+00	4.868569510059309e+00	6.167828193639387e-02
5.115935469175505e-08	-4.856969492909993e+00	4.870639344633168e+00	6.152687819424377e-02
5.130684731712384e-08	-4.919972951772095e+00	4.872662699354072e+00	6.137163459238493e-02
5.145433994249262e-08	-4.982741810578720e+00	4.874644300509107e+00	6.122263311454951e-02
5.160183256786141e-08	-5.045274461964834e+00	4.876589055895475e+00	6.108771056239694e-02
5.174932519323020e-08	-5.107569301318701e+00	4.878501561710668e+00	6.097191773661970e-02
5.189681781859898e-08	-5.169624730700459e+00	4.880385708946280e+00	6.087735289682561e-02
5.204431044396777e-08	-5.231439162522701e+00	4.882244418328319e+00	6.080333673930893e-02
5.219180306933316e-08	-5.293011022631426e+00	4.884079515022651e+00	6.074686368242077e-02
5.233929569470195e-08	-5.354338752539608e+00	4.885891737704852e+00	6.070324324391729e-02
5.248678832007073e-08	-5.415420810690662e+00	4.887680862811488e+00	6.066683645089611e-02
5.263428094543952e-08	-5.476255672750497e+00	4.889445914948407e+00	6.063179484674976e-02
5.278177357080830e-08	-5.536841831031900e+00	4.891185429060121e+00	6.059272191291988e-02
5.292926619617709e-08	-5.597177793234685e+00	4.892897729036536e+00	6.054519597644960e-02
5.307675882154587e-08	-5.657262080733975e+00	4.894581190447225e+00	6.048611689880350e-02
5.337174407228344e-08	-5.776669774051101e+00	4.897856621931210e+00	6.032826692770774e-02
5.351923669765223e-08	-5.835990274149218e+00	4.899447277209191e+00	6.023043783143806e-02
5.366672932302101e-08	-5.895053285206874e+00	4.901006576735366e+00	6.012246956154092e-02
5.381422194838980e-08	-5.953857371671965e+00	4.902535174109597e+00	6.000708219204657e-02
5.396171457375858e-08	-6.012401103906523e+00	4.904034135886338e+00	5.988724444194908e-02
5.410920719912737e-08	-6.070683058362459e+00	4.905504817567690e+00	5.976582043581537e-02
5.425669982449615e-08	-6.128701818141955e+00	4.906948724415729e+00	5.964527565330152e-02
5.440419244986494e-08	-6.186455973833052e+00	4.908367374191115e+00	5.952746580692819e-02
5.484667032597129e-08	-6.358116855335499e+00	4.912484807963628e+00	5.919805681222528e-02
5.499416295134008e-08	-6.414798684610727e+00	4.913814244674536e+00	5.909536597784516e-02
5.514165557670886e-08	-6.471209008351170e+00	4.915123033731173e+00	5.899449138708408e-02
5.528914820207765e-08	-6.527346480402993e+00	4.916411320886896e+00	5.889397788587717e-02
5.543664082744644e-08	-6.583209766651112e+00	4.917679070174398e+00	5.879235608023964e-02
5.558413345281522e-08	-6.638797544848490e+00	4.918926132373732e+00	5.868830411364781e-02
5.573162607818401e-08	-6.694108504283147e+00	4.920152315769552e+00	5.858077156609150e-02
5.632159657965915e-08	-6.912558318948594e+00	4.924846221327879e+00	5.810736230858442e-02
5.646908920502793e-08	-6.966465896639694e+00	4.925967440782062e+00	5.797903937030077e-02
5.661658183039672e-08	-7.020089009525204e+00	4.927068383113524e+00	5.784790920359810e-02
5.676407445576550e-08	-7.073426416802747e+00	4.928149550052899e+00	5.771473610593094e-02
5.705905970650307e-08	-7.179239198579941e+00	4.930254841445703e+00	5.744502488257290e-02
5.718548195681917e-08	-7.224235624237415e+00	4.931134111799437e+00	5.732905769537391e-02
5.731190420713528e-08	-7.269016831145698e+00	4.932001154999130e+00	5.721296630526194e-02
5.743832645745138e-08	-7.313582819304788e+00	4.932855971044785e+00	5.709675071223701e-02
5.756474870776747e-08	-7.357933588714684e+00	4.933698559936401e+00	5.698041091629911e-02
5.769117095808358e-08	-7.402069139375391e+00	4.934528921673978e+00	5.686394691744823e-02
5.781759320839968e-08	-7.445989471286905e+00	4.935347056257516e+00	5.674735871568439e-02
5.794401545871578e-08	-7.489694584449229e+00	4.936152963687015e+00	5.663064631100757e-02
5.823900070945335e-08	-7.590820720482407e+00	4.937989824773207e+00	5.635430306329186e-02
5.840756370987482e-08	-7.648075290189986e+00	4.939010932741835e+00	5.619346431062470e-02
5.857612671029629e-08	-7.704934018221627e+00	4.940012644271617e+00	5.603002950154964e-02
5.874468971071776e-08	-7.761396904577327e+00	4.940994959362552e+00	5.586399863606668e-02
5.891325271113923e-08	-7.817463949257090e+00	4.941957878014641e+00	5.569537171417582e-02
5.908181571156070e-08	-7.873135152260911e+00	4.942901400227883e+00	5.552414873587706e-02
5.925037871198217e-08	-7.928410513588793e+00	4.943825526002279e+00	5.535032970117041e-02
5.941894171240363e-08	-7.983290033240735e+00	4.944730255337829e+00	5.517391461005585e-02
5.962964546293047e-08	-8.051327016872950e+00	4.945834773499207e+00	5.495105052457997e-02
5.984034921345730e-08	-8.118726591793749e+00	4.946913768040344e+00	5.472616671615811e-02
6.005105296398414e-08	-8.185488758003141e+00	4.947967238961237e+00	5.449926318479023e-02
6.026175671451098e-08	-8.251613515501120e+00	4.948995186261887e+00	5.427033993047635e-02
6.047246046503782e-08	-8.317100864287687e+00	4.949997609942295e+00	5.403939695321647e-02
6.068316421556464e-08	-8.381950804362837e+00	4.950974510002459e+00	5.380643425301060e-02
6.089386796609148e-08	-8.446163335726581e+00	4.951925886442381e+00	5.357145182985871e-02
6.144169771746077e-08	-8.610164780260428e+00	4.954274147082850e+00	5.294493359407212e-02
6.198952746883007e-08	-8.769639930451111e+00	4.956494539284960e+00	5.230294671661177e-02
6.253735722019935e-08	-8.924588786298624e+00	4.958587063048712e+00	5.164549119747769e-02
6.308518697156864e-08	-9.075011347802972e+00	4.960551718374104e+00	5.097256703666986e-02
6.363301672293794e-08	-9.220907614964156e+00	4.962388505261139e+00	5.028417423418825e-02
6.418084647430722e-08	-9.362277587782172e+00	4.964097423709815e+00	4.958031279003292e-02
6.472867622567651e-08	-9.499121266257021e+00	4.965678473720132e+00	4.886098270420385e-02
6.563470235294142e-08	-9.715293792928700e+00	4.968051850170784e+00	4.763811364298753e-02
6.654072848020633e-08	-9.918324772215682e+00	4.970232667306774e+00	4.638465261436410e-02
6.744675460747124e-08	-1.010821420411797e+01	4.972220925128103e+00	4.510059961833356e-02
6.835278073473615e-08	-1.028496208863556e+01	4.974016623634770e+00	4.378595465489591e-02
6.925880686200106e-08	-1.044856842576845e+01	4.975619762826777e+00	4.244071772405116e-02
7.016483298926597e-08	-1.059903321551665e+01	4.977030342704121e+00	4.106488882579928e-02
7.107085911653088e-08	-1.073635645788015e+01	4.978248363266804e+00	3.965846796014030e-02
7.212437786916507e-08	-1.087888205389214e+01	4.979521425512300e+00	3.799162636094724e-02
7.317789662179924e-08	-1.100330190651802e+01	4.980683030014307e+00	3.630369596531968e-02
7.423141537443342e-08	-1.110961601575779e+01	4.981733176772825e+00	3.459467677325757e-02
7.528493412706760e-08	-1.119782438161146e+01	4.982671865787855e+00	3.286456878476093e-02
7.633845287970178e-08	-1.126792700407901e+01	4.983499097059397e+00	3.111337199982974e-02
7.739197163233597e-08	-1.131992388316047e+01	4.984214870587450e+00	2.934108641846401e-02
7.844549038497014e-08	-1.135381501885581e+01	4.984819186372014e+00	2.754771204066377e-02
7.897224976128675e-08	-1.136407510263183e+01	4.985111084307252e+00	2.664983426890254e-02
7.949900913760334e-08	-1.136994712786777e+01	4.985390097669789e+00	2.575064900000070e-02
8.002576851391995e-08	-1.137143109456365e+01	4.985656226459627e+00	2.485015623395818e-02
8.055252789023656e-08	-1.136852700271946e+01	4.985909470676764e+00	2.394835597077503e-02
8.107928726655317e-08	-1.136123485233519e+01	4.986149830321200e+00	2.304524821045123e-02
8.160604664286977e-08	-1.134955464341086e+01	4.986377305392936e+00	2.214083295298681e-02
8.213280601918638e-08	-1.133348637594646e+01	4.986591895891972e+00	2.123511019838173e-02
8.220678022074384e-08	-1.133093498614815e+01	4.986621667253220e+00	2.110803557685412e-02
8.232984270733316e-08	-1.132645587833518e+01	4.986670668645973e+00	2.089663635194831e-02
8.321479845954587e-08	-1.128720317691562e+01	4.987008121854814e+00	1.937689564655623e-02
8.336229108491465e-08	-1.127949332311110e+01	4.987062027931293e+00	1.912375457500622e-02
8.350978371028344e-08	-1.127145162504775e+01	4.987115307931465e+00	1.887067697251410e-02
8.365727633565223e-08	-1.126307877644111e+01	4.987167976768927e+00	1.861767064427140e-02
8.380476896102101e-08	-1.125437548011565e+01	4.987220049096773e+00	1.836474338268462e-02
8.395226158638980e-08	-1.124534244797102e+01	4.987271539311775e+00	1.811190296635606e-02
8.409975421175858e-08	-1.123598040094825e+01	4.987322461558349e+00	1.785915715897632e-02
8.424724683712737e-08	-1.122629006899553e+01	4.987372829732364e+00	1.760651370824118e-02
8.439473946249615e-08	-1.121627219103392e+01	4.987422657484824e+00	1.735398034488922e-02
8.454223208786494e-08	-1.120592751492275e+01	4.987471958225475e+00	1.710156478192737e-02
8.468972471323372e-08	-1.119525679742480e+01	4.987520745126376e+00	1.684927471408670e-02
8.483721733860251e-08	-1.118426080417134e+01	4.987569031125468e+00	1.659711781751513e-02
8.498470996397129e-08	-1.117294030962681e+01	4.987616828930158e+00	1.634510174969173e-02
8.513220258934008e-08	-1.116129609705338e+01	4.987664151020929e+00	1.609323414952146e-02
8.527969521470886e-08	-1.114932895847531e+01	4.987711009654975e+00	1.584152263756011e-02
8.542718784007765e-08	-1.113703969464295e+01	4.987757416869855e+00	1.558997481630489e-02
8.557468046544643e-08	-1.112442911499672e+01	4.987803384487141e+00	1.533859827049580e-02
8.572217309081522e-08	-1.111149803763070e+01	4.987848924116047e+00	1.508740056737395e-02
8.586966571618400e-08	-1.109824728925613e+01	4.987894047157010e+00	1.483638925685496e-02
8.601715834155279e-08	-1.108467770516461e+01	4.987938764805214e+00	1.458557187159348e-02
8.616465096692157e-08	-1.107079012919114e+01	4.987983088054032e+00	1.433495592692877e-02
8.633582953204233e-08	-1.105429609358226e+01	4.988034074145459e+00	1.404434131112656e-02
8.635299326238262e-08	-1.105263287390937e+01	4.988039175113358e+00	1.401520820992511e-02
8.654161198549763e-08	-1.103398574568906e+01	4.988094796930302e+00	1.369530716196521e-02
8.668910461086642e-08	-1.101897405816937e+01	4.988137799726204e+00	1.344546518109371e-02
8.683659723623521e-08	-1.100364832679528e+01	4.988180455840491e+00	1.319585868787015e-02
8.698408986160399e-08	-1.098800944219996e+01	4.988222775198463e+00	1.294649507914891e-02
8.713158248697278e-08	-1.097205830331256e+01	4.988264767542391e+00	1.269738173350837e-02
8.727907511234156e-08	-1.095579581731974e+01	4.988306442435190e+00	1.244852601246793e-02
8.742656773771035e-08	-1.093922289962690e+01	4.988347809263977e+00	1.219993526125041e-02
8.757406036307913e-08	-1.092234047381929e+01	4.988388877243491e+00	1.195161680904813e-02
8.772155298844792e-08	-1.090514947162288e+01	4.988429655419298e+00	1.170357796881544e-02
8.786904561381670e-08	-1.088765083286508e+01	4.988470152670761e+00	1.145582603665565e-02
8.801653823918549e-08	-1.086984550543520e+01	4.988510377713800e+00	1.120836829090668e-02
8.816403086455427e-08	-1.085173444524480e+01	4.988550339103421e+00	1.096121199104466e-02
8.831152348992306e-08	-1.083331861618778e+01	4.988590045236084e+00	1.071436437653420e-02
8.833286676312424e-08	-1.083064941159816e+01	4.988595787414837e+00	1.067864806477509e-02
8.833893357617823e-08	-1.082988958459747e+01	4.988597418702523e+00	1.066849684989851e-02
8.839521942289601e-08	-1.082280850572208e+01	4.988612527052218e+00	1.057434973508117e-02
8.845954610486065e-08	-1.081464358976594e+01	4.988629734832787e+00	1.046682800632465e-02
8.853258409174353e-08	-1.080529857866702e+01	4.988649213377267e+00	1.034482374474308e-02
8.859937645753390e-08	-1.079669056668706e+01	4.988666977211423e+00	1.023331851843556e-02
8.865024020556517e-08	-1.079009941135190e+01	4.988680476611838e+00	1.014844370964341e-02
8.871509752981542e-08	-1.078163648983859e+01	4.988697644909907e+00	1.004028176668309e-02
8.877437328660038e-08	-1.077385315111531e+01	4.988713298609818e+00	9.941481680280501e-03
8.883087713254116e-08	-1.076638956191786e+01	4.988728187019343e+00	9.847350823906587e-03
8.888985884119812e-08	-1.075855054943317e+01	4.988743692570637e+00	9.749145945433135e-03
8.894661449951059e-08	-1.075096289016464e+01	4.988758580251501e+00	9.654697766646181e-03
8.900536111338360e-08	-1.074306144466707e+01	4.988773955667764e+00	9.556990756182493e-03
8.906231991191136e-08	-1.073535575743557e+01	4.988788831161718e+00	9.462308736717245e-03
8.912087838670554e-08	-1.072738647063457e+01	4.988804091074165e+00	9.365022477441337e-03
8.917800092701547e-08	-1.071956775929262e+01	4.988818945487880e+00	9.270174449584306e-03
8.923640872573769e-08	-1.071152630664235e+01	4.988834101859889e+00	9.173247811736979e-03
8.929366316361598e-08	-1.070359871621974e+01	4.988848928371387e+00	9.078288870768642e-03
8.935195021620931e-08	-1.069548164517071e+01	4.988863991054713e+00	8.981673400152823e-03
8.940931084403322e-08	-1.068744861264555e+01	4.988878784509549e+00	8.886648303439881e-03
8.952494717229468e-08	-1.067111755413903e+01	4.988908518262082e+00	8.695250752596834e-03
8.964057460115365e-08	-1.065460573702212e+01	4.988938133726531e+00	8.504095476909085e-03
8.975619502285125e-08	-1.063791342654095e+01	4.988967634792486e+00	8.313182669069996e-03
8.987180990708112e-08	-1.062104094099329e+01	4.988997025181125e+00	8.122513225026995e-03
8.998742040199303e-08	-1.060398864004505e+01	4.989026308474488e+00	7.932088575311858e-03
9.010302740895202e-08	-1.058675691602639e+01	4.989055488137434e+00	7.741910560227577e-03
9.021863163853063e-08	-1.056934618737233e+01	4.989084567534324e+00	7.551981336343688e-03
9.033423365281993e-08	-1.055175689362568e+01	4.989113549941804e+00	7.362303305589513e-03
9.044983389773533e-08	-1.053398949159217e+01	4.989142438564434e+00	7.172879058284037e-03
9.054628855927088e-08	-1.051903001103520e+01	4.989166474200609e+00	7.015019430092584e-03
9.054631424428800e-08	-1.051902602046662e+01	4.989166480597565e+00	7.014977403516864e-03
9.054633809266326e-08	-1.051902231524087e+01	4.989166486537091e+00	7.014938382112673e-03
9.063093473203381e-08	-1.050579772296989e+01	4.989187513003288e+00	6.876632614156808e-03
9.071553137140434e-08	-1.049247831755302e+01	4.989208496246287e+00	6.738469873587168e-03
9.080012801077489e-08	-1.047906409899026e+01	4.989229436266089e+00	6.600450160403709e-03
9.088472465014543e-08	-1.046555506728162e+01	4.989250333062693e+00	6.462573474606453e-03
9.096932128951598e-08	-1.045195122242709e+01	4.989271186636099e+00	6.324839816195400e-03
9.105391792888651e-08	-1.043825256442668e+01	4.989291996986307e+00	6.187249185170571e-03
9.113851456825706e-08	-1.042445909328037e+01	4.989312764113318e+00	6.049801581531927e-03
9.125441865511890e-08	-1.040541486616014e+01	4.989341159376621e+00	5.861722555341869e-03
9.137024873109463e-08	-1.038620792567650e+01	4.989369465816678e+00	5.674041955493786e-03
9.148602392181887e-08	-1.036683592040614e+01	4.989397690919814e+00	5.486731633123493e-03
9.160175796472947e-08	-1.034729730330891e+01	4.989425840770030e+00	5.299772294287852e-03
9.171746084874366e-08	-1.032759109080912e+01	4.989453920464542e+00	5.113150797030647e-03
9.183313992422025e-08	-1.030771669877569e+01	4.989481934389824e+00	4.926858328108824e-03
9.194880066165377e-08	-1.028767382982675e+01	4.989509886434710e+00	4.740889138623361e-03
9.206444717579134e-08	-1.026746239512157e+01	4.989537780087897e+00	4.555239698282615e-03
9.218008259168989e-08	-1.024708245949871e+01	4.989565618555669e+00	4.369908088839525e-03
9.229570930344738e-08	-1.022653420254856e+01	4.989593404820924e+00	4.184893579643495e-03
9.241132915928631e-08	-1.020581789066084e+01	4.989621141690331e+00	4.000196324463856e-03
9.252694359553401e-08	-1.018493385670706e+01	4.989648831828698e+00	3.815817142305944e-03
9.264255373481745e-08	-1.016388248509187e+01	4.989676477784371e+00	3.631757357028503e-03
9.275816045883355e-08	-1.014266420062340e+01	4.989704082008262e+00	3.448018678596343e-03
9.287376446288117e-08	-1.012127946013272e+01	4.989731646868301e+00	3.264603114137010e-03
9.298936629713531e-08	-1.009972874609636e+01	4.989759174660500e+00	3.081512900580619e-03
9.310496639816014e-08	-1.007801256173603e+01	4.989786667617534e+00	2.898750453101645e-03
9.322056511316802e-08	-1.005613142722056e+01	4.989814127915419e+00	2.716318325258843e-03
9.333616271883717e-08	-1.003408587669936e+01	4.989841557678742e+00	2.534219177897784e-03
9.345175943597893e-08	-1.001187645596979e+01	4.989868958984764e+00	2.352455754682237e-03
9.356735544104042e-08	-9.989503720632188e+00	4.989896333866646e+00	2.171030862709117e-03
9.368295087516104e-08	-9.966968234623275e+00	4.989923684315983e+00	1.989947357063149e-03
9.379854585133500e-08	-9.944270569045230e+00	4.989951012284795e+00	1.809208128465828e-03
9.391414046008300e-08	-9.921411301227311e+00	4.989978319687106e+00	1.628816093383778e-03
9.402973477395851e-08	-9.898391013971315e+00	4.990005608400195e+00	1.448774186118607e-03
9.414532885114251e-08	-9.875210294943052e+00	4.990032880265615e+00	1.269085352506194e-03
9.426092273830654e-08	-9.851869736180198e+00	4.990060137090040e+00	1.089752544938399e-03
9.437651647290298e-08	-9.828369933693221e+00	4.990087380645995e+00	9.107787184719218e-04
9.449211008498459e-08	-9.804711487140919e+00	4.990114612672510e+00	7.321668278330584e-04
9.460770359867823e-08	-9.780894999565874e+00	4.990141834875747e+00	5.539198251613975e-04
9.472329703335726e-08	-9.756921077178140e+00	4.990169048929596e+00	3.760406583434017e-04
9.483889040456979e-08	-9.732790329177771e+00	4.990196256476285e+00	1.985322698262459e-04
9.495448372481128e-08	-9.708503367608671e+00	4.990223459126983e+00	2.139759578995148e-05
9.507007700411058e-08	-9.684060807237755e+00	4.990250658462427e+00	-1.553604344078086e-04
9.524346784672185e-08	-9.647106359291943e+00	4.990291454865494e+00	-4.197863785319889e-04
9.541685666928490e-08	-9.609805719831488e+00	4.990332251941186e+00	-6.833454777094294e-04
9.559024694631195e-08	-9.572160251566444e+00	4.990373055472241e+00	-9.460331996427040e-04
9.576363617607423e-08	-9.534172618022389e+00	4.990413869697217e+00	-1.207835985548800e-03
9.593702615988897e-08	-9.495844556623565e+00	4.990454699733096e+00	-1.468746835648793e-03
9.611041560076574e-08	-9.457178496581600e+00	4.990495549836186e+00	-1.728754126139348e-03
9.628380543256855e-08	-9.418176383317510e+00	4.990536424659538e+00	-1.987849636824190e-03
9.645719498289215e-08	-9.378840532216470e+00	4.990577328351065e+00	-2.246022795002911e-03
9.663058473588702e-08	-9.339173008356601e+00	4.990618265206454e+00	-2.503264810011285e-03
9.680397434295505e-08	-9.299176076769900e+00	4.990659239201365e+00	-2.759565711058638e-03
9.695259406166011e-08	-9.264628928983615e+00	4.990694386740773e+00	-2.978510770899875e-03
9.710121378036516e-08	-9.229846246082964e+00	4.990729572565408e+00	-3.196737256058181e-03
9.724983349907023e-08	-9.194828028067938e+00	4.990764796675272e+00	-3.414245166533596e-03
9.739845321777528e-08	-9.159574274938546e+00	4.990800059070364e+00	-3.631034502326080e-03
9.754707293648034e-08	-9.124084986694781e+00	4.990835359750684e+00	-3.847105263435671e-03
9.769569265518540e-08	-9.088360163336649e+00	4.990870698716232e+00	-4.062457449862333e-03
9.784431237389046e-08	-9.052399804864143e+00	4.990906075967008e+00	-4.277091061606102e-03
9.802820361532952e-08	-9.007572707103698e+00	4.990949911446241e+00	-4.541622440608018e-03
9.821209485676860e-08	-8.962407259127366e+00	4.990993828733166e+00	-4.805000078885458e-03
9.839598609820767e-08	-8.916903460935155e+00	4.991037827827784e+00	-5.067223976438384e-03
9.857987733964673e-08	-8.871061312527059e+00	4.991081908730095e+00	-5.328294133266815e-03
9.876376858108579e-08	-8.824880813903082e+00	4.991126071440098e+00	-5.588210549370752e-03
9.894765982252487e-08	-8.778361965063219e+00	4.991170315957794e+00	-5.846973224750211e-03
9.913155106396393e-08	-8.731504766007475e+00	4.991214642283182e+00	-6.104582159405153e-03
9.954389246764778e-08	-8.625236072447155e+00	4.991314392455676e+00	-6.677786042106393e-03
9.957090766972131e-08	-8.618217267057368e+00	4.990472094154830e+00	-6.715798202487439e-03
9.957502234049718e-08	-8.617148072394279e+00	4.990008936547540e+00	-6.721612352783485e-03
9.958325168204891e-08	-8.615009026450615e+00	4.988719241429607e+00	-6.733433386486826e-03
9.959033614850220e-08	-8.613167080492470e+00	4.987156169845161e+00	-6.743838042520767e-03
9.959682467830503e-08	-8.611479668859868e+00	4.985268922555729e+00	-6.753644864974206e-03
9.960246081364873e-08	-8.610013623847202e+00	4.983194446833799e+00	-6.762443909959059e-03
9.960784934409089e-08	-8.608611703500365e+00	4.980755597585272e+00	-6.771189114592069e-03
9.961249194956752e-08	-8.607403639920602e+00	4.978228678084456e+00	-6.779029440532297e-03
9.961712539264809e-08	-8.606197752747363e+00	4.975253597690241e+00	-6.787227377309968e-03
9.962104427101620e-08	-8.605177687640928e+00	4.972329175754155e+00	-6.794476257601573e-03
9.962513360446502e-08	-8.604113092157110e+00	4.968838931537164e+00	-6.802446142624041e-03
9.962850896248220e-08	-8.603234259100955e+00	4.965578274818398e+00	-6.809340832305610e-03
9.963219093389020e-08	-8.602275462870011e+00	4.961613446623858e+00	-6.817295516524408e-03
9.963515322284315e-08	-8.601503989267879e+00	4.958082551609849e+00	-6.824009267738490e-03
9.963851885136556e-08	-8.600627363857832e+00	4.953711557646614e+00	-6.832094895869834e-03
9.964116844042337e-08	-8.599937173209813e+00	4.949977664531104e+00	-6.838771948727729e-03
9.964427931220625e-08	-8.599126729710541e+00	4.945301311853740e+00	-6.847088813537239e-03
9.964669718850989e-08	-8.598496768770087e+00	4.941431115272053e+00	-6.853865325722186e-03
9.964959632920167e-08	-8.597741336600798e+00	4.936581889398013e+00	-6.862482457899832e-03
9.965185038350572e-08	-8.597153946250032e+00	4.932642847513733e+00	-6.869500528264794e-03
9.965457057740143e-08	-8.596445011894779e+00	4.927777631222909e+00	-6.878470945722748e-03
9.965672964817515e-08	-8.595882271958114e+00	4.923824614144735e+00	-6.885925736294263e-03
9.965928896299238e-08	-8.595215149314331e+00	4.919132010164276e+00	-6.895264485341335e-03
9.966139462708857e-08	-8.594666234595124e+00	4.915270636570966e+00	-6.903305257677794e-03
9.966383983479066e-08	-8.594028748392201e+00	4.910889272208607e+00	-6.913151038238308e-03
9.966594204121704e-08	-8.593480642934530e+00	4.907224935690948e+00	-6.922007763263904e-03
9.966831531508992e-08	-8.592861808184644e+00	4.903300420538784e+00	-6.932528104107993e-03
9.967046484335988e-08	-8.592301270958526e+00	4.899961832574206e+00	-6.942499590939788e-03
9.967282206851645e-08	-8.591686518680991e+00	4.896617068982991e+00	-6.953985144711350e-03
9.967507004572841e-08	-8.591100209091337e+00	4.893753627935951e+00	-6.965452740350653e-03
9.967747002486622e-08	-8.590474199492760e+00	4.891088589866413e+00	-6.978296104331538e-03
9.967982160756365e-08	-8.589860760436189e+00	4.888852594609901e+00	-6.991467908002980e-03
9.968219440049462e-08	-8.589241734320439e+00	4.886936275737810e+00	-7.005365978879574e-03
9.968434388793419e-08	-8.588680920871205e+00	4.885413180504258e+00	-7.018460663759107e-03
9.968621418247233e-08	-8.588192916832050e+00	4.884171135896402e+00	-7.030240344416128e-03
9.968770977221989e-08	-8.587802660647164e+00	4.883166583818266e+00	-7.039908827589092e-03
9.968983191798142e-08	-8.587248879553304e+00	4.881600836142496e+00	-7.054009416859519e-03
9.969067028293898e-08	-8.587030094457489e+00	4.880901604818220e+00	-7.059708894796790e-03
9.969143875739541e-08	-8.586829542768115e+00	4.880204795235016e+00	-7.065000708955216e-03
9.969331742076815e-08	-8.586339235449479e+00	4.878232950215306e+00	-7.078243741870494e-03
9.969464098185445e-08	-8.585993780036251e+00	4.876564746154685e+00	-7.087852898190139e-03
9.969625729427148e-08	-8.585571890149975e+00	4.874123565510871e+00	-7.099903124966556e-03
9.969797415283326e-08	-8.585123727448991e+00	4.870905729025196e+00	-7.113069745644851e-03
9.969985772295944e-08	-8.584632012944532e+00	4.866503820231969e+00	-7.127973850822200e-03
9.970161483807325e-08	-8.584173280512015e+00	4.861355756234673e+00	-7.142294873653365e-03
9.970321691872740e-08	-8.583754998550457e+00	4.855643895694413e+00	-7.155716130946121e-03
9.970570776922336e-08	-8.583104625854357e+00	4.844453638545701e+00	-7.177284100382764e-03
9.970792693141461e-08	-8.582525143828438e+00	4.832033853562507e+00	-7.197314962634871e-03
9.971013387399347e-08	-8.581948806003243e+00	4.817302157401627e+00	-7.218096490140380e-03
9.971233914501717e-08	-8.581372858188338e+00	4.800066466869453e+00	-7.239807235893014e-03
9.971455247622684e-08	-8.580794758529475e+00	4.780119397438057e+00	-7.262648672336836e-03
9.971678246921832e-08	-8.580212259572196e+00	4.757231180822828e+00	-7.286845128540387e-03
9.971903652257030e-08	-8.579623427416124e+00	4.731143119448461e+00	-7.312646258789579e-03
9.972132090425883e-08	-8.579026622902848e+00	4.701561771837987e+00	-7.340331558991497e-03
9.972364092560401e-08	-8.578420456279250e+00	4.668154136770454e+00	-7.370216925766782e-03
9.972600118681805e-08	-8.577803723117459e+00	4.630544060264810e+00	-7.402663465224890e-03
9.972840586514896e-08	-8.577175329077111e+00	4.588309936280439e+00	-7.438088860499681e-03
9.973085901753221e-08	-8.576534210839561e+00	4.540983577786847e+00	-7.476981713056885e-03
9.973336487606964e-08	-8.575879258870323e+00	4.488049988951389e+00	-7.519919461543623e-03
9.973592812554803e-08	-8.575209244837719e+00	4.428947733061250e+00	-7.567590795318768e-03
9.973855416366790e-08	-8.574522753504869e+00	4.363069670231653e+00	-7.620823936302923e-03
9.974124935390656e-08	-8.573818116502625e+00	4.289763994164332e+00	-7.680622787723745e-03
9.974402128711240e-08	-8.573093343775486e+00	4.208335676471052e+00	-7.748213805378157e-03
9.974687907218964e-08	-8.572346047361929e+00	4.118048595188611e+00	-7.825107663801401e-03
