Time (s),VDS_A,VDS_B,V_MR,V_RECT_IN,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN"", ""GATE_1"", ""GATE_2""]"
0.0,-0.7812485120000012,37.50000384,47.187494912000005,15.62500096,8960
5e-10,-1.5624985600000016,37.50000384,47.187494912000005,15.62500096,8960
1e-09,-1.5624985600000016,37.50000384,44.062494720000004,14.062500864,8960
1.5000000000000002e-09,-0.7812485120000012,38.281253887999995,39.37499443200001,14.062500864,8960
2e-09,-0.7812485120000012,39.062503936,39.37499443200001,12.500000768,8960
2.5e-09,-0.7812485120000012,39.843753984,39.37499443200001,12.500000768,8704
3.0000000000000004e-09,-1.5624985600000016,39.843753984,33.124994048000005,10.937500671999999,8704
3.5000000000000003e-09,-1.5624985600000016,39.843753984,31.562493951999997,7.81250048,8704
4e-09,-1.5624985600000016,40.62500403199999,28.43749376000001,6.250000384,8704
4.500000000000001e-09,-1.5624985600000016,41.40625408,29.999993856000003,6.250000384,8192
5e-09,-1.5624985600000016,41.40625408,25.312493568000008,4.687500288,8192
5.5000000000000004e-09,-1.5624985600000016,41.40625408,23.749993472,4.687500288,8192
6.000000000000001e-09,-1.5624985600000016,41.40625408,20.624993279999998,4.687500288,8192
6.5e-09,-2.343748608000002,41.40625408,17.499993087999997,4.687500288,8192
7.000000000000001e-09,-1.5624985600000016,42.968754176000004,15.937492992000003,1.562500096,8192
7.500000000000001e-09,-0.7812485120000012,42.968754176000004,14.374992896000009,1.562500096,8192
8e-09,-0.7812485120000012,42.968754176000004,11.249992704000007,0.0,8192
8.5e-09,-0.7812485120000012,42.968754176000004,9.687492608,-1.562500096,8192
9.000000000000001e-09,-0.7812485120000012,43.750004223999994,6.562492415999998,-3.125000192,8192
9.5e-09,-1.5624985600000016,42.968754176000004,4.999992320000004,-1.562500096,8192
1e-08,-1.5624985600000016,42.968754176000004,3.4374922240000103,-4.687500288,8192
1.0500000000000001e-08,-0.7812485120000012,44.531254272,3.4374922240000103,-3.125000192,8192
1.1000000000000001e-08,-0.7812485120000012,45.31250432,-1.250008063999985,-7.81250048,8192
1.15e-08,-0.7812485120000012,44.531254272,-2.812508159999993,-6.250000384,8192
1.2000000000000002e-08,-1.5624985600000016,43.750004223999994,-7.5000084479999884,-7.81250048,8192
1.2500000000000001e-08,-1.5624985600000016,43.750004223999994,-5.937508352000009,-9.375000576,8192
1.3e-08,-1.5624985600000016,44.531254272,-9.062508543999996,-10.937500671999999,8192
1.35e-08,-1.5624985600000016,44.531254272,-10.625008640000004,-12.500000768,8192
1.4000000000000001e-08,-0.7812485120000012,43.750004223999994,-13.750008831999992,-12.500000768,8192
1.45e-08,-1.5624985600000016,43.750004223999994,-13.750008831999992,-14.062500864,8192
1.5000000000000002e-08,-2.343748608000002,44.531254272,-16.875009024000008,-15.62500096,8192
1.55e-08,-1.5624985600000016,44.531254272,-18.437509119999987,-15.62500096,8192
1.6e-08,-0.7812485120000012,44.531254272,-18.437509119999987,-17.187501056,8192
1.6500000000000002e-08,-0.7812485120000012,44.531254272,-20.000009215999995,-20.312501248,8192
1.7e-08,1.5359999991915174e-06,43.750004223999994,-21.562509312000003,-20.312501248,8192
1.75e-08,-1.5624985600000016,42.187504128,-24.68750950399999,-21.875001343999998,8192
1.8000000000000002e-08,-1.5624985600000016,42.187504128,-24.68750950399999,-20.312501248,8192
1.85e-08,-0.7812485120000012,42.187504128,-24.68750950399999,-20.312501248,8192
1.9e-08,-1.5624985600000016,42.187504128,-26.2500096,-23.43750144,8192
1.9500000000000003e-08,-0.7812485120000012,41.40625408,-27.812509696000006,-25.000001536,8192
2e-08,-0.7812485120000012,40.62500403199999,-29.375009791999986,-25.000001536,8192
2.05e-08,-1.5624985600000016,39.062503936,-27.812509696000006,-26.562501632,8192
2.1000000000000003e-08,-0.7812485120000012,39.062503936,-30.937509887999994,-28.125001728,8192
2.15e-08,-0.7812485120000012,39.062503936,-29.375009791999986,-28.125001728,8192
2.2000000000000002e-08,-0.7812485120000012,36.718753792,-30.937509887999994,-29.687501823999998,8192
2.2500000000000003e-08,-1.5624985600000016,37.50000384,-30.937509887999994,-29.687501823999998,8192
2.3e-08,-0.7812485120000012,37.50000384,-30.937509887999994,-31.25000192,8192
2.3500000000000002e-08,1.5359999991915174e-06,35.156253696,-32.500009984,-29.687501823999998,8192
2.4000000000000003e-08,0.7812515839999996,34.375003647999996,-32.500009984,-32.812502015999996,8192
2.45e-08,3.125001728000001,33.5937536,-30.937509887999994,-32.812502015999996,0
2.5000000000000002e-08,4.687501823999998,32.812503551999995,-32.500009984,-34.375002112,0
2.55e-08,7.031251967999999,31.250003456,-32.500009984,-35.937502208,0
2.6e-08,9.375002111999997,29.68750336,-32.500009984,-35.937502208,0
2.6500000000000002e-08,11.718752256000002,30.468753407999998,-30.937509887999994,-35.937502208,0
2.7e-08,11.718752256000002,29.68750336,-32.500009984,-37.500002304,1024
2.75e-08,10.156252160000001,28.125003264,-32.500009984,-39.0625024,1024
