Time (s),V_LOAD_RF
0.0,-0.092187505664
5e-10,-0.087500005376
1e-09,-0.08281250508799999
1.5000000000000002e-09,-0.08281250508799999
2e-09,-0.081250004992
2.5e-09,-0.081250004992
3.0000000000000004e-09,-0.081250004992
3.5000000000000003e-09,-0.08281250508799999
4e-09,-0.084375005184
4.500000000000001e-09,-0.087500005376
5e-09,-0.089062505472
5.5000000000000004e-09,-0.089062505472
6.000000000000001e-09,-0.087500005376
6.5e-09,-0.087500005376
7.000000000000001e-09,-0.087500005376
7.500000000000001e-09,-0.084375005184
8e-09,-0.081250004992
8.5e-09,-0.0781250048
9.000000000000001e-09,-0.0781250048
9.5e-09,-0.076562504704
1e-08,-0.073437504512
1.0500000000000001e-08,-0.076562504704
1.1000000000000001e-08,-0.0781250048
1.15e-08,-0.0781250048
1.2000000000000002e-08,-0.07500000460799999
1.2500000000000001e-08,-0.073437504512
1.3e-08,-0.07500000460799999
1.35e-08,-0.076562504704
1.4000000000000001e-08,-0.07500000460799999
1.45e-08,-0.076562504704
1.5000000000000002e-08,-0.076562504704
1.55e-08,-0.073437504512
1.6e-08,-0.07031250432
1.6500000000000002e-08,-0.068750004224
1.7e-08,-0.067187504128
1.75e-08,-0.065625004032
1.8000000000000002e-08,-0.065625004032
1.85e-08,-0.067187504128
1.9e-08,-0.068750004224
1.9500000000000003e-08,-0.068750004224
2e-08,-0.06406250393599999
2.05e-08,-0.059375003647999997
2.1000000000000003e-08,-0.057812503551999996
2.15e-08,-0.059375003647999997
2.2000000000000002e-08,-0.059375003647999997
2.2500000000000003e-08,-0.059375003647999997
2.3e-08,-0.056250003455999995
2.3500000000000002e-08,-0.051562503168
2.4000000000000003e-08,-0.051562503168
2.45e-08,-0.053125003264
2.5000000000000002e-08,-0.05468750336
2.55e-08,-0.053125003264
2.6e-08,-0.046875002879999995
2.6500000000000002e-08,-0.046875002879999995
2.7e-08,-0.048437502975999996
2.75e-08,-0.048437502975999996
2.8000000000000003e-08,-0.048437502975999996
2.85e-08,-0.048437502975999996
2.9e-08,-0.043750002688
2.9500000000000003e-08,-0.040625002496
3.0000000000000004e-08,-0.040625002496
3.05e-08,-0.0390625024
3.1e-08,-0.0390625024
3.1500000000000004e-08,-0.03125000192
3.2e-08,-0.026562501632
3.25e-08,-0.023437501439999998
3.3000000000000004e-08,-0.028125001727999997
3.35e-08,-0.028125001727999997
3.4e-08,-0.026562501632
3.4500000000000005e-08,-0.020312501248
3.5e-08,-0.01562500096
3.55e-08,-0.017187501056
3.6000000000000005e-08,-0.020312501248
3.65e-08,-0.021875001344
3.7e-08,-0.021875001344
3.7500000000000005e-08,-0.017187501056
3.8e-08,-0.014062500863999999
3.85e-08,-0.012500000768
3.9000000000000005e-08,-0.014062500863999999
3.95e-08,-0.014062500863999999
4e-08,-0.00781250048
4.0500000000000005e-08,-0.001562500096
4.1e-08,0.0
4.15e-08,-0.001562500096
4.2000000000000006e-08,-0.001562500096
4.2500000000000003e-08,0.0
4.3e-08,0.001562500096
4.3500000000000006e-08,0.006250000384
4.4000000000000004e-08,0.00781250048
4.45e-08,0.00781250048
4.5000000000000006e-08,0.010937500672
4.5500000000000004e-08,0.010937500672
4.6e-08,0.01562500096
4.6500000000000006e-08,0.014062500863999999
4.7000000000000004e-08,0.012500000768
4.75e-08,0.014062500863999999
4.8000000000000006e-08,0.017187501056
4.8500000000000004e-08,0.020312501248
4.9e-08,0.023437501439999998
4.95e-08,0.026562501632
5.0000000000000004e-08,0.025000001536
5.05e-08,0.026562501632
5.1e-08,0.026562501632
5.1500000000000005e-08,0.026562501632
5.2e-08,0.026562501632
5.25e-08,0.03125000192
5.3000000000000005e-08,0.032812502016
5.35e-08,0.034375002112
5.4e-08,0.035937502207999995
5.4500000000000005e-08,0.034375002112
5.5e-08,0.03125000192
5.55e-08,0.032812502016
5.6000000000000005e-08,0.035937502207999995
5.65e-08,0.042187502592
5.7e-08,0.046875002879999995
5.7500000000000005e-08,0.046875002879999995
5.8e-08,0.043750002688
5.85e-08,0.043750002688
5.9000000000000006e-08,0.046875002879999995
5.9500000000000003e-08,0.050000003072
6.000000000000001e-08,0.053125003264
6.05e-08,0.048437502975999996
6.1e-08,0.045312502783999994
6.15e-08,0.043750002688
6.2e-08,0.050000003072
6.250000000000001e-08,0.053125003264
6.300000000000001e-08,0.056250003455999995
6.35e-08,0.059375003647999997
6.4e-08,0.057812503551999996
6.45e-08,0.059375003647999997
6.5e-08,0.059375003647999997
6.55e-08,0.060937503744
6.600000000000001e-08,0.06250000384
6.65e-08,0.060937503744
6.7e-08,0.056250003455999995
6.75e-08,0.05468750336
6.8e-08,0.056250003455999995
6.85e-08,0.057812503551999996
6.900000000000001e-08,0.057812503551999996
6.950000000000001e-08,0.056250003455999995
7e-08,0.057812503551999996
7.05e-08,0.060937503744
7.1e-08,0.06250000384
7.15e-08,0.06406250393599999
7.200000000000001e-08,0.065625004032
7.250000000000001e-08,0.065625004032
7.3e-08,0.065625004032
7.35e-08,0.065625004032
7.4e-08,0.06406250393599999
7.45e-08,0.06250000384
7.500000000000001e-08,0.059375003647999997
7.550000000000001e-08,0.057812503551999996
7.6e-08,0.057812503551999996
7.65e-08,0.06250000384
7.7e-08,0.06406250393599999
7.75e-08,0.065625004032
7.800000000000001e-08,0.06406250393599999
7.850000000000001e-08,0.059375003647999997
7.9e-08,0.060937503744
7.95e-08,0.06406250393599999
8e-08,0.065625004032
8.05e-08,0.065625004032
8.100000000000001e-08,0.06250000384
8.150000000000001e-08,0.06250000384
8.2e-08,0.06250000384
8.25e-08,0.06406250393599999
8.3e-08,0.06406250393599999
8.35e-08,0.06250000384
8.400000000000001e-08,0.060937503744
8.450000000000001e-08,0.057812503551999996
8.500000000000001e-08,0.056250003455999995
8.55e-08,0.05468750336
8.6e-08,0.056250003455999995
8.65e-08,0.057812503551999996
8.700000000000001e-08,0.057812503551999996
8.750000000000001e-08,0.059375003647999997
8.800000000000001e-08,0.060937503744
8.85e-08,0.059375003647999997
8.9e-08,0.05468750336
8.95e-08,0.051562503168
9.000000000000001e-08,0.050000003072
9.050000000000001e-08,0.048437502975999996
9.100000000000001e-08,0.046875002879999995
9.15e-08,0.046875002879999995
9.2e-08,0.046875002879999995
9.25e-08,0.048437502975999996
9.300000000000001e-08,0.048437502975999996
9.350000000000001e-08,0.048437502975999996
9.400000000000001e-08,0.050000003072
9.45e-08,0.050000003072
9.5e-08,0.048437502975999996
9.55e-08,0.046875002879999995
9.600000000000001e-08,0.045312502783999994
9.650000000000001e-08,0.042187502592
9.700000000000001e-08,0.0390625024
9.75e-08,0.0390625024
9.8e-08,0.035937502207999995
9.85e-08,0.034375002112
9.9e-08,0.032812502016
