Time (s),V_TANK_IN,I_PRI,V_TANK_OUT,I_SEC
0.0,-50.00002559999999,-0.843750016,31.249998848,-0.5624993279999995
5e-10,-50.00002559999999,-0.843750016,28.124998656000002,-0.5624993279999995
1e-09,-50.00002559999999,-0.8750000128,28.124998656000002,-0.5624993279999995
1.5000000000000002e-09,-53.12502527999999,-0.8750000128,28.124998656000002,-0.5624993279999995
2e-09,-53.12502527999999,-0.843750016,29.687498752,-0.4999993344
2.5e-09,-50.00002559999999,-0.8750000128,26.56249856,-0.4999993344
3.0000000000000004e-09,-50.00002559999999,-0.8750000128,26.56249856,-0.4999993344
3.5000000000000003e-09,-53.12502527999999,-0.8750000128,26.56249856,-0.43749934079999964
4e-09,-50.00002559999999,-0.8750000128,23.437498368,-0.43749934079999964
4.500000000000001e-09,-53.12502527999999,-0.8750000128,23.437498368,-0.43749934079999964
5e-09,-50.00002559999999,-0.843750016,20.312498176000002,-0.43749934079999964
5.5000000000000004e-09,-53.12502527999999,-0.8750000128,21.874998272,-0.43749934079999964
6.000000000000001e-09,-53.12502527999999,-0.8750000128,20.312498176000002,-0.43749934079999964
6.5e-09,-50.00002559999999,-0.8750000128,20.312498176000002,-0.37499934720000017
7.000000000000001e-09,-50.00002559999999,-0.843750016,18.74999808,-0.37499934720000017
7.500000000000001e-09,-50.00002559999999,-0.8750000128,18.74999808,-0.37499934720000017
8e-09,-50.00002559999999,-0.843750016,18.74999808,-0.3124993535999998
8.5e-09,-50.00002559999999,-0.843750016,15.624997888000003,-0.24999935999999945
9.000000000000001e-09,-50.00002559999999,-0.843750016,14.062497792000002,-0.3124993535999998
9.5e-09,-50.00002559999999,-0.843750016,15.624997888000003,-0.3124993535999998
1e-08,-53.12502527999999,-0.8125000192,14.062497792000002,-0.24999935999999945
1.0500000000000001e-08,-53.12502527999999,-0.8125000192,12.499997696000001,-0.24999935999999945
1.1000000000000001e-08,-50.00002559999999,-0.8125000192,12.499997696000001,-0.18749936639999998
1.15e-08,-50.00002559999999,-0.7812500224000001,10.9374976,-0.18749936639999998
1.2000000000000002e-08,-46.875025919999985,-0.7812500224000001,9.374997504,-0.24999935999999945
1.2500000000000001e-08,-50.00002559999999,-0.8125000192,9.374997504,-0.24999935999999945
1.3e-08,-50.00002559999999,-0.7812500224000001,7.812497407999999,-0.18749936639999998
1.35e-08,-53.12502527999999,-0.7812500224000001,7.812497407999999,-0.18749936639999998
1.4000000000000001e-08,-50.00002559999999,-0.7812500224000001,6.249997312000005,-0.12499937279999962
1.45e-08,-53.12502527999999,-0.7500000256,6.249997312000005,-0.12499937279999962
1.5000000000000002e-08,-50.00002559999999,-0.7812500224000001,4.687497216000004,-0.06249937920000015
1.55e-08,-46.875025919999985,-0.7500000256,4.687497216000004,-0.06249937920000015
1.6e-08,-50.00002559999999,-0.7187500287999999,3.1249971200000033,6.14400000209514e-07
1.6500000000000002e-08,-50.00002559999999,-0.7187500287999999,1.5624970240000025,6.14400000209514e-07
1.7e-08,-50.00002559999999,-0.7187500287999999,1.5624970240000025,6.14400000209514e-07
1.75e-08,-50.00002559999999,-0.687500032,1.5624970240000025,6.14400000209514e-07
1.8000000000000002e-08,-50.00002559999999,-0.687500032,-3.071999998383035e-06,0.06250060800000057
1.85e-08,-50.00002559999999,-0.7187500287999999,-3.125003264,0.06250060800000057
1.9e-08,-46.875025919999985,-0.687500032,-3.125003264,0.06250060800000057
1.9500000000000003e-08,-50.00002559999999,-0.687500032,-4.687503360000001,0.12500060160000004
2e-08,-43.75002624000001,-0.6562500352,-6.250003456000002,0.12500060160000004
2.05e-08,-46.875025919999985,-0.6562500352,-7.8125035519999955,0.12500060160000004
2.1000000000000003e-08,-43.75002624000001,-0.6562500352,-9.375003647999996,0.12500060160000004
2.15e-08,-46.875025919999985,-0.6250000384000001,-7.8125035519999955,0.12500060160000004
2.2000000000000002e-08,-46.875025919999985,-0.6562500352,-9.375003647999996,0.1875005952000004
2.2500000000000003e-08,-43.75002624000001,-0.5937500416,-9.375003647999996,0.25000058879999987
2.3e-08,-43.75002624000001,-0.5937500416,-10.937503743999997,0.25000058879999987
2.3500000000000002e-08,-40.62502655999998,-0.5937500416,-10.937503743999997,0.25000058879999987
2.4000000000000003e-08,-40.62502655999998,-0.531250048,-12.500003839999998,0.25000058879999987
2.45e-08,-37.50002688000001,-0.5625000448,-12.500003839999998,0.3125005824000002
2.5000000000000002e-08,-40.62502655999998,-0.531250048,-14.062503935999999,0.25000058879999987
2.55e-08,-37.50002688000001,-0.5000000512,-12.500003839999998,0.25000058879999987
2.6e-08,-37.50002688000001,-0.531250048,-15.625004031999993,0.3125005824000002
2.6500000000000002e-08,-34.37502719999998,-0.531250048,-17.187504128,0.25000058879999987
2.7e-08,-31.250027520000003,-0.531250048,-17.187504128,0.3125005824000002
2.75e-08,-31.250027520000003,-0.46875005440000006,-17.187504128,0.3750005760000006
2.8000000000000003e-08,-25.00002816,-0.4375000576,-20.312504320000002,0.3125005824000002
