Time (s),VGS_A,VGS_B,VDS_A,VDS_B
0.0,-0.1250001664,-0.06250017280000009,22.500001792,22.500001792
5e-10,-0.1250001664,-0.06250017280000009,23.125001728,23.125001728
1e-09,-0.06250017280000009,-0.1250001664,23.750001664,22.500001792
1.5000000000000002e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,22.500001792
2e-09,-0.06250017280000009,-0.1250001664,23.125001728,23.125001728
2.5e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,22.500001792
3.0000000000000004e-09,-1.7920000017213056e-07,-1.7920000017213056e-07,23.125001728,22.500001792
3.5000000000000003e-09,-0.1250001664,-0.06250017280000009,23.125001728,22.500001792
4e-09,-0.06250017280000009,-0.1250001664,22.500001792,21.875001855999997
4.500000000000001e-09,-0.18750016000000014,-1.7920000017213056e-07,21.875001855999997,22.500001792
5e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,21.875001855999997
5.5000000000000004e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,22.500001792
6.000000000000001e-09,-0.06250017280000009,-0.1250001664,23.750001664,23.125001728
6.5e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,23.125001728
7.000000000000001e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,23.125001728
7.500000000000001e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,23.125001728
8e-09,-0.06250017280000009,-0.06250017280000009,22.500001792,22.500001792
8.5e-09,-0.06250017280000009,-0.06250017280000009,23.125001728,23.125001728
9.000000000000001e-09,-0.1250001664,-0.1250001664,23.125001728,22.500001792
9.5e-09,-0.06250017280000009,-0.1250001664,22.500001792,22.500001792
1e-08,-0.06250017280000009,-0.1250001664,23.750001664,22.500001792
1.0500000000000001e-08,-0.1250001664,-0.06250017280000009,22.500001792,21.875001855999997
1.1000000000000001e-08,-0.06250017280000009,-1.7920000017213056e-07,23.125001728,21.875001855999997
1.15e-08,-0.1250001664,-0.06250017280000009,23.125001728,22.500001792
1.2000000000000002e-08,-1.7920000017213056e-07,-0.1250001664,23.125001728,22.500001792
1.2500000000000001e-08,-0.06250017280000009,-0.1250001664,23.125001728,23.125001728
1.3e-08,-0.06250017280000009,-0.1250001664,23.750001664,22.500001792
1.35e-08,-0.06250017280000009,-0.1250001664,23.750001664,22.500001792
1.4000000000000001e-08,-0.06250017280000009,-0.1250001664,23.125001728,22.500001792
1.45e-08,-0.06250017280000009,-0.06250017280000009,23.125001728,23.125001728
1.5000000000000002e-08,-0.06250017280000009,-0.06250017280000009,23.125001728,23.125001728
1.55e-08,-1.7920000017213056e-07,-0.06250017280000009,23.125001728,21.875001855999997
1.6e-08,-0.06250017280000009,-0.06250017280000009,23.125001728,22.500001792
1.6500000000000002e-08,-0.06250017280000009,-0.1250001664,23.125001728,22.500001792
1.7e-08,-0.06250017280000009,-0.1250001664,23.750001664,22.500001792
1.75e-08,-1.7920000017213056e-07,-0.1250001664,23.125001728,21.875001855999997
1.8000000000000002e-08,-0.06250017280000009,-0.1250001664,23.750001664,22.500001792
1.85e-08,-0.06250017280000009,-0.06250017280000009,23.125001728,22.500001792
1.9e-08,-1.7920000017213056e-07,-0.06250017280000009,23.125001728,22.500001792
1.9500000000000003e-08,-0.1250001664,-0.1250001664,23.750001664,23.125001728
2e-08,-0.06250017280000009,-0.1250001664,23.125001728,23.125001728
2.05e-08,-0.06250017280000009,-0.06250017280000009,22.500001792,22.500001792
2.1000000000000003e-08,-0.06250017280000009,-0.06250017280000009,23.125001728,22.500001792
2.15e-08,-0.06250017280000009,-0.1250001664,23.125001728,23.125001728
2.2000000000000002e-08,-1.7920000017213056e-07,-0.1250001664,23.750001664,23.125001728
2.2500000000000003e-08,-1.7920000017213056e-07,-0.06250017280000009,23.750001664,23.125001728
2.3e-08,-0.1250001664,-1.7920000017213056e-07,23.750001664,22.500001792
2.3500000000000002e-08,0.062499814399999964,-0.06250017280000009,23.125001728,23.125001728
2.4000000000000003e-08,-0.06250017280000009,-1.7920000017213056e-07,22.500001792,22.500001792
2.45e-08,-0.06250017280000009,-0.06250017280000009,23.125001728,23.125001728
2.5000000000000002e-08,-1.7920000017213056e-07,-0.25000015360000005,23.750001664,22.500001792
2.55e-08,-0.06250017280000009,-0.5625001216000001,23.750001664,22.500001792
2.6e-08,-1.7920000017213056e-07,-0.7500001024,23.750001664,22.500001792
2.6500000000000002e-08,-0.06250017280000009,-0.6875001088000001,22.500001792,23.125001728
2.7e-08,-1.7920000017213056e-07,-0.5000001279999999,22.500001792,22.500001792
2.75e-08,-0.06250017280000009,-0.25000015360000005,23.125001728,23.125001728
2.8000000000000003e-08,-1.7920000017213056e-07,0.31249978879999984,22.500001792,23.125001728
2.85e-08,-0.1250001664,1.1249997056,23.125001728,23.125001728
2.9e-08,-0.06250017280000009,2.1249996032,24.375001599999997,22.500001792
2.9500000000000003e-08,-0.06250017280000009,3.3124994815999997,23.125001728,23.125001728
3.0000000000000004e-08,-0.06250017280000009,4.5624993536,22.500001792,22.500001792
3.05e-08,-0.1250001664,5.562499251199999,22.500001792,23.125001728
3.1e-08,-0.06250017280000009,5.9374992128,23.125001728,23.125001728
3.1500000000000004e-08,-1.7920000017213056e-07,5.874999219199999,23.125001728,23.125001728
3.2e-08,-0.06250017280000009,5.4999992576,23.125001728,22.500001792
3.25e-08,-0.06250017280000009,5.1249992959999995,22.500001792,23.125001728
3.3000000000000004e-08,-0.06250017280000009,4.8124993279999995,23.750001664,22.500001792
3.35e-08,-0.06250017280000009,4.5624993536,23.125001728,22.500001792
3.4e-08,-0.1250001664,4.5624993536,23.125001728,22.500001792
3.4500000000000005e-08,-0.06250017280000009,4.4999993599999994,23.750001664,22.500001792
3.5e-08,-1.7920000017213056e-07,4.6249993472,23.125001728,22.500001792
3.55e-08,-0.1250001664,4.8124993279999995,23.125001728,23.125001728
3.6000000000000005e-08,-1.7920000017213056e-07,4.8749993216,23.125001728,23.125001728
3.65e-08,-0.06250017280000009,4.9999993088,23.125001728,23.125001728
3.7e-08,-1.7920000017213056e-07,5.1249992959999995,24.375001599999997,22.500001792
3.7500000000000005e-08,-1.7920000017213056e-07,4.9999993088,23.750001664,22.500001792
3.8e-08,-1.7920000017213056e-07,4.8749993216,23.125001728,22.500001792
3.85e-08,-0.06250017280000009,4.9374993152,23.750001664,23.125001728
3.9000000000000005e-08,-0.06250017280000009,4.9374993152,23.750001664,23.125001728
3.95e-08,-1.7920000017213056e-07,4.8749993216,22.500001792,22.500001792
4e-08,-0.06250017280000009,4.8124993279999995,22.500001792,22.500001792
4.0500000000000005e-08,-0.06250017280000009,4.8749993216,22.500001792,23.125001728
4.1e-08,-0.06250017280000009,4.8124993279999995,23.125001728,22.500001792
4.15e-08,-0.1250001664,4.8124993279999995,23.750001664,23.125001728
4.2000000000000006e-08,-1.7920000017213056e-07,4.8749993216,23.750001664,23.125001728
4.2500000000000003e-08,-0.06250017280000009,4.8124993279999995,23.750001664,23.750001664
4.3e-08,-1.7920000017213056e-07,4.8749993216,24.375001599999997,22.500001792
4.3500000000000006e-08,-0.06250017280000009,4.8124993279999995,23.750001664,22.500001792
4.4000000000000004e-08,-0.06250017280000009,4.8124993279999995,23.750001664,23.125001728
4.45e-08,-0.06250017280000009,4.8749993216,23.750001664,23.125001728
4.5000000000000006e-08,-1.7920000017213056e-07,4.8749993216,23.750001664,23.125001728
4.5500000000000004e-08,-1.7920000017213056e-07,4.8749993216,23.750001664,23.125001728
4.6e-08,-1.7920000017213056e-07,4.8124993279999995,23.750001664,23.125001728
4.6500000000000006e-08,-1.7920000017213056e-07,4.8749993216,24.375001599999997,23.125001728
4.7000000000000004e-08,-1.7920000017213056e-07,4.8749993216,24.375001599999997,23.125001728
4.75e-08,0.062499814399999964,4.8749993216,23.125001728,23.125001728
4.8000000000000006e-08,-0.06250017280000009,4.9374993152,23.125001728,22.500001792
4.8500000000000004e-08,-0.06250017280000009,4.8749993216,23.125001728,23.125001728
4.9e-08,-0.06250017280000009,4.8749993216,24.375001599999997,22.500001792
4.95e-08,-0.06250017280000009,4.9999993088,23.750001664,22.500001792
5.0000000000000004e-08,-0.06250017280000009,4.9374993152,24.375001599999997,23.125001728
5.05e-08,-0.06250017280000009,4.8749993216,23.750001664,23.125001728
5.1e-08,-1.7920000017213056e-07,4.9374993152,23.750001664,23.125001728
5.1500000000000005e-08,-0.06250017280000009,4.9374993152,23.125001728,23.125001728
5.2e-08,-0.06250017280000009,4.8749993216,23.125001728,23.750001664
5.25e-08,-0.06250017280000009,4.9374993152,22.500001792,23.125001728
5.3000000000000005e-08,-0.06250017280000009,4.8749993216,23.125001728,23.125001728
5.35e-08,-0.06250017280000009,4.8749993216,23.125001728,23.750001664
5.4e-08,-0.06250017280000009,4.8749993216,23.750001664,22.500001792
5.4500000000000005e-08,-1.7920000017213056e-07,4.9374993152,24.375001599999997,23.125001728
5.5e-08,-1.7920000017213056e-07,4.9374993152,23.750001664,23.125001728
5.55e-08,-0.06250017280000009,4.8749993216,22.500001792,22.500001792
5.6000000000000005e-08,-0.06250017280000009,4.8749993216,23.125001728,22.500001792
5.65e-08,-0.06250017280000009,4.9374993152,22.500001792,23.125001728
5.7e-08,-0.1250001664,4.8749993216,23.750001664,22.500001792
5.7500000000000005e-08,-0.06250017280000009,4.9374993152,23.125001728,22.500001792
5.8e-08,-0.06250017280000009,4.9374993152,23.750001664,22.500001792
5.85e-08,-0.06250017280000009,4.9374993152,24.375001599999997,22.500001792
