Time (s),V_PRI,V_SEC,V_IN,V_OUT
0.0,-65.70004736000004,-231.19997952,25.32900004288,-0.009074978240000003
5e-10,-46.95004928000003,-224.94998016,25.32275004352,-0.005949978560000013
1e-09,-34.45005056000002,-231.19997952,25.29150004672,-0.002824978880000023
1.5000000000000002e-09,-40.700049920000026,-231.19997952,25.279000048,-0.009074978240000003
2e-09,-40.700049920000026,-224.94998016,25.27275004864,-0.005949978560000013
2.5e-09,-34.45005056000002,-231.19997952,25.26650004928,-0.002824978880000023
3.0000000000000004e-09,-28.20005120000002,-231.19997952,25.27275004864,-0.005949978560000013
3.5000000000000003e-09,-28.20005120000002,-243.69997824,25.27275004864,-0.005949978560000013
4e-09,-15.700052480000068,-243.69997824,25.285250047359998,-0.002824978880000023
4.500000000000001e-09,-21.950051840000015,-243.69997824,25.285250047359998,-0.005949978560000013
5e-09,-15.700052480000068,-243.69997824,25.29775004608,-0.009074978240000003
5.5000000000000004e-09,-15.700052480000068,-243.69997824,25.30400004544,-0.005949978560000013
6.000000000000001e-09,-15.700052480000068,-237.44997888,25.30400004544,-0.002824978880000023
6.5e-09,-15.700052480000068,-237.44997888,25.29150004672,-0.002824978880000023
7.000000000000001e-09,-3.20005376000006,-237.44997888,25.285250047359998,-0.005949978560000013
7.500000000000001e-09,3.049945600000001,-243.69997824,25.279000048,-0.005949978560000013
8e-09,-3.20005376000006,-243.69997824,25.26025004992,-0.009074978240000003
8.5e-09,3.049945600000001,-237.44997888,25.2477500512,-0.002824978880000023
9.000000000000001e-09,15.549944320000009,-237.44997888,25.22275005376,-0.005949978560000013
9.5e-09,15.549944320000009,-237.44997888,25.22275005376,-0.009074978240000003
1e-08,15.549944320000009,-231.19997952,25.22900005312,-0.005949978560000013
1.0500000000000001e-08,21.799943679999956,-243.69997824,25.22275005376,-0.002824978880000023
1.1000000000000001e-08,28.049943040000016,-231.19997952,25.23525005248,-0.005949978560000013
1.15e-08,28.049943040000016,-243.69997824,25.22900005312,-0.009074978240000003
1.2000000000000002e-08,40.549941760000024,-243.69997824,25.22275005376,-0.002824978880000023
1.2500000000000001e-08,34.29994239999996,-243.69997824,25.2165000544,-0.002824978880000023
1.3e-08,40.549941760000024,-237.44997888,25.21025005504,-0.005949978560000013
1.35e-08,46.79994111999997,-237.44997888,25.19775005632,-0.005949978560000013
1.4000000000000001e-08,46.79994111999997,-237.44997888,25.19775005632,-0.002824978880000023
1.45e-08,46.79994111999997,-231.19997952,25.17900005824,-0.005949978560000013
1.5000000000000002e-08,59.29993983999998,-231.19997952,25.17275005888,-0.005949978560000013
1.55e-08,59.29993983999998,-237.44997888,25.17275005888,-0.002824978880000023
1.6e-08,59.29993983999998,-237.44997888,25.17900005824,-0.012199977920000021
1.6500000000000002e-08,65.54993920000004,-224.94998016,25.19150005696,-0.005949978560000013
1.7e-08,71.79993855999999,-224.94998016,25.17900005824,-0.005949978560000013
1.75e-08,71.79993855999999,-224.94998016,25.19150005696,-0.012199977920000021
1.8000000000000002e-08,78.04993791999993,-218.6999808,25.204000055679998,-0.005949978560000013
1.85e-08,71.79993855999999,-218.6999808,25.21025005504,-0.002824978880000023
1.9e-08,78.04993791999993,-212.44998144,25.2165000544,-0.005949978560000013
1.9500000000000003e-08,84.29993728,-218.6999808,25.22275005376,-0.009074978240000003
2e-08,90.54993663999994,-218.6999808,25.22275005376,-0.002824978880000023
2.05e-08,78.04993791999993,-218.6999808,25.22275005376,-0.005949978560000013
2.1000000000000003e-08,90.54993663999994,-212.44998144,25.22900005312,-0.009074978240000003
2.15e-08,96.799936,-206.19998207999998,25.24150005184,-0.005949978560000013
2.2000000000000002e-08,96.799936,-206.19998207999998,25.2477500512,-0.005949978560000013
2.2500000000000003e-08,90.54993663999994,-199.94998272,25.2477500512,-0.002824978880000023
2.3e-08,103.04993535999995,-199.94998272,25.25400005056,-0.002824978880000023
2.3500000000000002e-08,103.04993535999995,-193.69998336,25.26025004992,-0.002824978880000023
2.4000000000000003e-08,96.799936,-199.94998272,25.25400005056,-0.009074978240000003
2.45e-08,109.29993472000001,-193.69998336,25.25400005056,-0.005949978560000013
2.5000000000000002e-08,115.54993407999996,-187.449984,25.22900005312,-0.005949978560000013
2.55e-08,115.54993407999996,-187.449984,25.22900005312,-0.009074978240000003
2.6e-08,115.54993407999996,-174.94998528,25.22900005312,-0.005949978560000013
2.6500000000000002e-08,115.54993407999996,-174.94998528,25.22900005312,-0.005949978560000013
2.7e-08,121.79993344000002,-168.69998592,25.24150005184,-0.005949978560000013
2.75e-08,128.04993279999997,-168.69998592,25.24150005184,-0.009074978240000003
2.8000000000000003e-08,134.29993216000003,-168.69998592,25.26025004992,0.00030002079999999487
2.85e-08,128.04993279999997,-168.69998592,25.26025004992,-0.005949978560000013
2.9e-08,134.29993216000003,-162.44998655999999,25.27275004864,-0.009074978240000003
2.9500000000000003e-08,134.29993216000003,-156.1999872,25.285250047359998,-0.005949978560000013
3.0000000000000004e-08,134.29993216000003,-156.1999872,25.30400004544,-0.002824978880000023
3.05e-08,134.29993216000003,-149.94998784,25.29150004672,-0.002824978880000023
3.1e-08,146.79993088000003,-143.69998848,25.29775004608,-0.002824978880000023
3.1500000000000004e-08,140.54993151999997,-143.69998848,25.30400004544,-0.002824978880000023
3.2e-08,140.54993151999997,-143.69998848,25.30400004544,-0.009074978240000003
3.25e-08,146.79993088000003,-131.19998976,25.3102500448,-0.005949978560000013
3.3000000000000004e-08,159.29992960000004,-131.19998976,25.29775004608,-0.005949978560000013
3.35e-08,159.29992960000004,-131.19998976,25.29775004608,-0.009074978240000003
3.4e-08,159.29992960000004,-118.69999104,25.29150004672,-0.005949978560000013
3.4500000000000005e-08,159.29992960000004,-124.9499904,25.27275004864,-0.005949978560000013
3.5e-08,165.54992896,-112.44999168000001,25.25400005056,-0.009074978240000003
3.55e-08,171.79992831999994,-112.44999168000001,25.2477500512,-0.012199977920000021
3.6000000000000005e-08,178.04992768,-112.44999168000001,25.22900005312,-0.002824978880000023
3.65e-08,171.79992831999994,-106.19999232,25.2165000544,-0.002824978880000023
3.7e-08,184.29992703999994,-93.6999936,25.21025005504,-0.009074978240000003
3.7500000000000005e-08,184.29992703999994,-93.6999936,25.19775005632,-0.005949978560000013
3.8e-08,190.5499264,-87.44999424000001,25.19150005696,-0.005949978560000013
3.85e-08,184.29992703999994,-81.19999488,25.16650005952,-0.002824978880000023
3.9000000000000005e-08,190.5499264,-74.94999552,25.16650005952,-0.005949978560000013
3.95e-08,196.79992575999995,-74.94999552,25.16650005952,-0.002824978880000023
4e-08,190.5499264,-74.94999552,25.16650005952,-0.012199977920000021
4.0500000000000005e-08,203.04992512,-62.4499968,25.17275005888,-0.005949978560000013
4.1e-08,209.29992447999996,-62.4499968,25.14775006144,-0.005949978560000013
4.15e-08,203.04992512,-49.94999808,25.14775006144,-0.012199977920000021
4.2000000000000006e-08,209.29992447999996,-43.699998719999996,25.1540000608,-0.005949978560000013
4.2500000000000003e-08,209.29992447999996,-49.94999808,25.14775006144,-0.005949978560000013
4.3e-08,209.29992447999996,-37.44999936,25.1540000608,-0.005949978560000013
4.3500000000000006e-08,215.54992384000002,-37.44999936,25.16650005952,-0.009074978240000003
4.4000000000000004e-08,221.79992319999997,-43.699998719999996,25.17900005824,-0.002824978880000023
4.45e-08,215.54992384000002,-37.44999936,25.19150005696,-0.005949978560000013
4.5000000000000006e-08,215.54992384000002,-24.95000064,25.21025005504,-0.005949978560000013
4.5500000000000004e-08,228.04992256000003,-31.2,25.2165000544,-0.005949978560000013
4.6e-08,221.79992319999997,-18.70000128,25.204000055679998,-0.005949978560000013
4.6500000000000006e-08,215.54992384000002,-12.450001919999998,25.17275005888,-0.002824978880000023
4.7000000000000004e-08,215.54992384000002,0.049996800000002395,25.14775006144,-0.002824978880000023
4.75e-08,215.54992384000002,-6.200002559999998,25.14150006208,-0.005949978560000013
4.8000000000000006e-08,215.54992384000002,-6.200002559999998,25.13525006272,-0.012199977920000021
4.8500000000000004e-08,215.54992384000002,6.299996160000003,25.13525006272,-0.005949978560000013
4.9e-08,221.79992319999997,6.299996160000003,25.10400006592,-0.005949978560000013
4.95e-08,215.54992384000002,18.799994880000003,25.0915000672,-0.012199977920000021
5.0000000000000004e-08,215.54992384000002,25.049994240000007,25.08525006784,-0.005949978560000013
5.05e-08,209.29992447999996,18.799994880000003,25.08525006784,-0.005949978560000013
5.1e-08,215.54992384000002,37.54999296,25.09775006656,-0.005949978560000013
5.1500000000000005e-08,215.54992384000002,25.049994240000007,25.11650006464,-0.009074978240000003
5.2e-08,215.54992384000002,31.299993600000004,25.14150006208,-0.005949978560000013
5.25e-08,209.29992447999996,37.54999296,25.14150006208,-0.005949978560000013
5.3000000000000005e-08,203.04992512,37.54999296,25.14150006208,-0.009074978240000003
5.35e-08,209.29992447999996,50.049991680000005,25.14775006144,-0.005949978560000013
5.4e-08,203.04992512,50.049991680000005,25.14150006208,-0.002824978880000023
5.4500000000000005e-08,196.79992575999995,62.5499904,25.12900006336,-0.002824978880000023
5.5e-08,203.04992512,62.5499904,25.12900006336,-0.002824978880000023
5.55e-08,196.79992575999995,62.5499904,25.12900006336,-0.002824978880000023
5.6000000000000005e-08,190.5499264,68.79998976,25.122750064,-0.009074978240000003
5.65e-08,196.79992575999995,75.04998912,25.11650006464,-0.005949978560000013
5.7e-08,196.79992575999995,81.29998848000001,25.09775006656,-0.005949978560000013
5.7500000000000005e-08,184.29992703999994,87.54998784,25.0915000672,-0.009074978240000003
5.8e-08,184.29992703999994,93.7999872,25.0915000672,-0.005949978560000013
5.85e-08,178.04992768,87.54998784,25.07275006912,-0.005949978560000013
5.9000000000000006e-08,178.04992768,106.29998592,25.06650006976,-0.005949978560000013
5.9500000000000003e-08,178.04992768,93.7999872,25.07275006912,-0.009074978240000003
6.000000000000001e-08,178.04992768,100.04998656,25.09775006656,-0.002824978880000023
6.05e-08,165.54992896,100.04998656,25.09775006656,-0.005949978560000013
6.1e-08,165.54992896,100.04998656,25.10400006592,-0.005949978560000013
6.15e-08,165.54992896,106.29998592,25.11025006528,-0.005949978560000013
6.2e-08,159.29992960000004,118.79998464,25.11025006528,-0.002824978880000023
6.250000000000001e-08,146.79993088000003,118.79998464,25.10400006592,-0.002824978880000023
6.300000000000001e-08,153.04993023999998,125.04998400000001,25.11650006464,-0.005949978560000013
6.35e-08,140.54993151999997,125.04998400000001,25.122750064,-0.005949978560000013
6.4e-08,140.54993151999997,131.29998336000003,25.12900006336,-0.005949978560000013
6.45e-08,140.54993151999997,137.54998272000003,25.13525006272,-0.005949978560000013
6.5e-08,140.54993151999997,137.54998272000003,25.122750064,-0.005949978560000013
6.55e-08,134.29993216000003,143.79998208,25.13525006272,-0.009074978240000003
6.600000000000001e-08,128.04993279999997,150.04998144,25.16650005952,-0.005949978560000013
6.65e-08,115.54993407999996,143.79998208,25.1852500576,-0.002824978880000023
6.7e-08,121.79993344000002,156.29998080000001,25.204000055679998,-0.005949978560000013
6.75e-08,115.54993407999996,150.04998144,25.22275005376,-0.009074978240000003
6.8e-08,115.54993407999996,143.79998208,25.24150005184,-0.002824978880000023
6.85e-08,103.04993535999995,150.04998144,25.2477500512,-0.005949978560000013
6.900000000000001e-08,103.04993535999995,156.29998080000001,25.24150005184,-0.009074978240000003
6.950000000000001e-08,96.799936,162.54998016000002,25.22275005376,-0.005949978560000013
7e-08,90.54993663999994,168.79997952000002,25.19775005632,-0.005949978560000013
7.05e-08,84.29993728,175.04997888000003,25.16025006016,-0.005949978560000013
7.1e-08,90.54993663999994,168.79997952000002,25.14775006144,-0.005949978560000013
7.15e-08,84.29993728,168.79997952000002,25.14775006144,-0.002824978880000023
7.200000000000001e-08,71.79993855999999,168.79997952000002,25.14775006144,-0.005949978560000013
7.250000000000001e-08,71.79993855999999,175.04997888000003,25.1540000608,-0.005949978560000013
7.3e-08,71.79993855999999,175.04997888000003,25.14150006208,0.00030002079999999487
7.35e-08,65.54993920000004,181.29997824000003,25.1540000608,-0.005949978560000013
7.4e-08,59.29993983999998,181.29997824000003,25.17900005824,-0.005949978560000013
7.45e-08,59.29993983999998,175.04997888000003,25.1852500576,-0.002824978880000023
7.500000000000001e-08,53.04994048000003,187.54997760000003,25.19150005696,-0.005949978560000013
7.550000000000001e-08,46.79994111999997,181.29997824000003,25.17900005824,-0.009074978240000003
7.6e-08,46.79994111999997,175.04997888000003,25.16650005952,-0.002824978880000023
7.65e-08,40.549941760000024,181.29997824000003,25.14775006144,-0.005949978560000013
7.7e-08,40.549941760000024,187.54997760000003,25.12900006336,-0.009074978240000003
7.75e-08,40.549941760000024,193.79997696000004,25.11650006464,-0.005949978560000013
7.800000000000001e-08,28.049943040000016,187.54997760000003,25.11650006464,-0.005949978560000013
7.850000000000001e-08,21.799943679999956,187.54997760000003,25.10400006592,-0.002824978880000023
7.9e-08,21.799943679999956,187.54997760000003,25.11650006464,-0.002824978880000023
7.95e-08,15.549944320000009,193.79997696000004,25.13525006272,-0.002824978880000023
8e-08,3.049945600000001,187.54997760000003,25.14775006144,-0.009074978240000003
8.05e-08,9.299944959999948,193.79997696000004,25.16025006016,-0.005949978560000013
8.100000000000001e-08,15.549944320000009,193.79997696000004,25.13525006272,-0.005949978560000013
8.150000000000001e-08,3.049945600000001,200.04997632,25.12900006336,-0.009074978240000003
8.2e-08,-3.20005376000006,200.04997632,25.12900006336,-0.009074978240000003
8.25e-08,-9.450053120000007,193.79997696000004,25.11025006528,-0.005949978560000013
8.3e-08,-3.20005376000006,200.04997632,25.09775006656,-0.009074978240000003
8.35e-08,-9.450053120000007,193.79997696000004,25.0915000672,-0.009074978240000003
8.400000000000001e-08,-9.450053120000007,187.54997760000003,25.09775006656,-0.002824978880000023
8.450000000000001e-08,-21.950051840000015,181.29997824000003,25.0915000672,-0.002824978880000023
8.500000000000001e-08,-21.950051840000015,187.54997760000003,25.0915000672,-0.009074978240000003
8.55e-08,-21.950051840000015,193.79997696000004,25.10400006592,-0.005949978560000013
8.6e-08,-28.20005120000002,193.79997696000004,25.11025006528,-0.002824978880000023
8.65e-08,-40.700049920000026,187.54997760000003,25.10400006592,-0.002824978880000023
8.700000000000001e-08,-28.20005120000002,181.29997824000003,25.11025006528,-0.005949978560000013
8.750000000000001e-08,-40.700049920000026,181.29997824000003,25.122750064,-0.002824978880000023
8.800000000000001e-08,-46.95004928000003,181.29997824000003,25.122750064,-0.009074978240000003
8.85e-08,-40.700049920000026,187.54997760000003,25.122750064,-0.002824978880000023
8.9e-08,-46.95004928000003,175.04997888000003,25.09775006656,-0.005949978560000013
8.95e-08,-53.200048640000034,187.54997760000003,25.11025006528,-0.009074978240000003
9.000000000000001e-08,-53.200048640000034,181.29997824000003,25.122750064,-0.005949978560000013
9.050000000000001e-08,-65.70004736000004,175.04997888000003,25.12900006336,-0.002824978880000023
9.100000000000001e-08,-65.70004736000004,181.29997824000003,25.13525006272,-0.002824978880000023
